organ,age,Tsoil,Ksoil,SRWC,t,Tr,soil_water_potential,proteins,sucrose,green_area,xylem_water_potential,plant,axis,amino_acids,mstruct,total_water_potential
roots,NA,NA,NA,NA,1991,NA,NA,NA,1505.01072731,NA,NA,1,MS,34.07552510,1.40527410,NA
xylem,NA,NA,NA,NA,1991,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04586096
phloem,NA,NA,NA,NA,1992,NA,NA,NA,2693.64646615,NA,NA,1,MS,635.03634526,NA,NA
roots,NA,NA,NA,NA,1992,NA,NA,NA,1577.75413811,NA,NA,1,MS,42.25969495,1.40663965,NA
xylem,NA,NA,NA,NA,1992,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04710718
phloem,NA,NA,NA,NA,1993,NA,NA,NA,2924.23743872,NA,NA,1,MS,632.65770391,NA,NA
roots,NA,NA,NA,NA,1993,NA,NA,NA,1687.18957409,NA,NA,1,MS,49.94359263,1.40810674,NA
xylem,NA,NA,NA,NA,1993,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04940748
phloem,NA,NA,NA,NA,1994,NA,NA,NA,3112.30984350,NA,NA,1,MS,629.87676838,NA,NA
roots,NA,NA,NA,NA,1994,NA,NA,NA,1819.67839454,NA,NA,1,MS,54.80646407,1.40972197,NA
xylem,NA,NA,NA,NA,1994,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.05240268
phloem,NA,NA,NA,NA,1995,NA,NA,NA,3257.41901582,NA,NA,1,MS,629.49872565,NA,NA
roots,NA,NA,NA,NA,1995,NA,NA,NA,1952.07205963,NA,NA,1,MS,55.77439518,1.41150776,NA
xylem,NA,NA,NA,NA,1995,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04911724
phloem,NA,NA,NA,NA,1996,NA,NA,NA,3343.56320646,NA,NA,1,MS,631.69174743,NA,NA
roots,NA,NA,NA,NA,1996,NA,NA,NA,2066.52995422,NA,NA,1,MS,53.37874316,1.41345361,NA
xylem,NA,NA,NA,NA,1996,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04697076
phloem,NA,NA,NA,NA,1997,NA,NA,NA,3328.34649396,NA,NA,1,MS,636.24707885,NA,NA
roots,NA,NA,NA,NA,1997,NA,NA,NA,2142.64811235,NA,NA,1,MS,47.43500530,1.41552935,NA
xylem,NA,NA,NA,NA,1997,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04393375
phloem,NA,NA,NA,NA,1998,NA,NA,NA,3261.04565362,NA,NA,1,MS,637.09142929,NA,NA
roots,NA,NA,NA,NA,1998,NA,NA,NA,2171.47627477,NA,NA,1,MS,49.79054778,1.41768716,NA
xylem,NA,NA,NA,NA,1998,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03919155
phloem,NA,NA,NA,NA,1999,NA,NA,NA,3164.87759387,NA,NA,1,MS,634.29758948,NA,NA
roots,NA,NA,NA,NA,1999,NA,NA,NA,2161.74857477,NA,NA,1,MS,54.45662674,1.41987513,NA
xylem,NA,NA,NA,NA,1999,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03719018
phloem,NA,NA,NA,NA,2000,NA,NA,NA,3080.21956846,NA,NA,1,MS,633.86567335,NA,NA
roots,NA,NA,NA,NA,2000,NA,NA,NA,2118.63858564,NA,NA,1,MS,57.83042741,1.42205277,NA
xylem,NA,NA,NA,NA,2000,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03604855
phloem,NA,NA,NA,NA,2001,NA,NA,NA,2994.47097884,NA,NA,1,MS,633.39353335,NA,NA
roots,NA,NA,NA,NA,2001,NA,NA,NA,2069.88473346,NA,NA,1,MS,59.08734792,1.42418430,NA
xylem,NA,NA,NA,NA,2001,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537744
phloem,NA,NA,NA,NA,2002,NA,NA,NA,2908.78105653,NA,NA,1,MS,633.22069159,NA,NA
roots,NA,NA,NA,NA,2002,NA,NA,NA,2017.39518151,NA,NA,1,MS,59.04537826,1.42626214,NA
xylem,NA,NA,NA,NA,2002,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537833
phloem,NA,NA,NA,NA,2003,NA,NA,NA,2825.38355233,NA,NA,1,MS,633.28963134,NA,NA
roots,NA,NA,NA,NA,2003,NA,NA,NA,1962.72390710,NA,NA,1,MS,58.25808749,1.42828039,NA
xylem,NA,NA,NA,NA,2003,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537652
phloem,NA,NA,NA,NA,2004,NA,NA,NA,2743.66360563,NA,NA,1,MS,633.40289503,NA,NA
roots,NA,NA,NA,NA,2004,NA,NA,NA,1907.82256072,NA,NA,1,MS,57.28196479,1.43023460,NA
xylem,NA,NA,NA,NA,2004,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537662
phloem,NA,NA,NA,NA,2005,NA,NA,NA,2662.89328773,NA,NA,1,MS,633.59986889,NA,NA
roots,NA,NA,NA,NA,2005,NA,NA,NA,1852.53581046,NA,NA,1,MS,56.06972044,1.43212250,NA
xylem,NA,NA,NA,NA,2005,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537680
phloem,NA,NA,NA,NA,2006,NA,NA,NA,2583.47545596,NA,NA,1,MS,633.74972246,NA,NA
roots,NA,NA,NA,NA,2006,NA,NA,NA,1798.25697785,NA,NA,1,MS,54.95382046,1.43394160,NA
xylem,NA,NA,NA,NA,2006,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537693
phloem,NA,NA,NA,NA,2007,NA,NA,NA,2506.32963532,NA,NA,1,MS,633.91948590,NA,NA
roots,NA,NA,NA,NA,2007,NA,NA,NA,1744.16458288,NA,NA,1,MS,53.66850086,1.43569121,NA
xylem,NA,NA,NA,NA,2007,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537562
phloem,NA,NA,NA,NA,2008,NA,NA,NA,2430.24601536,NA,NA,1,MS,634.01425039,NA,NA
roots,NA,NA,NA,NA,2008,NA,NA,NA,1691.78883341,NA,NA,1,MS,52.58581934,1.43736975,NA
xylem,NA,NA,NA,NA,2008,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537425
phloem,NA,NA,NA,NA,2009,NA,NA,NA,2356.22979412,NA,NA,1,MS,634.10623005,NA,NA
roots,NA,NA,NA,NA,2009,NA,NA,NA,1640.29172175,NA,NA,1,MS,51.42937946,1.43897777,NA
xylem,NA,NA,NA,NA,2009,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537419
phloem,NA,NA,NA,NA,2010,NA,NA,NA,2284.21749187,NA,NA,1,MS,635.04641174,NA,NA
roots,NA,NA,NA,NA,2010,NA,NA,NA,1589.85438063,NA,NA,1,MS,49.76211140,1.44051489,NA
xylem,NA,NA,NA,NA,2010,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03537333
phloem,NA,NA,NA,NA,2011,NA,NA,NA,2199.28481063,NA,NA,1,MS,655.66052730,NA,NA
roots,NA,NA,NA,NA,2011,NA,NA,NA,1544.51263286,NA,NA,1,MS,32.52793593,1.44198120,NA
xylem,NA,NA,NA,NA,2011,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542609
phloem,NA,NA,NA,NA,2012,NA,NA,NA,2175.00398502,NA,NA,1,MS,671.02777561,NA,NA
roots,NA,NA,NA,NA,2012,NA,NA,NA,1502.65781881,NA,NA,1,MS,22.04513966,1.44338269,NA
xylem,NA,NA,NA,NA,2012,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03780262
phloem,NA,NA,NA,NA,2013,NA,NA,NA,2228.21197416,NA,NA,1,MS,680.61206645,NA,NA
roots,NA,NA,NA,NA,2013,NA,NA,NA,1479.42439441,NA,NA,1,MS,22.33869338,1.44472346,NA
xylem,NA,NA,NA,NA,2013,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03897137
phloem,NA,NA,NA,NA,2014,NA,NA,NA,2342.57389034,NA,NA,1,MS,683.98214205,NA,NA
roots,NA,NA,NA,NA,2014,NA,NA,NA,1485.60473455,NA,NA,1,MS,28.62975411,1.44602989,NA
xylem,NA,NA,NA,NA,2014,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04309465
phloem,NA,NA,NA,NA,2015,NA,NA,NA,2494.84188659,NA,NA,1,MS,682.53649884,NA,NA
roots,NA,NA,NA,NA,2015,NA,NA,NA,1525.91972384,NA,NA,1,MS,37.29204440,1.44734451,NA
xylem,NA,NA,NA,NA,2015,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04584258
phloem,NA,NA,NA,NA,2016,NA,NA,NA,2687.90376859,NA,NA,1,MS,679.02519624,NA,NA
roots,NA,NA,NA,NA,2016,NA,NA,NA,1601.46075947,NA,NA,1,MS,46.25150768,1.44871647,NA
xylem,NA,NA,NA,NA,2016,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04708132
phloem,NA,NA,NA,NA,2017,NA,NA,NA,2920.27248764,NA,NA,1,MS,674.75671828,NA,NA
roots,NA,NA,NA,NA,2017,NA,NA,NA,1714.13958887,NA,NA,1,MS,54.64398870,1.45019470,NA
xylem,NA,NA,NA,NA,2017,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04937039
phloem,NA,NA,NA,NA,2018,NA,NA,NA,3108.02545481,NA,NA,1,MS,670.42019388,NA,NA
roots,NA,NA,NA,NA,2018,NA,NA,NA,1850.25175227,NA,NA,1,MS,59.72683688,1.45182682,NA
xylem,NA,NA,NA,NA,2018,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.05235635
phloem,NA,NA,NA,NA,2019,NA,NA,NA,3252.11712040,NA,NA,1,MS,668.90172243,NA,NA
roots,NA,NA,NA,NA,2019,NA,NA,NA,1985.51616526,NA,NA,1,MS,60.53832083,1.45363598,NA
xylem,NA,NA,NA,NA,2019,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04906680
phloem,NA,NA,NA,NA,2020,NA,NA,NA,3335.45051743,NA,NA,1,MS,670.27183598,NA,NA
roots,NA,NA,NA,NA,2020,NA,NA,NA,2101.61599346,NA,NA,1,MS,57.58018492,1.45561062,NA
xylem,NA,NA,NA,NA,2020,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04691547
phloem,NA,NA,NA,NA,2021,NA,NA,NA,3316.17349703,NA,NA,1,MS,674.36846912,NA,NA
roots,NA,NA,NA,NA,2021,NA,NA,NA,2177.30530461,NA,NA,1,MS,50.91881349,1.45771876,NA
xylem,NA,NA,NA,NA,2021,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04384273
phloem,NA,NA,NA,NA,2022,NA,NA,NA,3246.19876339,NA,NA,1,MS,674.00160107,NA,NA
roots,NA,NA,NA,NA,2022,NA,NA,NA,2204.12729535,NA,NA,1,MS,53.54121877,1.45990970,NA
xylem,NA,NA,NA,NA,2022,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03911929
phloem,NA,NA,NA,NA,2023,NA,NA,NA,3146.91881717,NA,NA,1,MS,669.68349023,NA,NA
roots,NA,NA,NA,NA,2023,NA,NA,NA,2192.05031286,NA,NA,1,MS,58.63637990,1.46212912,NA
xylem,NA,NA,NA,NA,2023,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03712467
phloem,NA,NA,NA,NA,2024,NA,NA,NA,3061.25722785,NA,NA,1,MS,668.31739495,NA,NA
roots,NA,NA,NA,NA,2024,NA,NA,NA,2146.95277268,NA,NA,1,MS,62.31059551,1.46433545,NA
xylem,NA,NA,NA,NA,2024,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03598393
phloem,NA,NA,NA,NA,2025,NA,NA,NA,2974.74716754,NA,NA,1,MS,667.06903823,NA,NA
roots,NA,NA,NA,NA,2025,NA,NA,NA,2096.04423827,NA,NA,1,MS,63.66529803,1.46649256,NA
xylem,NA,NA,NA,NA,2025,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03533001
phloem,NA,NA,NA,NA,2026,NA,NA,NA,2888.10961120,NA,NA,1,MS,666.16968406,NA,NA
roots,NA,NA,NA,NA,2026,NA,NA,NA,2041.70532303,NA,NA,1,MS,63.68382842,1.46859250,NA
xylem,NA,NA,NA,NA,2026,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03532803
phloem,NA,NA,NA,NA,2027,NA,NA,NA,2803.14445471,NA,NA,1,MS,665.55025902,NA,NA
roots,NA,NA,NA,NA,2027,NA,NA,NA,1985.58001731,NA,NA,1,MS,62.97878646,1.47062954,NA
xylem,NA,NA,NA,NA,2027,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03532349
phloem,NA,NA,NA,NA,2028,NA,NA,NA,2719.49906676,NA,NA,1,MS,665.07337624,NA,NA
roots,NA,NA,NA,NA,2028,NA,NA,NA,1928.75327827,NA,NA,1,MS,61.88850373,1.47259961,NA
xylem,NA,NA,NA,NA,2028,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03531988
phloem,NA,NA,NA,NA,2029,NA,NA,NA,2637.55467727,NA,NA,1,MS,664.67994222,NA,NA
roots,NA,NA,NA,NA,2029,NA,NA,NA,1872.05015366,NA,NA,1,MS,60.64936082,1.47449980,NA
xylem,NA,NA,NA,NA,2029,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03531633
phloem,NA,NA,NA,NA,2030,NA,NA,NA,2557.80097355,NA,NA,1,MS,664.31051632,NA,NA
roots,NA,NA,NA,NA,2030,NA,NA,NA,1815.97187731,NA,NA,1,MS,59.37191967,1.47632821,NA
xylem,NA,NA,NA,NA,2030,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03531269
phloem,NA,NA,NA,NA,2031,NA,NA,NA,2479.51881692,NA,NA,1,MS,663.91034590,NA,NA
roots,NA,NA,NA,NA,2031,NA,NA,NA,1760.88598476,NA,NA,1,MS,58.10396436,1.47808367,NA
xylem,NA,NA,NA,NA,2031,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03530972
phloem,NA,NA,NA,NA,2032,NA,NA,NA,2403.18977715,NA,NA,1,MS,663.49818033,NA,NA
roots,NA,NA,NA,NA,2032,NA,NA,NA,1706.95233129,NA,NA,1,MS,56.84528173,1.47976564,NA
xylem,NA,NA,NA,NA,2032,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03530730
phloem,NA,NA,NA,NA,2033,NA,NA,NA,2329.03727614,NA,NA,1,MS,663.06737951,NA,NA
roots,NA,NA,NA,NA,2033,NA,NA,NA,1654.32123234,NA,NA,1,MS,55.60253778,1.48137397,NA
xylem,NA,NA,NA,NA,2033,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03530356
phloem,NA,NA,NA,NA,2034,NA,NA,NA,2256.23797308,NA,NA,1,MS,663.57593697,NA,NA
roots,NA,NA,NA,NA,2034,NA,NA,NA,1603.09517394,NA,NA,1,MS,53.87662020,1.48290892,NA
xylem,NA,NA,NA,NA,2034,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03530078
phloem,NA,NA,NA,NA,2035,NA,NA,NA,2170.06295065,NA,NA,1,MS,682.61449779,NA,NA
roots,NA,NA,NA,NA,2035,NA,NA,NA,1555.95517650,NA,NA,1,MS,35.25031469,1.48437112,NA
xylem,NA,NA,NA,NA,2035,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03534643
phloem,NA,NA,NA,NA,2036,NA,NA,NA,2144.01194572,NA,NA,1,MS,696.78597316,NA,NA
roots,NA,NA,NA,NA,2036,NA,NA,NA,1512.28583929,NA,NA,1,MS,23.29040222,1.48576525,NA
xylem,NA,NA,NA,NA,2036,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03765300
phloem,NA,NA,NA,NA,2037,NA,NA,NA,2197.34520272,NA,NA,1,MS,703.76851934,NA,NA
roots,NA,NA,NA,NA,2037,NA,NA,NA,1487.82366174,NA,NA,1,MS,23.13640034,1.48709549,NA
xylem,NA,NA,NA,NA,2037,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03869265
phloem,NA,NA,NA,NA,2038,NA,NA,NA,2307.59061984,NA,NA,1,MS,704.21711269,NA,NA
roots,NA,NA,NA,NA,2038,NA,NA,NA,1492.61425591,NA,NA,1,MS,29.45417968,1.48838928,NA
xylem,NA,NA,NA,NA,2038,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04259333
phloem,NA,NA,NA,NA,2039,NA,NA,NA,2452.49927223,NA,NA,1,MS,699.89009897,NA,NA
roots,NA,NA,NA,NA,2039,NA,NA,NA,1530.46782898,NA,NA,1,MS,38.15490551,1.48968932,NA
xylem,NA,NA,NA,NA,2039,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04518865
phloem,NA,NA,NA,NA,2040,NA,NA,NA,2637.44300250,NA,NA,1,MS,693.56055258,NA,NA
roots,NA,NA,NA,NA,2040,NA,NA,NA,1602.32367044,NA,NA,1,MS,47.13643562,1.49104364,NA
xylem,NA,NA,NA,NA,2040,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04636007
phloem,NA,NA,NA,NA,2041,NA,NA,NA,2862.17019492,NA,NA,1,MS,686.49339629,NA,NA
roots,NA,NA,NA,NA,2041,NA,NA,NA,1710.75839890,NA,NA,1,MS,55.59807912,1.49250029,NA
xylem,NA,NA,NA,NA,2041,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04852703
phloem,NA,NA,NA,NA,2042,NA,NA,NA,3041.39292034,NA,NA,1,MS,679.40323613,NA,NA
roots,NA,NA,NA,NA,2042,NA,NA,NA,1842.37381511,NA,NA,1,MS,60.66077487,1.49410758,NA
xylem,NA,NA,NA,NA,2042,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.05134777
phloem,NA,NA,NA,NA,2043,NA,NA,NA,3176.82064601,NA,NA,1,MS,675.04139864,NA,NA
roots,NA,NA,NA,NA,2043,NA,NA,NA,1972.32887951,NA,NA,1,MS,61.10083424,1.49589009,NA
xylem,NA,NA,NA,NA,2043,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04824076
phloem,NA,NA,NA,NA,2044,NA,NA,NA,3252.01396919,NA,NA,1,MS,673.60902871,NA,NA
roots,NA,NA,NA,NA,2044,NA,NA,NA,2082.53884919,NA,NA,1,MS,57.83490454,1.49783644,NA
xylem,NA,NA,NA,NA,2044,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04621058
phloem,NA,NA,NA,NA,2045,NA,NA,NA,3226.16454227,NA,NA,1,MS,674.81720513,NA,NA
roots,NA,NA,NA,NA,2045,NA,NA,NA,2152.31903540,NA,NA,1,MS,50.75614275,1.49991426,NA
xylem,NA,NA,NA,NA,2045,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04331577
phloem,NA,NA,NA,NA,2046,NA,NA,NA,3151.20243909,NA,NA,1,MS,670.54988465,NA,NA
roots,NA,NA,NA,NA,2046,NA,NA,NA,2174.16875914,NA,NA,1,MS,54.15779304,1.50207166,NA
xylem,NA,NA,NA,NA,2046,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03884698
phloem,NA,NA,NA,NA,2047,NA,NA,NA,3058.92754939,NA,NA,1,MS,665.12349527,NA,NA
roots,NA,NA,NA,NA,2047,NA,NA,NA,2160.13141661,NA,NA,1,MS,57.52076277,1.50425321,NA
xylem,NA,NA,NA,NA,2047,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03696309
phloem,NA,NA,NA,NA,2048,NA,NA,NA,2973.17962164,NA,NA,1,MS,663.94980085,NA,NA
roots,NA,NA,NA,NA,2048,NA,NA,NA,2114.39066395,NA,NA,1,MS,60.20682137,1.50641864,NA
xylem,NA,NA,NA,NA,2048,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03609959
phloem,NA,NA,NA,NA,2049,NA,NA,NA,2889.41054835,NA,NA,1,MS,663.65064488,NA,NA
roots,NA,NA,NA,NA,2049,NA,NA,NA,2063.45001002,NA,NA,1,MS,60.83551653,1.50853148,NA
xylem,NA,NA,NA,NA,2049,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542034
phloem,NA,NA,NA,NA,2050,NA,NA,NA,2803.61195833,NA,NA,1,MS,664.30698831,NA,NA
roots,NA,NA,NA,NA,2050,NA,NA,NA,2008.65853543,NA,NA,1,MS,60.15139549,1.51058420,NA
xylem,NA,NA,NA,NA,2050,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542270
phloem,NA,NA,NA,NA,2051,NA,NA,NA,2722.82013565,NA,NA,1,MS,663.70059737,NA,NA
roots,NA,NA,NA,NA,2051,NA,NA,NA,1952.48355902,NA,NA,1,MS,58.93405272,1.51257043,NA
xylem,NA,NA,NA,NA,2051,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542265
phloem,NA,NA,NA,NA,2052,NA,NA,NA,2643.08676530,NA,NA,1,MS,663.28284240,NA,NA
roots,NA,NA,NA,NA,2052,NA,NA,NA,1896.68927090,NA,NA,1,MS,57.66016415,1.51448656,NA
xylem,NA,NA,NA,NA,2052,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542228
phloem,NA,NA,NA,NA,2053,NA,NA,NA,2565.04458793,NA,NA,1,MS,663.04759707,NA,NA
roots,NA,NA,NA,NA,2053,NA,NA,NA,1841.15897553,NA,NA,1,MS,56.27046711,1.51633114,NA
xylem,NA,NA,NA,NA,2053,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542064
phloem,NA,NA,NA,NA,2054,NA,NA,NA,2488.98606406,NA,NA,1,MS,662.85793342,NA,NA
roots,NA,NA,NA,NA,2054,NA,NA,NA,1786.44649013,NA,NA,1,MS,54.89315159,1.51810268,NA
xylem,NA,NA,NA,NA,2054,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03541979
phloem,NA,NA,NA,NA,2055,NA,NA,NA,2414.84628055,NA,NA,1,MS,662.67182210,NA,NA
roots,NA,NA,NA,NA,2055,NA,NA,NA,1732.79329164,NA,NA,1,MS,53.53834555,1.51980052,NA
xylem,NA,NA,NA,NA,2055,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03542005
phloem,NA,NA,NA,NA,2056,NA,NA,NA,2342.93444978,NA,NA,1,MS,662.52062942,NA,NA
roots,NA,NA,NA,NA,2056,NA,NA,NA,1680.16514001,NA,NA,1,MS,52.16686171,1.52142449,NA
xylem,NA,NA,NA,NA,2056,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03541890
phloem,NA,NA,NA,NA,2057,NA,NA,NA,2272.93178386,NA,NA,1,MS,662.22990693,NA,NA
roots,NA,NA,NA,NA,2057,NA,NA,NA,1629.35459538,NA,NA,1,MS,50.97402764,1.52297458,NA
xylem,NA,NA,NA,NA,2057,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03541832
phloem,NA,NA,NA,NA,2058,NA,NA,NA,2204.25174587,NA,NA,1,MS,662.52139877,NA,NA
roots,NA,NA,NA,NA,2058,NA,NA,NA,1579.98382973,NA,NA,1,MS,49.32885991,1.52445206,NA
xylem,NA,NA,NA,NA,2058,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03541716
phloem,NA,NA,NA,NA,2059,NA,NA,NA,2128.50237938,NA,NA,1,MS,677.46693311,NA,NA
roots,NA,NA,NA,NA,2059,NA,NA,NA,1535.54812770,NA,NA,1,MS,32.44286967,1.52585795,NA
xylem,NA,NA,NA,NA,2059,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03546658
phloem,NA,NA,NA,NA,2060,NA,NA,NA,2073.74106118,NA,NA,1,MS,699.05104477,NA,NA
roots,NA,NA,NA,NA,2060,NA,NA,NA,1490.74777356,NA,NA,1,MS,21.27860594,1.52719853,NA
xylem,NA,NA,NA,NA,2060,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03780748
phloem,NA,NA,NA,NA,2061,NA,NA,NA,2078.43136360,NA,NA,1,MS,713.38439599,NA,NA
roots,NA,NA,NA,NA,2061,NA,NA,NA,1455.59275165,NA,NA,1,MS,19.45622589,1.52847264,NA
xylem,NA,NA,NA,NA,2061,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03894751
phloem,NA,NA,NA,NA,2062,NA,NA,NA,2155.44466842,NA,NA,1,MS,719.87222999,NA,NA
roots,NA,NA,NA,NA,2062,NA,NA,NA,1442.43212604,NA,NA,1,MS,24.04269182,1.52969406,NA
xylem,NA,NA,NA,NA,2062,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04296016
phloem,NA,NA,NA,NA,2063,NA,NA,NA,2293.93995402,NA,NA,1,MS,718.56038334,NA,NA
roots,NA,NA,NA,NA,2063,NA,NA,NA,1461.61539835,NA,NA,1,MS,32.97365021,1.53089522,NA
xylem,NA,NA,NA,NA,2063,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04564056
phloem,NA,NA,NA,NA,2064,NA,NA,NA,2482.92541080,NA,NA,1,MS,712.27365367,NA,NA
roots,NA,NA,NA,NA,2064,NA,NA,NA,1519.37661479,NA,NA,1,MS,43.70997817,1.53212408,NA
xylem,NA,NA,NA,NA,2064,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04684904
phloem,NA,NA,NA,NA,2065,NA,NA,NA,2714.26100305,NA,NA,1,MS,704.14847263,NA,NA
roots,NA,NA,NA,NA,2065,NA,NA,NA,1619.21642522,NA,NA,1,MS,54.22011959,1.53343730,NA
xylem,NA,NA,NA,NA,2065,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04909036
phloem,NA,NA,NA,NA,2066,NA,NA,NA,2919.61294258,NA,NA,1,MS,696.40003629,NA,NA
roots,NA,NA,NA,NA,2066,NA,NA,NA,1750.72468569,NA,NA,1,MS,61.76709653,1.53489448,NA
xylem,NA,NA,NA,NA,2066,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.05199977
phloem,NA,NA,NA,NA,2067,NA,NA,NA,3078.95300279,NA,NA,1,MS,692.91064909,NA,NA
roots,NA,NA,NA,NA,2067,NA,NA,NA,1889.25910669,NA,NA,1,MS,64.29761063,1.53653558,NA
xylem,NA,NA,NA,NA,2067,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04880912
phloem,NA,NA,NA,NA,2068,NA,NA,NA,3179.32177274,NA,NA,1,MS,693.63353290,NA,NA
roots,NA,NA,NA,NA,2068,NA,NA,NA,2013.78029844,NA,NA,1,MS,62.48905951,1.53836162,NA
xylem,NA,NA,NA,NA,2068,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04671980
phloem,NA,NA,NA,NA,2069,NA,NA,NA,3189.10021542,NA,NA,1,MS,698.68373204,NA,NA
roots,NA,NA,NA,NA,2069,NA,NA,NA,2102.81510389,NA,NA,1,MS,56.52568572,1.54034530,NA
