organ,age,Tsoil,Ksoil,SRWC,t,Tr,soil_water_potential,proteins,sucrose,green_area,xylem_water_potential,plant,axis,amino_acids,mstruct,total_water_potential
roots,NA,NA,NA,NA,684,NA,NA,NA,352.31671106,NA,NA,1,MS,4.79302011,0.16716367,NA
xylem,NA,NA,NA,NA,684,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437853
phloem,NA,NA,NA,NA,685,NA,NA,NA,738.03943742,NA,NA,1,MS,22.81367832,NA,NA
roots,NA,NA,NA,NA,685,NA,NA,NA,343.40601091,NA,NA,1,MS,4.83611795,0.16750107,NA
xylem,NA,NA,NA,NA,685,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437814
phloem,NA,NA,NA,NA,686,NA,NA,NA,715.94542337,NA,NA,1,MS,22.39064480,NA,NA
roots,NA,NA,NA,NA,686,NA,NA,NA,334.06558885,NA,NA,1,MS,4.85548149,0.16783287,NA
xylem,NA,NA,NA,NA,686,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437704
phloem,NA,NA,NA,NA,687,NA,NA,NA,694.84197140,NA,NA,1,MS,21.98728822,NA,NA
roots,NA,NA,NA,NA,687,NA,NA,NA,324.43562864,NA,NA,1,MS,4.85742776,0.16815847,NA
xylem,NA,NA,NA,NA,687,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437593
phloem,NA,NA,NA,NA,688,NA,NA,NA,674.71383191,NA,NA,1,MS,21.52834195,NA,NA
roots,NA,NA,NA,NA,688,NA,NA,NA,314.69891020,NA,NA,1,MS,4.84651209,0.16847725,NA
xylem,NA,NA,NA,NA,688,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437336
phloem,NA,NA,NA,NA,689,NA,NA,NA,654.10268401,NA,NA,1,MS,21.08470283,NA,NA
roots,NA,NA,NA,NA,689,NA,NA,NA,304.83701951,NA,NA,1,MS,4.82330726,0.16878875,NA
xylem,NA,NA,NA,NA,689,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437347
phloem,NA,NA,NA,NA,690,NA,NA,NA,634.79663621,NA,NA,1,MS,20.90119742,NA,NA
roots,NA,NA,NA,NA,690,NA,NA,NA,295.04119233,NA,NA,1,MS,4.77735849,0.16909241,NA
xylem,NA,NA,NA,NA,690,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437183
phloem,NA,NA,NA,NA,691,NA,NA,NA,624.34749689,NA,NA,1,MS,22.36088857,NA,NA
roots,NA,NA,NA,NA,691,NA,NA,NA,286.59313808,NA,NA,1,MS,4.10584180,0.16938784,NA
xylem,NA,NA,NA,NA,691,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03440278
phloem,NA,NA,NA,NA,692,NA,NA,NA,630.76959644,NA,NA,1,MS,22.79701383,NA,NA
roots,NA,NA,NA,NA,692,NA,NA,NA,279.59847635,NA,NA,1,MS,3.34613587,0.16967578,NA
xylem,NA,NA,NA,NA,692,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03572282
phloem,NA,NA,NA,NA,693,NA,NA,NA,662.46786855,NA,NA,1,MS,23.96594844,NA,NA
roots,NA,NA,NA,NA,693,NA,NA,NA,275.56881294,NA,NA,1,MS,2.24719986,0.16995725,NA
xylem,NA,NA,NA,NA,693,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03643138
phloem,NA,NA,NA,NA,694,NA,NA,NA,707.08609403,NA,NA,1,MS,25.21937342,NA,NA
roots,NA,NA,NA,NA,694,NA,NA,NA,275.93931700,NA,NA,1,MS,1.54930747,0.17023489,NA
xylem,NA,NA,NA,NA,694,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03880066
phloem,NA,NA,NA,NA,695,NA,NA,NA,757.39664968,NA,NA,1,MS,26.26965371,NA,NA
roots,NA,NA,NA,NA,695,NA,NA,NA,281.25976512,NA,NA,1,MS,1.30165158,0.17051290,NA
xylem,NA,NA,NA,NA,695,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04038374
phloem,NA,NA,NA,NA,696,NA,NA,NA,813.71653363,NA,NA,1,MS,27.31604928,NA,NA
roots,NA,NA,NA,NA,696,NA,NA,NA,291.64984286,NA,NA,1,MS,1.27624283,0.17079603,NA
xylem,NA,NA,NA,NA,696,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04110927
phloem,NA,NA,NA,NA,697,NA,NA,NA,875.24435627,NA,NA,1,MS,28.41446885,NA,NA
roots,NA,NA,NA,NA,697,NA,NA,NA,307.18405546,NA,NA,1,MS,1.38665826,0.17108879,NA
xylem,NA,NA,NA,NA,697,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04250501
phloem,NA,NA,NA,NA,698,NA,NA,NA,927.69103663,NA,NA,1,MS,28.96749467,NA,NA
roots,NA,NA,NA,NA,698,NA,NA,NA,326.92950104,NA,NA,1,MS,1.50749928,0.17139509,NA
xylem,NA,NA,NA,NA,698,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04432645
phloem,NA,NA,NA,NA,699,NA,NA,NA,971.04826477,NA,NA,1,MS,29.16656965,NA,NA
roots,NA,NA,NA,NA,699,NA,NA,NA,348.83424712,NA,NA,1,MS,1.65394302,0.17171720,NA
xylem,NA,NA,NA,NA,699,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04234349
phloem,NA,NA,NA,NA,700,NA,NA,NA,1000.27913903,NA,NA,1,MS,28.93260272,NA,NA
roots,NA,NA,NA,NA,700,NA,NA,NA,370.72333160,NA,NA,1,MS,1.94535889,0.17205520,NA
xylem,NA,NA,NA,NA,700,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04106817
phloem,NA,NA,NA,NA,701,NA,NA,NA,999.62653976,NA,NA,1,MS,28.07954088,NA,NA
roots,NA,NA,NA,NA,701,NA,NA,NA,389.44550073,NA,NA,1,MS,2.54206209,0.17240751,NA
xylem,NA,NA,NA,NA,701,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03929256
phloem,NA,NA,NA,NA,702,NA,NA,NA,973.02144169,NA,NA,1,MS,26.99470284,NA,NA
roots,NA,NA,NA,NA,702,NA,NA,NA,401.17768254,NA,NA,1,MS,3.10038214,0.17277103,NA
xylem,NA,NA,NA,NA,702,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03657983
phloem,NA,NA,NA,NA,703,NA,NA,NA,944.99767837,NA,NA,1,MS,25.74981555,NA,NA
roots,NA,NA,NA,NA,703,NA,NA,NA,407.35651263,NA,NA,1,MS,3.63907762,0.17314125,NA
xylem,NA,NA,NA,NA,703,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03539405
phloem,NA,NA,NA,NA,704,NA,NA,NA,920.28103643,NA,NA,1,MS,25.03466223,NA,NA
roots,NA,NA,NA,NA,704,NA,NA,NA,405.91466956,NA,NA,1,MS,4.01944073,0.17351503,NA
xylem,NA,NA,NA,NA,704,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03471002
phloem,NA,NA,NA,NA,705,NA,NA,NA,896.83867104,NA,NA,1,MS,24.37410863,NA,NA
roots,NA,NA,NA,NA,705,NA,NA,NA,402.18997916,NA,NA,1,MS,4.29498948,0.17388841,NA
xylem,NA,NA,NA,NA,705,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438627
phloem,NA,NA,NA,NA,706,NA,NA,NA,873.32536540,NA,NA,1,MS,23.75073385,NA,NA
roots,NA,NA,NA,NA,706,NA,NA,NA,396.68598481,NA,NA,1,MS,4.49042296,0.17426018,NA
xylem,NA,NA,NA,NA,706,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438483
phloem,NA,NA,NA,NA,707,NA,NA,NA,851.49899948,NA,NA,1,MS,23.17317831,NA,NA
roots,NA,NA,NA,NA,707,NA,NA,NA,389.92517877,NA,NA,1,MS,4.62692626,0.17462930,NA
xylem,NA,NA,NA,NA,707,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438748
phloem,NA,NA,NA,NA,708,NA,NA,NA,830.40950952,NA,NA,1,MS,22.62918882,NA,NA
roots,NA,NA,NA,NA,708,NA,NA,NA,382.32195973,NA,NA,1,MS,4.72184696,0.17499494,NA
xylem,NA,NA,NA,NA,708,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438745
phloem,NA,NA,NA,NA,709,NA,NA,NA,810.12062121,NA,NA,1,MS,22.11634975,NA,NA
roots,NA,NA,NA,NA,709,NA,NA,NA,374.11412504,NA,NA,1,MS,4.78507042,0.17535645,NA
xylem,NA,NA,NA,NA,709,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438419
phloem,NA,NA,NA,NA,710,NA,NA,NA,790.53365232,NA,NA,1,MS,21.63092229,NA,NA
roots,NA,NA,NA,NA,710,NA,NA,NA,365.46080255,NA,NA,1,MS,4.82317922,0.17571323,NA
xylem,NA,NA,NA,NA,710,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438396
phloem,NA,NA,NA,NA,711,NA,NA,NA,772.22087743,NA,NA,1,MS,21.17470720,NA,NA
roots,NA,NA,NA,NA,711,NA,NA,NA,356.67564517,NA,NA,1,MS,4.84753256,0.17606475,NA
xylem,NA,NA,NA,NA,711,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438632
phloem,NA,NA,NA,NA,712,NA,NA,NA,754.20101754,NA,NA,1,MS,20.73799413,NA,NA
roots,NA,NA,NA,NA,712,NA,NA,NA,347.76233684,NA,NA,1,MS,4.85870998,0.17641063,NA
xylem,NA,NA,NA,NA,712,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438341
phloem,NA,NA,NA,NA,713,NA,NA,NA,736.45256742,NA,NA,1,MS,20.32042285,NA,NA
roots,NA,NA,NA,NA,713,NA,NA,NA,338.83049802,NA,NA,1,MS,4.86104202,0.17675046,NA
xylem,NA,NA,NA,NA,713,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438226
phloem,NA,NA,NA,NA,714,NA,NA,NA,718.43104035,NA,NA,1,MS,20.16571950,NA,NA
roots,NA,NA,NA,NA,714,NA,NA,NA,329.79016713,NA,NA,1,MS,4.83551469,0.17708391,NA
xylem,NA,NA,NA,NA,714,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03437814
phloem,NA,NA,NA,NA,715,NA,NA,NA,709.09406510,NA,NA,1,MS,21.78111437,NA,NA
roots,NA,NA,NA,NA,715,NA,NA,NA,322.40471391,NA,NA,1,MS,4.15808947,0.17741054,NA
xylem,NA,NA,NA,NA,715,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03441340
phloem,NA,NA,NA,NA,716,NA,NA,NA,717.27625327,NA,NA,1,MS,22.27459959,NA,NA
roots,NA,NA,NA,NA,716,NA,NA,NA,316.56154336,NA,NA,1,MS,3.39831028,0.17773136,NA
xylem,NA,NA,NA,NA,716,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03576081
phloem,NA,NA,NA,NA,717,NA,NA,NA,750.79505609,NA,NA,1,MS,23.54295998,NA,NA
roots,NA,NA,NA,NA,717,NA,NA,NA,313.91917920,NA,NA,1,MS,2.28245995,0.17804741,NA
xylem,NA,NA,NA,NA,717,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03645915
phloem,NA,NA,NA,NA,718,NA,NA,NA,796.75339160,NA,NA,1,MS,24.90334121,NA,NA
roots,NA,NA,NA,NA,718,NA,NA,NA,316.02729057,NA,NA,1,MS,1.57465054,0.17836129,NA
xylem,NA,NA,NA,NA,718,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03883972
phloem,NA,NA,NA,NA,719,NA,NA,NA,848.06639760,NA,NA,1,MS,26.04959381,NA,NA
roots,NA,NA,NA,NA,719,NA,NA,NA,323.39745625,NA,NA,1,MS,1.32569033,0.17867706,NA
xylem,NA,NA,NA,NA,719,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04042576
phloem,NA,NA,NA,NA,720,NA,NA,NA,904.97137569,NA,NA,1,MS,27.18559285,NA,NA
roots,NA,NA,NA,NA,720,NA,NA,NA,336.00133169,NA,NA,1,MS,1.30924048,0.17899909,NA
xylem,NA,NA,NA,NA,720,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04114534
phloem,NA,NA,NA,NA,721,NA,NA,NA,966.96814605,NA,NA,1,MS,28.38408282,NA,NA
roots,NA,NA,NA,NA,721,NA,NA,NA,353.81200417,NA,NA,1,MS,1.41579137,0.17933133,NA
xylem,NA,NA,NA,NA,721,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04252324
phloem,NA,NA,NA,NA,722,NA,NA,NA,1020.49195305,NA,NA,1,MS,29.01114033,NA,NA
roots,NA,NA,NA,NA,722,NA,NA,NA,375.76435370,NA,NA,1,MS,1.53226221,0.17967700,NA
xylem,NA,NA,NA,NA,722,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04433548
phloem,NA,NA,NA,NA,723,NA,NA,NA,1064.28047086,NA,NA,1,MS,29.26421393,NA,NA
roots,NA,NA,NA,NA,723,NA,NA,NA,399.67346392,NA,NA,1,MS,1.65761389,0.18003778,NA
xylem,NA,NA,NA,NA,723,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04234952
phloem,NA,NA,NA,NA,724,NA,NA,NA,1095.46250731,NA,NA,1,MS,29.06038470,NA,NA
roots,NA,NA,NA,NA,724,NA,NA,NA,423.60235542,NA,NA,1,MS,1.94962169,0.18041341,NA
xylem,NA,NA,NA,NA,724,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04106745
phloem,NA,NA,NA,NA,725,NA,NA,NA,1097.21797909,NA,NA,1,MS,28.20830659,NA,NA
roots,NA,NA,NA,NA,725,NA,NA,NA,444.12983348,NA,NA,1,MS,2.54646414,0.18080245,NA
xylem,NA,NA,NA,NA,725,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03929925
phloem,NA,NA,NA,NA,726,NA,NA,NA,1078.38417719,NA,NA,1,MS,27.14285585,NA,NA
roots,NA,NA,NA,NA,726,NA,NA,NA,458.21340222,NA,NA,1,MS,3.13075044,0.18120201,NA
xylem,NA,NA,NA,NA,726,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03657779
phloem,NA,NA,NA,NA,727,NA,NA,NA,1048.07651393,NA,NA,1,MS,25.82764152,NA,NA
roots,NA,NA,NA,NA,727,NA,NA,NA,465.42436084,NA,NA,1,MS,3.67175600,0.18160845,NA
xylem,NA,NA,NA,NA,727,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03539004
phloem,NA,NA,NA,NA,728,NA,NA,NA,1021.80626280,NA,NA,1,MS,25.07979022,NA,NA
roots,NA,NA,NA,NA,728,NA,NA,NA,463.96536219,NA,NA,1,MS,4.04749076,0.18201852,NA
xylem,NA,NA,NA,NA,728,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03470893
phloem,NA,NA,NA,NA,729,NA,NA,NA,996.95216231,NA,NA,1,MS,24.39084987,NA,NA
roots,NA,NA,NA,NA,729,NA,NA,NA,459.91466030,NA,NA,1,MS,4.31668157,0.18242842,NA
xylem,NA,NA,NA,NA,729,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438111
phloem,NA,NA,NA,NA,730,NA,NA,NA,973.39617152,NA,NA,1,MS,23.68805074,NA,NA
roots,NA,NA,NA,NA,730,NA,NA,NA,453.93284024,NA,NA,1,MS,4.50513348,0.18283699,NA
xylem,NA,NA,NA,NA,730,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438066
phloem,NA,NA,NA,NA,731,NA,NA,NA,950.41594472,NA,NA,1,MS,23.01013051,NA,NA
roots,NA,NA,NA,NA,731,NA,NA,NA,446.58502015,NA,NA,1,MS,4.63197527,0.18324329,NA
xylem,NA,NA,NA,NA,731,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438023
phloem,NA,NA,NA,NA,732,NA,NA,NA,928.53549104,NA,NA,1,MS,22.36308522,NA,NA
roots,NA,NA,NA,NA,732,NA,NA,NA,438.30022842,NA,NA,1,MS,4.71674411,0.18364657,NA
xylem,NA,NA,NA,NA,732,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438391
phloem,NA,NA,NA,NA,733,NA,NA,NA,907.29468187,NA,NA,1,MS,21.74644943,NA,NA
roots,NA,NA,NA,NA,733,NA,NA,NA,429.33825162,NA,NA,1,MS,4.76948017,0.18404619,NA
xylem,NA,NA,NA,NA,733,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438285
phloem,NA,NA,NA,NA,734,NA,NA,NA,886.51938025,NA,NA,1,MS,21.15699314,NA,NA
roots,NA,NA,NA,NA,734,NA,NA,NA,419.95676370,NA,NA,1,MS,4.80001933,0.18444160,NA
xylem,NA,NA,NA,NA,734,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438431
phloem,NA,NA,NA,NA,735,NA,NA,NA,866.16156341,NA,NA,1,MS,20.59430294,NA,NA
roots,NA,NA,NA,NA,735,NA,NA,NA,410.26152475,NA,NA,1,MS,4.81256349,0.18483234,NA
xylem,NA,NA,NA,NA,735,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438345
phloem,NA,NA,NA,NA,736,NA,NA,NA,845.73497590,NA,NA,1,MS,20.05854706,NA,NA
roots,NA,NA,NA,NA,736,NA,NA,NA,400.30084894,NA,NA,1,MS,4.80948845,0.18521794,NA
xylem,NA,NA,NA,NA,736,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438359
phloem,NA,NA,NA,NA,737,NA,NA,NA,825.92868047,NA,NA,1,MS,19.54638789,NA,NA
roots,NA,NA,NA,NA,737,NA,NA,NA,390.21468352,NA,NA,1,MS,4.79606156,0.18559795,NA
xylem,NA,NA,NA,NA,737,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438379
phloem,NA,NA,NA,NA,738,NA,NA,NA,805.79704594,NA,NA,1,MS,19.30839161,NA,NA
roots,NA,NA,NA,NA,738,NA,NA,NA,380.05659896,NA,NA,1,MS,4.75805618,0.18597195,NA
xylem,NA,NA,NA,NA,738,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438361
phloem,NA,NA,NA,NA,739,NA,NA,NA,793.72430208,NA,NA,1,MS,21.04102143,NA,NA
roots,NA,NA,NA,NA,739,NA,NA,NA,371.55627566,NA,NA,1,MS,4.07495623,0.18633953,NA
xylem,NA,NA,NA,NA,739,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03441562
phloem,NA,NA,NA,NA,740,NA,NA,NA,799.34090737,NA,NA,1,MS,21.49799572,NA,NA
roots,NA,NA,NA,NA,740,NA,NA,NA,364.59826665,NA,NA,1,MS,3.31411193,0.18670149,NA
xylem,NA,NA,NA,NA,740,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03574210
phloem,NA,NA,NA,NA,741,NA,NA,NA,830.51925888,NA,NA,1,MS,22.79940513,NA,NA
roots,NA,NA,NA,NA,741,NA,NA,NA,361.03546800,NA,NA,1,MS,2.21596818,0.18705865,NA
xylem,NA,NA,NA,NA,741,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03643651
phloem,NA,NA,NA,NA,742,NA,NA,NA,874.23840003,NA,NA,1,MS,24.22555987,NA,NA
roots,NA,NA,NA,NA,742,NA,NA,NA,362.47527321,NA,NA,1,MS,1.52256125,0.18741337,NA
xylem,NA,NA,NA,NA,742,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03878350
phloem,NA,NA,NA,NA,743,NA,NA,NA,922.71036765,NA,NA,1,MS,25.44369102,NA,NA
roots,NA,NA,NA,NA,743,NA,NA,NA,369.32179717,NA,NA,1,MS,1.27752056,0.18776932,NA
xylem,NA,NA,NA,NA,743,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04034593
phloem,NA,NA,NA,NA,744,NA,NA,NA,976.33849841,NA,NA,1,MS,26.66696615,NA,NA
roots,NA,NA,NA,NA,744,NA,NA,NA,381.29913184,NA,NA,1,MS,1.25912071,0.18813044,NA
xylem,NA,NA,NA,NA,744,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04105837
phloem,NA,NA,NA,NA,745,NA,NA,NA,1035.54917609,NA,NA,1,MS,27.96968267,NA,NA
roots,NA,NA,NA,NA,745,NA,NA,NA,398.42481253,NA,NA,1,MS,1.36027917,0.18850015,NA
xylem,NA,NA,NA,NA,745,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04241551
phloem,NA,NA,NA,NA,746,NA,NA,NA,1085.74753683,NA,NA,1,MS,28.63426880,NA,NA
roots,NA,NA,NA,NA,746,NA,NA,NA,419.53668981,NA,NA,1,MS,1.46890914,0.18888133,NA
xylem,NA,NA,NA,NA,746,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04420531
phloem,NA,NA,NA,NA,747,NA,NA,NA,1127.41807857,NA,NA,1,MS,28.89632087,NA,NA
roots,NA,NA,NA,NA,747,NA,NA,NA,442.45124369,NA,NA,1,MS,1.58171729,0.18927555,NA
xylem,NA,NA,NA,NA,747,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04223429
phloem,NA,NA,NA,NA,748,NA,NA,NA,1156.91890829,NA,NA,1,MS,28.66595290,NA,NA
roots,NA,NA,NA,NA,748,NA,NA,NA,465.26816155,NA,NA,1,MS,1.85320557,0.18968268,NA
xylem,NA,NA,NA,NA,748,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.04099072
phloem,NA,NA,NA,NA,749,NA,NA,NA,1156.62093224,NA,NA,1,MS,27.74396362,NA,NA
roots,NA,NA,NA,NA,749,NA,NA,NA,484.69677258,NA,NA,1,MS,2.42156661,0.19010155,NA
xylem,NA,NA,NA,NA,749,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03925447
phloem,NA,NA,NA,NA,750,NA,NA,NA,1136.02342231,NA,NA,1,MS,26.59519472,NA,NA
roots,NA,NA,NA,NA,750,NA,NA,NA,497.54909175,NA,NA,1,MS,2.97311743,0.19052970,NA
xylem,NA,NA,NA,NA,750,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03656247
phloem,NA,NA,NA,NA,751,NA,NA,NA,1104.31524473,NA,NA,1,MS,25.17306735,NA,NA
roots,NA,NA,NA,NA,751,NA,NA,NA,503.34795874,NA,NA,1,MS,3.47544833,0.19096384,NA
xylem,NA,NA,NA,NA,751,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03539006
phloem,NA,NA,NA,NA,752,NA,NA,NA,1076.83780605,NA,NA,1,MS,24.33751741,NA,NA
roots,NA,NA,NA,NA,752,NA,NA,NA,500.48056041,NA,NA,1,MS,3.82405226,0.19140087,NA
xylem,NA,NA,NA,NA,752,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03471235
phloem,NA,NA,NA,NA,753,NA,NA,NA,1050.95346994,NA,NA,1,MS,23.55683210,NA,NA
roots,NA,NA,NA,NA,753,NA,NA,NA,495.06001431,NA,NA,1,MS,4.07069730,0.19183726,NA
xylem,NA,NA,NA,NA,753,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438411
phloem,NA,NA,NA,NA,754,NA,NA,NA,1026.33016517,NA,NA,1,MS,22.82435560,NA,NA
roots,NA,NA,NA,NA,754,NA,NA,NA,487.83044320,NA,NA,1,MS,4.24371339,0.19227189,NA
xylem,NA,NA,NA,NA,754,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438596
phloem,NA,NA,NA,NA,755,NA,NA,NA,1002.58329473,NA,NA,1,MS,22.13284229,NA,NA
roots,NA,NA,NA,NA,755,NA,NA,NA,479.36709260,NA,NA,1,MS,4.36466835,0.19270389,NA
xylem,NA,NA,NA,NA,755,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438961
phloem,NA,NA,NA,NA,756,NA,NA,NA,979.72421702,NA,NA,1,MS,21.47992366,NA,NA
roots,NA,NA,NA,NA,756,NA,NA,NA,470.03108844,NA,NA,1,MS,4.44678974,0.19313255,NA
xylem,NA,NA,NA,NA,756,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438382
phloem,NA,NA,NA,NA,757,NA,NA,NA,957.29830432,NA,NA,1,MS,20.85976371,NA,NA
roots,NA,NA,NA,NA,757,NA,NA,NA,460.07440669,NA,NA,1,MS,4.49970889,0.19355727,NA
xylem,NA,NA,NA,NA,757,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438845
phloem,NA,NA,NA,NA,758,NA,NA,NA,935.38856083,NA,NA,1,MS,20.27106641,NA,NA
roots,NA,NA,NA,NA,758,NA,NA,NA,449.69953583,NA,NA,1,MS,4.53085377,0.19397751,NA
xylem,NA,NA,NA,NA,758,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438501
phloem,NA,NA,NA,NA,759,NA,NA,NA,913.89641908,NA,NA,1,MS,19.70899899,NA,NA
roots,NA,NA,NA,NA,759,NA,NA,NA,439.06343274,NA,NA,1,MS,4.54585286,0.19439278,NA
xylem,NA,NA,NA,NA,759,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438628
phloem,NA,NA,NA,NA,760,NA,NA,NA,893.24675176,NA,NA,1,MS,19.17857258,NA,NA
roots,NA,NA,NA,NA,760,NA,NA,NA,428.28150149,NA,NA,1,MS,4.54838427,0.19480263,NA
xylem,NA,NA,NA,NA,760,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438611
phloem,NA,NA,NA,NA,761,NA,NA,NA,872.12588537,NA,NA,1,MS,18.79299024,NA,NA
roots,NA,NA,NA,NA,761,NA,NA,NA,417.40152515,NA,NA,1,MS,4.49926812,0.19520665,NA
xylem,NA,NA,NA,NA,761,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03438578
phloem,NA,NA,NA,NA,762,NA,NA,NA,845.81535990,NA,NA,1,MS,18.58183110,NA,NA
roots,NA,NA,NA,NA,762,NA,NA,NA,405.86931820,NA,NA,1,MS,4.36315187,0.19560440,NA
xylem,NA,NA,NA,NA,762,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03445646
phloem,NA,NA,NA,NA,763,NA,NA,NA,825.13586982,NA,NA,1,MS,20.17009002,NA,NA
roots,NA,NA,NA,NA,763,NA,NA,NA,395.52056621,NA,NA,1,MS,3.55985574,0.19599508,NA
xylem,NA,NA,NA,NA,763,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03458878
phloem,NA,NA,NA,NA,764,NA,NA,NA,821.80482977,NA,NA,1,MS,20.91525114,NA,NA
roots,NA,NA,NA,NA,764,NA,NA,NA,386.09392777,NA,NA,1,MS,2.75071120,0.19637906,NA
xylem,NA,NA,NA,NA,764,NA,-0.11900251,NA,NA,NA,NA,1,MS,NA,NA,-0.03610050
