Tillers_Photosynthesis,N_content_shoot,shoot_roots_ratio,sum_N_g,senesced_mstruct,plant,N_content_mstruct,axis,dry_mass_phloem,mstruct_laminae,sum_dry_mass_shoot,N_content_roots,sum_respi_shoot,Tillers_Photosynthesis_An,Total_Photosynthesis,t,mstruct_stem,N_content_mstruct_roots,C_N_ratio_shoot,mstruct_shoot,C_respired_shoot,sum_C_g,shoot_roots_mstruct_ratio,N_content_mstruct_shoot,Cont_WSC_DM_stem,mstruct,sum_NSC_g,sum_respi_roots,sum_dry_mass,Cont_WSC_DM_roots,NNI,C_exudated,sum_dry_mass_roots,NS_stem,sum_dry_mass_laminae,NS_laminae,sum_N_g_shoot,Cont_WSC_DM_shoot,Cont_WSC_DM,N_content_total_DM_shoot,sum_dry_mass_stem,Total_Transpiration,NS_shoot,NS,N_content,NS_roots,C_respired_roots,C_N_ratio,Cont_WSC_DM_laminae
112.61108145,3.56488691,1.10898248,0.01055602,0.00000000,1,2.92268932,MS,0.02637257,0.10872581,0.24880177,0.75173267,6.43232557,112.41555822,59.67133171,765.00000000,0.05569261,0.85716187,11.88340106,0.16441842,11.57410889,0.20257849,0.83564364,5.39446957,8.872667144703025,0.36117504,0.04366147,1.42136452,0.47315317,10.671912831229802,0.81020157,3.51378096,0.22435140,40.75584138,0.15479653,29.76211515,0.00886950,9.957669525187647,10.29633678024487,3.38066872,0.09400524,0.00453414,33.91589543,23.66635805,2.23099520,12.29980070,6.07793394,19.19079391,10.616572611953881
134.77381417,3.55131640,1.11556324,0.01057714,0.00000000,1,2.92191667,MS,0.02754599,0.10890530,0.25109703,0.73745099,7.23636286,134.77494458,72.25717542,766.00000000,0.05595860,0.84203275,11.92736559,0.16486390,12.55453295,0.20391379,0.83632292,5.40885547,9.120097362570917,0.36199338,0.04463670,1.41414102,0.47618246,10.84544910297978,0.80711736,4.52935042,0.22508543,40.89856601,0.15641472,30.37401100,0.00891725,10.469003410534347,10.646944530710662,3.36952984,0.09468231,0.00582784,34.34255328,23.98011167,2.22123779,12.42015276,6.01266375,19.27871731,11.285534874462998
143.17789966,3.53770354,1.12016224,0.01059847,0.00000000,1,2.92108452,MS,0.02893121,0.10910091,0.25328540,0.72440115,7.46945299,143.23461245,77.07967182,767.00000000,0.05622474,0.82935339,11.97207118,0.16532565,12.98188482,0.20533015,0.83708877,5.41990089,9.421215244660615,0.36282639,0.04568653,1.41802919,0.47940032,11.117970528314816,0.80402353,5.75850753,0.22611492,41.07787044,0.15786328,30.88898973,0.00896049,10.940491614433702,11.024201676891416,3.35823895,0.09542211,0.00641814,34.72752345,24.31661452,2.21077566,12.65470741,5.99693618,19.37357297,11.858834123589759
156.66652201,3.52374254,1.12371985,0.01062017,0.00000000,1,2.92050985,MS,0.03050995,0.10927589,0.25553994,0.71045089,7.95062463,156.80531467,84.86114972,768.00000000,0.05649102,0.81648033,12.01822929,0.16576691,13.21841906,0.20688902,0.83773909,5.43206691,9.778209362686392,0.36364106,0.04688695,1.43295248,0.48294532,11.485369146252506,0.80085058,7.08843086,0.22740538,41.30511036,0.15929472,31.40018341,0.00900457,11.43209599069861,11.457180822596326,3.34662720,0.09624521,0.00752050,35.13072284,24.70347053,2.19904256,12.98616008,6.03836918,19.48075787,12.431367459785196
172.80817336,3.50909505,1.12673265,0.01064252,0.00000000,1,2.92003828,MS,0.03225696,0.10945425,0.25794496,0.69496095,8.51369621,173.00261428,94.09009261,769.00000000,0.05675737,0.80250131,12.06699041,0.16621162,13.82270496,0.20861622,0.83837935,5.44578867,10.183490534402056,0.36446510,0.04825157,1.45975800,0.48687678,11.938984666761316,0.79752160,8.48418789,0.22893182,41.57138132,0.16080528,31.93367061,0.00905153,11.956946413021333,11.948500712862051,3.33442822,0.09713968,0.00902953,35.56314309,25.14222941,2.18587556,13.40064575,6.13812077,19.60214402,13.028260345530299
155.59508981,3.49700751,1.12705187,0.01066563,0.00000000,1,2.91967668,MS,0.03378511,0.10963595,0.25983154,0.68504348,7.31349167,155.71887638,84.13726230,770.00000000,0.05702376,0.79505040,12.10791423,0.16665971,12.66284263,0.21013513,0.83899465,5.45202451,10.546679283206695,0.36530188,0.04940230,1.49241957,0.49037243,12.39445553621286,0.79477443,9.67688731,0.23054089,41.80624804,0.16184204,32.25743606,0.00908633,12.330933749195047,12.360797518815197,3.32426798,0.09798950,0.00736562,35.85855118,25.50521632,2.17500682,13.83647091,6.28621822,19.70207622,13.411235229184015
143.01326453,3.48723781,1.12619471,0.01068970,0.00000000,1,2.91947810,MS,0.03504529,0.10981817,0.26141421,0.67790424,6.64571764,143.05326705,76.79094665,771.00000000,0.05729035,0.79056630,12.14133356,0.16710851,12.00355521,0.21149975,0.83956210,5.45521881,10.8565592181287,0.36615099,0.05039332,1.53210224,0.49353589,12.821922885702802,0.79255405,10.44691687,0.23212168,42.00422898,0.16263054,32.47383657,0.00911614,12.611915170675758,12.710686799734827,3.31607250,0.09878367,0.00636582,36.07519822,25.81066662,2.16594134,14.25080546,6.46922572,19.78538174,13.678138618603608
120.79803131,3.48082225,1.12393415,0.01071465,0.00000000,1,2.91942539,MS,0.03592799,0.11000001,0.26252980,0.67490453,5.87886039,120.65738722,64.05191912,772.00000000,0.05755703,0.79037823,12.16363900,0.16755704,11.23345433,0.21260171,0.84007405,5.45378191,11.080135526311299,0.36701213,0.05111637,1.56935599,0.49611093,13.179393358648161,0.79109597,10.72155190,0.23358112,42.14040357,0.16305273,32.53715400,0.00913820,12.756490786423017,12.955603632111812,3.31072746,0.09947707,0.00493970,36.17599101,26.02216299,2.15972775,14.60992894,6.65829561,19.84216025,13.779220771282297
65.43692439,3.48411298,1.11907652,0.01074032,0.00000000,1,2.91940434,MS,0.03599308,0.11019113,0.26256399,0.67865426,4.78492757,64.67154300,33.89265727,773.00000000,0.05782383,0.79662883,12.15290037,0.16801496,10.25154277,0.21305500,0.84058186,5.44476872,11.1245270646767,0.36789431,0.05118150,1.60323872,0.49718957,13.351221442515332,0.79184386,10.24669765,0.23462559,42.14707941,0.16261427,32.23772505,0.00914803,12.572178047201554,12.93981148941597,3.31384049,0.09994971,0.00269403,36.00989944,26.00522401,2.16020670,14.80922666,6.83582222,19.83692738,13.461966514791152
26.92352528,3.49386984,1.11398494,0.01076653,0.00000000,1,2.91940679,MS,0.03543827,0.11038782,0.26202219,0.68526194,4.28944908,25.26176564,13.82699103,774.00000000,0.05809075,0.80464802,12.12003473,0.16847857,9.82411381,0.21306463,0.84107602,5.43375593,11.018491340930241,0.36879170,0.05079628,1.63050267,0.49723381,13.34542489402884,0.79406133,8.99657801,0.23521161,42.04909737,0.16178087,31.76707477,0.00915471,12.202148517820108,12.742964280266397,3.32267686,0.10024133,0.00165935,35.70064832,25.83132932,2.16528521,14.83705661,6.98046420,19.78953561,12.935556399598081
0.00000000,3.50756791,1.10943347,0.01079303,0.00000000,1,2.91937621,MS,0.03449143,0.11059232,0.26118380,0.69315361,3.52548234,0.00000000,0.00000000,775.00000000,0.05835767,0.81285289,12.07286062,0.16894999,9.15335325,0.21277653,0.84158049,5.42243247,10.798676727855096,0.36970321,0.05010711,1.64648321,0.49660468,13.201512449031702,0.79717453,7.48166754,0.23542088,41.86781030,0.16079593,31.22193812,0.00916120,11.735531051781685,12.430495561004934,3.33502833,0.10038787,0.00103785,35.31375572,25.55382085,2.17336404,14.72582243,7.07421169,19.71425761,12.320426548870019
0.00000000,3.51626382,1.10738287,0.01081962,0.00000000,1,2.91926393,MS,0.03357867,0.11080731,0.26066751,0.70260231,2.62828081,0.00000000,0.00000000,776.00000000,0.05862455,0.82201260,12.04342485,0.16943186,8.38087969,0.21252342,0.84212174,5.40970115,10.572620567377552,0.37062826,0.04944698,1.65034827,0.49605811,12.964024214159975,0.79915087,5.29141292,0.23539059,41.64418530,0.16020700,30.83491196,0.00916576,11.375060704010368,12.129059198060125,3.34287512,0.10046051,0.00070510,35.00077503,25.28531281,2.18111891,14.52657638,7.11624505,19.64241547,11.878244399419259
0.00000000,3.52436933,1.10615955,0.01084594,0.00000000,1,2.91920638,MS,0.03269006,0.11100744,0.26025751,0.71128153,2.59836453,0.00000000,0.00000000,777.00000000,0.05889139,0.82995323,12.01596519,0.16989883,8.17311198,0.21228152,0.84259135,5.39876324,10.343247802443782,0.37153731,0.04880510,1.64363084,0.49553777,12.704048253438458,0.80099303,4.58996130,0.23528026,41.42233602,0.15972193,30.49956213,0.00917244,11.049257580970634,11.834948614134209,3.35023109,0.10053557,0.00070590,34.71894994,25.02341250,2.18872133,14.29860118,7.09588808,19.57243942,11.493649267584045
0.00000000,3.53199555,1.10563450,0.01087192,0.00000000,1,2.91896079,MS,0.03180775,0.11122218,0.25993139,0.71934149,2.56936022,0.00000000,0.00000000,778.00000000,0.05915820,0.83687983,11.99016895,0.17038038,8.31808131,0.21204520,0.84314140,5.38839351,10.108050150549085,0.37245844,0.04816349,1.63274218,0.49502843,12.423193256874027,0.80272626,4.01806249,0.23509704,41.19532464,0.15933021,30.19391663,0.00918077,10.741411697479496,11.540117058209983,3.35718773,0.10060119,0.00070679,34.45178899,24.76019230,2.19622048,14.04482869,7.05429574,19.50394051,11.141316549097976
0.00000000,3.53933698,1.10550737,0.01089746,0.00000000,1,2.91872108,MS,0.03096005,0.11142538,0.25965895,0.72687166,2.54150094,0.00000000,0.00000000,779.00000000,0.05942501,0.84303270,11.96532629,0.17085039,8.15256145,0.21181672,0.84364748,5.37909513,9.87643928299884,0.37336435,0.04753640,1.61836218,0.49453657,12.133833911434117,0.80439477,3.59481471,0.23487762,40.97212377,0.15898615,29.91504122,0.00919021,10.452678434685987,11.251134663123198,3.36390942,0.10067279,0.00070761,34.20200072,24.50217594,2.20357090,13.77894812,6.99443642,19.43724877,10.81756307307845
0.00000000,3.54647625,1.10566719,0.01092252,0.00000000,1,2.91843567,MS,0.03013814,0.11162254,0.25942496,0.73394897,2.51437235,0.00000000,0.00000000,780.00000000,0.05969182,0.84854415,11.94117727,0.17131436,8.05325657,0.21159410,0.84414101,5.37050410,9.647179814239841,0.37425955,0.04691990,1.60127005,0.49405701,11.839141779899482,0.80601733,3.28357817,0.23463205,40.75181473,0.15867619,29.65388199,0.00920044,10.176870160993218,10.966297678524551,3.37046458,0.10074877,0.00070845,33.96381080,24.24770043,2.21078213,13.50491603,6.91980782,19.37227117,10.513188128392574
0.00000000,3.55340631,1.10610715,0.01094707,0.00000000,1,2.91802504,MS,0.02932890,0.11182380,0.25922595,0.74062434,2.48666558,0.00000000,0.00000000,781.00000000,0.05995864,0.85347411,11.91776681,0.17178244,8.07465712,0.21137549,0.84467542,5.36221943,9.420214682127474,0.37515338,0.04630800,1.58273878,0.49358476,11.538401989365642,0.80759234,3.01476839,0.23435881,40.53218139,0.15840060,29.40443301,0.00921135,9.909533487223829,10.682935972949261,3.37684468,0.10082535,0.00070931,33.73254572,23.99413133,2.21787028,13.22240158,6.83370117,19.30886486,10.220995313300463
0.00000000,3.56018447,1.10674111,0.01097107,0.00000000,1,2.91752568,MS,0.02853681,0.11202429,0.25905258,0.74692842,2.45890656,0.00000000,0.00000000,782.00000000,0.06022547,0.85790078,11.89489419,0.17224976,8.03786861,0.21116110,0.84522987,5.35428872,9.19600459466917,0.37604020,0.04570341,1.56268321,0.49312049,11.235130319684828,0.80913283,2.79936929,0.23406791,40.31447613,0.15814793,29.16486737,0.00922275,9.64984104271853,10.402325184014915,3.38309781,0.10090465,0.00071017,33.50779807,23.74273441,2.22482531,12.93533699,6.73641113,19.24708441,9.939406705663824
0.00000000,3.56684766,1.10751711,0.01099450,0.00000000,1,2.91693729,MS,0.02776015,0.11222399,0.25889842,0.75288788,2.43126227,0.00000000,0.00000000,783.00000000,0.06049232,0.86188090,11.87243902,0.17271631,8.00096904,0.21095050,0.84580713,5.34663589,8.973655761101787,0.37691926,0.04510603,1.54137860,0.49266314,10.931252645248689,0.81064720,2.62982448,0.23376472,40.09807011,0.15791282,28.93294725,0.00923451,9.395994771363627,10.124462344021543,3.38925474,0.10098560,0.00071095,33.28800128,23.49351230,2.23164627,12.64594817,6.62906037,19.18691441,9.666081499475261
0.00000000,3.57342143,1.10838488,0.01101734,0.00000000,1,2.91629818,MS,0.02700084,0.11241805,0.25875845,0.75852165,2.40368360,0.00000000,0.00000000,784.00000000,0.06075920,0.86546528,11.85030818,0.17317725,7.90639818,0.21074409,0.84638617,5.33934450,8.755269668612856,0.37778509,0.04451865,1.51911606,0.49221386,10.629060023854738,0.81214124,2.49617738,0.23345541,39.88530877,0.15768633,28.70779818,0.00924653,9.14839352872054,9.850668766267558,3.39533630,0.10107212,0.00071171,33.07378019,23.24777468,2.23832375,12.35677872,6.51280182,19.12840081,9.400373929267323
0.00000000,3.57986954,1.10938604,0.01103960,0.00000000,1,2.91554066,MS,0.02624845,0.11261605,0.25863541,0.76384770,2.37486874,0.00000000,0.00000000,785.00000000,0.06102609,0.86865755,11.82863936,0.17364214,7.92474566,0.21054061,0.84701607,5.33212186,8.539570575232926,0.37864667,0.04393608,1.49664520,0.49176924,10.326420259475832,0.81360671,2.35850147,0.23313383,39.67339762,0.15747591,28.48680997,0.00925881,8.904469864047176,9.578576154447324,3.40131037,0.10115950,0.00071249,32.86219557,23.00318049,2.24487358,12.06572684,6.38918613,19.07140250,9.138874170022218
1.83095958,3.58569648,1.11051381,0.01106127,0.00000000,1,2.91474230,MS,0.02551942,0.11280846,0.25853687,0.76926866,2.84057644,-0.29496628,0.93287541,786.00000000,0.06129301,0.87195115,11.81017739,0.17410148,8.32420081,0.21035723,0.84765288,5.32468060,8.335333201603913,0.37949389,0.04337991,1.47365794,0.49134521,10.02324965925975,0.81493102,2.23386371,0.23280833,39.47377476,0.15727000,28.27083337,0.00927035,8.66540557966152,9.308776910205136,3.40671678,0.10126687,0.00074183,32.65893773,22.76430312,2.25122153,11.77617470,6.25753816,19.01745852,8.877940675809926
40.27102816,3.58595517,1.11384074,0.01108237,0.00000000,1,2.91386875,MS,0.02511512,0.11300108,0.25904188,0.77106939,8.34794432,38.98124395,20.62005081,787.00000000,0.06155996,0.87147791,11.81872386,0.17456104,13.83425422,0.21056573,0.84832711,5.32141981,8.165421957390087,0.38033194,0.04321967,1.45150121,0.49160824,9.764188673738342,0.81498981,2.47476083,0.23256636,39.37730694,0.15749581,28.25137636,0.00928913,8.553470264724956,9.126227894031677,3.40728728,0.10154607,0.00200739,32.61281210,22.63515605,2.25431001,11.52163630,6.11951019,19.00005674,8.803665999210768
62.69518651,3.58165360,1.11902706,0.01110306,0.00000000,1,2.91291094,MS,0.02511909,0.11319985,0.26022098,0.76667824,5.24506573,61.83975783,32.23021277,788.00000000,0.06182686,0.86487094,11.83330756,0.17502670,10.80418770,0.21108061,0.84906466,5.32502405,8.08247331353755,0.38116730,0.04336700,1.43010657,0.49276314,9.625648499189463,0.81401218,2.64387164,0.23254217,39.31988623,0.15833116,28.50437959,0.00932021,8.701356420871768,9.137543431187305,3.40400770,0.10188982,0.00262559,32.73920339,22.64695290,2.25322537,11.35345149,5.98971044,19.01102360,9.09962221998538
115.47060002,3.56911317,1.12683168,0.01112348,0.00000000,1,2.91198038,MS,0.02586955,0.11339424,0.26243516,0.75435693,6.40379348,115.22123702,60.48824077,789.00000000,0.06209390,0.85077656,11.87369548,0.17548813,11.91243130,0.21220946,0.84981308,5.33745942,8.228931626551201,0.38199017,0.04413378,1.41367704,0.49533167,9.664331179554706,0.81116209,3.23630732,0.23289651,39.42008174,0.15993602,29.10025042,0.00936661,9.170455594137197,9.402667475469508,3.39363244,0.10249914,0.00462936,33.13086069,22.88194021,2.24566277,11.33313194,5.87138825,19.07761598,9.773855625393798
138.43796611,3.55475835,1.13366170,0.01114384,0.00000000,1,2.91100326,MS,0.02707830,0.11359942,0.26485015,0.74010275,7.18614269,138.37854565,73.31096110,790.00000000,0.06236099,0.83586820,11.92023660,0.17596041,12.82422078,0.21359151,0.85063650,5.35051188,8.49003014135362,0.38281776,0.04515170,1.40488224,0.49847376,9.843901613609667,0.80789963,4.25367447,0.23362362,39.60351064,0.16159747,29.70222872,0.00941478,9.692181491285075,9.763289353621529,3.38164085,0.10325268,0.00594739,33.56227524,23.20202408,2.23559158,11.45700415,5.78703459,19.16678284,10.46029592949632
147.12469347,3.54053978,1.13846637,0.01116435,0.00000000,1,2.91013655,MS,0.02851978,0.11379825,0.26715718,0.72680327,7.41819687,147.11939529,78.21264756,791.00000000,0.06262814,0.82309903,11.96688158,0.17642638,12.98102038,0.21506099,0.85143619,5.36133320,8.808201832334307,0.38363673,0.04626084,1.40804741,0.50182128,10.128719268075692,0.80466813,5.52342816,0.23466410,39.83055412,0.16307090,30.21548016,0.00945881,10.18196259562118,10.157064692923361,3.36967232,0.10408628,0.00654774,33.96157924,23.55112411,2.22476668,11.69917108,5.76162789,19.26318549,11.058818268557308
161.05094005,3.52595394,1.14236633,0.01118522,0.00000000,1,2.90928474,MS,0.03013209,0.11400541,0.26954464,0.71251721,7.88776363,161.12424019,86.11280941,792.00000000,0.06289539,0.80996287,12.01512783,0.17690080,13.55138013,0.21667383,0.85226419,5.37251374,9.174703754302358,0.38446648,0.04750858,1.42314176,0.50549753,10.502599761461948,0.80135317,6.87595990,0.23595289,40.09348926,0.16455540,30.71913106,0.00950402,10.683709232892175,10.599172116598304,3.35736925,0.10498924,0.00766843,34.37049932,23.94295482,2.21271601,12.03087909,5.80567703,19.37143302,11.646481276104817
177.64727771,3.51068317,1.14566421,0.01120671,0.00000000,1,2.90858517,MS,0.03192802,0.11420693,0.27208518,0.69672437,8.43855862,177.77298743,95.46245756,793.00000000,0.06316268,0.79578481,12.06599090,0.17736960,14.03519806,0.21846113,0.85303391,5.38539216,9.590940405498728,0.38529757,0.04893020,1.45045559,0.50957640,10.965467019637497,0.79788254,8.32588862,0.23749121,40.39665618,0.16611349,31.24764790,0.00955205,11.220955584768571,11.101883567698144,3.34447159,0.10597170,0.00920046,34.81100231,24.38865495,2.19922037,12.44814462,5.91859211,19.49378261,12.260819834400372
160.00402940,3.49823178,1.14635732,0.01122898,0.00000000,1,2.90790698,MS,0.03348152,0.11442201,0.27409584,0.68610011,7.28674229,160.06379678,85.41313057,794.00000000,0.06342998,0.78754896,12.10814084,0.17785200,13.04557470,0.22003188,0.85382013,5.39128485,9.959779306048109,0.38615347,0.05012435,1.48573063,0.51319741,11.42675224751798,0.79505268,9.57537028,0.23910157,40.66101870,0.16720155,31.56641498,0.00958851,11.604184832122666,11.52151798866453,3.33389014,0.10689429,0.00751427,35.11320799,24.75537336,2.18804375,12.88159382,6.09239877,19.59499472,12.655476293401746
147.04084818,3.48825512,1.14583012,0.01125222,0.00000000,1,2.90739819,MS,0.03476396,0.11463369,0.27578567,0.67810763,6.65203281,147.02028405,77.96688300,795.00000000,0.06369751,0.78207861,12.14224278,0.17833121,12.37290755,0.22144286,0.85453068,5.39451729,10.273658277705895,0.38702027,0.05115394,1.52701454,0.51647202,11.860775436311808,0.79278526,10.40181951,0.24068635,40.88631166,0.16803142,31.77841677,0.00962011,11.893608411442939,11.878307584589503,3.32543708,0.10775425,0.00649782,35.33702950,25.06462067,2.17866987,13.29418522,6.30721655,19.67992602,12.932441004706382
124.01511559,3.48180329,1.14386381,0.01127638,0.00000000,1,2.90703864,MS,0.03565384,0.11484237,0.27698368,0.67411482,5.91751356,123.81761701,64.97417665,796.00000000,0.06396517,0.78068728,12.16463048,0.17880754,11.60405620,0.22258030,0.85516359,5.39352355,10.499447268183024,0.38789917,0.05190466,1.56669806,0.51913111,12.224450046965178,0.79131893,10.73542976,0.24214743,41.04657122,0.16848249,31.83720734,0.00964403,12.045111758866842,12.128763662247282,3.32001916,0.10850119,0.00504520,35.44473735,25.27915234,2.17216391,13.65110756,6.53162679,19.73863283,13.040505614614375
66.81025301,3.48514893,1.13918655,0.01130130,0.00000000,1,2.90664715,MS,0.03570028,0.11506755,0.27704083,0.67683953,4.86281575,65.99248314,34.25752166,797.00000000,0.06423298,0.78565736,12.15368868,0.17930052,10.74806567,0.22304428,0.85581539,5.38497345,10.523786595686747,0.38880894,0.05196835,1.60298162,0.52023263,12.403671794143598,0.79207930,10.31694921,0.24319180,41.05901369,0.16806238,31.53283355,0.00965529,11.861801435644432,12.115108169709181,3.32320438,0.10897845,0.00275505,35.28010931,25.26248654,2.17235580,13.85054541,6.74337596,19.73615487,12.72942447282515
27.40008607,3.49489934,1.13424506,0.01132683,0.00000000,1,2.90633608,MS,0.03511390,0.11529110,0.27649986,0.68236890,4.38444874,25.66805559,13.94266715,798.00000000,0.06450096,0.79235268,12.12082397,0.17979205,10.25239876,0.22305403,0.85641010,5.37476026,10.397962569797746,0.38972892,0.05157330,1.63401720,0.52027422,12.407146275243782,0.79429530,9.09117039,0.24377436,40.96603070,0.16723911,31.06212124,0.00966339,11.496494750131715,11.923180299593,3.33209594,0.10926075,0.00170149,34.97571661,25.09163318,2.17708889,13.88066039,6.91832148,19.69253392,12.21418841262571
0.00000000,3.50821165,1.13002752,0.01135271,0.00000000,1,2.90601792,MS,0.03408934,0.11552011,0.27567438,0.68925789,3.63946377,0.00000000,0.00000000,799.00000000,0.06476895,0.79928014,12.07503164,0.18028905,9.57265479,0.22276038,0.85699687,5.36429736,10.196773649430039,0.39066211,0.05086905,1.65245145,0.51962807,12.265323879828824,0.79732083,7.55969350,0.24395369,40.81363450,0.16624218,30.51095197,0.00967124,11.04360591714757,11.617175015443367,3.34418181,0.10943221,0.00106820,34.60072366,24.81889873,2.18477628,13.76516738,7.03208820,19.62177872,11.601050040134849
0.00000000,3.51675313,1.12806259,0.01137872,0.00000000,1,2.90562896,MS,0.03314187,0.11575966,0.27515121,0.69792057,2.68644615,0.00000000,0.00000000,800.00000000,0.06503690,0.80750805,12.04617329,0.18079656,8.74514747,0.22250237,0.85761585,5.35208667,9.970605625270105,0.39160955,0.05019417,1.65690095,0.51906605,12.037170780988024,0.79926208,5.36165307,0.24391484,40.60168773,0.16565836,30.12145075,0.00967639,10.68787751260402,11.32192524937825,3.35193638,0.10949285,0.00072413,34.29192481,24.55496679,2.19215273,13.57106870,7.08274415,19.55425214,11.161962489010936
0.00000000,3.52471301,1.12695318,0.01140449,0.00000000,1,2.90526589,MS,0.03221500,0.11598893,0.27473961,0.70581431,2.65300459,0.00000000,0.00000000,801.00000000,0.06530483,0.81452782,12.01926831,0.18129376,8.58858293,0.22225525,0.85818893,5.34148709,9.740856176790775,0.39254533,0.04953531,1.65054615,0.51852933,11.785183189216314,0.80107114,4.63707403,0.24378973,40.38988133,0.16518634,29.78298033,0.00968378,10.365033935854298,11.032725763522155,3.35920351,0.10955326,0.00072475,34.01251468,24.29640895,2.19939061,13.34681274,7.05968672,19.48840691,10.778994967259782
0.00000000,3.53223908,1.12648924,0.01142991,0.00000000,1,2.90481452,MS,0.03130618,0.11622172,0.27441047,0.71309106,2.62111546,0.00000000,0.00000000,802.00000000,0.06557273,0.82058627,11.99384748,0.18179446,8.59853372,0.22201548,0.85878858,5.33175438,9.50913742541109,0.39348155,0.04888359,1.63938637,0.51800843,11.515235224895195,0.80278161,4.06402563,0.24359795,40.17620268,0.16480069,29.47740507,0.00969283,10.062813182526343,10.745827239202917,3.36610703,0.10960978,0.00072573,33.75090401,24.03954648,2.20651028,13.09980670,7.01086173,19.42408042,10.431065755372831
0.00000000,3.53946264,1.12644623,0.01145492,0.00000000,1,2.90437702,MS,0.03043301,0.11644326,0.27413947,0.71984320,2.58987153,0.00000000,0.00000000,803.00000000,0.06584064,0.82588803,11.96943889,0.18228390,8.43286605,0.22178399,0.85935076,5.32305062,9.281531987564545,0.39440206,0.04824709,1.62492001,0.51750615,11.236200651219601,0.80442333,3.61292834,0.24336668,39.96742550,0.16446461,29.19859451,0.00970306,9.780028941633478,10.464820163893478,3.37275747,0.10967486,0.00072676,33.50687605,23.78794753,2.21348534,12.84009720,6.94138664,19.36145699,10.112456584600267
0.00000000,3.54644591,1.12674945,0.01147944,0.00000000,1,2.90379737,MS,0.02957297,0.11667312,0.27391209,0.72616420,2.55983110,0.00000000,0.00000000,804.00000000,0.06610858,0.83055942,11.94588194,0.18278170,8.50261126,0.22155670,0.85997284,5.31461530,9.052944602594234,0.39532527,0.04761358,1.60685462,0.51701147,10.94884527249876,0.80601043,3.28074075,0.24309938,39.75610940,0.16417718,28.93463070,0.00971414,9.506098233651253,10.184479524321551,3.37920557,0.10973491,0.00072775,33.26994129,23.53646004,2.22034626,12.56926537,6.85362997,19.30029766,9.808983034245147
0.00000000,3.55322093,1.12732379,0.01150345,0.00000000,1,2.90311295,MS,0.02872993,0.11690629,0.27372014,0.73209465,2.52909467,0.00000000,0.00000000,805.00000000,0.06637654,0.83468469,11.92305765,0.18328283,8.51161422,0.22133395,0.86063480,5.30648806,8.826187222809985,0.39624520,0.04698606,1.58718880,0.51652540,10.65625699554385,0.80755021,2.99613849,0.24280526,39.54506169,0.16392508,28.68309626,0.00972588,9.240744628384185,9.906140453754823,3.38547713,0.10979507,0.00072876,33.04006537,23.28640576,2.22708229,12.29087326,6.75236623,19.24066502,9.518410244656812
0.00000000,3.55974889,1.12813318,0.01152689,0.00000000,1,2.90239278,MS,0.02789875,0.11713315,0.27356074,0.73768710,2.49834852,0.00000000,0.00000000,806.00000000,0.06664452,0.83834891,11.90107528,0.18377767,8.40577380,0.22111662,0.86129504,5.29883507,8.615002657736131,0.39715132,0.04637004,1.56584710,0.51605050,10.360163986706423,0.80903384,2.76749862,0.24248976,39.34525283,0.16368556,28.44014242,0.00973808,8.987045607430963,9.632267621620404,3.39153415,0.10987518,0.00072965,32.82016060,23.04022226,2.23367503,12.00714927,6.63828291,19.18267651,9.236782289606426
0.00000000,3.56612603,1.12910423,0.01154976,0.00000000,1,2.90159441,MS,0.02708510,0.11735967,0.27342386,0.74294782,2.46700453,0.00000000,0.00000000,807.00000000,0.06691252,0.84158989,11.87962581,0.18427220,8.37074994,0.22090365,0.86198485,5.29143283,8.407045978630718,0.39804880,0.04576218,1.54336306,0.51558384,10.063216519886808,0.81048319,2.56792542,0.24215998,39.14738503,0.16346552,28.20524489,0.00975064,8.73988509818351,9.361428844475158,3.39746168,0.10995834,0.00073055,32.60566388,22.79649421,2.24013261,11.72091920,6.51317038,19.12625162,8.963775959780754
0.00000000,3.57232743,1.13023220,0.01157204,0.00000000,1,2.90071766,MS,0.02628070,0.11758597,0.27330849,0.74790783,2.43557909,0.00000000,0.00000000,808.00000000,0.06718057,0.84444993,11.85879200,0.18476653,8.33704222,0.22069474,0.86270773,5.28422213,8.207333365701643,0.39893702,0.04516245,1.51969583,0.51512472,9.765526586708853,0.81189260,2.40161126,0.24181623,38.95476535,0.16325802,27.97538044,0.00976347,8.499208223660492,9.093659084466598,3.40323579,0.11005047,0.00073145,32.39634258,22.55525582,2.24645337,11.43254273,6.37755087,19.07138282,8.695957920736024
0.00000000,3.57826711,1.13156319,0.01159371,0.00000000,1,2.89976721,MS,0.02547317,0.11781199,0.27321980,0.75259963,2.40313680,0.00000000,0.00000000,809.00000000,0.06744865,0.84695337,11.83885245,0.18526064,8.30184379,0.22048992,0.86346615,5.27717811,8.026893216301795,0.39981525,0.04457121,1.49545987,0.51467321,9.465282219372103,0.81324253,2.24395065,0.24145341,38.77475547,0.16305503,27.74709500,0.00977653,8.266945170738037,8.82913213825102,3.40877864,0.11016477,0.00073237,32.19355048,22.31667674,2.25263553,11.14036994,6.23297749,19.01806141,8.429131325093396
