C_exudation,Total_Organic_Nitrogen,N_tot,cytokinins,N_exudation,sucrose,Unloading_Amino_Acids,plant,axis,senesced_mstruct,Export_cytokinins,S_grain_structure,Conc_Amino_Acids,WSC_g,R_grain_growth_starch,t,regul_transpiration,Nstruct,R_Nnit_red,Conc_cytokinins,Unloading_Sucrose,amino_acids,mstruct,nitrates,Uptake_Nitrates,Export_Amino_Acids,organ,Export_Nitrates,sucrose_consumption_mstruct,S_Proteins,S_grain_starch,Conc_Nitrates,proteins,RGR_Structure,Conc_Sucrose,R_grain_growth_struct,R_residual,structure,sum_respi,S_Amino_Acids,starch,Proteins_N_Mass,age_from_flowering,Respi_growth,AA_consumption_mstruct,R_Nnit_upt,S_cytokinins,synthetized_mstruct,HATS_LATS,Dry_Mass
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,162.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009631,NA,NA,335.40498809,NA,1,MS,NA,NA,NA,67.93991554157076,0.009582999659677703,NA,163.00000000,NA,NA,NA,NA,NA,6.87898501,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,345.0634209768637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.15488942,21.31649583,0.00071502,11.58209159,0.30142257,184.58137694,1.96428500,1,MS,0.00000000,0.03074568,NA,45.10753665477444,0.005273753626866869,NA,163.00000000,0.00044155,0.00025777,0.15056338,224.83407138567745,95.77444708,2.90458436,0.05151395,29.75620263,0.45854291,0.20776730,roots,0.23649839,4.73837532,NA,NA,577.63385250212,NA,NA,298.5944733961032,NA,0.10730420,NA,0.44012968,1.47614596,NA,NA,NA,1.63175004,0.04725145,0.18204153,1.30025708,NA,2.25725177,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,163.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009769,NA,NA,337.09241229,NA,1,MS,NA,NA,NA,68.75407008254896,0.009631211779654049,NA,164.00000000,NA,NA,NA,NA,NA,6.97809017,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,345.9709066450472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.62911121,21.21781833,0.00071439,11.60711782,0.32778855,182.03731485,2.23870195,1,MS,0.00000000,0.04195912,NA,42.73358861023161,0.005201066138471315,NA,164.00000000,0.00060129,0.00025843,0.15072625,224.74407425401992,108.14555604,2.75877017,0.05164593,29.80986126,0.45494397,0.26872839,roots,0.32263797,4.72686712,NA,NA,577.1966629334705,NA,NA,293.7264331865067,NA,0.10624768,NA,0.43808081,1.47396634,NA,NA,NA,1.62778698,0.04713669,0.18061276,1.29780364,NA,2.26408550,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,164.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010217,NA,NA,347.85172936,NA,1,MS,NA,NA,NA,71.73393360350609,0.009938620838754929,NA,165.00000000,NA,NA,NA,NA,NA,7.29786014,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,356.16565969548174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.07362875,20.93737819,0.00070708,11.59368198,0.37827246,180.43930530,2.94489576,1,MS,0.00000000,0.08035401,NA,37.565145251969035,0.005155408722855773,NA,165.00000000,0.00115284,0.00025909,0.15094639,223.9129165365914,140.36814375,2.43129312,0.05177764,29.56814109,0.45560754,0.45406656,roots,0.61356943,4.71686008,NA,NA,571.0600585846983,NA,NA,290.4073902050631,NA,0.10445958,NA,0.43768133,1.47236443,NA,NA,NA,1.62434086,0.04703690,0.18087619,1.29498787,NA,2.28462313,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,165.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010868,NA,NA,363.85354257,NA,1,MS,NA,NA,NA,76.11958159464305,0.01039581550199908,NA,166.00000000,NA,NA,NA,NA,NA,7.76265683,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,371.6561981069225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36.59537762,20.62923391,0.00069677,11.55464883,0.42110178,180.42530592,3.90373220,1,MS,0.00000000,0.10585337,NA,31.996583418106905,0.005155008740570314,NA,166.00000000,0.00152380,0.00025974,0.15128023,222.59329302860505,182.97688811,2.07614794,0.05190924,29.13995834,0.46060994,0.51250990,roots,0.79926424,4.71325132,NA,NA,561.3636017592669,NA,NA,289.6486627129447,NA,0.10283494,NA,0.43851338,1.47187965,NA,NA,NA,1.62309811,0.04700091,0.18286214,1.29278997,NA,2.31374669,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,166.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00011573,NA,NA,381.39518699,NA,1,MS,NA,NA,NA,80.86131966728398,0.010897005342582117,NA,167.00000000,NA,NA,NA,NA,NA,8.26639477,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,388.6231418732178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45.25646336,20.39794930,0.00068657,11.50431764,0.44648473,182.22601597,4.90446399,1,MS,0.00000000,0.11716850,NA,27.63631250851029,0.005206457599232328,NA,167.00000000,0.00169407,0.00026040,0.15175064,221.06225545370515,226.28231678,1.79777930,0.05204108,28.64279293,0.46933674,0.49338100,roots,0.87341149,4.72158604,NA,NA,550.3881765488286,NA,NA,291.7983734785173,NA,0.10192570,NA,0.44115872,1.47271622,NA,NA,NA,1.62596833,0.04708403,0.18632669,1.29180519,NA,2.34597757,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,167.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00012385,NA,NA,400.71410468,NA,1,MS,NA,NA,NA,86.3268608171957,0.011448974419548964,NA,168.00000000,NA,NA,NA,NA,NA,8.84668876,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,407.31330471688597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.19407615,20.20010491,0.00067472,11.43046948,0.45270474,185.86789255,5.98229659,1,MS,0.00000000,0.14064254,NA,23.807145888445408,0.0053105112157792655,NA,168.00000000,0.00204660,0.00026106,0.15235236,219.08559196986,270.97038074,1.55262865,0.05217353,27.99448560,0.48265831,0.51477359,roots,1.03128486,4.74387126,NA,NA,536.5648771907303,NA,NA,296.87448793419105,NA,0.10149751,NA,0.44645931,1.47480207,NA,NA,NA,1.63364268,0.04730626,0.19161535,1.29155933,NA,2.38506865,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,168.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00013322,NA,NA,421.71605591,NA,1,MS,NA,NA,NA,92.62970497426357,0.012049030168950937,NA,169.00000000,NA,NA,NA,NA,NA,9.51597587,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,427.60802983919945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.31962794,20.03859735,0.00066097,11.32816464,0.44448341,191.38464058,7.14400179,1,MS,0.00000000,0.16898057,NA,20.547290012731526,0.005468132588095371,NA,169.00000000,0.00248118,0.00026173,0.15307487,216.57076716489303,316.59813968,1.34345858,0.05230699,27.17328046,0.50088519,0.54000469,roots,1.21359231,4.77959700,NA,NA,519.4961745286606,NA,NA,304.9061031530597,NA,0.10153965,NA,0.45428433,1.47801551,NA,NA,NA,1.64594552,0.04766251,0.19885142,1.29161137,NA,2.43192891,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,169.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00013952,NA,NA,438.97596769,NA,1,MS,NA,NA,NA,96.76293038621071,0.012542170505360092,NA,170.00000000,NA,NA,NA,NA,NA,9.96572431,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,443.98638784468693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.06106601,20.06928568,0.00065378,11.25943642,0.46150266,198.42900987,7.83919388,1,MS,0.00000000,0.13598214,NA,20.22826689306188,0.005669400281932747,NA,170.00000000,0.00200884,0.00026241,0.15389259,214.70356019555996,345.30533007,1.32600785,0.05244178,26.62916421,0.51917582,0.43152638,roots,0.96288911,4.82738474,NA,NA,507.785305182203,NA,NA,315.31636565944547,NA,0.10275835,NA,0.46260662,1.48209187,NA,NA,NA,1.66240214,0.04813906,0.20611280,1.29322355,NA,2.46607983,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,170.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00014333,NA,NA,452.59063500,NA,1,MS,NA,NA,NA,99.15417261565017,0.012931160999896708,NA,171.00000000,NA,NA,NA,NA,NA,10.23797253,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,456.5952250593644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71.67579050,20.18206220,0.00065024,11.21223446,0.48297839,206.29502000,8.10682676,1,MS,0.00000000,0.11491845,NA,21.150904431610584,0.005894143428518397,NA,171.00000000,0.00170482,0.00026309,0.15474450,213.24908474671062,358.37895250,1.39009330,0.05257811,26.26398753,0.53708372,0.38391722,roots,0.80595685,4.88274047,NA,NA,499.5232060083015,NA,NA,326.96593151623466,NA,0.10447561,NA,0.47185854,1.48643196,NA,NA,NA,1.68146494,0.04869107,0.21322224,1.29543855,NA,2.49213994,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,171.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00014447,NA,NA,461.33046910,NA,1,MS,NA,NA,NA,99.6894417591019,0.013180870545780408,NA,172.00000000,NA,NA,NA,NA,NA,10.31939833,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,464.232662444175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70.67497757,20.36628520,0.00065082,11.19394316,0.50299919,214.28158186,7.90456402,1,MS,0.00000000,0.08648848,NA,23.14374834124181,0.006122330910392294,NA,172.00000000,0.00128516,0.00026378,0.15558563,212.34417758962104,353.37488784,1.52505832,0.05271604,26.12056168,0.55286746,0.31751019,roots,0.60424243,4.93959079,NA,NA,495.49556504091964,NA,NA,338.73561233872687,NA,0.10653442,NA,0.48064478,1.49060154,NA,NA,NA,1.70104243,0.04925799,0.21948838,1.29811532,NA,2.50825863,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,172.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00014210,NA,NA,460.19861572,NA,1,MS,NA,NA,NA,97.79858894709565,0.013148531877696606,NA,173.00000000,NA,NA,NA,NA,NA,10.14965532,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,461.90787850351217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63.36842077,20.65332794,0.00065726,11.21939242,0.50447041,221.36987605,6.98793528,1,MS,0.00000000,0.04320875,NA,26.67358907875114,0.006324853601339269,NA,173.00000000,0.00064059,0.00026447,0.15636604,212.26552861689098,316.84210387,1.76230607,0.05285546,26.29346842,0.56380530,0.18288571,roots,0.30318227,4.99344178,NA,NA,497.4598234775064,NA,NA,349.01766504140033,NA,0.10897076,NA,0.48765301,1.49412655,NA,NA,NA,1.71958705,0.04979499,0.22383070,1.30138614,NA,2.51020930,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,173.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00013810,NA,NA,452.94845351,NA,1,MS,NA,NA,NA,94.80652633454832,0.012941384385938358,NA,174.00000000,NA,NA,NA,NA,NA,9.86409674,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,453.4803360382199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53.64854992,20.94483686,0.00066567,11.26362540,0.47436856,226.59185938,5.84166346,1,MS,0.00000000,0.02477872,NA,30.244586756799716,0.006474053125056764,NA,174.00000000,0.00036592,0.00026518,0.15703840,212.53656444297437,268.24274961,2.00355934,0.05299618,26.60282180,0.57017162,0.11876785,roots,0.17521927,5.03963568,NA,NA,501.97624219320596,NA,NA,356.30220896368405,NA,0.11115666,NA,0.49300612,1.49656688,NA,NA,NA,1.73549480,0.05025564,0.22635813,1.30425744,NA,2.50608195,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,174.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00013271,NA,NA,442.38648499,NA,1,MS,NA,NA,NA,90.88140791361948,0.012639613856870905,NA,175.00000000,NA,NA,NA,NA,NA,9.47956005,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,441.7916283221476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.91063315,21.21935187,0.00067493,11.31883602,0.42573459,229.74274354,4.70463608,1,MS,0.00000000,0.01411172,NA,33.53488307005724,0.006564078386736496,NA,175.00000000,0.00020738,0.00026589,0.15760136,213.00879519521547,219.55316573,2.22746578,0.05313788,26.99029028,0.57237546,0.07483163,roots,0.10074864,5.07502694,NA,NA,507.929367050353,NA,NA,360.29341511594316,NA,0.11296503,NA,0.49633802,1.49792664,NA,NA,NA,1.74768246,0.05060857,0.22723306,1.30657242,NA,2.49846734,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,175.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00012920,NA,NA,433.20013960,NA,1,MS,NA,NA,NA,88.25374425842874,0.012377146845633867,NA,176.00000000,NA,NA,NA,NA,NA,9.22856406,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,431.5353362597542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32.42286363,21.43457730,0.00068379,11.37874105,0.33734205,229.88546395,3.45355930,1,MS,0.00000000,0.00969198,NA,35.91319562946928,0.00656815611283192,NA,176.00000000,0.00014168,0.00026660,0.15801107,213.5638070439039,162.11431814,2.39183174,0.05328029,27.40781324,0.56959780,0.05489656,roots,0.06989504,5.10018856,NA,NA,514.4081328033063,NA,NA,359.55365237984734,NA,0.11404544,NA,0.49704170,1.49780664,NA,NA,NA,1.75634734,0.05085948,0.22613033,1.30787947,NA,2.48950493,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,176.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00012572,NA,NA,424.50385092,NA,1,MS,NA,NA,NA,85.65954154488043,0.012128681454745776,NA,177.00000000,NA,NA,NA,NA,NA,8.97988507,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,421.80854025760556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.43862635,21.62154910,0.00069219,11.43882109,0.31381627,229.07666280,3.00793027,1,MS,0.00000000,0.00975936,NA,37.85378171129133,0.0065450475084920055,NA,177.00000000,0.00014191,0.00026731,0.15837165,214.11784429529538,142.19313177,2.52782900,0.05342302,27.82042307,0.56541933,0.05811442,roots,0.07106527,5.11172741,NA,NA,520.7572502717653,NA,NA,357.33141299136895,NA,0.11484095,NA,0.49669099,1.49721389,NA,NA,NA,1.76032097,0.05097455,0.22447147,1.30877615,NA,2.48075041,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,177.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00012234,NA,NA,416.34224174,NA,1,MS,NA,NA,NA,83.14668722105911,0.011895492621195703,NA,178.00000000,NA,NA,NA,NA,NA,8.73836908,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,412.66136460310383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25.37742500,21.78589305,0.00070018,11.49905476,0.29459129,227.51857134,2.66316126,1,MS,0.00000000,0.00982931,NA,39.44485873896804,0.006500530609634347,NA,178.00000000,0.00014218,0.00026803,0.15869180,214.67099028794124,126.88712502,2.64112649,0.05356595,28.22694524,0.56016741,0.06083396,roots,0.07224009,5.11893901,NA,NA,526.9569034151175,NA,NA,353.9539992135535,NA,0.11540519,NA,0.49561288,1.49623739,NA,NA,NA,1.76280442,0.05104646,0.22238646,1.30931489,NA,2.47225074,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,178.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00011907,NA,NA,408.62728150,NA,1,MS,NA,NA,NA,80.7265520057196,0.011675065185648854,NA,179.00000000,NA,NA,NA,NA,NA,8.50527750,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,404.00248901819197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.01587248,21.93267424,0.00070783,11.55942235,0.27946905,225.39318067,2.39529262,1,MS,0.00000000,0.00989945,NA,40.765253971396895,0.006439805161909734,NA,179.00000000,0.00014245,0.00026874,0.15897898,215.22328099883075,115.07936238,2.73682513,0.05370898,28.62645812,0.55412618,0.06315648,roots,0.07339999,5.12255673,NA,NA,532.9920519767016,NA,NA,349.7136965640104,NA,0.11578652,NA,0.49397871,1.49495335,NA,NA,NA,1.76405025,0.05108254,0.21998809,1.30953767,NA,2.46404317,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,179.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00011594,NA,NA,401.31700624,NA,1,MS,NA,NA,NA,78.40661199867158,0.011466200178369424,NA,180.00000000,NA,NA,NA,NA,NA,8.28138543,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,395.7910968505279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21.21385014,22.06522938,0.00071517,11.61991114,0.26831707,222.82149864,2.18879423,1,MS,0.00000000,0.00996718,NA,41.86719145494822,0.006366328532564095,NA,180.00000000,0.00014268,0.00026946,0.15923761,215.77481697363655,106.06925070,2.81829138,0.05385203,29.01833309,0.54747926,0.06514055,roots,0.07452388,5.12319530,NA,NA,538.8531318972258,NA,NA,344.80519035195624,NA,0.11601616,NA,0.49190608,1.49340778,NA,NA,NA,1.76427015,0.05108890,0.21734927,1.30946448,NA,2.45615305,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,180.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00011293,NA,NA,394.38332950,NA,1,MS,NA,NA,NA,76.18628280280677,0.011268095128711613,NA,181.00000000,NA,NA,NA,NA,NA,8.06655607,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,388.00376823843817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.84882390,22.18691563,0.00072225,11.68050214,0.26072768,219.92847350,2.02989882,1,MS,0.00000000,0.01003624,NA,42.80259490113927,0.006283670671341826,NA,181.00000000,0.00014292,0.00027017,0.15947259,216.3255473238019,99.24411949,2.88890868,0.05399502,29.40206363,0.54041428,0.06688661,roots,0.07563811,5.12119332,NA,NA,544.5328833244532,NA,NA,339.4270986081713,NA,0.11612688,NA,0.48950703,1.49165073,NA,NA,NA,1.76358073,0.05106894,0.21454447,1.30911984,NA,2.44860097,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,181.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00011002,NA,NA,387.57833177,NA,1,MS,NA,NA,NA,74.04038456624431,0.011073666622050251,NA,182.00000000,NA,NA,NA,NA,NA,7.85866852,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,380.3714843744952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.72785433,22.29987434,0.00072908,11.74117582,0.25491414,216.79032208,1.89866134,1,MS,0.00000000,0.01010756,NA,43.60481248558087,0.006194009202332764,NA,182.00000000,0.00014319,0.00027089,0.15968648,216.87537180250186,93.63927165,2.95084088,0.05413789,29.77728003,0.53304311,0.06845051,roots,0.07674912,5.11693899,NA,NA,550.026570956432,NA,NA,333.70083209078234,NA,0.11613860,NA,0.48685490,1.48970956,NA,NA,NA,1.76211567,0.05102652,0.21161811,1.30851182,NA,2.44140207,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,182.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010722,NA,NA,380.96344007,NA,1,MS,NA,NA,NA,71.97751111580489,0.010884669716288384,NA,183.00000000,NA,NA,NA,NA,NA,7.65845673,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,372.9646141109754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.84166632,22.40535772,0.00073569,11.80192240,0.25120671,213.45227673,1.79334308,1,MS,0.00000000,0.01017491,NA,44.29370753584555,0.006098636478052745,NA,183.00000000,0.00014340,0.00027160,0.15988031,217.42435187865323,89.20833160,3.00536080,0.05428059,30.14378705,0.52542854,0.06981846,roots,0.07780885,5.11061561,NA,NA,555.332694126767,NA,NA,327.69889340014817,NA,0.11606236,NA,0.48399138,1.48759679,NA,NA,NA,1.75993810,0.05096346,0.20859513,1.30763692,NA,2.43456387,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,183.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010452,NA,NA,374.50531500,NA,1,MS,NA,NA,NA,69.99398672460464,0.010700151857080226,NA,184.00000000,NA,NA,NA,NA,NA,7.46559148,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,365.74909636523944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.13717237,22.50451304,0.00074208,11.86272343,0.24924373,209.95787788,1.70810831,1,MS,0.00000000,0.01024532,NA,44.88738600636972,0.005998796510882109,NA,184.00000000,0.00014366,0.00027231,0.16005518,217.97238709204734,85.68586187,3.05363590,0.05442306,30.50139577,0.51763152,0.07106476,roots,0.07887043,5.10226806,NA,NA,560.449890549321,NA,NA,321.4903960730311,NA,0.11590876,NA,0.48095295,1.48532543,NA,NA,NA,1.75706346,0.05088022,0.20549971,1.30649173,NA,2.42809368,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,184.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010191,NA,NA,368.17137332,NA,1,MS,NA,NA,NA,68.08440109992397,0.01051918209481068,NA,185.00000000,NA,NA,NA,NA,NA,7.27955539,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,358.69188495469524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
