C_exudation,Total_Organic_Nitrogen,N_tot,cytokinins,N_exudation,sucrose,Unloading_Amino_Acids,plant,axis,senesced_mstruct,Export_cytokinins,S_grain_structure,Conc_Amino_Acids,WSC_g,R_grain_growth_starch,t,regul_transpiration,Nstruct,R_Nnit_red,Conc_cytokinins,Unloading_Sucrose,amino_acids,mstruct,nitrates,Uptake_Nitrates,Export_Amino_Acids,organ,Export_Nitrates,sucrose_consumption_mstruct,S_Proteins,S_grain_starch,Conc_Nitrates,proteins,RGR_Structure,Conc_Sucrose,R_grain_growth_struct,R_residual,structure,sum_respi,S_Amino_Acids,starch,Proteins_N_Mass,age_from_flowering,Respi_growth,AA_consumption_mstruct,R_Nnit_upt,S_cytokinins,synthetized_mstruct,HATS_LATS,Dry_Mass
NA,NA,0.00000000,NA,NA,0.00000000,NA,1,MS,NA,NA,NA,0.0,0.0,NA,0.00000000,NA,NA,NA,NA,NA,0.00000000,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,14.49031944,0.00050954,8.60000000,NA,197.92736394,NA,1,MS,0.00000000,NA,NA,49.99862574006066,0.005655067541246046,NA,0.00000000,NA,0.00017268,NA,249.29897541245967,NA,2.15598651,0.03449673,21.90533730,NA,NA,roots,NA,3.46439572,NA,NA,634.9974587156204,NA,NA,478.1307077251103,NA,0.09514644,NA,NA,NA,NA,NA,NA,1.19303084,0.03454722,NA,NA,NA,NA,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00007331,NA,NA,84.72242089,NA,1,MS,NA,NA,NA,75.98184380507892,0.0024206405968442675,NA,1.00000000,NA,NA,NA,NA,NA,5.23677762,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,128.04800606755498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,14.00970162,0.00049757,8.55562343,0.00000000,168.53899027,0.00000000,1,MS,0.00000000,0.09053377,NA,37.945508567915866,0.004815399722124851,NA,1.00000000,0.00176011,0.00017316,0.10358472,247.31927766973914,-516.88607460,1.64083187,0.03459344,21.53107944,0.35533826,0.46786340,roots,0.68214749,3.46335130,NA,NA,622.4036225182709,NA,NA,405.9994543856778,NA,0.07699842,NA,0.32429395,1.51229601,NA,NA,NA,1.19267117,0.03453681,0.14106929,1.33689668,NA,1.44313738,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,1.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008670,NA,NA,124.68030966,NA,1,MS,NA,NA,NA,89.67538491120003,0.0035622945616100785,NA,2.00000000,NA,NA,NA,NA,NA,6.19252994,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,188.0753043683234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,13.72434416,0.00048992,8.52826718,0.00000000,150.49521435,0.00000000,1,MS,0.00000000,0.07340662,NA,30.480357163150366,0.004299863267015306,NA,2.00000000,0.00143171,0.00017364,0.10301196,245.8551015479231,-287.78666113,1.32163532,0.03468818,21.26991881,0.33569773,0.30653644,roots,0.54814291,3.39338307,NA,NA,613.1747445802067,NA,NA,361.54292769736713,NA,0.07313444,NA,0.31093901,1.49982598,NA,NA,NA,1.16857627,0.03383908,0.13327200,1.32727102,NA,1.46221833,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,2.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009492,NA,NA,153.27981110,NA,1,MS,NA,NA,NA,97.95302656923856,0.004379423174399662,NA,3.00000000,NA,NA,NA,NA,NA,6.77988045,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,230.6797896317364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,13.54252440,0.00048472,8.51193034,0.00000000,138.54315053,0.00000000,1,MS,0.00000000,0.06222004,NA,25.452627224686093,0.00395837572934396,NA,3.00000000,0.00121586,0.00017410,0.10259927,244.72782406547756,-154.51267587,1.10659153,0.03478121,21.07998160,0.32156426,0.21796443,roots,0.46134520,3.33170672,NA,NA,606.0738073305773,NA,NA,331.9396268200307,NA,0.07042003,NA,0.30162575,1.48982189,NA,NA,NA,1.14733684,0.03322404,0.12766101,1.31812075,NA,1.47777413,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,3.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010011,NA,NA,174.55438221,NA,1,MS,NA,NA,NA,103.06518284613566,0.0049872680630859275,NA,4.00000000,NA,NA,NA,NA,NA,7.15076418,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,262.0710479892847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,13.44257688,0.00048211,8.51078747,0.00000000,130.14122862,0.00000000,1,MS,0.00000000,0.04688527,NA,22.342757653660485,0.0037183208178301753,NA,4.00000000,0.00091632,0.00017456,0.10230930,244.05247796589305,-70.05800633,0.97394249,0.03487278,20.99413740,0.31052490,0.14457593,roots,0.34627268,3.27930878,NA,NA,602.0208204339013,NA,NA,310.9905070698884,NA,0.06853649,NA,0.29463375,1.48171065,NA,NA,NA,1.12929261,0.03270152,0.12327839,1.30991441,NA,1.48830814,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,4.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010251,NA,NA,186.57668791,NA,1,MS,NA,NA,NA,105.28879082437106,0.005330762511704211,NA,5.00000000,NA,NA,NA,NA,NA,7.32209240,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,279.46863837096134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00000000,13.42482182,0.00048294,8.53285333,0.00000000,124.01463421,0.00000000,1,MS,0.00000000,0.02355071,NA,21.140547649421116,0.003543275263240655,NA,5.00000000,0.00045908,0.00017501,0.10211850,244.05301819457438,-21.97414546,0.92392420,0.03496311,21.07122228,0.30087809,0.06871349,roots,0.17412170,3.23535612,NA,NA,602.6700790912781,NA,NA,295.58445649485566,NA,0.06736057,NA,0.28901676,1.47512613,NA,NA,NA,1.11415667,0.03226322,0.11944860,1.30311852,NA,1.49109725,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,5.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010309,NA,NA,191.48938545,NA,1,MS,NA,NA,NA,105.62963456398468,0.005471125298492984,NA,6.00000000,NA,NA,NA,NA,NA,7.36337909,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,286.1423171742945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.75712770,13.43872732,0.00048512,8.56475825,0.00575638,119.15550574,0.14556990,1,MS,0.00000000,0.01358120,NA,20.67597536555114,0.003404443021161388,NA,6.00000000,0.00026376,0.00017546,0.10198362,244.34132028347878,3.78563851,0.90592910,0.03505244,21.21274080,0.29238561,0.03870913,roots,0.10071019,3.19899182,NA,NA,605.1716748715021,NA,NA,283.27919239270335,NA,0.06650559,NA,0.28449747,1.46942363,NA,NA,NA,1.10163393,0.03190060,0.11607709,1.29695312,NA,1.49078507,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,6.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010213,NA,NA,192.17828496,NA,1,MS,NA,NA,NA,104.43602268164871,0.0054908081417420875,NA,7.00000000,NA,NA,NA,NA,NA,7.29529206,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,286.57659686040654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.72095766,13.49064064,0.00048832,8.60238579,0.02998799,114.93190866,0.70625755,1,MS,0.00000000,0.00773507,NA,21.086803026177932,0.0032837688188576673,NA,7.00000000,0.00014956,0.00017590,0.10186946,244.79721844532443,18.60478829,0.92626060,0.03514086,21.38914899,0.28445196,0.02244267,roots,0.05758275,3.16702549,NA,NA,608.668839795993,NA,NA,272.5504707071996,NA,0.06590782,NA,0.28045108,1.46408531,NA,NA,NA,1.09062572,0.03158183,0.11292743,1.29084264,NA,1.48876292,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,7.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010132,NA,NA,191.14088198,NA,1,MS,NA,NA,NA,103.39368091587635,0.005461168056617211,NA,8.00000000,NA,NA,NA,NA,NA,7.23731163,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,284.4455055513657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.94206951,13.55873271,0.00049188,8.64230264,0.04288877,110.97527045,0.93562656,1,MS,0.00000000,0.00531435,NA,21.87044084640795,0.003170722012789862,NA,8.00000000,0.00010228,0.00017634,0.10175034,245.3217765130733,24.71034753,0.96307680,0.03522844,21.57555904,0.27675057,0.01595796,roots,0.03972244,3.13634463,NA,NA,612.4472484064139,NA,NA,262.5134722726506,NA,0.06539532,NA,0.27668722,1.45873803,NA,NA,NA,1.08006018,0.03127587,0.10986998,1.28424564,NA,1.48620045,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,8.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00010011,NA,NA,189.47436054,NA,1,MS,NA,NA,NA,101.9487860180238,0.005413553158201399,NA,9.00000000,NA,NA,NA,NA,NA,7.15047357,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,281.40154006087374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6.30674870,13.63562557,0.00049546,8.68204006,0.05931575,107.28317662,1.19003542,1,MS,0.00000000,0.00534532,NA,22.857328204251345,0.003065233617581554,NA,9.00000000,0.00010241,0.00017677,0.10162798,245.84484677683017,31.53374349,1.00901159,0.03531512,21.75410500,0.26946077,0.01673956,roots,0.04010021,3.10447539,NA,NA,615.9997619711645,NA,NA,253.1568611631395,NA,0.06493469,NA,0.27317242,1.45340753,NA,NA,NA,1.06908540,0.03095807,0.10697592,1.27710987,NA,1.48393693,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,9.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009863,NA,NA,187.40051301,NA,1,MS,NA,NA,NA,100.24760757990128,0.005354300371586363,NA,10.00000000,NA,NA,NA,NA,NA,7.04516060,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,277.76828754895797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7.37431858,13.71888825,0.00049902,8.72157396,0.07541657,103.80867826,1.38615572,1,MS,0.00000000,0.00537566,NA,23.991333311517916,0.002965962235871166,NA,10.00000000,0.00010252,0.00017720,0.10150017,246.3659765412696,36.87159291,1.06164308,0.03540089,21.92521454,0.26251356,0.01763239,roots,0.04046077,3.07169463,NA,NA,619.3408338598912,NA,NA,244.36459232867378,NA,0.06450788,NA,0.26983443,1.44806296,NA,NA,NA,1.05779671,0.03063118,0.10421788,1.26938281,NA,1.48195180,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,10.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009692,NA,NA,184.51118381,NA,1,MS,NA,NA,NA,98.2948844526997,0.00527174810891919,NA,11.00000000,NA,NA,NA,NA,NA,6.92314552,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,272.8845315669431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.01829267,13.80530139,0.00050252,8.76087717,0.08919388,100.48390730,1.50429383,1,MS,0.00000000,0.00540605,NA,25.19916823760462,0.0028709687799586187,NA,11.00000000,0.00010264,0.00017763,0.10136147,246.8846676621484,40.09146335,1.11776290,0.03548571,22.08917734,0.25579746,0.01858566,roots,0.04080989,3.03781455,NA,NA,622.4809571232724,NA,NA,235.97271882743348,NA,0.06408721,NA,0.26659913,1.44262762,NA,NA,NA,1.04612946,0.03029332,0.10155159,1.26092296,NA,1.48023047,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,11.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009504,NA,NA,180.80498072,NA,1,MS,NA,NA,NA,96.14185218389005,0.005165856591945912,NA,12.00000000,NA,NA,NA,NA,NA,6.78861342,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,266.72920063775393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.27049570,13.89215642,0.00050594,8.79991051,0.09989949,97.24953074,1.55264523,1,MS,0.00000000,0.00544166,NA,26.419890602829387,0.0027785580212043243,NA,12.00000000,0.00010286,0.00017804,0.10120577,247.40020146471136,41.35247852,1.17467908,0.03556954,22.24615630,0.24920961,0.01957349,roots,0.04118713,3.00226842,NA,NA,625.4272179555833,NA,NA,227.83899777467778,NA,0.06364750,NA,0.26339155,1.43701688,NA,NA,NA,1.03388847,0.02993886,0.09893621,1.25154276,NA,1.47876307,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,12.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009317,NA,NA,177.52147067,NA,1,MS,NA,NA,NA,94.0223318565195,0.0050720420192716465,NA,13.00000000,NA,NA,NA,NA,NA,6.65510760,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,261.24957387719763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.60494128,13.97988010,0.00050927,8.83863910,0.11270929,94.12294019,1.61295447,1,MS,0.00000000,0.00547415,NA,27.663660703007753,0.0026892268626315515,NA,13.00000000,0.00010302,0.00017846,0.10103495,247.91211834507033,43.02470639,1.23284168,0.03565231,22.39634485,0.24278358,0.02057477,roots,0.04153004,2.96438497,NA,NA,628.1878052768545,NA,NA,220.00198250892512,NA,0.06319577,NA,0.26021925,1.43126092,NA,NA,NA,1.02084258,0.02956108,0.09638508,1.24123621,NA,1.47753684,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,13.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00009128,NA,NA,174.16208412,NA,1,MS,NA,NA,NA,91.89865042263686,0.004976059546292567,NA,14.00000000,NA,NA,NA,NA,NA,6.51995339,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,255.7095939445115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.85010939,14.06776940,0.00051251,8.87701701,0.12548165,91.09319454,1.65656897,1,MS,0.00000000,0.00551276,NA,28.915209373900808,0.0026026627010315123,NA,14.00000000,0.00010330,0.00017887,0.10084776,248.41961398660237,44.25054697,1.29156874,0.03573396,22.53987213,0.23650195,0.02161303,roots,0.04190899,2.92438974,NA,NA,630.7689086695151,NA,NA,212.43375065805813,NA,0.06272718,NA,0.25707432,1.42534468,NA,NA,NA,1.00706946,0.02916224,0.09389127,1.22991884,NA,1.47654240,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,14.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008939,NA,NA,170.83619307,NA,1,MS,NA,NA,NA,89.79299277319474,0.004881034087572281,NA,15.00000000,NA,NA,NA,NA,NA,6.38505675,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,250.2570594329462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.04701902,14.15545132,0.00051565,8.91500799,0.13859611,88.15604722,1.69067599,1,MS,0.00000000,0.00554465,NA,30.16681860294831,0.0025187442062516454,NA,15.00000000,0.00010345,0.00017927,0.10064362,248.92218711927228,45.23509511,1.35050953,0.03581444,22.67695351,0.23035850,0.02263323,roots,0.04222707,2.88215984,NA,NA,633.1791143331275,NA,NA,205.12223230886875,NA,0.06224003,NA,0.25395044,1.41926310,NA,NA,NA,0.99252679,0.02874112,0.09145233,1.21752133,NA,1.47576595,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,15.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008751,NA,NA,167.49233550,NA,1,MS,NA,NA,NA,87.70784856597,0.004785495300101305,NA,16.00000000,NA,NA,NA,NA,NA,6.25079310,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,244.80880796268917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.18225106,14.24242984,0.00051870,8.95256696,0.15168677,85.30436237,1.71340233,1,MS,0.00000000,0.00557625,NA,31.40811671732976,0.002437267496277861,NA,16.00000000,0.00010360,0.00017967,0.10042145,249.41910539087016,45.91125530,1.40919070,0.03589367,22.80774859,0.22434154,0.02365158,roots,0.04253341,2.83765830,NA,NA,635.4253785102907,NA,NA,198.04876306250188,NA,0.06173126,NA,0.25083931,1.41300416,NA,NA,NA,0.97720183,0.02829735,0.08906359,1.20395733,NA,1.47519615,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,16.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008567,NA,NA,164.28653641,NA,1,MS,NA,NA,NA,85.67515607652838,0.0046939010403766615,NA,17.00000000,NA,NA,NA,NA,NA,6.11902671,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,239.60909350224196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.31358823,14.32868757,0.00052166,8.98964556,0.16559747,82.54228274,1.73447248,1,MS,0.00000000,0.00560638,NA,32.63949612551251,0.0023583509353241453,NA,17.00000000,0.00010373,0.00018005,0.10018183,249.90957088194634,46.56794113,1.46761837,0.03597159,22.93242039,0.21846119,0.02466318,roots,0.04281967,2.79079831,NA,NA,637.5147163729114,NA,NA,191.22098420638267,NA,0.06120325,NA,0.24774574,1.40657893,NA,NA,NA,0.96106470,0.02783006,0.08672909,1.18919216,NA,1.47482123,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,17.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008427,NA,NA,161.04390702,NA,1,MS,NA,NA,NA,84.10486632836245,0.004601254486170969,NA,18.00000000,NA,NA,NA,NA,NA,6.01958231,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,234.38393057289758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.38253317,14.41267577,0.00052446,9.02590588,0.17907480,79.86315078,1.75352585,1,MS,0.00000000,0.00592461,NA,33.827339597129026,0.0022818043079927265,NA,18.00000000,0.00010918,0.00018044,0.09992371,250.38473921766558,46.91266584,1.52426614,0.03604815,23.04893593,0.21272160,0.02696038,roots,0.04529744,2.74169851,NA,NA,639.393086041144,NA,NA,184.6214889080043,NA,0.06064881,NA,0.24466957,1.39997539,NA,NA,NA,0.94415625,0.02734043,0.08445048,1.17313569,NA,1.47473426,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,18.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008461,NA,NA,159.55919798,NA,1,MS,NA,NA,NA,84.26856455697641,0.00455883422805305,NA,19.00000000,NA,NA,NA,NA,NA,6.04385328,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,231.74068936740457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.55596096,14.45386726,0.00052532,9.04962267,0.22933626,77.52958654,2.18860879,1,MS,0.00000000,0.01795097,NA,34.07509804347316,0.0022151310440462943,NA,19.00000000,0.00032994,0.00018081,0.09969279,250.52061768335295,57.77980478,1.53862975,0.03612327,23.06871474,0.20825807,0.08224083,roots,0.13700432,2.69030000,NA,NA,638.6110092629408,NA,NA,178.85423347985883,NA,0.05999071,NA,0.24219099,1.39383563,NA,NA,NA,0.92645619,0.02682788,0.08267846,1.15718166,NA,1.47915346,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,19.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008439,NA,NA,161.39581053,NA,1,MS,NA,NA,NA,83.87348729751267,0.004611308872234107,NA,20.00000000,NA,NA,NA,NA,NA,6.02790427,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,233.9264757883803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.30725234,14.47231817,0.00052511,9.06634250,0.27001764,75.43879492,2.48503486,1,MS,0.00000000,0.02442057,NA,33.831037963906745,0.0021553941406435625,NA,20.00000000,0.00044803,0.00018118,0.09947894,250.47187624350812,66.53626169,1.53072963,0.03619705,23.03558658,0.20455396,0.11110105,roots,0.18577037,2.64248090,NA,NA,636.3940682632702,NA,NA,173.67621413890194,NA,0.05929370,NA,0.23990496,1.38801068,NA,NA,NA,0.90998877,0.02635103,0.08120792,1.14124490,NA,1.48599602,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,20.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008534,NA,NA,169.69298826,NA,1,MS,NA,NA,NA,84.64560838786034,0.00484837109317284,NA,21.00000000,NA,NA,NA,NA,NA,6.09572881,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,245.45475941486188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.58996721,14.41233304,0.00052143,9.06036006,0.34418743,73.84003394,3.15934297,1,MS,0.00000000,0.04657932,NA,31.869082147980524,0.0021097152554477327,NA,21.00000000,0.00085512,0.00018154,0.09933463,249.80616917861738,87.94983607,1.44484702,0.03626956,22.83268897,0.20288834,0.20015462,roots,0.35144576,2.59699993,NA,NA,629.5275824149037,NA,NA,169.65565654215513,NA,0.05843194,NA,0.23855644,1.38322621,NA,NA,NA,0.89432653,0.02589749,0.08054667,1.12718677,NA,1.50081141,NA
NA,NA,0.00000000,NA,NA,NA,NA,1,MS,NA,NA,NA,NA,NA,NA,21.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0.00008739,NA,NA,183.07619311,NA,1,MS,NA,NA,NA,86.50380932687222,0.005230748374583899,NA,22.00000000,NA,NA,NA,NA,NA,6.24206725,NA,NA,NA,NA,phloem,NA,NA,NA,NA,NA,NA,NA,264.28190531999326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.18823557,14.33113523,0.00051592,9.03903357,0.44283278,73.08992896,4.12354525,1,MS,0.00000000,0.06150897,NA,29.456796197141188,0.0020882836846522626,NA,22.00000000,0.00113187,0.00018190,0.09934438,248.72784919893513,120.94117783,1.33811398,0.03634106,22.52035304,0.20364396,0.24536104,roots,0.45882300,2.56067233,NA,NA,619.6944544637868,NA,NA,167.60181177186988,NA,0.05778364,NA,0.23830207,1.38064018,NA,NA,NA,0.88181642,0.02553522,0.08084665,1.11879512,NA,1.52070163,NA
