LAI_turgor,mstruct,Total_Transpiration_turgor,xylem_water_potential,Tr,plant_WC_DM,total_water_influx,plant,plant_water_content,delta_plant_water_content,Growth,axis,t,green_area
0.00000000,0.17166883,0.01425942,-0.03420078,NA,91.40869480,0.01425928,1,0.58179211,0.00021818,0.00021831,MS,444,0.00237498
0.00000000,0.17201446,0.01426580,-0.03420096,NA,91.41038265,0.01426567,1,0.58191718,0.00021692,0.00021706,MS,445,0.00237586
0.00000000,0.17235527,0.01427214,-0.03420114,NA,91.41216621,0.01427203,1,0.58204939,0.00021539,0.00021550,MS,446,0.00237673
0.00000000,0.17269732,0.01427795,-0.03420131,NA,91.41402066,0.01427786,1,0.58218691,0.00021413,0.00021422,MS,447,0.00237753
0.00000000,0.17303725,0.01428419,-0.03420148,NA,91.41591896,0.01428409,1,0.58232775,0.00021258,0.00021268,MS,448,0.00237839
0.00000000,0.17337159,0.01429035,-0.03420165,NA,91.41784495,0.01429034,1,0.58247071,0.00021187,0.00021188,MS,449,0.00237923
0.00000000,0.17370344,0.01496168,-0.03420184,NA,91.41977445,0.01496163,1,0.58261399,0.00021052,0.00021058,MS,450,0.00238000
0.00000000,0.17404557,0.04352257,-0.03422596,NA,91.42028558,0.04352245,1,0.58265195,0.00020937,0.00020949,MS,451,0.00238076
0.00000000,0.17440135,0.05862233,-0.03525411,NA,91.45583828,0.05862222,1,0.58530393,0.00020870,0.00020882,MS,452,0.00238198
0.00000000,0.17484141,0.11021213,-0.03579768,NA,91.45919785,0.11001862,1,0.58555567,0.00003432,0.00022783,MS,453,0.00238332
0.00000000,0.17524037,0.14479749,-0.03764864,NA,91.46610735,0.14491829,1,0.58607404,0.00034952,0.00022872,MS,454,0.00238595
0.00000000,0.17564307,0.16057821,-0.03890506,NA,91.47355735,0.16057762,1,0.58663390,0.00023119,0.00023178,MS,455,0.00238816
0.00000000,0.17603419,0.19013350,-0.03946890,NA,91.47906578,0.18998760,1,0.58704849,0.00009013,0.00023603,MS,456,0.00239044
0.00000000,0.17642474,0.22943898,-0.04052781,NA,91.48396613,0.22930010,1,0.58741776,0.00010108,0.00023996,MS,457,0.00239228
0.00000000,0.17681990,0.18596774,-0.04194321,NA,91.49248588,0.18596732,1,0.58806078,0.00024325,0.00024367,MS,458,0.00239398
0.00000000,0.17722831,0.15880845,-0.04038336,NA,91.49822248,0.15884289,1,0.58849447,0.00028473,0.00025029,MS,459,0.00239582
0.00000000,0.17764225,0.12067140,-0.03940712,NA,91.50364670,0.12069296,1,0.58890509,0.00027672,0.00025516,MS,460,0.00239763
0.00000000,0.17806467,0.06148109,-0.03803390,NA,91.50876985,0.06148022,1,0.58929339,0.00025856,0.00025943,MS,461,0.00239939
0.00000000,0.17851274,0.03594307,-0.03590239,NA,91.50981254,0.03595828,1,0.58937248,0.00027780,0.00026259,MS,462,0.00240115
0.00000000,0.17894588,0.02120531,-0.03498371,NA,91.50993657,0.02120442,1,0.58938189,0.00026173,0.00026262,MS,463,0.00240309
0.00000000,0.17939300,0.01445402,-0.03445258,NA,91.50964681,0.01451210,1,0.58935991,0.00031944,0.00026136,MS,464,0.00240455
0.00000000,0.17982061,0.01446284,-0.03421161,NA,91.51057621,0.01446194,1,0.58943042,0.00025852,0.00025942,MS,465,0.00240617
0.00000000,0.18025439,0.01447027,-0.03420973,NA,91.51197716,0.01446937,1,0.58953673,0.00025610,0.00025700,MS,466,0.00240748
0.00000000,0.18068799,0.01447760,-0.03420991,NA,91.51368177,0.01447669,1,0.58966613,0.00025429,0.00025520,MS,467,0.00240894
0.00000000,0.18112108,0.01447953,-0.03421011,NA,91.51556671,0.01447862,1,0.58980928,0.00025189,0.00025280,MS,468,0.00241042
0.00000000,0.18155342,0.01448685,-0.03421009,NA,91.51756977,0.01452886,1,0.58996147,0.00029248,0.00025047,MS,469,0.00241192
0.00000000,0.18198136,0.01449412,-0.03421182,NA,91.51965526,0.01449307,1,0.59012000,0.00024701,0.00024806,MS,470,0.00241344
0.00000000,0.18241471,0.01450083,-0.03421044,NA,91.52178987,0.01449980,1,0.59028235,0.00024472,0.00024576,MS,471,0.00241490
0.00000000,0.18283995,0.01450846,-0.03421060,NA,91.52394744,0.01450747,1,0.59044652,0.00024243,0.00024343,MS,472,0.00241650
0.00000000,0.18326668,0.01451503,-0.03421080,NA,91.52612525,0.01451412,1,0.59061232,0.00024022,0.00024113,MS,473,0.00241798
0.00000000,0.18368839,0.01521339,-0.03421095,NA,91.52829154,0.01521248,1,0.59077733,0.00023834,0.00023926,MS,474,0.00241953
0.00000000,0.18411156,0.04471373,-0.03423603,NA,91.52965580,0.04471278,1,0.59088129,0.00023677,0.00023772,MS,475,0.00242103
0.00000000,0.18453677,0.06045858,-0.03529798,NA,91.53491782,0.06051975,1,0.59128258,0.00029858,0.00023741,MS,476,0.00242254
0.00000000,0.18495816,0.11423182,-0.03586702,NA,91.53826838,0.11427343,1,0.59153836,0.00027953,0.00023792,MS,477,0.00242449
0.00000000,0.18539364,0.15022177,-0.03780217,NA,91.54515215,0.15023972,1,0.59206450,0.00025721,0.00023925,MS,478,0.00242626
0.00000000,0.18581310,0.16665367,-0.03909701,NA,91.55256024,0.16678203,1,0.59263167,0.00037111,0.00024274,MS,479,0.00242859
0.00000000,0.18624111,0.19922059,-0.03969266,NA,91.55804781,0.19921900,1,0.59305245,0.00024550,0.00024709,MS,480,0.00243068
0.00000000,0.18667990,0.24062029,-0.04086054,NA,91.56303655,0.24061851,1,0.59343545,0.00024949,0.00025128,MS,481,0.00243278
0.00000000,0.18712458,0.19511334,-0.04235108,NA,91.57155556,0.19511146,1,0.59409053,0.00025339,0.00025527,MS,482,0.00243498
0.00000000,0.18757698,0.16605215,-0.04071297,NA,91.57736502,0.16614819,1,0.59453802,0.00035838,0.00026234,MS,483,0.00243745
0.00000000,0.18805054,0.12591091,-0.03967054,NA,91.58284678,0.12606841,1,0.59496083,0.00042503,0.00026753,MS,484,0.00243970
0.00000000,0.18853898,0.06386352,-0.03822786,NA,91.58802323,0.06404814,1,0.59536060,0.00045653,0.00027190,MS,485,0.00244209
0.00000000,0.18901523,0.03743356,-0.03599529,NA,91.87718270,0.03746744,1,0.61850106,0.00030845,0.00027457,MS,486,0.00253526
0.00000000,0.18953362,0.02268308,-0.03503848,NA,91.88751562,0.02272594,1,0.61935850,0.00031580,0.00027294,MS,487,0.00296064
0.00000000,0.19003629,0.01549907,-0.03450772,NA,91.88716403,0.01549699,1,0.61932929,0.00026941,0.00027149,MS,488,0.00296740
0.00000000,0.19053589,0.01551532,-0.03424743,NA,91.88797571,0.01551326,1,0.61939673,0.00026695,0.00026900,MS,489,0.00296933
0.00000000,0.19103995,0.01552972,-0.03424793,NA,91.88921606,0.01564767,1,0.61949981,0.00038454,0.00026658,MS,490,0.00297129
0.00000000,0.19154189,0.01554492,-0.03425268,NA,91.89072489,0.01555711,1,0.61962525,0.00027571,0.00026352,MS,491,0.00297340
0.00000000,0.19203881,0.01556030,-0.03424931,NA,91.89240219,0.01556383,1,0.61976475,0.00026438,0.00026086,MS,492,0.00297550
0.00000000,0.19253818,0.01557526,-0.03424945,NA,91.89419103,0.01568115,1,0.61991360,0.00036453,0.00025864,MS,493,0.00297754
0.00000000,0.19303579,0.01559087,-0.03425360,NA,91.89604968,0.01572141,1,0.62006831,0.00038675,0.00025621,MS,494,0.00297967
0.00000000,0.19352786,0.01560654,-0.03425496,NA,91.89795391,0.01560466,1,0.62022690,0.00025131,0.00025319,MS,495,0.00298180
0.00000000,0.19402136,0.01562176,-0.03425065,NA,91.89988876,0.01580672,1,0.62038811,0.00043642,0.00025146,MS,496,0.00298388
0.00000000,0.19451279,0.01563770,-0.03425786,NA,91.90185216,0.01579977,1,0.62055179,0.00041170,0.00024963,MS,497,0.00298603
0.00000000,0.19500138,0.01637297,-0.03425754,NA,91.90379292,0.01652309,1,0.62071365,0.00039723,0.00024711,MS,498,0.00298819
0.00000000,0.19548350,0.04734172,-0.03428349,NA,91.90508248,0.04748892,1,0.62082124,0.00039195,0.00024476,MS,499,0.00299036
0.00000000,0.19596835,0.06352325,-0.03539818,NA,91.91127123,0.06367194,1,0.62133807,0.00039308,0.00024439,MS,500,0.00299244
0.00000000,0.19645843,0.11890877,-0.03598075,NA,91.91535461,0.11891959,1,0.62167952,0.00025398,0.00024317,MS,501,0.00299543
0.00000000,0.19695668,0.15596263,-0.03796962,NA,91.92337521,0.15598362,1,0.62235119,0.00026423,0.00024324,MS,502,0.00299832
0.00000000,0.19744612,0.17293614,-0.03930393,NA,91.93134607,0.17300006,1,0.62302001,0.00030973,0.00024581,MS,503,0.00300140
0.00000000,0.19793454,0.20476029,-0.03991661,NA,91.93681800,0.20487434,1,0.62347992,0.00036401,0.00024997,MS,504,0.00300422
0.00000000,0.19843411,0.24705468,-0.04106424,NA,91.94106857,0.24715874,1,0.62383761,0.00035759,0.00025353,MS,505,0.00300690
0.00000000,0.19894401,0.20082440,-0.04258661,NA,91.94857211,0.20085214,1,0.62446996,0.00028437,0.00025663,MS,506,0.00300965
0.00000000,0.19946161,0.17124029,-0.04091968,NA,91.95380002,0.17144443,1,0.62491122,0.00046786,0.00026373,MS,507,0.00301278
0.00000000,0.19998664,0.13018407,-0.03986126,NA,91.95884292,0.13027521,1,0.62533742,0.00035899,0.00026785,MS,508,0.00301570
0.00000000,0.20052579,0.06677797,-0.03837931,NA,91.96374390,0.06678322,1,0.62575214,0.00027657,0.00027131,MS,509,0.00301860
0.00000000,0.20108085,0.03927706,-0.03609373,NA,91.96517585,0.03948393,1,0.62587340,0.00048181,0.00027493,MS,510,0.00302158
0.00000000,0.20164176,0.02336762,-0.03511108,NA,91.96443012,0.02347789,1,0.62581024,0.00038552,0.00027525,MS,511,0.00302449
0.00000000,0.20220894,0.01593375,-0.03453488,NA,91.96312434,0.01606379,1,0.62569968,0.00040344,0.00027340,MS,512,0.00302689
0.00000000,0.20276771,0.01595101,-0.03426790,NA,91.96342028,0.01601773,1,0.62572474,0.00033707,0.00027034,MS,513,0.00302924
0.00000000,0.20332478,0.01596877,-0.03426613,NA,91.96428750,0.01615185,1,0.62579817,0.00045087,0.00026780,MS,514,0.00303175
0.00000000,0.20388005,0.01598752,-0.03427087,NA,91.96551610,0.01601406,1,0.62590222,0.00029058,0.00026404,MS,515,0.00303431
0.00000000,0.20443298,0.01600614,-0.03426578,NA,91.96696457,0.01607446,1,0.62602494,0.00032962,0.00026130,MS,516,0.00303692
0.00000000,0.20497957,0.01602544,-0.03426785,NA,91.96855502,0.01605383,1,0.62615974,0.00028656,0.00025816,MS,517,0.00303955
0.00000000,0.20552692,0.01604531,-0.03426700,NA,91.97024181,0.01617083,1,0.62630276,0.00038149,0.00025598,MS,518,0.00304213
0.00000000,0.20607214,0.01606484,-0.03427113,NA,91.97200334,0.01611124,1,0.62645219,0.00030006,0.00025367,MS,519,0.00304479
0.00000000,0.20661375,0.01608453,-0.03426890,NA,91.97379488,0.01609941,1,0.62660422,0.00026552,0.00025063,MS,520,0.00304747
0.00000000,0.20714751,0.01610420,-0.03426837,NA,91.97560805,0.01615624,1,0.62675817,0.00030011,0.00024807,MS,521,0.00305015
0.00000000,0.20767687,0.01685044,-0.03427032,NA,91.97741315,0.01689357,1,0.62691149,0.00028837,0.00024524,MS,522,0.00305275
0.00000000,0.20819776,0.04831711,-0.03429676,NA,91.97858378,0.04838858,1,0.62701096,0.00031430,0.00024283,MS,523,0.00305534
0.00000000,0.20872132,0.06472573,-0.03543049,NA,91.98458820,0.06473341,1,0.62752162,0.00024900,0.00024131,MS,524,0.00305783
0.00000000,0.20925986,0.12088716,-0.03601885,NA,91.98857048,0.12096433,1,0.62786073,0.00031840,0.00024123,MS,525,0.00306125
0.00000000,0.20979311,0.15845145,-0.03804316,NA,91.99645723,0.15846547,1,0.62853331,0.00025493,0.00024091,MS,526,0.00306475
0.00000000,0.21032694,0.17571926,-0.03939319,NA,92.00433448,0.17573124,1,0.62920641,0.00025567,0.00024369,MS,527,0.00306876
0.00000000,0.21086954,0.20793055,-0.04001486,NA,92.00981996,0.20797809,1,0.62967591,0.00029566,0.00024812,MS,528,0.00307270
0.00000000,0.21140760,0.25075232,-0.04117591,NA,92.01401092,0.25084760,1,0.63003506,0.00034749,0.00025222,MS,529,0.00307454
0.00000000,0.21196736,0.20407316,-0.04271936,NA,92.02138153,0.20407112,1,0.63066760,0.00025332,0.00025537,MS,530,0.00307771
0.00000000,0.21253241,0.17420415,-0.04103552,NA,92.02652779,0.17421079,1,0.63110994,0.00026865,0.00026201,MS,531,0.00308142
0.00000000,0.21311416,0.13254620,-0.03996078,NA,92.03147795,0.13257830,1,0.63153596,0.00029886,0.00026676,MS,532,0.00308489
0.00000000,0.21370300,0.06818180,-0.03846219,NA,92.03622982,0.06822425,1,0.63194542,0.00031302,0.00027057,MS,533,0.00308850
0.00000000,0.21430708,0.04027646,-0.03614558,NA,92.03738785,0.04031586,1,0.63204527,0.00031229,0.00027289,MS,534,0.00309207
0.00000000,0.21491837,0.02414971,-0.03514096,NA,92.03637718,0.02426400,1,0.63195812,0.00038649,0.00027220,MS,535,0.00309547
0.00000000,0.21552462,0.01646987,-0.03456307,NA,92.03494418,0.01656525,1,0.63183459,0.00036462,0.00026924,MS,536,0.00309836
0.00000000,0.21613091,0.01648919,-0.03428581,NA,92.03508245,0.01651418,1,0.63184650,0.00029091,0.00026591,MS,537,0.00310111
0.00000000,0.21673941,0.01651131,-0.03428385,NA,92.03579323,0.01652052,1,0.63190778,0.00027181,0.00026260,MS,538,0.00310413
0.00000000,0.21734071,0.01653463,-0.03428396,NA,92.03685763,0.01659120,1,0.63199955,0.00031636,0.00025978,MS,539,0.00310731
0.00000000,0.21793460,0.01655767,-0.03428640,NA,92.03815528,0.01658455,1,0.63211147,0.00028337,0.00025649,MS,540,0.00311045
0.00000000,0.21852881,0.01658034,-0.03428604,NA,92.03959995,0.01659030,1,0.63223611,0.00026331,0.00025336,MS,541,0.00311354
0.00000000,0.21911971,0.01660362,-0.03428614,NA,92.04114760,0.01660752,1,0.63236968,0.00025505,0.00025115,MS,542,0.00311671
0.00000000,0.21970730,0.01662699,-0.03428668,NA,92.04276805,0.01662698,1,0.63250960,0.00024925,0.00024926,MS,543,0.00311989
0.00000000,0.22029119,0.01665149,-0.03428731,NA,92.04444023,0.01664859,1,0.63265404,0.00024445,0.00024735,MS,544,0.00312309
0.00000000,0.22086561,0.01667508,-0.03428802,NA,92.04612877,0.01670638,1,0.63279995,0.00027602,0.00024472,MS,545,0.00312630
0.00000000,0.22143525,0.01743489,-0.03429000,NA,92.04783472,0.01746682,1,0.63294744,0.00027480,0.00024287,MS,546,0.00312942
0.00000000,0.22201161,0.04952153,-0.03431731,NA,92.04867381,0.04954609,1,0.63302000,0.00026557,0.00024101,MS,547,0.00313255
0.00000000,0.22258333,0.06619865,-0.03547210,NA,92.05442518,0.06621747,1,0.63351779,0.00025853,0.00023971,MS,548,0.00313582
0.00000000,0.22313995,0.12326319,-0.03607222,NA,92.05837803,0.12329295,1,0.63386033,0.00026882,0.00023907,MS,549,0.00313994
0.00000000,0.22371614,0.16137235,-0.03812692,NA,92.06647285,0.16139905,1,0.63456287,0.00026611,0.00023941,MS,550,0.00314363
0.00000000,0.22429128,0.17890521,-0.03949875,NA,92.07427791,0.17891878,1,0.63524162,0.00025569,0.00024212,MS,551,0.00314828
0.00000000,0.22487168,0.21142576,-0.04012956,NA,92.07994506,0.21143296,1,0.63573530,0.00025356,0.00024637,MS,552,0.00315278
0.00000000,0.22546376,0.25475803,-0.04130022,NA,92.08429409,0.25481785,1,0.63611462,0.00031051,0.00025069,MS,553,0.00315699
0.00000000,0.22608062,0.20744373,-0.04286223,NA,92.09156511,0.20747289,1,0.63674974,0.00028331,0.00025416,MS,554,0.00316098
0.00000000,0.22669473,0.17751306,-0.04115794,NA,92.09663327,0.17751887,1,0.63719313,0.00026635,0.00026055,MS,555,0.00316549
0.00000000,0.22732494,0.13526985,-0.04007982,NA,92.10133030,0.13526979,1,0.63760456,0.00026545,0.00026552,MS,556,0.00316960
0.00000000,0.22796770,0.06987561,-0.03855903,NA,92.10580151,0.06987552,1,0.63799667,0.00026894,0.00026902,MS,557,0.00317383
0.00000000,0.22861330,0.04146399,-0.03620497,NA,92.10651269,0.04146393,1,0.63805908,0.00027093,0.00027099,MS,558,0.00317810
0.00000000,0.22928077,0.02507927,-0.03518222,NA,92.10550448,0.02507924,1,0.63797061,0.00026986,0.00026990,MS,559,0.00318183
0.00000000,0.22994836,0.01710722,-0.03459233,NA,92.10413289,0.01710684,1,0.63785029,0.00026683,0.00026720,MS,560,0.00318541
0.00000000,0.23061130,0.01713283,-0.03430523,NA,92.10422177,0.01719013,1,0.63785808,0.00032133,0.00026402,MS,561,0.00318890
0.00000000,0.23126680,0.01716012,-0.03430811,NA,92.10478980,0.01716500,1,0.63790791,0.00026504,0.00026016,MS,562,0.00319262
0.00000000,0.23191285,0.01718748,-0.03430707,NA,92.10572712,0.01723107,1,0.63799014,0.00030077,0.00025719,MS,563,0.00319635
0.00000000,0.23255387,0.01721446,-0.03430934,NA,92.10689268,0.01723394,1,0.63809243,0.00027324,0.00025376,MS,564,0.00320004
0.00000000,0.23318626,0.01724151,-0.03430932,NA,92.10822034,0.01725210,1,0.63820897,0.00026226,0.00025167,MS,565,0.00320373
0.00000000,0.23381730,0.01726642,-0.03430990,NA,92.10965014,0.01726766,1,0.63833453,0.00024975,0.00024851,MS,566,0.00320735
0.00000000,0.23444300,0.01729355,-0.03431035,NA,92.11115274,0.01733202,1,0.63846653,0.00028541,0.00024694,MS,567,0.00321105
0.00000000,0.23506325,0.01732357,-0.03431261,NA,92.11245847,0.01735553,1,0.63858128,0.00027687,0.00024491,MS,568,0.00321475
0.00000000,0.23569090,0.01735077,-0.03431338,NA,92.11360222,0.01738287,1,0.63868182,0.00027502,0.00024292,MS,569,0.00321844
0.00000000,0.23630153,0.01812679,-0.03431429,NA,92.11559667,0.01815890,1,0.63885721,0.00027291,0.00024081,MS,570,0.00322233
0.00000000,0.23689941,0.05095188,-0.03434215,NA,92.11620288,0.05097142,1,0.63891054,0.00025845,0.00023891,MS,571,0.00322607
0.00000000,0.23750219,0.06790677,-0.03552334,NA,92.12176928,0.06790673,1,0.63940060,0.00023729,0.00023734,MS,572,0.00322968
0.00000000,0.23810466,0.12595676,-0.03613295,NA,92.12564944,0.12599201,1,0.63974262,0.00027217,0.00023692,MS,573,0.00323427
0.00000000,0.23871367,0.16469589,-0.03822400,NA,92.13381859,0.16469595,1,0.64046379,0.00023681,0.00023675,MS,574,0.00323873
0.00000000,0.23932750,0.18250982,-0.03961734,NA,92.14230196,0.18252016,1,0.64121428,0.00025003,0.00023969,MS,575,0.00324391
0.00000000,0.23995159,0.21591565,-0.04025912,NA,92.14829377,0.21594792,1,0.64174534,0.00027634,0.00024407,MS,576,0.00324906
0.00000000,0.24058350,0.26114087,-0.04146268,NA,92.15306779,0.26114058,1,0.64216904,0.00024767,0.00024796,MS,577,0.00325399
0.00000000,0.24121926,0.21306633,-0.04308975,NA,92.15979577,0.21306606,1,0.64276703,0.00025101,0.00025128,MS,578,0.00325879
0.00000000,0.24185907,0.18225192,-0.04135919,NA,92.16448908,0.18225155,1,0.64318479,0.00025779,0.00025815,MS,579,0.00326359
0.00000000,0.24250756,0.14199526,-0.04025011,NA,92.16904207,0.14199505,1,0.64359054,0.00026243,0.00026264,MS,580,0.00326809
0.00000000,0.24318200,0.07302517,-0.03880104,NA,92.17328407,0.07302507,1,0.64396899,0.00026621,0.00026630,MS,581,0.00327255
0.00000000,0.24387881,0.04319072,-0.03631825,NA,92.17361546,0.04319058,1,0.64399858,0.00026877,0.00026890,MS,582,0.00327720
0.00000000,0.24459119,0.02601934,-0.03524431,NA,92.17266638,0.02601905,1,0.64391386,0.00026747,0.00026775,MS,583,0.00328148
0.00000000,0.24530278,0.01776505,-0.03462609,NA,92.17138923,0.01776479,1,0.64379989,0.00026430,0.00026456,MS,584,0.00328562
0.00000000,0.24601526,0.01779473,-0.03432882,NA,92.17151652,0.01779471,1,0.64381125,0.00026102,0.00026104,MS,585,0.00328967
0.00000000,0.24671144,0.01782500,-0.03432977,NA,92.17216903,0.01782497,1,0.64386947,0.00025769,0.00025772,MS,586,0.00329403
0.00000000,0.24740628,0.01785604,-0.03433074,NA,92.17317611,0.01785602,1,0.64395936,0.00025408,0.00025410,MS,587,0.00329825
0.00000000,0.24808849,0.01789172,-0.03433173,NA,92.17440391,0.01789167,1,0.64406897,0.00025119,0.00025125,MS,588,0.00330257
0.00000000,0.24876285,0.01791152,-0.03433291,NA,92.17575462,0.01791063,1,0.64418960,0.00024710,0.00024800,MS,589,0.00330679
0.00000000,0.24942431,0.01794226,-0.03433347,NA,92.17664325,0.01796961,1,0.64426898,0.00027328,0.00024594,MS,590,0.00331098
0.00000000,0.25008874,0.01797227,-0.03433552,NA,92.17757021,0.01799384,1,0.64435180,0.00026548,0.00024391,MS,591,0.00331508
0.00000000,0.25073239,0.01800520,-0.03433632,NA,92.17856117,0.01802484,1,0.64444037,0.00026148,0.00024185,MS,592,0.00331930
0.00000000,0.25136799,0.01803477,-0.03433736,NA,92.17962315,0.01805132,1,0.64453531,0.00025640,0.00023986,MS,593,0.00332333
0.00000000,0.25199501,0.01885060,-0.03433825,NA,92.18070692,0.01886616,1,0.64463222,0.00025344,0.00023788,MS,594,0.00332733
0.00000000,0.25260609,0.05328504,-0.03436751,NA,92.18127037,0.05328373,1,0.64468262,0.00023374,0.00023505,MS,595,0.00333132
0.00000000,0.25322944,0.07109952,-0.03560644,NA,92.18662402,0.07110995,1,0.64516181,0.00024433,0.00023390,MS,596,0.00333515
0.00000000,0.25384230,0.13249874,-0.03624814,NA,92.19046943,0.13251025,1,0.64550642,0.00024481,0.00023330,MS,597,0.00334007
0.00000000,0.25446673,0.17369741,-0.03845853,NA,92.19855086,0.17370206,1,0.64623173,0.00023832,0.00023367,MS,598,0.00334474
0.00000000,0.25511413,0.19271004,-0.03994145,NA,92.20700283,0.19270793,1,0.64699192,0.00023439,0.00023650,MS,599,0.00335018
0.00000000,0.25575042,0.22788066,-0.04062576,NA,92.21319624,0.22787926,1,0.64755001,0.00023945,0.00024085,MS,600,0.00335588
0.00000000,0.25638632,0.27510846,-0.04189209,NA,92.21820597,0.27510781,1,0.64800209,0.00024428,0.00024493,MS,601,0.00336103
0.00000000,0.25704448,0.22419537,-0.04359246,NA,92.22470974,0.22419508,1,0.64858986,0.00024788,0.00024817,MS,602,0.00336601
0.00000000,0.25770157,0.19148139,-0.04175972,NA,92.22939375,0.19148118,1,0.64901378,0.00025488,0.00025509,MS,603,0.00337110
0.00000000,0.25839732,0.14572873,-0.04058227,NA,92.23386104,0.14572871,1,0.64941856,0.00025996,0.00025998,MS,604,0.00337582
0.00000000,0.25911256,0.07524117,-0.03893536,NA,92.23817755,0.07524108,1,0.64981013,0.00026352,0.00026361,MS,605,0.00338090
0.00000000,0.25983995,0.04471910,-0.03639793,NA,92.23829654,0.04471904,1,0.64982093,0.00026604,0.00026610,MS,606,0.00338607
0.00000000,0.26058377,0.02716565,-0.03529923,NA,92.23745014,0.02716561,1,0.64974411,0.00026500,0.00026504,MS,607,0.00339054
0.00000000,0.26132591,0.01854998,-0.03466727,NA,92.23630322,0.01854975,1,0.64964005,0.00026212,0.00026235,MS,608,0.00339499
0.00000000,0.26206840,0.01858182,-0.03435700,NA,92.23645478,0.01858181,1,0.64965380,0.00025909,0.00025910,MS,609,0.00339933
0.00000000,0.26279841,0.01862304,-0.03435804,NA,92.23713344,0.01862301,1,0.64971537,0.00025582,0.00025585,MS,610,0.00340395
0.00000000,0.26352097,0.01865401,-0.03435940,NA,92.23814552,0.01865399,1,0.64980722,0.00025269,0.00025271,MS,611,0.00340852
0.00000000,0.26422927,0.01868757,-0.03436040,NA,92.23904024,0.01868709,1,0.64988844,0.00024940,0.00024988,MS,612,0.00341309
0.00000000,0.26494181,0.01871719,-0.03436149,NA,92.23993221,0.01871630,1,0.64996942,0.00024588,0.00024677,MS,613,0.00341753
0.00000000,0.26563146,0.01875013,-0.03436243,NA,92.24091741,0.01874925,1,0.65005890,0.00024281,0.00024369,MS,614,0.00342214
0.00000000,0.26631092,0.01878224,-0.03436351,NA,92.24201073,0.01878138,1,0.65015821,0.00023989,0.00024076,MS,615,0.00342650
0.00000000,0.26697978,0.01882014,-0.03436456,NA,92.24316923,0.01881930,1,0.65026348,0.00023712,0.00023797,MS,616,0.00343082
0.00000000,0.26763419,0.01885156,-0.03436583,NA,92.24428247,0.01886120,1,0.65036467,0.00024585,0.00023620,MS,617,0.00343510
0.00000000,0.26826969,0.01968058,-0.03436727,NA,92.24527165,0.01968984,1,0.65045460,0.00024295,0.00023369,MS,618,0.00343926
0.00000000,0.26888211,0.05499981,-0.03439701,NA,92.24577378,0.05499977,1,0.65050026,0.00023111,0.00023115,MS,619,0.00344327
0.00000000,0.26951074,0.07317487,-0.03566808,NA,92.25088819,0.07318049,1,0.65096568,0.00023551,0.00022990,MS,620,0.00344702
0.00000000,0.27013361,0.13561396,-0.03632254,NA,92.25464167,0.13562439,1,0.65130765,0.00024009,0.00022965,MS,621,0.00345189
0.00000000,0.27076843,0.17744063,-0.03857051,NA,92.26254131,0.17743983,1,0.65202844,0.00022950,0.00023031,MS,622,0.00345660
0.00000000,0.27139249,0.19671281,-0.04007589,NA,92.27030815,0.19671160,1,0.65273854,0.00023174,0.00023294,MS,623,0.00346208
0.00000000,0.27202714,0.23251457,-0.04076977,NA,92.27625559,0.23251340,1,0.65328327,0.00023627,0.00023744,MS,624,0.00346732
0.00000000,0.27259847,0.28034836,-0.04205879,NA,92.28239621,0.28034751,1,0.65384657,0.00024059,0.00024144,MS,625,0.00346188
0.00000000,0.27320208,0.22849128,-0.04378097,NA,92.28951506,0.22849100,1,0.65450073,0.00024448,0.00024476,MS,626,0.00345611
0.00000000,0.27382294,0.19545636,-0.04191425,NA,92.29421125,0.19545627,1,0.65493293,0.00025194,0.00025204,MS,627,0.00345080
0.00000000,0.27446683,0.14907347,-0.04072526,NA,92.29855096,0.14907328,1,0.65533280,0.00025658,0.00025677,MS,628,0.00344532
0.00000000,0.27513253,0.07739113,-0.03905565,NA,92.30259781,0.07739104,1,0.65570608,0.00026094,0.00026104,MS,629,0.00343998
0.00000000,0.27581006,0.04633645,-0.03647524,NA,92.30248260,0.04633613,1,0.65569545,0.00026409,0.00026442,MS,630,0.00343472
0.00000000,0.27650519,0.02842729,-0.03535738,NA,92.30167389,0.02842712,1,0.65562082,0.00026365,0.00026382,MS,631,0.00342873
0.00000000,0.27720536,0.01940401,-0.03471264,NA,92.30058676,0.01940387,1,0.65552053,0.00026139,0.00026153,MS,632,0.00342280
0.00000000,0.27789394,0.01943925,-0.03438772,NA,92.30081900,0.01943922,1,0.65554195,0.00025881,0.00025884,MS,633,0.00341687
0.00000000,0.27858296,0.01948725,-0.03438889,NA,92.30150885,0.01948721,1,0.65560560,0.00025652,0.00025656,MS,634,0.00341099
0.00000000,0.27925827,0.01952307,-0.03439054,NA,92.30238477,0.01952201,1,0.65568642,0.00025273,0.00025379,MS,635,0.00340527
0.00000000,0.27994346,0.01955817,-0.03439169,NA,92.30313079,0.01955711,1,0.65575527,0.00025005,0.00025111,MS,636,0.00339945
0.00000000,0.28060056,0.01959407,-0.03439286,NA,92.30401864,0.01959311,1,0.65583723,0.00024756,0.00024853,MS,637,0.00339387
0.00000000,0.28124783,0.01962830,-0.03439406,NA,92.30502388,0.01962730,1,0.65593005,0.00024494,0.00024593,MS,638,0.00338798
