t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,Ksoil,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,SRWC,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Tr,Tsoil,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,green_area,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,soil_water_potential,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi,total_water_potential,xylem_water_potential
236,1,MS,roots,0.05543632,17.19431559,0.35438016,0.43152894,0.05504242,2.83281623,NA,0.26239467,0.00031132,NA,0.18006956,0.21318333,NA,NA,NA,0.12390184,1.91440078,NA,1.46153495,NA,1.27651134,NA,NA,25.30726063,NA,NA,2.17938039,85.97157797,0.53698572,NA,NA,3.06992395,12.84848159,0.00015522,NA,0.06222514,33.64423469,NA,0.00000000,0.00071257,0.00000000,NA,NA,NA,201.16735582,5.55915378,0.51715473,NA,NA
236,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03478496,NA
237,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64797309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.29382715,NA,NA,NA,NA
237,1,MS,roots,0.05516899,22.43953463,0.58079804,0.81583732,0.10504261,2.86114714,NA,0.29810973,0.00031210,NA,0.18018126,0.21265906,NA,NA,NA,0.12239051,1.90516916,NA,1.45882009,NA,1.27155160,NA,NA,24.92360960,NA,NA,2.88435368,112.19767315,0.53566513,NA,NA,2.63110393,12.82255030,0.00015447,NA,0.06237962,33.26281026,NA,0.00000000,0.00136261,0.00000000,NA,NA,NA,198.05038866,5.53234642,0.51523083,NA,NA
237,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03517884,NA
238,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.19261513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.77693111,NA,NA,NA,NA
238,1,MS,roots,0.05496716,29.92076629,0.63525451,1.05790117,0.13818645,2.90060656,NA,0.33142610,0.00031286,NA,0.18042493,0.21412085,NA,NA,NA,0.12012162,1.89819919,NA,1.45719765,NA,1.26722062,NA,NA,24.52490352,NA,NA,3.90210924,149.60383147,0.53934723,NA,NA,2.17743069,12.76315576,0.00015391,NA,0.06253352,32.63504314,NA,0.00000000,0.00180090,0.00000000,NA,NA,NA,196.57593230,5.51210659,0.51466740,NA,NA
238,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03654230,NA
239,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81483870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.14095466,NA,NA,NA,NA
239,1,MS,roots,0.05491273,37.99958101,0.59771518,1.14922179,0.15258871,2.94387169,NA,0.35557560,0.00031363,NA,0.18084953,0.21737035,NA,NA,NA,0.11821525,1.89631975,NA,1.45704438,NA,1.26454052,NA,NA,24.24702421,NA,NA,5.02222198,189.99790507,0.54753237,NA,NA,1.84463864,12.68923588,0.00015376,NA,0.06268728,31.92003618,NA,0.00000000,0.00200017,0.00000000,NA,NA,NA,197.13246582,5.50664896,0.51643513,NA,NA
239,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03745402,NA
240,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51751129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.34989769,NA,NA,NA,NA
240,1,MS,roots,0.05505492,46.26880804,0.60809111,1.33170145,0.18045190,2.99507860,NA,0.36473008,0.00031440,NA,0.18144963,0.22274706,NA,NA,NA,0.11729820,1.90122982,NA,1.45829310,NA,1.26305438,NA,NA,24.03156989,NA,NA,6.20591180,231.34404018,0.56107572,NA,NA,1.57412940,12.58720424,0.00015415,NA,0.06284143,31.02566916,NA,0.00000000,0.00238459,0.00000000,NA,NA,NA,199.69038835,5.52090712,0.52149489,NA,NA
240,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03787136,NA
241,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.31861986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.52729814,NA,NA,NA,NA
241,1,MS,roots,0.05539071,54.74455930,0.63589448,1.55567806,0.21623626,3.05582456,NA,0.36401652,0.00031518,NA,0.18222012,0.23047645,NA,NA,NA,0.11707304,1.91282582,NA,1.46087994,NA,1.26229927,NA,NA,23.87144889,NA,NA,7.46773693,273.72279651,0.58054522,NA,NA,1.35861770,12.44906627,0.00015509,NA,0.06299653,29.91399714,NA,0.00000000,0.00288917,0.00000000,NA,NA,NA,204.32294299,5.55458031,0.52976961,NA,NA
241,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03866499,NA
242,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.90340246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.21489765,NA,NA,NA,NA
242,1,MS,roots,0.05591336,60.44187241,0.52041929,1.22976394,0.17399672,3.10024505,NA,0.39325485,0.00031596,NA,0.18314238,0.23841034,NA,NA,NA,0.11741575,1.93087482,NA,1.46463396,NA,1.26390502,NA,NA,23.94002022,NA,NA,8.29307843,302.20936206,0.60052981,NA,NA,1.37127567,12.35402523,0.00015656,NA,0.06315308,29.16323177,NA,0.00000000,0.00234268,0.00000000,NA,NA,NA,210.76019577,5.60699210,0.53896847,NA,NA
242,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03972221,NA
243,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27367227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.11602652,NA,NA,NA,NA
243,1,MS,roots,0.05657406,63.40554487,0.47622475,1.02768164,0.14725237,3.13455224,NA,0.42849925,0.00031675,NA,0.18413055,0.24633101,NA,NA,NA,0.11900999,1.95369102,NA,1.46885226,NA,1.26651439,NA,NA,24.09992194,NA,NA,8.67446525,317.02772436,0.62048113,NA,NA,1.47460332,12.28631328,0.00015841,NA,0.06331149,28.63942887,NA,0.00000000,0.00199353,0.00000000,NA,NA,NA,218.19881359,5.67324715,0.54947155,NA,NA
243,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03857204,NA
244,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42350747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.06238437,NA,NA,NA,NA
244,1,MS,roots,0.05728154,63.25601992,0.40918461,0.77967086,0.11241382,3.15689962,NA,0.46352834,0.00031756,NA,0.18512290,0.25345913,NA,NA,NA,0.12105464,1.97812264,NA,1.47303681,NA,1.26980000,NA,NA,24.33792831,NA,NA,8.57586521,316.28009959,0.63843610,NA,NA,1.65532815,12.25407597,0.00016039,NA,0.06347188,28.38694251,NA,0.00000000,0.00152588,0.00000000,NA,NA,NA,225.89658871,5.74419320,0.55963668,NA,NA
244,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03784338,NA
245,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.27649668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.60909196,NA,NA,NA,NA
245,1,MS,roots,0.05796786,57.53367775,0.24387353,0.39338895,0.05652795,3.16143127,NA,0.48580836,0.00031837,NA,0.18605318,0.25848709,NA,NA,NA,0.12332215,2.00182354,NA,1.47666296,NA,1.27389426,NA,NA,24.70639890,NA,NA,7.72171088,287.66838875,0.65110098,NA,NA,1.96583088,12.27837060,0.00016231,NA,0.06363419,28.53948678,NA,0.00000000,0.00076578,0.00000000,NA,NA,NA,232.81089490,5.81301732,0.56786242,NA,NA
245,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03684686,NA
246,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96003573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.12455066,NA,NA,NA,NA
246,1,MS,roots,0.05856242,48.79232339,0.16281806,0.22892578,0.03265171,3.15834329,NA,0.46810801,0.00031919,NA,0.18684283,0.26138449,NA,NA,NA,0.12591331,2.02235565,NA,1.47911882,NA,1.27736984,NA,NA,25.08030492,NA,NA,6.50399423,243.96161694,0.65839923,NA,NA,2.28117447,12.32701394,0.00016397,NA,0.06379817,28.86643417,NA,0.00000000,0.00044058,0.00000000,NA,NA,NA,237.77376323,5.87263971,0.57414064,NA,NA
246,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03527492,NA
247,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.50975975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.23190819,NA,NA,NA,NA
247,1,MS,roots,0.05900373,39.68443537,0.10531885,0.13323842,0.01882260,3.15089856,NA,0.42461881,0.00032001,NA,0.18747918,0.26223230,NA,NA,NA,0.12815814,2.03759550,NA,1.48032300,NA,1.27995016,NA,NA,25.43088345,NA,NA,5.24523752,198.42217687,0.66053476,NA,NA,2.57274928,12.38987652,0.00016521,NA,0.06396338,29.29296646,NA,0.00000000,0.00025269,0.00000000,NA,NA,NA,240.44648824,5.91689411,0.57786962,NA,NA
247,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03459866,NA
248,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.20342979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.07798393,NA,NA,NA,NA
248,1,MS,roots,0.05928894,28.78640810,0.07794864,0.09259712,0.01294834,3.14174090,NA,0.33417730,0.00032084,NA,0.18789477,0.26054866,NA,NA,NA,0.12973263,2.04744466,NA,1.47976394,NA,1.28093950,NA,NA,25.70084568,NA,NA,3.80947391,143.93204051,0.65629385,NA,NA,2.78342257,12.45892817,0.00016601,NA,0.06412938,29.75847095,NA,0.00000000,0.00017287,0.00000000,NA,NA,NA,239.76714404,5.94549470,0.57817607,NA,NA
248,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03421249,NA
249,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.89122114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.25286522,NA,NA,NA,NA
249,1,MS,roots,0.05935924,24.71769037,0.08296443,0.09436694,0.01306787,3.13288183,NA,0.30667125,0.00032167,NA,0.18822911,0.25806108,NA,NA,NA,0.13068934,2.04987247,NA,1.47856497,NA,1.28121764,NA,NA,25.92851365,NA,NA,3.27124817,123.58845186,0.65002792,NA,NA,2.95173129,12.52811040,0.00016621,NA,0.06429559,30.21671426,NA,0.00000000,0.00017350,0.00000000,NA,NA,NA,237.90942568,5.95254472,0.57697953,NA,NA
249,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03404732,NA
250,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.58422912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.07700887,NA,NA,NA,NA
250,1,MS,roots,0.05935099,21.59870285,0.08708111,0.09610647,0.01318629,3.12438553,NA,0.28356319,0.00032251,NA,0.18849707,0.25497482,NA,NA,NA,0.13126304,2.04958760,NA,1.47685263,NA,1.28087121,NA,NA,26.12348102,NA,NA,2.85571164,107.99351423,0.64225395,NA,NA,3.08734767,12.59737792,0.00016618,NA,0.06446177,30.66597172,NA,0.00000000,0.00017411,0.00000000,NA,NA,NA,235.15994864,5.95171752,0.57473492,NA,NA
250,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03404975,NA
251,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.28585804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.48628447,NA,NA,NA,NA
251,1,MS,roots,0.05927766,19.21287593,0.09050142,0.09781962,0.01330471,3.11629836,NA,0.26510450,0.00032334,NA,0.18870882,0.25144017,NA,NA,NA,0.13153174,2.04705536,NA,1.47471458,NA,1.27994760,NA,NA,26.29295810,NA,NA,2.53614909,96.06437967,0.63335054,NA,NA,3.19754709,12.66669004,0.00016598,NA,0.06462775,31.10498832,NA,0.00000000,0.00017471,0.00000000,NA,NA,NA,231.73531960,5.94436422,0.57168072,NA,NA
251,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03404763,NA
252,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.99601536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.24672760,NA,NA,NA,NA
252,1,MS,roots,0.05914802,17.33060980,0.09337688,0.09951171,0.01342429,3.10865561,NA,0.25012843,0.00032416,NA,0.18887070,0.24756188,NA,NA,NA,0.13155222,2.04257834,NA,1.47220695,NA,1.27846263,NA,NA,26.44220632,NA,NA,2.28363267,86.65304901,0.62358155,NA,NA,3.28764728,12.73600536,0.00016561,NA,0.06479337,31.53280056,NA,0.00000000,0.00017532,0.00000000,NA,NA,NA,227.79070385,5.93136360,0.56798480,NA,NA
252,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03404709,NA
253,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71531776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.26738913,NA,NA,NA,NA
253,1,MS,roots,0.05896705,15.82979699,0.09583025,0.10121060,0.01354905,3.10148368,NA,0.23813379,0.00032499,NA,0.18898575,0.24340733,NA,NA,NA,0.13136337,2.03632887,NA,1.46935947,NA,1.27640366,NA,NA,26.57466854,NA,NA,2.08243171,79.14898496,0.61311671,NA,NA,3.36114245,12.80528183,0.00016511,NA,0.06495847,31.94866934,NA,0.00000000,0.00017600,0.00000000,NA,NA,NA,223.42987579,5.91321600,0.56375645,NA,NA
253,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03405087,NA
254,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44486134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.70410085,NA,NA,NA,NA
254,1,MS,roots,0.05873653,14.68274086,0.09789968,0.10283456,0.01366826,3.09479961,NA,0.22967175,0.00032581,NA,0.18905915,0.23905907,NA,NA,NA,0.13100010,2.02836800,NA,1.46621802,NA,1.27377651,NA,NA,26.69443431,NA,NA,1.92805646,73.41370430,0.60216391,NA,NA,3.42217170,12.87448120,0.00016446,NA,0.06512294,32.35207332,NA,0.00000000,0.00017659,0.00000000,NA,NA,NA,218.77684233,5.89009874,0.55911833,NA,NA
254,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03404856,NA
255,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.18272150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.13952750,NA,NA,NA,NA
255,1,MS,roots,0.05846045,13.68173392,0.09970588,0.10442829,0.01378812,3.08861582,NA,0.22216669,0.00032663,NA,0.18909350,0.23456943,NA,NA,NA,0.13049373,2.01883423,NA,1.46280756,NA,1.27056452,NA,NA,26.80427185,NA,NA,1.79468047,68.40866958,0.59085499,NA,NA,3.47354878,12.94355547,0.00016369,NA,0.06528662,32.74261098,NA,0.00000000,0.00017719,0.00000000,NA,NA,NA,213.91222001,5.86241400,0.55415666,NA,NA
255,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03405235,NA
256,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92965359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.82853387,NA,NA,NA,NA
256,1,MS,roots,0.05814035,12.88788339,0.10121981,0.10593579,0.01390137,3.08293525,NA,0.21696512,0.00032744,NA,0.18908739,0.22995212,NA,NA,NA,0.12985904,2.00778017,NA,1.45912195,NA,1.26671073,NA,NA,26.90504950,NA,NA,1.68905199,64.43941693,0.57922448,NA,NA,3.51618608,13.01247336,0.00016279,NA,0.06544942,33.12009636,NA,0.00000000,0.00017770,0.00000000,NA,NA,NA,208.86397070,5.83031454,0.54889855,NA,NA
256,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03405226,NA
257,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68537522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.55149563,NA,NA,NA,NA
257,1,MS,roots,0.05777369,12.20130640,0.10256218,0.10745252,0.01402069,3.07776432,NA,0.21274367,0.00032825,NA,0.18903995,0.22522601,NA,NA,NA,0.12910291,1.99511812,NA,1.45515925,NA,1.26215637,NA,NA,26.99778486,NA,NA,1.59888719,61.00653202,0.56731992,NA,NA,3.55114775,13.08118294,0.00016177,NA,0.06561118,33.48425354,NA,0.00000000,0.00017828,0.00000000,NA,NA,NA,203.66594858,5.79354572,0.54336887,NA,NA
257,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03405218,NA
258,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.50742050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.49140852,NA,NA,NA,NA
258,1,MS,roots,0.05735845,11.64089563,0.10888580,0.11445960,0.01485915,3.07335475,NA,0.20982367,0.00032906,NA,0.18895324,0.22045178,NA,NA,NA,0.12824039,1.98077850,NA,1.45094016,NA,1.25685396,NA,NA,27.07977520,NA,NA,1.53505586,58.20447816,0.55529416,NA,NA,3.57577965,13.14890311,0.00016060,NA,0.06577179,33.82939499,NA,0.00000000,0.00018797,0.00000000,NA,NA,NA,198.38218427,5.75190545,0.53764541,NA,NA
258,1,MS,xylem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11900251,NA,NA,NA,NA,NA,-0.03405385,NA
259,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78774980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.93128987,NA,NA,NA,NA
259,1,MS,roots,0.05689603,13.61640769,0.31538907,0.34921475,0.04532930,3.07999289,NA,0.23947819,0.00032985,NA,0.18887648,0.21680026,NA,NA,NA,0.12739307,1.96480950,NA,1.44684630,NA,1.25069017,NA,NA,26.96562909,NA,NA,1.88276645,68.08203845,0.54609637,NA,NA,3.40473751,13.18596946,0.00015931,NA,0.06593110,33.92908046,NA,0.00000000,0.00057181,0.00000000,NA,NA,NA,193.58879439,5.70553368,0.53306981,NA,NA
