t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC,PARi
1133,32,17,13,11.22222222,10,0.75,400,3,80,148.4920635
1134,32,18,13,0,10,0.75,400,3,80,52.9047619
1135,32,19,13,0,10,0.75,400,3,80,0
1136,32,20,7,0,10,0.75,400,3,80,0
1137,32,21,7,0,10,0.75,400,3,80,0
1138,32,22,7,0,10,0.75,400,3,80,0
1139,32,23,7,0,10,0.75,400,3,80,0
1140,32,24,7,0,10,0.75,400,3,80,0
1141,33,1,7,0,10,0.75,400,3,80,0
1142,33,2,7,0,10,0.75,400,3,80,0
1143,33,3,7,0,10,0.75,400,3,80,0
1144,33,4,7,0,10,0.75,400,3,80,0
1145,33,5,7,0,10,0.75,400,3,80,0
1146,33,6,7,0,10,0.75,400,3,80,3.206349206
1147,33,7,13,0,10,0.75,400,3,80,81.76190476
1148,33,8,13,11.22222222,10,0.75,400,3,80,138.2698413
1149,33,9,13,67.33333333,10,0.75,400,3,80,338.6666667
1150,33,10,13,123.4444444,10,0.75,400,3,80,474.3333333
1151,33,11,13,168.3333333,10,0.75,400,3,80,535.650794
1152,33,12,13,303,10,0.75,400,3,80,649.476191
1153,33,13,13,246.8888889,10,0.75,400,3,80,795.968254
1154,33,14,13,325.4444444,10,0.75,400,3,80,635.650793
1155,33,15,13,258.1111111,10,0.75,400,3,80,529.4444444
1156,33,16,13,78.55555556,10,0.75,400,3,80,379.3492063
1157,33,17,13,11.22222222,10,0.75,400,3,80,148.4920635
1158,33,18,13,0,10,0.75,400,3,80,52.9047619
1159,33,19,13,0,10,0.75,400,3,80,0
1160,33,20,7,0,10,0.75,400,3,80,0
1161,33,21,7,0,10,0.75,400,3,80,0
1162,33,22,7,0,10,0.75,400,3,80,0
1163,33,23,7,0,10,0.75,400,3,80,0
1164,33,24,7,0,10,0.75,400,3,80,0
1165,34,1,7,0,10,0.75,400,3,80,0
1166,34,2,7,0,10,0.75,400,3,80,0
1167,34,3,7,0,10,0.75,400,3,80,0
1168,34,4,7,0,10,0.75,400,3,80,0
1169,34,5,7,0,10,0.75,400,3,80,0
1170,34,6,7,0,10,0.75,400,3,80,3.206349206
1171,34,7,13,0,10,0.75,400,3,80,81.76190476
1172,34,8,13,0,10,0.75,400,3,80,138.2698413
1173,34,9,13,22.44444444,10,0.75,400,3,80,338.6666667
1174,34,10,13,56.11111111,10,0.75,400,3,80,474.3333333
1175,34,11,13,179.5555556,10,0.75,400,3,80,535.650794
1176,34,12,13,202,10,0.75,400,3,80,649.476191
1177,34,13,13,202,10,0.75,400,3,80,795.968254
1178,34,14,13,134.6666667,10,0.75,400,3,80,635.650793
1179,34,15,13,101,10,0.75,400,3,80,529.4444444
1180,34,16,13,56.11111111,10,0.75,400,3,80,379.3492063
1181,34,17,13,0,10,0.75,400,3,80,148.4920635
1182,34,18,13,0,10,0.75,400,3,80,52.9047619
1183,34,19,13,0,10,0.75,400,3,80,0
1184,34,20,7,0,10,0.75,400,3,80,0
1185,34,21,7,0,10,0.75,400,3,80,0
1186,34,22,7,0,10,0.75,400,3,80,0
1187,34,23,7,0,10,0.75,400,3,80,0
1188,34,24,7,0,10,0.75,400,3,80,0
1189,35,1,7,0,10,0.75,400,3,80,0
1190,35,2,7,0,10,0.75,400,3,80,0
1191,35,3,7,0,10,0.75,400,3,80,0
1192,35,4,7,0,10,0.75,400,3,80,0
1193,35,5,7,0,10,0.75,400,3,80,0
1194,35,6,7,0,10,0.75,400,3,80,3.206349206
1195,35,7,13,0,10,0.75,400,3,80,81.76190476
1196,35,8,13,11.22222222,10,0.75,400,3,80,138.2698413
1197,35,9,13,235.6666667,10,0.75,400,3,80,338.6666667
1198,35,10,13,280.5555556,10,0.75,400,3,80,474.3333333
1199,35,11,13,134.6666667,10,0.75,400,3,80,535.650794
1200,35,12,13,213.2222222,10,0.75,400,3,80,649.476191
1201,35,13,13,190.7777778,10,0.75,400,3,80,795.968254
1202,35,14,13,527.4444444,10,0.75,400,3,80,635.650793
1203,35,15,13,112.2222222,10,0.75,400,3,80,529.4444444
1204,35,16,13,89.77777778,10,0.75,400,3,80,379.3492063
1205,35,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1206,35,18,13,0,10,0.75,400,3,80,52.9047619
1207,35,19,13,0,10,0.75,400,3,80,0
1208,35,20,7,0,10,0.75,400,3,80,0
1209,35,21,7,0,10,0.75,400,3,80,0
1210,35,22,7,0,10,0.75,400,3,80,0
1211,35,23,7,0,10,0.75,400,3,80,0
1212,35,24,7,0,10,0.75,400,3,80,0
1213,36,1,7,0,10,0.75,400,3,80,0
1214,36,2,7,0,10,0.75,400,3,80,0
1215,36,3,7,0,10,0.75,400,3,80,0
1216,36,4,7,0,10,0.75,400,3,80,0
1217,36,5,7,0,10,0.75,400,3,80,0
1218,36,6,7,0,10,0.75,400,3,80,3.206349206
1219,36,7,13,0,10,0.75,400,3,80,81.76190476
1220,36,8,13,0,10,0.75,400,3,80,138.2698413
1221,36,9,13,78.55555556,10,0.75,400,3,80,338.6666667
1222,36,10,13,213.2222222,10,0.75,400,3,80,474.3333333
1223,36,11,13,303,10,0.75,400,3,80,535.650794
1224,36,12,13,269.3333333,10,0.75,400,3,80,649.476191
1225,36,13,13,291.7777778,10,0.75,400,3,80,795.968254
1226,36,14,13,303,10,0.75,400,3,80,635.650793
1227,36,15,13,134.6666667,10,0.75,400,3,80,529.4444444
1228,36,16,13,67.33333333,10,0.75,400,3,80,379.3492063
1229,36,17,13,11.22222222,10,0.75,400,3,80,148.4920635
1230,36,18,13,0,10,0.75,400,3,80,52.9047619
1231,36,19,13,0,10,0.75,400,3,80,0
1232,36,20,7,0,10,0.75,400,3,80,0
1233,36,21,7,0,10,0.75,400,3,80,0
1234,36,22,7,0,10,0.75,400,3,80,0
1235,36,23,7,0,10,0.75,400,3,80,0
1236,36,24,7,0,10,0.75,400,3,80,0
1237,37,1,7,0,10,0.75,400,3,80,0
1238,37,2,7,0,10,0.75,400,3,80,0
1239,37,3,7,0,10,0.75,400,3,80,0
1240,37,4,7,0,10,0.75,400,3,80,0
1241,37,5,7,0,10,0.75,400,3,80,0
1242,37,6,7,0,10,0.75,400,3,80,3.206349206
1243,37,7,13,0,10,0.75,400,3,80,81.76190476
1244,37,8,13,22.44444444,10,0.75,400,3,80,138.2698413
1245,37,9,13,213.2222222,10,0.75,400,3,80,338.6666667
1246,37,10,13,482.5555556,10,0.75,400,3,80,474.3333333
1247,37,11,13,763.1111111,10,0.75,400,3,80,535.650794
1248,37,12,13,359.1111111,10,0.75,400,3,80,649.476191
1249,37,13,13,662.1111111,10,0.75,400,3,80,795.968254
1250,37,14,13,493.7777778,10,0.75,400,3,80,635.650793
1251,37,15,13,538.6666667,10,0.75,400,3,80,529.4444444
1252,37,16,13,246.8888889,10,0.75,400,3,80,379.3492063
1253,37,17,13,89.77777778,10,0.75,400,3,80,148.4920635
1254,37,18,13,0,10,0.75,400,3,80,52.9047619
1255,37,19,13,0,10,0.75,400,3,80,0
1256,37,20,7,0,10,0.75,400,3,80,0
1257,37,21,7,0,10,0.75,400,3,80,0
1258,37,22,7,0,10,0.75,400,3,80,0
1259,37,23,7,0,10,0.75,400,3,80,0
1260,37,24,7,0,10,0.75,400,3,80,0
1261,38,1,7,0,10,0.75,400,3,80,0
1262,38,2,7,0,10,0.75,400,3,80,0
1263,38,3,7,0,10,0.75,400,3,80,0
1264,38,4,7,0,10,0.75,400,3,80,0
1265,38,5,7,0,10,0.75,400,3,80,0
1266,38,6,7,0,10,0.75,400,3,80,3.206349206
1267,38,7,13,0,10,0.75,400,3,80,81.76190476
1268,38,8,13,22.44444444,10,0.75,400,3,80,138.2698413
1269,38,9,13,157.1111111,10,0.75,400,3,80,338.6666667
1270,38,10,13,213.2222222,10,0.75,400,3,80,474.3333333
1271,38,11,13,202,10,0.75,400,3,80,535.650794
1272,38,12,13,190.7777778,10,0.75,400,3,80,649.476191
1273,38,13,13,157.1111111,10,0.75,400,3,80,795.968254
1274,38,14,13,112.2222222,10,0.75,400,3,80,635.650793
1275,38,15,13,89.77777778,10,0.75,400,3,80,529.4444444
1276,38,16,13,44.88888889,10,0.75,400,3,80,379.3492063
1277,38,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1278,38,18,13,0,10,0.75,400,3,80,52.9047619
1279,38,19,13,0,10,0.75,400,3,80,0
1280,38,20,7,0,10,0.75,400,3,80,0
1281,38,21,7,0,10,0.75,400,3,80,0
1282,38,22,7,0,10,0.75,400,3,80,0
1283,38,23,7,0,10,0.75,400,3,80,0
1284,38,24,7,0,10,0.75,400,3,80,0
1285,39,1,7,0,10,0.75,400,3,80,0
1286,39,2,7,0,10,0.75,400,3,80,0
1287,39,3,7,0,10,0.75,400,3,80,0
1288,39,4,7,0,10,0.75,400,3,80,0
1289,39,5,7,0,10,0.75,400,3,80,0
1290,39,6,7,0,10,0.75,400,3,80,3.206349206
1291,39,7,13,0,10,0.75,400,3,80,81.76190476
1292,39,8,13,0,10,0.75,400,3,80,138.2698413
1293,39,9,13,44.88888889,10,0.75,400,3,80,338.6666667
1294,39,10,13,145.8888889,10,0.75,400,3,80,474.3333333
1295,39,11,13,202,10,0.75,400,3,80,535.650794
1296,39,12,13,505,10,0.75,400,3,80,649.476191
1297,39,13,13,583.5555556,10,0.75,400,3,80,795.968254
1298,39,14,13,673.3333333,10,0.75,400,3,80,635.650793
1299,39,15,13,404,10,0.75,400,3,80,529.4444444
1300,39,16,13,213.2222222,10,0.75,400,3,80,379.3492063
1301,39,17,13,89.77777778,10,0.75,400,3,80,148.4920635
1302,39,18,13,0,10,0.75,400,3,80,52.9047619
1303,39,19,13,0,10,0.75,400,3,80,0
1304,39,20,7,0,10,0.75,400,3,80,0
1305,39,21,7,0,10,0.75,400,3,80,0
1306,39,22,7,0,10,0.75,400,3,80,0
1307,39,23,7,0,10,0.75,400,3,80,0
1308,39,24,7,0,10,0.75,400,3,80,0
1309,40,1,7,0,10,0.75,400,3,80,0
1310,40,2,7,0,10,0.75,400,3,80,0
1311,40,3,7,0,10,0.75,400,3,80,0
1312,40,4,7,0,10,0.75,400,3,80,0
1313,40,5,7,0,10,0.75,400,3,80,0
1314,40,6,7,0,10,0.75,400,3,80,3.206349206
1315,40,7,13,0,10,0.75,400,3,80,81.76190476
1316,40,8,13,78.55555556,10,0.75,400,3,80,138.2698413
1317,40,9,13,437.6666667,10,0.75,400,3,80,338.6666667
1318,40,10,13,572.3333333,10,0.75,400,3,80,474.3333333
1319,40,11,13,684.5555556,10,0.75,400,3,80,535.650794
1320,40,12,13,718.2222222,10,0.75,400,3,80,649.476191
1321,40,13,13,157.1111111,10,0.75,400,3,80,795.968254
1322,40,14,13,269.3333333,10,0.75,400,3,80,635.650793
1323,40,15,13,415.2222222,10,0.75,400,3,80,529.4444444
1324,40,16,13,280.5555556,10,0.75,400,3,80,379.3492063
1325,40,17,13,78.55555556,10,0.75,400,3,80,148.4920635
1326,40,18,13,0,10,0.75,400,3,80,52.9047619
1327,40,19,13,0,10,0.75,400,3,80,0
1328,40,20,7,0,10,0.75,400,3,80,0
1329,40,21,7,0,10,0.75,400,3,80,0
1330,40,22,7,0,10,0.75,400,3,80,0
1331,40,23,7,0,10,0.75,400,3,80,0
1332,40,24,7,0,10,0.75,400,3,80,0
1333,41,1,7,0,10,0.75,400,3,80,0
1334,41,2,7,0,10,0.75,400,3,80,0
1335,41,3,7,0,10,0.75,400,3,80,0
1336,41,4,7,0,10,0.75,400,3,80,0
1337,41,5,7,0,10,0.75,400,3,80,0
1338,41,6,7,0,10,0.75,400,3,80,3.206349206
1339,41,7,13,0,10,0.75,400,3,80,81.76190476
1340,41,8,13,22.44444444,10,0.75,400,3,80,138.2698413
1341,41,9,13,168.3333333,10,0.75,400,3,80,338.6666667
1342,41,10,13,202,10,0.75,400,3,80,474.3333333
1343,41,11,13,359.1111111,10,0.75,400,3,80,535.650794
1344,41,12,13,471.3333333,10,0.75,400,3,80,649.476191
1345,41,13,13,561.1111111,10,0.75,400,3,80,795.968254
1346,41,14,13,404,10,0.75,400,3,80,635.650793
1347,41,15,13,527.4444444,10,0.75,400,3,80,529.4444444
1348,41,16,13,314.2222222,10,0.75,400,3,80,379.3492063
1349,41,17,13,123.4444444,10,0.75,400,3,80,148.4920635
1350,41,18,13,0,10,0.75,400,3,80,52.9047619
1351,41,19,13,0,10,0.75,400,3,80,0
1352,41,20,7,0,10,0.75,400,3,80,0
1353,41,21,7,0,10,0.75,400,3,80,0
1354,41,22,7,0,10,0.75,400,3,80,0
1355,41,23,7,0,10,0.75,400,3,80,0
1356,41,24,7,0,10,0.75,400,3,80,0
1357,42,1,7,0,10,0.75,400,3,80,0
1358,42,2,7,0,10,0.75,400,3,80,0
1359,42,3,7,0,10,0.75,400,3,80,0
1360,42,4,7,0,10,0.75,400,3,80,0
1361,42,5,7,0,10,0.75,400,3,80,0
1362,42,6,7,0,10,0.75,400,3,80,3.206349206
1363,42,7,13,0,10,0.75,400,3,80,81.76190476
1364,42,8,13,44.88888889,10,0.75,400,3,80,138.2698413
1365,42,9,13,437.6666667,10,0.75,400,3,80,338.6666667
1366,42,10,13,740.6666667,10,0.75,400,3,80,474.3333333
1367,42,11,13,965.1111111,10,0.75,400,3,80,535.650794
1368,42,12,13,1167.111111,10,0.75,400,3,80,649.476191
1369,42,13,13,965.1111111,10,0.75,400,3,80,795.968254
1370,42,14,13,819.2222222,10,0.75,400,3,80,635.650793
1371,42,15,13,617.2222222,10,0.75,400,3,80,529.4444444
1372,42,16,13,347.8888889,10,0.75,400,3,80,379.3492063
1373,42,17,13,89.77777778,10,0.75,400,3,80,148.4920635
1374,42,18,13,0,10,0.75,400,3,80,52.9047619
1375,42,19,13,0,10,0.75,400,3,80,0
1376,42,20,7,0,10,0.75,400,3,80,0
1377,42,21,7,0,10,0.75,400,3,80,0
1378,42,22,7,0,10,0.75,400,3,80,0
1379,42,23,7,0,10,0.75,400,3,80,0
1380,42,24,7,0,10,0.75,400,3,80,0
1381,43,1,7,0,10,0.75,400,3,80,0
1382,43,2,7,0,10,0.75,400,3,80,0
1383,43,3,7,0,10,0.75,400,3,80,0
1384,43,4,7,0,10,0.75,400,3,80,0
1385,43,5,7,0,10,0.75,400,3,80,0
1386,43,6,7,0,10,0.75,400,3,80,3.206349206
1387,43,7,13,0,10,0.75,400,3,80,81.76190476
1388,43,8,13,134.6666667,10,0.75,400,3,80,138.2698413
1389,43,9,13,561.1111111,10,0.75,400,3,80,338.6666667
1390,43,10,13,886.5555556,10,0.75,400,3,80,474.3333333
1391,43,11,13,1021.222222,10,0.75,400,3,80,535.650794
1392,43,12,13,953.8888889,10,0.75,400,3,80,649.476191
1393,43,13,13,998.7777778,10,0.75,400,3,80,795.968254
1394,43,14,13,864.1111111,10,0.75,400,3,80,635.650793
1395,43,15,13,673.3333333,10,0.75,400,3,80,529.4444444
1396,43,16,13,415.2222222,10,0.75,400,3,80,379.3492063
1397,43,17,13,123.4444444,10,0.75,400,3,80,148.4920635
1398,43,18,13,0,10,0.75,400,3,80,52.9047619
1399,43,19,13,0,10,0.75,400,3,80,0
1400,43,20,7,0,10,0.75,400,3,80,0
1401,43,21,7,0,10,0.75,400,3,80,0
1402,43,22,7,0,10,0.75,400,3,80,0
1403,43,23,7,0,10,0.75,400,3,80,0
1404,43,24,7,0,10,0.75,400,3,80,0
1405,44,1,7,0,10,0.75,400,3,80,0
1406,44,2,7,0,10,0.75,400,3,80,0
1407,44,3,7,0,10,0.75,400,3,80,0
1408,44,4,7,0,10,0.75,400,3,80,0
1409,44,5,7,0,10,0.75,400,3,80,0
1410,44,6,7,0,10,0.75,400,3,80,3.206349206
1411,44,7,13,0,10,0.75,400,3,80,81.76190476
1412,44,8,13,56.11111111,10,0.75,400,3,80,138.2698413
1413,44,9,13,145.8888889,10,0.75,400,3,80,338.6666667
1414,44,10,13,213.2222222,10,0.75,400,3,80,474.3333333
1415,44,11,13,381.5555556,10,0.75,400,3,80,535.650794
1416,44,12,13,909,10,0.75,400,3,80,649.476191
1417,44,13,13,965.1111111,10,0.75,400,3,80,795.968254
1418,44,14,13,886.5555556,10,0.75,400,3,80,635.650793
1419,44,15,13,639.6666667,10,0.75,400,3,80,529.4444444
1420,44,16,13,291.7777778,10,0.75,400,3,80,379.3492063
1421,44,17,13,89.77777778,10,0.75,400,3,80,148.4920635
1422,44,18,13,0,10,0.75,400,3,80,52.9047619
1423,44,19,13,0,10,0.75,400,3,80,0
1424,44,20,7,0,10,0.75,400,3,80,0
1425,44,21,7,0,10,0.75,400,3,80,0
1426,44,22,7,0,10,0.75,400,3,80,0
1427,44,23,7,0,10,0.75,400,3,80,0
1428,44,24,7,0,10,0.75,400,3,80,0
1429,45,1,7,0,10,0.75,400,3,80,0
1430,45,2,7,0,10,0.75,400,3,80,0
1431,45,3,7,0,10,0.75,400,3,80,0
1432,45,4,7,0,10,0.75,400,3,80,0
1433,45,5,7,0,10,0.75,400,3,80,0
1434,45,6,7,0,10,0.75,400,3,80,3.206349206
1435,45,7,13,0,10,0.75,400,3,80,81.76190476
1436,45,8,13,11.22222222,10,0.75,400,3,80,138.2698413
1437,45,9,13,112.2222222,10,0.75,400,3,80,338.6666667
1438,45,10,13,145.8888889,10,0.75,400,3,80,474.3333333
1439,45,11,13,258.1111111,10,0.75,400,3,80,535.650794
1440,45,12,13,258.1111111,10,0.75,400,3,80,649.476191
1441,45,13,13,336.6666667,10,0.75,400,3,80,795.968254
1442,45,14,13,291.7777778,10,0.75,400,3,80,635.650793
1443,45,15,13,134.6666667,10,0.75,400,3,80,529.4444444
1444,45,16,13,56.11111111,10,0.75,400,3,80,379.3492063
1445,45,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1446,45,18,13,11.22222222,10,0.75,400,3,80,52.9047619
1447,45,19,13,0,10,0.75,400,3,80,0
1448,45,20,7,0,10,0.75,400,3,80,0
1449,45,21,7,0,10,0.75,400,3,80,0
1450,45,22,7,0,10,0.75,400,3,80,0
1451,45,23,7,0,10,0.75,400,3,80,0
1452,45,24,7,0,10,0.75,400,3,80,0
1453,46,1,7,0,10,0.75,400,3,80,0
1454,46,2,7,0,10,0.75,400,3,80,0
1455,46,3,7,0,10,0.75,400,3,80,0
1456,46,4,7,0,10,0.75,400,3,80,0
1457,46,5,7,0,10,0.75,400,3,80,0
1458,46,6,7,0,10,0.75,400,3,80,3.206349206
1459,46,7,13,0,10,0.75,400,3,80,81.76190476
1460,46,8,13,11.22222222,10,0.75,400,3,80,138.2698413
1461,46,9,13,67.33333333,10,0.75,400,3,80,338.6666667
1462,46,10,13,78.55555556,10,0.75,400,3,80,474.3333333
1463,46,11,13,179.5555556,10,0.75,400,3,80,535.650794
1464,46,12,13,123.4444444,10,0.75,400,3,80,649.476191
1465,46,13,13,662.1111111,10,0.75,400,3,80,795.968254
1466,46,14,13,774.3333333,10,0.75,400,3,80,635.650793
1467,46,15,13,471.3333333,10,0.75,400,3,80,529.4444444
1468,46,16,13,370.3333333,10,0.75,400,3,80,379.3492063
1469,46,17,13,89.77777778,10,0.75,400,3,80,148.4920635
1470,46,18,13,0,10,0.75,400,3,80,52.9047619
1471,46,19,13,0,10,0.75,400,3,80,0
1472,46,20,7,0,10,0.75,400,3,80,0
1473,46,21,7,0,10,0.75,400,3,80,0
1474,46,22,7,0,10,0.75,400,3,80,0
1475,46,23,7,0,10,0.75,400,3,80,0
1476,46,24,7,0,10,0.75,400,3,80,0
1477,47,1,7,0,10,0.75,400,3,80,0
1478,47,2,7,0,10,0.75,400,3,80,0
1479,47,3,7,0,10,0.75,400,3,80,0
1480,47,4,7,0,10,0.75,400,3,80,0
1481,47,5,7,0,10,0.75,400,3,80,0
1482,47,6,7,0,10,0.75,400,3,80,3.206349206
1483,47,7,13,0,10,0.75,400,3,80,81.76190476
1484,47,8,13,56.11111111,10,0.75,400,3,80,138.2698413
1485,47,9,13,235.6666667,10,0.75,400,3,80,338.6666667
1486,47,10,13,370.3333333,10,0.75,400,3,80,474.3333333
1487,47,11,13,235.6666667,10,0.75,400,3,80,535.650794
1488,47,12,13,415.2222222,10,0.75,400,3,80,649.476191
1489,47,13,13,404,10,0.75,400,3,80,795.968254
1490,47,14,13,336.6666667,10,0.75,400,3,80,635.650793
1491,47,15,13,381.5555556,10,0.75,400,3,80,529.4444444
1492,47,16,13,168.3333333,10,0.75,400,3,80,379.3492063
1493,47,17,13,78.55555556,10,0.75,400,3,80,148.4920635
1494,47,18,13,0,10,0.75,400,3,80,52.9047619
1495,47,19,13,0,10,0.75,400,3,80,0
1496,47,20,7,0,10,0.75,400,3,80,0
1497,47,21,7,0,10,0.75,400,3,80,0
1498,47,22,7,0,10,0.75,400,3,80,0
1499,47,23,7,0,10,0.75,400,3,80,0
1500,47,24,7,0,10,0.75,400,3,80,0
1501,48,1,7,0,10,0.75,400,3,80,0
1502,48,2,7,0,10,0.75,400,3,80,0
1503,48,3,7,0,10,0.75,400,3,80,0
1504,48,4,7,0,10,0.75,400,3,80,0
1505,48,5,7,0,10,0.75,400,3,80,0
1506,48,6,7,0,10,0.75,400,3,80,3.206349206
1507,48,7,13,0,10,0.75,400,3,80,81.76190476
1508,48,8,13,11.22222222,10,0.75,400,3,80,138.2698413
1509,48,9,13,123.4444444,10,0.75,400,3,80,338.6666667
1510,48,10,13,269.3333333,10,0.75,400,3,80,474.3333333
1511,48,11,13,291.7777778,10,0.75,400,3,80,535.650794
1512,48,12,13,404,10,0.75,400,3,80,649.476191
1513,48,13,13,381.5555556,10,0.75,400,3,80,795.968254
1514,48,14,13,448.8888889,10,0.75,400,3,80,635.650793
1515,48,15,13,516.2222222,10,0.75,400,3,80,529.4444444
1516,48,16,13,190.7777778,10,0.75,400,3,80,379.3492063
1517,48,17,13,33.66666667,10,0.75,400,3,80,148.4920635
1518,48,18,13,0,10,0.75,400,3,80,52.9047619
1519,48,19,13,0,10,0.75,400,3,80,0
1520,48,20,7,0,10,0.75,400,3,80,0
1521,48,21,7,0,10,0.75,400,3,80,0
1522,48,22,7,0,10,0.75,400,3,80,0
1523,48,23,7,0,10,0.75,400,3,80,0
1524,48,24,7,0,10,0.75,400,3,80,0
1525,49,1,7,0,10,0.75,400,3,80,0
1526,49,2,7,0,10,0.75,400,3,80,0
1527,49,3,7,0,10,0.75,400,3,80,0
1528,49,4,7,0,10,0.75,400,3,80,0
1529,49,5,7,0,10,0.75,400,3,80,0
1530,49,6,7,0,10,0.75,400,3,80,3.206349206
1531,49,7,13,0,10,0.75,400,3,80,81.76190476
1532,49,8,13,22.44444444,10,0.75,400,3,80,138.2698413
1533,49,9,13,67.33333333,10,0.75,400,3,80,338.6666667
1534,49,10,13,157.1111111,10,0.75,400,3,80,474.3333333
1535,49,11,13,235.6666667,10,0.75,400,3,80,535.650794
1536,49,12,13,202,10,0.75,400,3,80,649.476191
1537,49,13,13,190.7777778,10,0.75,400,3,80,795.968254
1538,49,14,13,235.6666667,10,0.75,400,3,80,635.650793
1539,49,15,13,89.77777778,10,0.75,400,3,80,529.4444444
1540,49,16,13,56.11111111,10,0.75,400,3,80,379.3492063
1541,49,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1542,49,18,13,0,10,0.75,400,3,80,52.9047619
1543,49,19,13,0,10,0.75,400,3,80,0
1544,49,20,7,0,10,0.75,400,3,80,0
1545,49,21,7,0,10,0.75,400,3,80,0
1546,49,22,7,0,10,0.75,400,3,80,0
1547,49,23,7,0,10,0.75,400,3,80,0
1548,49,24,7,0,10,0.75,400,3,80,0
1549,50,1,7,0,10,0.75,400,3,80,0
1550,50,2,7,0,10,0.75,400,3,80,0
1551,50,3,7,0,10,0.75,400,3,80,0
1552,50,4,7,0,10,0.75,400,3,80,0
1553,50,5,7,0,10,0.75,400,3,80,0
1554,50,6,7,0,10,0.75,400,3,80,3.206349206
1555,50,7,13,0,10,0.75,400,3,80,81.76190476
1556,50,8,13,22.44444444,10,0.75,400,3,80,138.2698413
1557,50,9,13,89.77777778,10,0.75,400,3,80,338.6666667
1558,50,10,13,179.5555556,10,0.75,400,3,80,474.3333333
1559,50,11,13,235.6666667,10,0.75,400,3,80,535.650794
1560,50,12,13,448.8888889,10,0.75,400,3,80,649.476191
1561,50,13,13,460.1111111,10,0.75,400,3,80,795.968254
1562,50,14,13,426.4444444,10,0.75,400,3,80,635.650793
1563,50,15,13,359.1111111,10,0.75,400,3,80,529.4444444
1564,50,16,13,426.4444444,10,0.75,400,3,80,379.3492063
1565,50,17,13,78.55555556,10,0.75,400,3,80,148.4920635
1566,50,18,13,0,10,0.75,400,3,80,52.9047619
1567,50,19,13,0,10,0.75,400,3,80,0
1568,50,20,7,0,10,0.75,400,3,80,0
1569,50,21,7,0,10,0.75,400,3,80,0
1570,50,22,7,0,10,0.75,400,3,80,0
1571,50,23,7,0,10,0.75,400,3,80,0
1572,50,24,7,0,10,0.75,400,3,80,0
1573,51,1,7,0,10,0.75,400,3,80,0
1574,51,2,7,0,10,0.75,400,3,80,0
1575,51,3,7,0,10,0.75,400,3,80,0
1576,51,4,7,0,10,0.75,400,3,80,0
1577,51,5,7,0,10,0.75,400,3,80,0
1578,51,6,7,0,10,0.75,400,3,80,3.206349206
1579,51,7,13,0,10,0.75,400,3,80,81.76190476
1580,51,8,13,67.33333333,10,0.75,400,3,80,138.2698413
1581,51,9,13,101,10,0.75,400,3,80,338.6666667
1582,51,10,13,134.6666667,10,0.75,400,3,80,474.3333333
1583,51,11,13,179.5555556,10,0.75,400,3,80,535.650794
1584,51,12,13,145.8888889,10,0.75,400,3,80,649.476191
1585,51,13,13,123.4444444,10,0.75,400,3,80,795.968254
1586,51,14,13,123.4444444,10,0.75,400,3,80,635.650793
1587,51,15,13,78.55555556,10,0.75,400,3,80,529.4444444
1588,51,16,13,56.11111111,10,0.75,400,3,80,379.3492063
1589,51,17,13,22.44444444,10,0.75,400,3,80,148.4920635
1590,51,18,13,0,10,0.75,400,3,80,52.9047619
1591,51,19,13,0,10,0.75,400,3,80,0
1592,51,20,7,0,10,0.75,400,3,80,0
1593,51,21,7,0,10,0.75,400,3,80,0
1594,51,22,7,0,10,0.75,400,3,80,0
1595,51,23,7,0,10,0.75,400,3,80,0
1596,51,24,7,0,10,0.75,400,3,80,0
1597,52,1,7,0,10,0.75,400,3,80,0
1598,52,2,7,0,10,0.75,400,3,80,0
1599,52,3,7,0,10,0.75,400,3,80,0
1600,52,4,7,0,10,0.75,400,3,80,0
1601,52,5,7,0,10,0.75,400,3,80,0
1602,52,6,7,0,10,0.75,400,3,80,3.206349206
1603,52,7,13,0,10,0.75,400,3,80,81.76190476
1604,52,8,13,123.4444444,10,0.75,400,3,80,138.2698413
1605,52,9,13,269.3333333,10,0.75,400,3,80,338.6666667
1606,52,10,13,639.6666667,10,0.75,400,3,80,474.3333333
1607,52,11,13,628.4444444,10,0.75,400,3,80,535.650794
1608,52,12,13,740.6666667,10,0.75,400,3,80,649.476191
1609,52,13,13,796.7777778,10,0.75,400,3,80,795.968254
1610,52,14,13,538.6666667,10,0.75,400,3,80,635.650793
1611,52,15,13,190.7777778,10,0.75,400,3,80,529.4444444
1612,52,16,13,269.3333333,10,0.75,400,3,80,379.3492063
1613,52,17,13,179.5555556,10,0.75,400,3,80,148.4920635
1614,52,18,13,0,10,0.75,400,3,80,52.9047619
1615,52,19,13,0,10,0.75,400,3,80,0
1616,52,20,7,0,10,0.75,400,3,80,0
1617,52,21,7,0,10,0.75,400,3,80,0
1618,52,22,7,0,10,0.75,400,3,80,0
1619,52,23,7,0,10,0.75,400,3,80,0
1620,52,24,7,0,10,0.75,400,3,80,0
1621,53,1,7,0,10,0.75,400,3,80,0
1622,53,2,7,0,10,0.75,400,3,80,0
