t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC,PARi
3614,137,2,7,0,10,0.75,400,3,80,0
3615,137,3,7,0,10,0.75,400,3,80,0
3616,137,4,7,0,10,0.75,400,3,80,0
3617,137,5,7,56.11111111,10,0.75,400,3,80,0
3618,137,6,7,291.7777778,10,0.75,400,3,80,3.206349206
3619,137,7,13,482.5555556,10,0.75,400,3,80,81.76190476
3620,137,8,13,841.6666667,10,0.75,400,3,80,138.2698413
3621,137,9,13,1200.777778,10,0.75,400,3,80,338.6666667
3622,137,10,13,1346.666667,10,0.75,400,3,80,474.3333333
3623,137,11,13,1402.777778,10,0.75,400,3,80,535.650794
3624,137,12,13,1705.777778,10,0.75,400,3,80,649.476191
3625,137,13,13,1077.333333,10,0.75,400,3,80,795.968254
3626,137,14,13,886.5555556,10,0.75,400,3,80,635.650793
3627,137,15,13,707,10,0.75,400,3,80,529.4444444
3628,137,16,13,190.7777778,10,0.75,400,3,80,379.3492063
3629,137,17,13,56.11111111,10,0.75,400,3,80,148.4920635
3630,137,18,13,44.88888889,10,0.75,400,3,80,52.9047619
3631,137,19,13,33.66666667,10,0.75,400,3,80,0
3632,137,20,7,0,10,0.75,400,3,80,0
3633,137,21,7,0,10,0.75,400,3,80,0
3634,137,22,7,0,10,0.75,400,3,80,0
3635,137,23,7,0,10,0.75,400,3,80,0
3636,137,24,7,0,10,0.75,400,3,80,0
3637,138,1,7,0,10,0.75,400,3,80,0
3638,138,2,7,0,10,0.75,400,3,80,0
3639,138,3,7,0,10,0.75,400,3,80,0
3640,138,4,7,0,10,0.75,400,3,80,0
3641,138,5,7,11.22222222,10,0.75,400,3,80,0
3642,138,6,7,101,10,0.75,400,3,80,3.206349206
3643,138,7,13,303,10,0.75,400,3,80,81.76190476
3644,138,8,13,774.3333333,10,0.75,400,3,80,138.2698413
3645,138,9,13,1133.444444,10,0.75,400,3,80,338.6666667
3646,138,10,13,1335.444444,10,0.75,400,3,80,474.3333333
3647,138,11,13,1672.111111,10,0.75,400,3,80,535.650794
3648,138,12,13,1582.333333,10,0.75,400,3,80,649.476191
3649,138,13,13,1099.777778,10,0.75,400,3,80,795.968254
3650,138,14,13,1458.888889,10,0.75,400,3,80,635.650793
3651,138,15,13,1200.777778,10,0.75,400,3,80,529.4444444
3652,138,16,13,965.1111111,10,0.75,400,3,80,379.3492063
3653,138,17,13,662.1111111,10,0.75,400,3,80,148.4920635
3654,138,18,13,325.4444444,10,0.75,400,3,80,52.9047619
3655,138,19,13,101,10,0.75,400,3,80,0
3656,138,20,7,0,10,0.75,400,3,80,0
3657,138,21,7,0,10,0.75,400,3,80,0
3658,138,22,7,0,10,0.75,400,3,80,0
3659,138,23,7,0,10,0.75,400,3,80,0
3660,138,24,7,0,10,0.75,400,3,80,0
3661,139,1,7,0,10,0.75,400,3,80,0
3662,139,2,7,0,10,0.75,400,3,80,0
3663,139,3,7,0,10,0.75,400,3,80,0
3664,139,4,7,0,10,0.75,400,3,80,0
3665,139,5,7,22.44444444,10,0.75,400,3,80,0
3666,139,6,7,157.1111111,10,0.75,400,3,80,3.206349206
3667,139,7,13,650.8888889,10,0.75,400,3,80,81.76190476
3668,139,8,13,965.1111111,10,0.75,400,3,80,138.2698413
3669,139,9,13,1380.333333,10,0.75,400,3,80,338.6666667
3670,139,10,13,1178.333333,10,0.75,400,3,80,474.3333333
3671,139,11,13,1458.888889,10,0.75,400,3,80,535.650794
3672,139,12,13,650.8888889,10,0.75,400,3,80,649.476191
3673,139,13,13,594.7777778,10,0.75,400,3,80,795.968254
3674,139,14,13,606,10,0.75,400,3,80,635.650793
3675,139,15,13,493.7777778,10,0.75,400,3,80,529.4444444
3676,139,16,13,336.6666667,10,0.75,400,3,80,379.3492063
3677,139,17,13,808,10,0.75,400,3,80,148.4920635
3678,139,18,13,291.7777778,10,0.75,400,3,80,52.9047619
3679,139,19,13,134.6666667,10,0.75,400,3,80,0
3680,139,20,7,22.44444444,10,0.75,400,3,80,0
3681,139,21,7,0,10,0.75,400,3,80,0
3682,139,22,7,0,10,0.75,400,3,80,0
3683,139,23,7,0,10,0.75,400,3,80,0
3684,139,24,7,0,10,0.75,400,3,80,0
3685,140,1,7,0,10,0.75,400,3,80,0
3686,140,2,7,0,10,0.75,400,3,80,0
3687,140,3,7,0,10,0.75,400,3,80,0
3688,140,4,7,0,10,0.75,400,3,80,0
3689,140,5,7,0,10,0.75,400,3,80,0
3690,140,6,7,33.66666667,10,0.75,400,3,80,3.206349206
3691,140,7,13,44.88888889,10,0.75,400,3,80,81.76190476
3692,140,8,13,168.3333333,10,0.75,400,3,80,138.2698413
3693,140,9,13,145.8888889,10,0.75,400,3,80,338.6666667
3694,140,10,13,224.4444444,10,0.75,400,3,80,474.3333333
3695,140,11,13,224.4444444,10,0.75,400,3,80,535.650794
3696,140,12,13,280.5555556,10,0.75,400,3,80,649.476191
3697,140,13,13,235.6666667,10,0.75,400,3,80,795.968254
3698,140,14,13,235.6666667,10,0.75,400,3,80,635.650793
3699,140,15,13,101,10,0.75,400,3,80,529.4444444
3700,140,16,13,89.77777778,10,0.75,400,3,80,379.3492063
3701,140,17,13,33.66666667,10,0.75,400,3,80,148.4920635
3702,140,18,13,22.44444444,10,0.75,400,3,80,52.9047619
3703,140,19,13,11.22222222,10,0.75,400,3,80,0
3704,140,20,7,0,10,0.75,400,3,80,0
3705,140,21,7,0,10,0.75,400,3,80,0
3706,140,22,7,0,10,0.75,400,3,80,0
3707,140,23,7,0,10,0.75,400,3,80,0
3708,140,24,7,0,10,0.75,400,3,80,0
3709,141,1,7,0,10,0.75,400,3,80,0
3710,141,2,7,0,10,0.75,400,3,80,0
3711,141,3,7,0,10,0.75,400,3,80,0
3712,141,4,7,0,10,0.75,400,3,80,0
3713,141,5,7,33.66666667,10,0.75,400,3,80,0
3714,141,6,7,157.1111111,10,0.75,400,3,80,3.206349206
3715,141,7,13,213.2222222,10,0.75,400,3,80,81.76190476
3716,141,8,13,291.7777778,10,0.75,400,3,80,138.2698413
3717,141,9,13,561.1111111,10,0.75,400,3,80,338.6666667
3718,141,10,13,1234.444444,10,0.75,400,3,80,474.3333333
3719,141,11,13,1818,10,0.75,400,3,80,535.650794
3720,141,12,13,1930.222222,10,0.75,400,3,80,649.476191
3721,141,13,13,1795.555556,10,0.75,400,3,80,795.968254
3722,141,14,13,1425.222222,10,0.75,400,3,80,635.650793
3723,141,15,13,1122.222222,10,0.75,400,3,80,529.4444444
3724,141,16,13,662.1111111,10,0.75,400,3,80,379.3492063
3725,141,17,13,291.7777778,10,0.75,400,3,80,148.4920635
3726,141,18,13,202,10,0.75,400,3,80,52.9047619
3727,141,19,13,101,10,0.75,400,3,80,0
3728,141,20,7,11.22222222,10,0.75,400,3,80,0
3729,141,21,7,0,10,0.75,400,3,80,0
3730,141,22,7,0,10,0.75,400,3,80,0
3731,141,23,7,0,10,0.75,400,3,80,0
3732,141,24,7,0,10,0.75,400,3,80,0
3733,142,1,7,0,10,0.75,400,3,80,0
3734,142,2,7,0,10,0.75,400,3,80,0
3735,142,3,7,0,10,0.75,400,3,80,0
3736,142,4,7,0,10,0.75,400,3,80,0
3737,142,5,7,33.66666667,10,0.75,400,3,80,0
3738,142,6,7,303,10,0.75,400,3,80,3.206349206
3739,142,7,13,482.5555556,10,0.75,400,3,80,81.76190476
3740,142,8,13,673.3333333,10,0.75,400,3,80,138.2698413
3741,142,9,13,886.5555556,10,0.75,400,3,80,338.6666667
3742,142,10,13,505,10,0.75,400,3,80,474.3333333
3743,142,11,13,875.3333333,10,0.75,400,3,80,535.650794
3744,142,12,13,808,10,0.75,400,3,80,649.476191
3745,142,13,13,953.8888889,10,0.75,400,3,80,795.968254
3746,142,14,13,740.6666667,10,0.75,400,3,80,635.650793
3747,142,15,13,1066.111111,10,0.75,400,3,80,529.4444444
3748,142,16,13,673.3333333,10,0.75,400,3,80,379.3492063
3749,142,17,13,336.6666667,10,0.75,400,3,80,148.4920635
3750,142,18,13,246.8888889,10,0.75,400,3,80,52.9047619
3751,142,19,13,44.88888889,10,0.75,400,3,80,0
3752,142,20,7,0,10,0.75,400,3,80,0
3753,142,21,7,0,10,0.75,400,3,80,0
3754,142,22,7,0,10,0.75,400,3,80,0
3755,142,23,7,0,10,0.75,400,3,80,0
3756,142,24,7,0,10,0.75,400,3,80,0
3757,143,1,7,0,10,0.75,400,3,80,0
3758,143,2,7,0,10,0.75,400,3,80,0
3759,143,3,7,0,10,0.75,400,3,80,0
3760,143,4,7,0,10,0.75,400,3,80,0
3761,143,5,7,78.55555556,10,0.75,400,3,80,0
3762,143,6,7,303,10,0.75,400,3,80,3.206349206
3763,143,7,13,505,10,0.75,400,3,80,81.76190476
3764,143,8,13,695.7777778,10,0.75,400,3,80,138.2698413
3765,143,9,13,886.5555556,10,0.75,400,3,80,338.6666667
3766,143,10,13,1402.777778,10,0.75,400,3,80,474.3333333
3767,143,11,13,1761.888889,10,0.75,400,3,80,535.650794
3768,143,12,13,1907.777778,10,0.75,400,3,80,649.476191
3769,143,13,13,1874.111111,10,0.75,400,3,80,795.968254
3770,143,14,13,1829.222222,10,0.75,400,3,80,635.650793
3771,143,15,13,1054.888889,10,0.75,400,3,80,529.4444444
3772,143,16,13,909,10,0.75,400,3,80,379.3492063
3773,143,17,13,538.6666667,10,0.75,400,3,80,148.4920635
3774,143,18,13,426.4444444,10,0.75,400,3,80,52.9047619
3775,143,19,13,101,10,0.75,400,3,80,0
3776,143,20,7,0,10,0.75,400,3,80,0
3777,143,21,7,0,10,0.75,400,3,80,0
3778,143,22,7,0,10,0.75,400,3,80,0
3779,143,23,7,0,10,0.75,400,3,80,0
3780,143,24,7,0,10,0.75,400,3,80,0
3781,144,1,7,0,10,0.75,400,3,80,0
3782,144,2,7,0,10,0.75,400,3,80,0
3783,144,3,7,0,10,0.75,400,3,80,0
3784,144,4,7,0,10,0.75,400,3,80,0
3785,144,5,7,11.22222222,10,0.75,400,3,80,0
3786,144,6,7,67.33333333,10,0.75,400,3,80,3.206349206
3787,144,7,13,157.1111111,10,0.75,400,3,80,81.76190476
3788,144,8,13,291.7777778,10,0.75,400,3,80,138.2698413
3789,144,9,13,493.7777778,10,0.75,400,3,80,338.6666667
3790,144,10,13,864.1111111,10,0.75,400,3,80,474.3333333
3791,144,11,13,998.7777778,10,0.75,400,3,80,535.650794
3792,144,12,13,538.6666667,10,0.75,400,3,80,649.476191
3793,144,13,13,505,10,0.75,400,3,80,795.968254
3794,144,14,13,583.5555556,10,0.75,400,3,80,635.650793
3795,144,15,13,1021.222222,10,0.75,400,3,80,529.4444444
3796,144,16,13,448.8888889,10,0.75,400,3,80,379.3492063
3797,144,17,13,617.2222222,10,0.75,400,3,80,148.4920635
3798,144,18,13,202,10,0.75,400,3,80,52.9047619
3799,144,19,13,56.11111111,10,0.75,400,3,80,0
3800,144,20,7,11.22222222,10,0.75,400,3,80,0
3801,144,21,7,0,10,0.75,400,3,80,0
3802,144,22,7,0,10,0.75,400,3,80,0
3803,144,23,7,0,10,0.75,400,3,80,0
3804,144,24,7,0,10,0.75,400,3,80,0
3805,145,1,7,0,10,0.75,400,3,80,0
3806,145,2,7,0,10,0.75,400,3,80,0
3807,145,3,7,0,10,0.75,400,3,80,0
3808,145,4,7,0,10,0.75,400,3,80,0
3809,145,5,7,22.44444444,10,0.75,400,3,80,0
3810,145,6,7,78.55555556,10,0.75,400,3,80,3.206349206
3811,145,7,13,145.8888889,10,0.75,400,3,80,81.76190476
3812,145,8,13,280.5555556,10,0.75,400,3,80,138.2698413
3813,145,9,13,617.2222222,10,0.75,400,3,80,338.6666667
3814,145,10,13,471.3333333,10,0.75,400,3,80,474.3333333
3815,145,11,13,1200.777778,10,0.75,400,3,80,535.650794
3816,145,12,13,1997.555556,10,0.75,400,3,80,649.476191
3817,145,13,13,1739.444444,10,0.75,400,3,80,795.968254
3818,145,14,13,1627.222222,10,0.75,400,3,80,635.650793
3819,145,15,13,1571.111111,10,0.75,400,3,80,529.4444444
3820,145,16,13,1301.777778,10,0.75,400,3,80,379.3492063
3821,145,17,13,953.8888889,10,0.75,400,3,80,148.4920635
3822,145,18,13,583.5555556,10,0.75,400,3,80,52.9047619
3823,145,19,13,224.4444444,10,0.75,400,3,80,0
3824,145,20,7,11.22222222,10,0.75,400,3,80,0
3825,145,21,7,0,10,0.75,400,3,80,0
3826,145,22,7,0,10,0.75,400,3,80,0
3827,145,23,7,0,10,0.75,400,3,80,0
3828,145,24,7,0,10,0.75,400,3,80,0
3829,146,1,7,0,10,0.75,400,3,80,0
3830,146,2,7,0,10,0.75,400,3,80,0
3831,146,3,7,0,10,0.75,400,3,80,0
3832,146,4,7,0,10,0.75,400,3,80,0
3833,146,5,7,89.77777778,10,0.75,400,3,80,0
3834,146,6,7,336.6666667,10,0.75,400,3,80,3.206349206
3835,146,7,13,673.3333333,10,0.75,400,3,80,81.76190476
3836,146,8,13,1043.666667,10,0.75,400,3,80,138.2698413
3837,146,9,13,1380.333333,10,0.75,400,3,80,338.6666667
3838,146,10,13,1627.222222,10,0.75,400,3,80,474.3333333
3839,146,11,13,1862.888889,10,0.75,400,3,80,535.650794
3840,146,12,13,1919,10,0.75,400,3,80,649.476191
3841,146,13,13,1862.888889,10,0.75,400,3,80,795.968254
3842,146,14,13,1728.222222,10,0.75,400,3,80,635.650793
3843,146,15,13,1526.222222,10,0.75,400,3,80,529.4444444
3844,146,16,13,1223.222222,10,0.75,400,3,80,379.3492063
3845,146,17,13,886.5555556,10,0.75,400,3,80,148.4920635
3846,146,18,13,505,10,0.75,400,3,80,52.9047619
3847,146,19,13,202,10,0.75,400,3,80,0
3848,146,20,7,22.44444444,10,0.75,400,3,80,0
3849,146,21,7,0,10,0.75,400,3,80,0
3850,146,22,7,0,10,0.75,400,3,80,0
3851,146,23,7,0,10,0.75,400,3,80,0
3852,146,24,7,0,10,0.75,400,3,80,0
3853,147,1,7,0,10,0.75,400,3,80,0
3854,147,2,7,0,10,0.75,400,3,80,0
3855,147,3,7,0,10,0.75,400,3,80,0
3856,147,4,7,0,10,0.75,400,3,80,0
3857,147,5,7,89.77777778,10,0.75,400,3,80,0
3858,147,6,7,359.1111111,10,0.75,400,3,80,3.206349206
3859,147,7,13,695.7777778,10,0.75,400,3,80,81.76190476
3860,147,8,13,1010,10,0.75,400,3,80,138.2698413
3861,147,9,13,1223.222222,10,0.75,400,3,80,338.6666667
3862,147,10,13,1335.444444,10,0.75,400,3,80,474.3333333
3863,147,11,13,1761.888889,10,0.75,400,3,80,535.650794
3864,147,12,13,1885.333333,10,0.75,400,3,80,649.476191
3865,147,13,13,1874.111111,10,0.75,400,3,80,795.968254
3866,147,14,13,1705.777778,10,0.75,400,3,80,635.650793
3867,147,15,13,1167.111111,10,0.75,400,3,80,529.4444444
3868,147,16,13,841.6666667,10,0.75,400,3,80,379.3492063
3869,147,17,13,370.3333333,10,0.75,400,3,80,148.4920635
3870,147,18,13,145.8888889,10,0.75,400,3,80,52.9047619
3871,147,19,13,44.88888889,10,0.75,400,3,80,0
3872,147,20,7,0,10,0.75,400,3,80,0
3873,147,21,7,0,10,0.75,400,3,80,0
3874,147,22,7,0,10,0.75,400,3,80,0
3875,147,23,7,0,10,0.75,400,3,80,0
3876,147,24,7,0,10,0.75,400,3,80,0
3877,148,1,7,0,10,0.75,400,3,80,0
3878,148,2,7,0,10,0.75,400,3,80,0
3879,148,3,7,0,10,0.75,400,3,80,0
3880,148,4,7,0,10,0.75,400,3,80,0
3881,148,5,7,67.33333333,10,0.75,400,3,80,0
3882,148,6,7,347.8888889,10,0.75,400,3,80,3.206349206
3883,148,7,13,695.7777778,10,0.75,400,3,80,81.76190476
3884,148,8,13,1054.888889,10,0.75,400,3,80,138.2698413
3885,148,9,13,1380.333333,10,0.75,400,3,80,338.6666667
3886,148,10,13,1660.888889,10,0.75,400,3,80,474.3333333
3887,148,11,13,1851.666667,10,0.75,400,3,80,535.650794
3888,148,12,13,1649.666667,10,0.75,400,3,80,649.476191
3889,148,13,13,1885.333333,10,0.75,400,3,80,795.968254
3890,148,14,13,1818,10,0.75,400,3,80,635.650793
3891,148,15,13,1571.111111,10,0.75,400,3,80,529.4444444
3892,148,16,13,1245.666667,10,0.75,400,3,80,379.3492063
3893,148,17,13,886.5555556,10,0.75,400,3,80,148.4920635
3894,148,18,13,527.4444444,10,0.75,400,3,80,52.9047619
3895,148,19,13,202,10,0.75,400,3,80,0
3896,148,20,7,22.44444444,10,0.75,400,3,80,0
3897,148,21,7,0,10,0.75,400,3,80,0
3898,148,22,7,0,10,0.75,400,3,80,0
3899,148,23,7,0,10,0.75,400,3,80,0
3900,148,24,7,0,10,0.75,400,3,80,0
3901,149,1,7,0,10,0.75,400,3,80,0
3902,149,2,7,0,10,0.75,400,3,80,0
3903,149,3,7,0,10,0.75,400,3,80,0
3904,149,4,7,0,10,0.75,400,3,80,0
3905,149,5,7,67.33333333,10,0.75,400,3,80,0
3906,149,6,7,258.1111111,10,0.75,400,3,80,3.206349206
3907,149,7,13,650.8888889,10,0.75,400,3,80,81.76190476
3908,149,8,13,1021.222222,10,0.75,400,3,80,138.2698413
3909,149,9,13,1346.666667,10,0.75,400,3,80,338.6666667
3910,149,10,13,1638.444444,10,0.75,400,3,80,474.3333333
3911,149,11,13,1829.222222,10,0.75,400,3,80,535.650794
3912,149,12,13,1862.888889,10,0.75,400,3,80,649.476191
3913,149,13,13,1515,10,0.75,400,3,80,795.968254
3914,149,14,13,1593.555556,10,0.75,400,3,80,635.650793
3915,149,15,13,1458.888889,10,0.75,400,3,80,529.4444444
3916,149,16,13,1111,10,0.75,400,3,80,379.3492063
3917,149,17,13,852.8888889,10,0.75,400,3,80,148.4920635
3918,149,18,13,381.5555556,10,0.75,400,3,80,52.9047619
3919,149,19,13,258.1111111,10,0.75,400,3,80,0
3920,149,20,7,33.66666667,10,0.75,400,3,80,0
3921,149,21,7,0,10,0.75,400,3,80,0
3922,149,22,7,0,10,0.75,400,3,80,0
3923,149,23,7,0,10,0.75,400,3,80,0
3924,149,24,7,0,10,0.75,400,3,80,0
3925,150,1,7,0,10,0.75,400,3,80,0
3926,150,2,7,0,10,0.75,400,3,80,0
3927,150,3,7,0,10,0.75,400,3,80,0
3928,150,4,7,0,10,0.75,400,3,80,0
3929,150,5,7,56.11111111,10,0.75,400,3,80,0
3930,150,6,7,112.2222222,10,0.75,400,3,80,3.206349206
3931,150,7,13,145.8888889,10,0.75,400,3,80,81.76190476
3932,150,8,13,280.5555556,10,0.75,400,3,80,138.2698413
3933,150,9,13,448.8888889,10,0.75,400,3,80,338.6666667
3934,150,10,13,1481.333333,10,0.75,400,3,80,474.3333333
3935,150,11,13,1717,10,0.75,400,3,80,535.650794
3936,150,12,13,1874.111111,10,0.75,400,3,80,649.476191
3937,150,13,13,1279.333333,10,0.75,400,3,80,795.968254
3938,150,14,13,1301.777778,10,0.75,400,3,80,635.650793
3939,150,15,13,1414,10,0.75,400,3,80,529.4444444
3940,150,16,13,1256.888889,10,0.75,400,3,80,379.3492063
3941,150,17,13,875.3333333,10,0.75,400,3,80,148.4920635
3942,150,18,13,538.6666667,10,0.75,400,3,80,52.9047619
3943,150,19,13,213.2222222,10,0.75,400,3,80,0
3944,150,20,7,22.44444444,10,0.75,400,3,80,0
3945,150,21,7,0,10,0.75,400,3,80,0
3946,150,22,7,0,10,0.75,400,3,80,0
3947,150,23,7,0,10,0.75,400,3,80,0
3948,150,24,7,0,10,0.75,400,3,80,0
3949,151,1,7,0,10,0.75,400,3,80,0
3950,151,2,7,0,10,0.75,400,3,80,0
3951,151,3,7,0,10,0.75,400,3,80,0
3952,151,4,7,0,10,0.75,400,3,80,0
3953,151,5,7,22.44444444,10,0.75,400,3,80,0
3954,151,6,7,56.11111111,10,0.75,400,3,80,3.206349206
3955,151,7,13,179.5555556,10,0.75,400,3,80,81.76190476
3956,151,8,13,437.6666667,10,0.75,400,3,80,138.2698413
3957,151,9,13,931.4444444,10,0.75,400,3,80,338.6666667
3958,151,10,13,1357.888889,10,0.75,400,3,80,474.3333333
3959,151,11,13,1784.333333,10,0.75,400,3,80,535.650794
3960,151,12,13,1784.333333,10,0.75,400,3,80,649.476191
3961,151,13,13,1256.888889,10,0.75,400,3,80,795.968254
3962,151,14,13,1593.555556,10,0.75,400,3,80,635.650793
3963,151,15,13,1133.444444,10,0.75,400,3,80,529.4444444
3964,151,16,13,729.4444444,10,0.75,400,3,80,379.3492063
3965,151,17,13,460.1111111,10,0.75,400,3,80,148.4920635
3966,151,18,13,392.7777778,10,0.75,400,3,80,52.9047619
3967,151,19,13,179.5555556,10,0.75,400,3,80,0
3968,151,20,7,11.22222222,10,0.75,400,3,80,0
3969,151,21,7,0,10,0.75,400,3,80,0
3970,151,22,7,0,10,0.75,400,3,80,0
3971,151,23,7,0,10,0.75,400,3,80,0
3972,151,24,7,0,10,0.75,400,3,80,0
3973,151,1,7,0,10,0.75,400,3,80,0
3974,151,2,7,0,10,0.75,400,3,80,0
3975,151,3,7,0,10,0.75,400,3,80,0
3976,151,4,7,0,10,0.75,400,3,80,0
3977,151,5,7,89.77777778,10,0.75,400,3,80,0
3978,151,6,7,190.7777778,10,0.75,400,3,80,3.206349206
3979,151,7,13,448.8888889,10,0.75,400,3,80,81.76190476
3980,151,8,13,673.3333333,10,0.75,400,3,80,138.2698413
3981,151,9,13,516.2222222,10,0.75,400,3,80,338.6666667
3982,151,10,13,1054.888889,10,0.75,400,3,80,474.3333333
3983,151,11,13,998.7777778,10,0.75,400,3,80,535.650794
3984,151,12,13,1414,10,0.75,400,3,80,649.476191
3985,151,13,13,1559.888889,10,0.75,400,3,80,795.968254
3986,151,14,13,1223.222222,10,0.75,400,3,80,635.650793
3987,151,15,13,1212,10,0.75,400,3,80,529.4444444
3988,151,16,13,516.2222222,10,0.75,400,3,80,379.3492063
3989,151,17,13,415.2222222,10,0.75,400,3,80,148.4920635
3990,151,18,13,448.8888889,10,0.75,400,3,80,52.9047619
3991,151,19,13,280.5555556,10,0.75,400,3,80,0
3992,151,20,7,22.44444444,10,0.75,400,3,80,0
3993,151,21,7,0,10,0.75,400,3,80,0
3994,151,22,7,0,10,0.75,400,3,80,0
3995,151,23,7,0,10,0.75,400,3,80,0
3996,151,24,7,0,10,0.75,400,3,80,0
3997,152,1,7,0,10,0.75,400,3,80,0
3998,152,2,7,0,10,0.75,400,3,80,0
3999,152,3,7,0,10,0.75,400,3,80,0
4000,152,4,7,0,10,0.75,400,3,80,0
4001,152,5,7,44.88888889,10,0.75,400,3,80,0
4002,152,6,7,202,10,0.75,400,3,80,3.206349206
4003,152,7,13,381.5555556,10,0.75,400,3,80,81.76190476
4004,152,8,13,976.3333333,10,0.75,400,3,80,138.2698413
4005,152,9,13,1144.666667,10,0.75,400,3,80,338.6666667
4006,152,10,13,628.4444444,10,0.75,400,3,80,474.3333333
4007,152,11,13,1761.888889,10,0.75,400,3,80,535.650794
4008,152,12,13,1559.888889,10,0.75,400,3,80,649.476191
4009,152,13,13,1414,10,0.75,400,3,80,795.968254
4010,152,14,13,538.6666667,10,0.75,400,3,80,635.650793
4011,152,15,13,650.8888889,10,0.75,400,3,80,529.4444444
4012,152,16,13,920.2222222,10,0.75,400,3,80,379.3492063
4013,152,17,13,303,10,0.75,400,3,80,148.4920635
4014,152,18,13,448.8888889,10,0.75,400,3,80,52.9047619
4015,152,19,13,213.2222222,10,0.75,400,3,80,0
4016,152,20,7,33.66666667,10,0.75,400,3,80,0
4017,152,21,7,0,10,0.75,400,3,80,0
4018,152,22,7,0,10,0.75,400,3,80,0
4019,152,23,7,0,10,0.75,400,3,80,0
4020,152,24,7,0,10,0.75,400,3,80,0
4021,153,1,7,0,10,0.75,400,3,80,0
4022,153,2,7,0,10,0.75,400,3,80,0
4023,153,3,7,0,10,0.75,400,3,80,0
4024,153,4,7,0,10,0.75,400,3,80,0
4025,153,5,7,89.77777778,10,0.75,400,3,80,0
4026,153,6,7,246.8888889,10,0.75,400,3,80,3.206349206
4027,153,7,13,617.2222222,10,0.75,400,3,80,81.76190476
4028,153,8,13,1054.888889,10,0.75,400,3,80,138.2698413
4029,153,9,13,718.2222222,10,0.75,400,3,80,338.6666667
4030,153,10,13,808,10,0.75,400,3,80,474.3333333
4031,153,11,13,471.3333333,10,0.75,400,3,80,535.650794
4032,153,12,13,448.8888889,10,0.75,400,3,80,649.476191
4033,153,13,13,1346.666667,10,0.75,400,3,80,795.968254
4034,153,14,13,1638.444444,10,0.75,400,3,80,635.650793
4035,153,15,13,1066.111111,10,0.75,400,3,80,529.4444444
4036,153,16,13,751.8888889,10,0.75,400,3,80,379.3492063
4037,153,17,13,437.6666667,10,0.75,400,3,80,148.4920635
4038,153,18,13,134.6666667,10,0.75,400,3,80,52.9047619
4039,153,19,13,246.8888889,10,0.75,400,3,80,0
4040,153,20,7,11.22222222,10,0.75,400,3,80,0
4041,153,21,7,0,10,0.75,400,3,80,0
4042,153,22,7,0,10,0.75,400,3,80,0
4043,153,23,7,0,10,0.75,400,3,80,0
4044,153,24,7,0,10,0.75,400,3,80,0
4045,154,1,7,0,10,0.75,400,3,80,0
4046,154,2,7,0,10,0.75,400,3,80,0
4047,154,3,7,0,10,0.75,400,3,80,0
4048,154,4,7,0,10,0.75,400,3,80,0
4049,154,5,7,56.11111111,10,0.75,400,3,80,0
4050,154,6,7,370.3333333,10,0.75,400,3,80,3.206349206
4051,154,7,13,549.8888889,10,0.75,400,3,80,81.76190476
4052,154,8,13,404,10,0.75,400,3,80,138.2698413
4053,154,9,13,347.8888889,10,0.75,400,3,80,338.6666667
4054,154,10,13,538.6666667,10,0.75,400,3,80,474.3333333
4055,154,11,13,460.1111111,10,0.75,400,3,80,535.650794
4056,154,12,13,852.8888889,10,0.75,400,3,80,649.476191
4057,154,13,13,415.2222222,10,0.75,400,3,80,795.968254
4058,154,14,13,561.1111111,10,0.75,400,3,80,635.650793
4059,154,15,13,460.1111111,10,0.75,400,3,80,529.4444444
4060,154,16,13,280.5555556,10,0.75,400,3,80,379.3492063
4061,154,17,13,56.11111111,10,0.75,400,3,80,148.4920635
4062,154,18,13,67.33333333,10,0.75,400,3,80,52.9047619
4063,154,19,13,33.66666667,10,0.75,400,3,80,0
4064,154,20,7,0,10,0.75,400,3,80,0
4065,154,21,7,0,10,0.75,400,3,80,0
4066,154,22,7,0,10,0.75,400,3,80,0
4067,154,23,7,0,10,0.75,400,3,80,0
4068,154,24,7,0,10,0.75,400,3,80,0
4069,155,1,7,0,10,0.75,400,3,80,0
4070,155,2,7,0,10,0.75,400,3,80,0
4071,155,3,7,0,10,0.75,400,3,80,0
4072,155,4,7,0,10,0.75,400,3,80,0
4073,155,5,7,22.44444444,10,0.75,400,3,80,0
4074,155,6,7,44.88888889,10,0.75,400,3,80,3.206349206
4075,155,7,13,157.1111111,10,0.75,400,3,80,81.76190476
4076,155,8,13,246.8888889,10,0.75,400,3,80,138.2698413
4077,155,9,13,1088.555556,10,0.75,400,3,80,338.6666667
4078,155,10,13,1391.555556,10,0.75,400,3,80,474.3333333
4079,155,11,13,1200.777778,10,0.75,400,3,80,535.650794
4080,155,12,13,1032.444444,10,0.75,400,3,80,649.476191
4081,155,13,13,796.7777778,10,0.75,400,3,80,795.968254
4082,155,14,13,1739.444444,10,0.75,400,3,80,635.650793
4083,155,15,13,1245.666667,10,0.75,400,3,80,529.4444444
4084,155,16,13,953.8888889,10,0.75,400,3,80,379.3492063
4085,155,17,13,774.3333333,10,0.75,400,3,80,148.4920635
4086,155,18,13,493.7777778,10,0.75,400,3,80,52.9047619
4087,155,19,13,157.1111111,10,0.75,400,3,80,0
