plant,proteins,mstruct,axis,organ,Ksoil,Tsoil,green_area,sucrose,t,Tr,soil_water_potential,xylem_water_potential,age,total_water_potential,amino_acids,SRWC
1,NA,NA,MS,phloem,NA,NA,NA,1229.11560859,771,NA,NA,NA,NA,NA,38.65075789,NA
1,NA,0.20262942,MS,roots,NA,NA,NA,536.03137746,771,NA,NA,NA,NA,NA,1.94234151,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,771,NA,-0.11900251,NA,NA,-0.12844131,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1259.48017482,772,NA,NA,NA,NA,NA,39.36039525,NA
1,NA,0.20309394,MS,roots,NA,NA,NA,559.35174220,772,NA,NA,NA,NA,NA,2.29676941,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,772,NA,-0.11900251,NA,NA,-0.12862324,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1265.59716060,773,NA,NA,NA,NA,NA,39.30660337,NA
1,NA,0.20356807,MS,roots,NA,NA,NA,579.80497914,773,NA,NA,NA,NA,NA,3.04698436,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,773,NA,-0.11900251,NA,NA,-0.12797439,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1251.89187293,774,NA,NA,NA,NA,NA,38.85629079,NA
1,NA,0.20405013,MS,roots,NA,NA,NA,593.98811995,774,NA,NA,NA,NA,NA,3.79707191,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,774,NA,-0.11900251,NA,NA,-0.12586390,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1226.41135948,775,NA,NA,NA,NA,NA,38.01428734,NA
1,NA,0.20453762,MS,roots,NA,NA,NA,601.08523013,775,NA,NA,NA,NA,NA,4.50090330,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,775,NA,-0.11900251,NA,NA,-0.12501027,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1201.97237009,776,NA,NA,NA,NA,NA,37.48978198,NA
1,NA,0.20502812,MS,roots,NA,NA,NA,598.69839499,776,NA,NA,NA,NA,NA,5.00109966,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,776,NA,-0.11900251,NA,NA,-0.12450593,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1178.14648821,777,NA,NA,NA,NA,NA,36.94111136,NA
1,NA,0.20551855,MS,roots,NA,NA,NA,593.60212091,777,NA,NA,NA,NA,NA,5.35675469,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,777,NA,-0.11900251,NA,NA,-0.12426394,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1154.80443503,778,NA,NA,NA,NA,NA,36.38787551,NA
1,NA,0.20600802,MS,roots,NA,NA,NA,586.51795145,778,NA,NA,NA,NA,NA,5.60654560,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,778,NA,-0.11900251,NA,NA,-0.12441645,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1132.32186654,779,NA,NA,NA,NA,NA,35.84271664,NA
1,NA,0.20649577,MS,roots,NA,NA,NA,578.04275375,779,NA,NA,NA,NA,NA,5.78086042,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,779,NA,-0.11900251,NA,NA,-0.12456887,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1110.27684196,780,NA,NA,NA,NA,NA,35.30687454,NA
1,NA,0.20698123,MS,roots,NA,NA,NA,568.57551009,780,NA,NA,NA,NA,NA,5.90053233,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,780,NA,-0.11900251,NA,NA,-0.12472137,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1088.69701777,781,NA,NA,NA,NA,NA,34.78257743,NA
1,NA,0.20746388,MS,roots,NA,NA,NA,558.42932153,781,NA,NA,NA,NA,NA,5.98133505,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,781,NA,-0.11900251,NA,NA,-0.12487402,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1067.52313369,782,NA,NA,NA,NA,NA,34.27157443,NA
1,NA,0.20794329,MS,roots,NA,NA,NA,547.77377902,782,NA,NA,NA,NA,NA,6.03243880,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,782,NA,-0.11900251,NA,NA,-0.12502706,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1046.71476300,783,NA,NA,NA,NA,NA,33.77130321,NA
1,NA,0.20841905,MS,roots,NA,NA,NA,536.84244389,783,NA,NA,NA,NA,NA,6.06470661,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,783,NA,-0.11900251,NA,NA,-0.12518030,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1026.25579963,784,NA,NA,NA,NA,NA,33.28351913,NA
1,NA,0.20889082,MS,roots,NA,NA,NA,525.71743358,784,NA,NA,NA,NA,NA,6.08234000,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,784,NA,-0.11900251,NA,NA,-0.12533374,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1006.04303847,785,NA,NA,NA,NA,NA,32.80818943,NA
1,NA,0.20935825,MS,roots,NA,NA,NA,514.44430721,785,NA,NA,NA,NA,NA,6.08790607,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,785,NA,-0.11900251,NA,NA,-0.12548755,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,985.91960508,786,NA,NA,NA,NA,NA,32.52745428,NA
1,NA,0.20982099,MS,roots,NA,NA,NA,503.16113634,786,NA,NA,NA,NA,NA,6.06338555,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,786,NA,-0.11900251,NA,NA,-0.12564124,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,968.03577386,787,NA,NA,NA,NA,NA,34.43377392,NA
1,NA,0.21027876,MS,roots,NA,NA,NA,493.76200090,787,NA,NA,NA,NA,NA,5.11734936,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,787,NA,-0.11900251,NA,NA,-0.12583468,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,967.30682624,788,NA,NA,NA,NA,NA,35.57949405,NA
1,NA,0.21073222,MS,roots,NA,NA,NA,485.47718073,788,NA,NA,NA,NA,NA,4.11852895,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,788,NA,-0.11900251,NA,NA,-0.12774330,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,988.99634336,789,NA,NA,NA,NA,NA,37.57573477,NA
1,NA,0.21118172,MS,roots,NA,NA,NA,480.44087798,789,NA,NA,NA,NA,NA,2.76224123,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,789,NA,-0.11900251,NA,NA,-0.12903065,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1025.39523523,790,NA,NA,NA,NA,NA,39.74069887,NA
1,NA,0.21162889,MS,roots,NA,NA,NA,480.60004914,790,NA,NA,NA,NA,NA,1.97092521,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,790,NA,-0.11900251,NA,NA,-0.13240709,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1069.22773515,791,NA,NA,NA,NA,NA,41.72461682,NA
1,NA,0.21207653,MS,roots,NA,NA,NA,486.67390571,791,NA,NA,NA,NA,NA,1.77167107,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,791,NA,-0.11900251,NA,NA,-0.13525999,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1118.29107476,792,NA,NA,NA,NA,NA,43.66453793,NA
1,NA,0.21252788,MS,roots,NA,NA,NA,498.40931183,792,NA,NA,NA,NA,NA,1.87501778,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,792,NA,-0.11900251,NA,NA,-0.13739361,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1172.49606041,793,NA,NA,NA,NA,NA,45.69262754,NA
1,NA,0.21298585,MS,roots,NA,NA,NA,515.53373564,793,NA,NA,NA,NA,NA,2.08118222,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,793,NA,-0.11900251,NA,NA,-0.14047370,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1221.03322614,794,NA,NA,NA,NA,NA,47.14751718,NA
1,NA,0.21345287,MS,roots,NA,NA,NA,536.94638571,794,NA,NA,NA,NA,NA,2.28507555,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,794,NA,-0.11900251,NA,NA,-0.14430112,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1262.42872519,795,NA,NA,NA,NA,NA,48.16138959,NA
1,NA,0.21393040,MS,roots,NA,NA,NA,560.53226168,795,NA,NA,NA,NA,NA,2.41720969,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,795,NA,-0.11900251,NA,NA,-0.14401491,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1292.61212207,796,NA,NA,NA,NA,NA,48.57869066,NA
1,NA,0.21441862,MS,roots,NA,NA,NA,584.19142548,796,NA,NA,NA,NA,NA,2.83246552,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,796,NA,-0.11900251,NA,NA,-0.14434128,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1298.13583958,797,NA,NA,NA,NA,NA,48.17354668,NA
1,NA,0.21491681,MS,roots,NA,NA,NA,604.74438095,797,NA,NA,NA,NA,NA,3.72966858,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,797,NA,-0.11900251,NA,NA,-0.14382372,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1284.03339247,798,NA,NA,NA,NA,NA,47.36734826,NA
1,NA,0.21542317,MS,roots,NA,NA,NA,618.85874403,798,NA,NA,NA,NA,NA,4.62746380,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,798,NA,-0.11900251,NA,NA,-0.14179141,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1257.98206842,799,NA,NA,NA,NA,NA,46.16714132,NA
1,NA,0.21593510,MS,roots,NA,NA,NA,625.70760834,799,NA,NA,NA,NA,NA,5.46939050,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,799,NA,-0.11900251,NA,NA,-0.14098259,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1233.22525879,800,NA,NA,NA,NA,NA,45.43409882,NA
1,NA,0.21645004,MS,roots,NA,NA,NA,622.84993600,800,NA,NA,NA,NA,NA,6.06557601,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,800,NA,-0.11900251,NA,NA,-0.14050434,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1208.97095457,801,NA,NA,NA,NA,NA,44.69043984,NA
1,NA,0.21696476,MS,roots,NA,NA,NA,617.12161178,801,NA,NA,NA,NA,NA,6.48004788,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,801,NA,-0.11900251,NA,NA,-0.14027945,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1185.18818425,802,NA,NA,NA,NA,NA,43.95136410,NA
1,NA,0.21747825,MS,roots,NA,NA,NA,609.56101662,802,NA,NA,NA,NA,NA,6.77570097,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,802,NA,-0.11900251,NA,NA,-0.14045100,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1162.02526510,803,NA,NA,NA,NA,NA,43.23046199,NA
1,NA,0.21798980,MS,roots,NA,NA,NA,600.57665091,803,NA,NA,NA,NA,NA,6.97923508,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,803,NA,-0.11900251,NA,NA,-0.14062321,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1139.42509506,804,NA,NA,NA,NA,NA,42.53048885,NA
1,NA,0.21849878,MS,roots,NA,NA,NA,590.58447996,804,NA,NA,NA,NA,NA,7.11628360,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,804,NA,-0.11900251,NA,NA,-0.14079533,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1117.29187165,805,NA,NA,NA,NA,NA,41.84914515,NA
1,NA,0.21900464,MS,roots,NA,NA,NA,579.95276623,805,NA,NA,NA,NA,NA,7.20825150,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,805,NA,-0.11900251,NA,NA,-0.14096794,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1095.63935634,806,NA,NA,NA,NA,NA,41.18762436,NA
1,NA,0.21950694,MS,roots,NA,NA,NA,568.86522221,806,NA,NA,NA,NA,NA,7.26652248,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,806,NA,-0.11900251,NA,NA,-0.14114070,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1074.33960898,807,NA,NA,NA,NA,NA,40.54573149,NA
1,NA,0.22000527,MS,roots,NA,NA,NA,557.43292703,807,NA,NA,NA,NA,NA,7.29836696,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,807,NA,-0.11900251,NA,NA,-0.14131354,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1053.32369814,808,NA,NA,NA,NA,NA,39.92046195,NA
1,NA,0.22049924,MS,roots,NA,NA,NA,545.82127479,808,NA,NA,NA,NA,NA,7.31289797,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,808,NA,-0.11900251,NA,NA,-0.14148673,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1032.56688425,809,NA,NA,NA,NA,NA,39.31107286,NA
1,NA,0.22098849,MS,roots,NA,NA,NA,534.11071538,809,NA,NA,NA,NA,NA,7.31470297,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,809,NA,-0.11900251,NA,NA,-0.14165998,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1011.92846134,810,NA,NA,NA,NA,NA,38.92132957,NA
1,NA,0.22147267,MS,roots,NA,NA,NA,522.36367049,810,NA,NA,NA,NA,NA,7.27696340,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,810,NA,-0.11900251,NA,NA,-0.14183359,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,993.94423184,811,NA,NA,NA,NA,NA,40.84902483,NA
1,NA,0.22195146,MS,roots,NA,NA,NA,512.66783067,811,NA,NA,NA,NA,NA,6.09927327,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,811,NA,-0.11900251,NA,NA,-0.14204877,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,993.77120540,812,NA,NA,NA,NA,NA,42.03147206,NA
1,NA,0.22242561,MS,roots,NA,NA,NA,504.23550476,812,NA,NA,NA,NA,NA,4.85637674,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,812,NA,-0.11900251,NA,NA,-0.14404862,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1016.20099040,813,NA,NA,NA,NA,NA,44.20137307,NA
1,NA,0.22289560,MS,roots,NA,NA,NA,499.24487501,813,NA,NA,NA,NA,NA,3.18075936,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,813,NA,-0.11900251,NA,NA,-0.14545204,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1053.26620987,814,NA,NA,NA,NA,NA,46.51825796,NA
1,NA,0.22336319,MS,roots,NA,NA,NA,499.69003516,814,NA,NA,NA,NA,NA,2.23359648,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,814,NA,-0.11900251,NA,NA,-0.14909561,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1097.73904924,815,NA,NA,NA,NA,NA,48.54480898,NA
1,NA,0.22383141,MS,roots,NA,NA,NA,506.23773851,815,NA,NA,NA,NA,NA,2.05457535,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,815,NA,-0.11900251,NA,NA,-0.15223551,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1147.94573400,816,NA,NA,NA,NA,NA,50.51355968,NA
1,NA,0.22430371,MS,roots,NA,NA,NA,518.64172961,816,NA,NA,NA,NA,NA,2.18914865,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,816,NA,-0.11900251,NA,NA,-0.15465426,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1203.46705611,817,NA,NA,NA,NA,NA,52.56314880,NA
1,NA,0.22478318,MS,roots,NA,NA,NA,536.66970416,817,NA,NA,NA,NA,NA,2.42859370,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,817,NA,-0.11900251,NA,NA,-0.15816479,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1253.56774503,818,NA,NA,NA,NA,NA,53.96571561,NA
1,NA,0.22527241,MS,roots,NA,NA,NA,559.16579437,818,NA,NA,NA,NA,NA,2.66192094,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,818,NA,-0.11900251,NA,NA,-0.16246280,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1296.06154882,819,NA,NA,NA,NA,NA,54.87733252,NA
1,NA,0.22577296,MS,roots,NA,NA,NA,583.88681201,819,NA,NA,NA,NA,NA,2.80564344,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,819,NA,-0.11900251,NA,NA,-0.16232542,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1327.35133694,820,NA,NA,NA,NA,NA,55.16640843,NA
1,NA,0.22628501,MS,roots,NA,NA,NA,608.63299547,820,NA,NA,NA,NA,NA,3.20298179,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,820,NA,-0.11900251,NA,NA,-0.16284315,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1333.23302644,821,NA,NA,NA,NA,NA,54.53304731,NA
1,NA,0.22680773,MS,roots,NA,NA,NA,630.12461426,821,NA,NA,NA,NA,NA,4.21698295,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,821,NA,-0.11900251,NA,NA,-0.16245105,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1318.81398007,822,NA,NA,NA,NA,NA,53.47450147,NA
1,NA,0.22733922,MS,roots,NA,NA,NA,644.82329273,822,NA,NA,NA,NA,NA,5.23899668,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,822,NA,-0.11900251,NA,NA,-0.16040153,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1291.85389269,823,NA,NA,NA,NA,NA,52.01348131,NA
1,NA,0.22787664,MS,roots,NA,NA,NA,651.78183753,823,NA,NA,NA,NA,NA,6.20034580,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,823,NA,-0.11900251,NA,NA,-0.15961134,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1266.75309533,824,NA,NA,NA,NA,NA,51.14360869,NA
1,NA,0.22841720,MS,roots,NA,NA,NA,648.70690219,824,NA,NA,NA,NA,NA,6.87875485,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,824,NA,-0.11900251,NA,NA,-0.15914415,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1241.92205760,825,NA,NA,NA,NA,NA,50.26445542,NA
1,NA,0.22895745,MS,roots,NA,NA,NA,642.76487751,825,NA,NA,NA,NA,NA,7.35489696,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,825,NA,-0.11900251,NA,NA,-0.15894368,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1217.63594049,826,NA,NA,NA,NA,NA,49.40057638,NA
1,NA,0.22949637,MS,roots,NA,NA,NA,634.73504063,826,NA,NA,NA,NA,NA,7.68399674,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,826,NA,-0.11900251,NA,NA,-0.15913947,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1193.98167047,827,NA,NA,NA,NA,NA,48.55998306,NA
1,NA,0.23003311,MS,roots,NA,NA,NA,625.27453726,827,NA,NA,NA,NA,NA,7.91013570,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,827,NA,-0.11900251,NA,NA,-0.15933495,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1170.88974437,828,NA,NA,NA,NA,NA,47.74454826,NA
1,NA,0.23056702,MS,roots,NA,NA,NA,614.81979277,828,NA,NA,NA,NA,NA,8.06265072,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,828,NA,-0.11900251,NA,NA,-0.15953048,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1148.27009725,829,NA,NA,NA,NA,NA,46.95358880,NA
1,NA,0.23109754,MS,roots,NA,NA,NA,603.68439461,829,NA,NA,NA,NA,NA,8.16242771,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,829,NA,-0.11900251,NA,NA,-0.15972672,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1126.10970889,830,NA,NA,NA,NA,NA,46.18598576,NA
1,NA,0.23162419,MS,roots,NA,NA,NA,592.10091964,830,NA,NA,NA,NA,NA,8.22461116,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,830,NA,-0.11900251,NA,NA,-0.15992285,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1104.21682600,831,NA,NA,NA,NA,NA,45.43929203,NA
1,NA,0.23214654,MS,roots,NA,NA,NA,580.21878132,831,NA,NA,NA,NA,NA,8.25919998,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,831,NA,-0.11900251,NA,NA,-0.16011918,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1082.62444553,832,NA,NA,NA,NA,NA,44.71280589,NA
1,NA,0.23266419,MS,roots,NA,NA,NA,568.15371499,832,NA,NA,NA,NA,NA,8.27364152,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,832,NA,-0.11900251,NA,NA,-0.16031586,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1061.36338656,833,NA,NA,NA,NA,NA,44.00566857,NA
1,NA,0.23317676,MS,roots,NA,NA,NA,555.99834236,833,NA,NA,NA,NA,NA,8.27361810,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,833,NA,-0.11900251,NA,NA,-0.16051283,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1040.24020993,834,NA,NA,NA,NA,NA,43.52903031,NA
1,NA,0.23368391,MS,roots,NA,NA,NA,543.79151651,834,NA,NA,NA,NA,NA,8.22700161,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,834,NA,-0.11900251,NA,NA,-0.16071033,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1021.36125049,835,NA,NA,NA,NA,NA,45.45996715,NA
1,NA,0.23418526,MS,roots,NA,NA,NA,533.73590229,835,NA,NA,NA,NA,NA,6.87286734,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,835,NA,-0.11900251,NA,NA,-0.16095073,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1020.62955830,836,NA,NA,NA,NA,NA,46.65102014,NA
1,NA,0.23468166,MS,roots,NA,NA,NA,524.94619570,836,NA,NA,NA,NA,NA,5.45271367,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,836,NA,-0.11900251,NA,NA,-0.16303963,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1043.00134152,837,NA,NA,NA,NA,NA,48.89154723,NA
1,NA,0.23517358,MS,roots,NA,NA,NA,519.73348793,837,NA,NA,NA,NA,NA,3.54481244,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,837,NA,-0.11900251,NA,NA,-0.16453206,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1080.21751713,838,NA,NA,NA,NA,NA,51.25231595,NA
1,NA,0.23566289,MS,roots,NA,NA,NA,520.17811353,838,NA,NA,NA,NA,NA,2.47534125,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,838,NA,-0.11900251,NA,NA,-0.16836910,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1124.82558836,839,NA,NA,NA,NA,NA,53.26215337,NA
1,NA,0.23615286,MS,roots,NA,NA,NA,526.89661896,839,NA,NA,NA,NA,NA,2.27951995,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,839,NA,-0.11900251,NA,NA,-0.17172766,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1175.19772310,840,NA,NA,NA,NA,NA,55.18177851,NA
1,NA,0.23664709,MS,roots,NA,NA,NA,539.62623528,840,NA,NA,NA,NA,NA,2.42182269,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,840,NA,-0.11900251,NA,NA,-0.17437513,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1230.84198827,841,NA,NA,NA,NA,NA,57.17369715,NA
1,NA,0.23714887,MS,roots,NA,NA,NA,558.07519204,841,NA,NA,NA,NA,NA,2.67699531,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,841,NA,-0.11900251,NA,NA,-0.17814762,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1281.04061593,842,NA,NA,NA,NA,NA,58.48522147,NA
1,NA,0.23766089,MS,roots,NA,NA,NA,581.04593635,842,NA,NA,NA,NA,NA,2.91766356,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,842,NA,-0.11900251,NA,NA,-0.18275341,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1323.47372889,843,NA,NA,NA,NA,NA,59.29485298,NA
1,NA,0.23818480,MS,roots,NA,NA,NA,606.23066611,843,NA,NA,NA,NA,NA,3.06543351,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,843,NA,-0.11900251,NA,NA,-0.18284520,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1354.41294955,844,NA,NA,NA,NA,NA,59.45925187,NA
1,NA,0.23872079,MS,roots,NA,NA,NA,631.32410065,844,NA,NA,NA,NA,NA,3.48551624,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,844,NA,-0.11900251,NA,NA,-0.18364974,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1359.70712690,845,NA,NA,NA,NA,NA,58.65276708,NA
1,NA,0.23926798,MS,roots,NA,NA,NA,652.98921845,845,NA,NA,NA,NA,NA,4.57953074,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,845,NA,-0.11900251,NA,NA,-0.18345794,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1344.51981435,846,NA,NA,NA,NA,NA,57.40747343,NA
1,NA,0.23982431,MS,roots,NA,NA,NA,667.59989469,846,NA,NA,NA,NA,NA,5.67911505,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,846,NA,-0.11900251,NA,NA,-0.18148234,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1317.02172430,847,NA,NA,NA,NA,NA,55.75101365,NA
1,NA,0.24038678,MS,roots,NA,NA,NA,674.23347254,847,NA,NA,NA,NA,NA,6.71105432,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,847,NA,-0.11900251,NA,NA,-0.18076608,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1291.37719816,848,NA,NA,NA,NA,NA,54.77515194,NA
1,NA,0.24095238,MS,roots,NA,NA,NA,670.56572196,848,NA,NA,NA,NA,NA,7.43798562,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,848,NA,-0.11900251,NA,NA,-0.18033231,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1266.14159485,849,NA,NA,NA,NA,NA,53.78616776,NA
1,NA,0.24151742,MS,roots,NA,NA,NA,664.08545583,849,NA,NA,NA,NA,NA,7.95232303,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,849,NA,-0.11900251,NA,NA,-0.18015917,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1241.49106532,850,NA,NA,NA,NA,NA,52.85447300,NA
1,NA,0.24208084,MS,roots,NA,NA,NA,655.60905685,850,NA,NA,NA,NA,NA,8.31447471,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,850,NA,-0.11900251,NA,NA,-0.18037956,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,1217.46999638,851,NA,NA,NA,NA,NA,51.97989717,NA
