plant,proteins,mstruct,axis,organ,Ksoil,Tsoil,green_area,sucrose,t,Tr,soil_water_potential,xylem_water_potential,age,total_water_potential,amino_acids,SRWC
1,NA,NA,MS,phloem,NA,NA,NA,0.00000000,0,NA,NA,NA,NA,NA,0.00000000,NA
1,NA,0.03449673,MS,roots,NA,NA,NA,197.92736394,0,NA,NA,NA,NA,NA,2.15598651,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,0,NA,-0.11900251,NA,NA,-0.03367976,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,84.72242089,1,NA,NA,NA,NA,NA,5.23677762,NA
1,NA,0.03459344,MS,roots,NA,NA,NA,168.53899027,1,NA,NA,NA,NA,NA,1.64083187,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,1,NA,-0.11900251,NA,NA,-0.03706220,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,124.68030966,2,NA,NA,NA,NA,NA,6.19252994,NA
1,NA,0.03468818,MS,roots,NA,NA,NA,150.49521435,2,NA,NA,NA,NA,NA,1.32163532,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,2,NA,-0.11900251,NA,NA,-0.03778996,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,153.27981110,3,NA,NA,NA,NA,NA,6.77988045,NA
1,NA,0.03478121,MS,roots,NA,NA,NA,138.54315053,3,NA,NA,NA,NA,NA,1.10659153,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,3,NA,-0.11900251,NA,NA,-0.03702807,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,174.55438221,4,NA,NA,NA,NA,NA,7.15076418,NA
1,NA,0.03487278,MS,roots,NA,NA,NA,130.14122862,4,NA,NA,NA,NA,NA,0.97394249,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,4,NA,-0.11900251,NA,NA,-0.03651843,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,186.57668791,5,NA,NA,NA,NA,NA,7.32209240,NA
1,NA,0.03496311,MS,roots,NA,NA,NA,124.01463421,5,NA,NA,NA,NA,NA,0.92392420,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,5,NA,-0.11900251,NA,NA,-0.03582057,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,191.48938545,6,NA,NA,NA,NA,NA,7.36337909,NA
1,NA,0.03505244,MS,roots,NA,NA,NA,119.15550574,6,NA,NA,NA,NA,NA,0.90592910,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,6,NA,-0.11900251,NA,NA,-0.03475605,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,192.17828496,7,NA,NA,NA,NA,NA,7.29529206,NA
1,NA,0.03514086,MS,roots,NA,NA,NA,114.93190866,7,NA,NA,NA,NA,NA,0.92626060,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,7,NA,-0.11900251,NA,NA,-0.03430121,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,191.14088198,8,NA,NA,NA,NA,NA,7.23731163,NA
1,NA,0.03522844,MS,roots,NA,NA,NA,110.97527045,8,NA,NA,NA,NA,NA,0.96307680,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,8,NA,-0.11900251,NA,NA,-0.03403542,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,189.47436054,9,NA,NA,NA,NA,NA,7.15047357,NA
1,NA,0.03531512,MS,roots,NA,NA,NA,107.28317662,9,NA,NA,NA,NA,NA,1.00901159,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,9,NA,-0.11900251,NA,NA,-0.03392529,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,187.40051301,10,NA,NA,NA,NA,NA,7.04516060,NA
1,NA,0.03540089,MS,roots,NA,NA,NA,103.80867826,10,NA,NA,NA,NA,NA,1.06164308,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,10,NA,-0.11900251,NA,NA,-0.03392557,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,184.51118381,11,NA,NA,NA,NA,NA,6.92314552,NA
1,NA,0.03548571,MS,roots,NA,NA,NA,100.48390730,11,NA,NA,NA,NA,NA,1.11776290,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,11,NA,-0.11900251,NA,NA,-0.03392582,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,180.80498072,12,NA,NA,NA,NA,NA,6.78861342,NA
1,NA,0.03556954,MS,roots,NA,NA,NA,97.24953074,12,NA,NA,NA,NA,NA,1.17467908,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,12,NA,-0.11900251,NA,NA,-0.03392605,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,177.52147067,13,NA,NA,NA,NA,NA,6.65510760,NA
1,NA,0.03565231,MS,roots,NA,NA,NA,94.12294019,13,NA,NA,NA,NA,NA,1.23284168,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,13,NA,-0.11900251,NA,NA,-0.03392661,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,174.16208412,14,NA,NA,NA,NA,NA,6.51995339,NA
1,NA,0.03573396,MS,roots,NA,NA,NA,91.09319454,14,NA,NA,NA,NA,NA,1.29156874,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,14,NA,-0.11900251,NA,NA,-0.03392706,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,170.83619307,15,NA,NA,NA,NA,NA,6.38505675,NA
1,NA,0.03581444,MS,roots,NA,NA,NA,88.15604722,15,NA,NA,NA,NA,NA,1.35050953,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,15,NA,-0.11900251,NA,NA,-0.03392768,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,167.49233550,16,NA,NA,NA,NA,NA,6.25079310,NA
1,NA,0.03589367,MS,roots,NA,NA,NA,85.30436237,16,NA,NA,NA,NA,NA,1.40919070,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,16,NA,-0.11900251,NA,NA,-0.03392803,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,164.28653641,17,NA,NA,NA,NA,NA,6.11902671,NA
1,NA,0.03597159,MS,roots,NA,NA,NA,82.54228274,17,NA,NA,NA,NA,NA,1.46761837,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,17,NA,-0.11900251,NA,NA,-0.03392840,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,161.04390702,18,NA,NA,NA,NA,NA,6.01958231,NA
1,NA,0.03604815,MS,roots,NA,NA,NA,79.86315078,18,NA,NA,NA,NA,NA,1.52426614,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,18,NA,-0.11900251,NA,NA,-0.03392846,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,159.55919798,19,NA,NA,NA,NA,NA,6.04385328,NA
1,NA,0.03612327,MS,roots,NA,NA,NA,77.52958654,19,NA,NA,NA,NA,NA,1.53862975,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,19,NA,-0.11900251,NA,NA,-0.03394127,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,161.39581053,20,NA,NA,NA,NA,NA,6.02790427,NA
1,NA,0.03619705,MS,roots,NA,NA,NA,75.43879492,20,NA,NA,NA,NA,NA,1.53072963,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,20,NA,-0.11900251,NA,NA,-0.03445565,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,169.69298826,21,NA,NA,NA,NA,NA,6.09572881,NA
1,NA,0.03626956,MS,roots,NA,NA,NA,73.84003394,21,NA,NA,NA,NA,NA,1.44484702,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,21,NA,-0.11900251,NA,NA,-0.03472897,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,183.07619311,22,NA,NA,NA,NA,NA,6.24206725,NA
1,NA,0.03634106,MS,roots,NA,NA,NA,73.08992896,22,NA,NA,NA,NA,NA,1.33811398,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,22,NA,-0.11900251,NA,NA,-0.03567916,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,198.63030157,23,NA,NA,NA,NA,NA,6.42929767,NA
1,NA,0.03641209,MS,roots,NA,NA,NA,73.42799059,23,NA,NA,NA,NA,NA,1.25596743,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,23,NA,-0.11900251,NA,NA,-0.03632678,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,215.75119094,24,NA,NA,NA,NA,NA,6.66663561,NA
1,NA,0.03648339,MS,roots,NA,NA,NA,74.99078688,24,NA,NA,NA,NA,NA,1.18077443,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,24,NA,-0.11900251,NA,NA,-0.03662170,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,234.32433274,25,NA,NA,NA,NA,NA,6.96672124,NA
1,NA,0.03655579,MS,roots,NA,NA,NA,77.88450785,25,NA,NA,NA,NA,NA,1.10665518,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,25,NA,-0.11900251,NA,NA,-0.03717308,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,250.24431136,26,NA,NA,NA,NA,NA,7.18657336,NA
1,NA,0.03663010,MS,roots,NA,NA,NA,81.99798835,26,NA,NA,NA,NA,NA,1.13575704,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,26,NA,-0.11900251,NA,NA,-0.03791012,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,262.96629892,27,NA,NA,NA,NA,NA,7.31441595,NA
1,NA,0.03670691,MS,roots,NA,NA,NA,86.96802182,27,NA,NA,NA,NA,NA,1.21482598,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,27,NA,-0.11900251,NA,NA,-0.03710832,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,271.51285420,28,NA,NA,NA,NA,NA,7.33706259,NA
1,NA,0.03678647,MS,roots,NA,NA,NA,92.33872089,28,NA,NA,NA,NA,NA,1.34095008,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,28,NA,-0.11900251,NA,NA,-0.03658902,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,272.71768489,29,NA,NA,NA,NA,NA,7.22525403,NA
1,NA,0.03686867,MS,roots,NA,NA,NA,97.47336617,29,NA,NA,NA,NA,NA,1.53781385,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,29,NA,-0.11900251,NA,NA,-0.03587606,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,268.80160777,30,NA,NA,NA,NA,NA,7.03858147,NA
1,NA,0.03695317,MS,roots,NA,NA,NA,101.76148635,30,NA,NA,NA,NA,NA,1.74282399,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,30,NA,-0.11900251,NA,NA,-0.03479156,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,261.81204145,31,NA,NA,NA,NA,NA,6.79496632,NA
1,NA,0.03703943,MS,roots,NA,NA,NA,104.91150842,31,NA,NA,NA,NA,NA,1.93793854,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,31,NA,-0.11900251,NA,NA,-0.03432408,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,255.29321751,32,NA,NA,NA,NA,NA,6.62543093,NA
1,NA,0.03712694,MS,roots,NA,NA,NA,106.05142195,32,NA,NA,NA,NA,NA,2.08697299,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,32,NA,-0.11900251,NA,NA,-0.03405406,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,249.00863889,33,NA,NA,NA,NA,NA,6.45460538,NA
1,NA,0.03721497,MS,roots,NA,NA,NA,106.54185862,33,NA,NA,NA,NA,NA,2.21466312,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,33,NA,-0.11900251,NA,NA,-0.03393437,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,243.02917646,34,NA,NA,NA,NA,NA,6.28716545,NA
1,NA,0.03730328,MS,roots,NA,NA,NA,106.50947807,34,NA,NA,NA,NA,NA,2.32496920,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,34,NA,-0.11900251,NA,NA,-0.03393560,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,237.31086752,35,NA,NA,NA,NA,NA,6.12512101,NA
1,NA,0.03739170,MS,roots,NA,NA,NA,106.03913051,35,NA,NA,NA,NA,NA,2.42045057,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,35,NA,-0.11900251,NA,NA,-0.03393534,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,231.86233138,36,NA,NA,NA,NA,NA,5.96959910,NA
1,NA,0.03748009,MS,roots,NA,NA,NA,105.21259843,36,NA,NA,NA,NA,NA,2.50360789,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,36,NA,-0.11900251,NA,NA,-0.03393539,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,226.70965631,37,NA,NA,NA,NA,NA,5.82169122,NA
1,NA,0.03756831,MS,roots,NA,NA,NA,104.10150418,37,NA,NA,NA,NA,NA,2.57615039,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,37,NA,-0.11900251,NA,NA,-0.03393469,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,221.76792329,38,NA,NA,NA,NA,NA,5.68042837,NA
1,NA,0.03765624,MS,roots,NA,NA,NA,102.75630108,38,NA,NA,NA,NA,NA,2.64000159,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,38,NA,-0.11900251,NA,NA,-0.03393642,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,217.03245343,39,NA,NA,NA,NA,NA,5.54571247,NA
1,NA,0.03774380,MS,roots,NA,NA,NA,101.22255533,39,NA,NA,NA,NA,NA,2.69651092,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,39,NA,-0.11900251,NA,NA,-0.03393722,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,212.45280077,40,NA,NA,NA,NA,NA,5.41695956,NA
1,NA,0.03783087,MS,roots,NA,NA,NA,99.53590910,40,NA,NA,NA,NA,NA,2.74673761,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,40,NA,-0.11900251,NA,NA,-0.03393700,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,207.91485859,41,NA,NA,NA,NA,NA,5.29363812,NA
1,NA,0.03791738,MS,roots,NA,NA,NA,97.72365140,41,NA,NA,NA,NA,NA,2.79152360,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,41,NA,-0.11900251,NA,NA,-0.03393728,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,203.47847883,42,NA,NA,NA,NA,NA,5.21092774,NA
1,NA,0.03800323,MS,roots,NA,NA,NA,95.79785600,42,NA,NA,NA,NA,NA,2.82902314,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,42,NA,-0.11900251,NA,NA,-0.03393755,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,200.91795045,43,NA,NA,NA,NA,NA,5.28465691,NA
1,NA,0.03808834,MS,roots,NA,NA,NA,94.25628327,43,NA,NA,NA,NA,NA,2.77319214,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,43,NA,-0.11900251,NA,NA,-0.03395078,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,201.98834407,44,NA,NA,NA,NA,NA,5.32612044,NA
1,NA,0.03817283,MS,roots,NA,NA,NA,92.83045095,44,NA,NA,NA,NA,NA,2.67144976,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,44,NA,-0.11900251,NA,NA,-0.03448724,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,210.07141186,45,NA,NA,NA,NA,NA,5.49572451,NA
1,NA,0.03825675,MS,roots,NA,NA,NA,91.87628295,45,NA,NA,NA,NA,NA,2.42105805,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,45,NA,-0.11900251,NA,NA,-0.03477424,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,223.16894101,46,NA,NA,NA,NA,NA,5.77073652,NA
1,NA,0.03834028,MS,roots,NA,NA,NA,91.82032469,46,NA,NA,NA,NA,NA,2.12904954,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,46,NA,-0.11900251,NA,NA,-0.03576347,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,238.40674912,47,NA,NA,NA,NA,NA,6.09184260,NA
1,NA,0.03842386,MS,roots,NA,NA,NA,92.93048683,47,NA,NA,NA,NA,NA,1.88016900,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,47,NA,-0.11900251,NA,NA,-0.03643586,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,255.24626666,48,NA,NA,NA,NA,NA,6.46018041,NA
1,NA,0.03850808,MS,roots,NA,NA,NA,95.30985760,48,NA,NA,NA,NA,NA,1.64948395,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,48,NA,-0.11900251,NA,NA,-0.03674111,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,273.66333424,49,NA,NA,NA,NA,NA,6.88422731,NA
1,NA,0.03859352,MS,roots,NA,NA,NA,99.06335932,49,NA,NA,NA,NA,NA,1.43662890,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,49,NA,-0.11900251,NA,NA,-0.03732029,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,289.16926789,50,NA,NA,NA,NA,NA,7.18748533,NA
1,NA,0.03868073,MS,roots,NA,NA,NA,104.05139888,50,NA,NA,NA,NA,NA,1.38307262,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,50,NA,-0.11900251,NA,NA,-0.03809002,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,301.45531556,51,NA,NA,NA,NA,NA,7.36830290,NA
1,NA,0.03877009,MS,roots,NA,NA,NA,109.84477131,51,NA,NA,NA,NA,NA,1.40636064,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,51,NA,-0.11900251,NA,NA,-0.03724818,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,309.63635668,52,NA,NA,NA,NA,NA,7.42437502,NA
1,NA,0.03886170,MS,roots,NA,NA,NA,115.91917057,52,NA,NA,NA,NA,NA,1.49715738,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,52,NA,-0.11900251,NA,NA,-0.03670991,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,310.06047757,53,NA,NA,NA,NA,NA,7.32466094,NA
1,NA,0.03895543,MS,roots,NA,NA,NA,121.60166245,53,NA,NA,NA,NA,NA,1.67705242,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,53,NA,-0.11900251,NA,NA,-0.03596347,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,305.15282147,54,NA,NA,NA,NA,NA,7.14087866,NA
1,NA,0.03905097,MS,roots,NA,NA,NA,126.18930461,54,NA,NA,NA,NA,NA,1.86911033,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,54,NA,-0.11900251,NA,NA,-0.03483148,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,297.43885325,55,NA,NA,NA,NA,NA,6.89444610,NA
1,NA,0.03914790,MS,roots,NA,NA,NA,129.45204808,55,NA,NA,NA,NA,NA,2.05395697,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,55,NA,-0.11900251,NA,NA,-0.03434710,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,290.29719289,56,NA,NA,NA,NA,NA,6.72581411,NA
1,NA,0.03924581,MS,roots,NA,NA,NA,130.48575614,56,NA,NA,NA,NA,NA,2.19441761,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,56,NA,-0.11900251,NA,NA,-0.03406331,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,283.47886661,57,NA,NA,NA,NA,NA,6.55545876,NA
1,NA,0.03934413,MS,roots,NA,NA,NA,130.80680972,57,NA,NA,NA,NA,NA,2.31382433,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,57,NA,-0.11900251,NA,NA,-0.03394419,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,277.01471886,58,NA,NA,NA,NA,NA,6.38825493,NA
1,NA,0.03944270,MS,roots,NA,NA,NA,130.53302823,58,NA,NA,NA,NA,NA,2.41543378,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,58,NA,-0.11900251,NA,NA,-0.03394554,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,270.90487745,59,NA,NA,NA,NA,NA,6.22658848,NA
1,NA,0.03954137,MS,roots,NA,NA,NA,129.78736489,59,NA,NA,NA,NA,NA,2.50261731,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,59,NA,-0.11900251,NA,NA,-0.03394478,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,265.01381516,60,NA,NA,NA,NA,NA,6.07121665,NA
1,NA,0.03964003,MS,roots,NA,NA,NA,128.66347209,60,NA,NA,NA,NA,NA,2.57803417,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,60,NA,-0.11900251,NA,NA,-0.03394806,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,259.29123372,61,NA,NA,NA,NA,NA,5.92253227,NA
1,NA,0.03973856,MS,roots,NA,NA,NA,127.20878534,61,NA,NA,NA,NA,NA,2.64308349,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,61,NA,-0.11900251,NA,NA,-0.03394770,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,253.92588567,62,NA,NA,NA,NA,NA,5.78049926,NA
1,NA,0.03983689,MS,roots,NA,NA,NA,125.51104939,62,NA,NA,NA,NA,NA,2.70012490,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,62,NA,-0.11900251,NA,NA,-0.03394659,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,248.68578194,63,NA,NA,NA,NA,NA,5.64475936,NA
1,NA,0.03993491,MS,roots,NA,NA,NA,123.60335105,63,NA,NA,NA,NA,NA,2.75011176,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,63,NA,-0.11900251,NA,NA,-0.03394871,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,243.67232511,64,NA,NA,NA,NA,NA,5.51506199,NA
1,NA,0.04003256,MS,roots,NA,NA,NA,121.52352094,64,NA,NA,NA,NA,NA,2.79402261,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,64,NA,-0.11900251,NA,NA,-0.03394677,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,238.87874346,65,NA,NA,NA,NA,NA,5.39148729,NA
1,NA,0.04012976,MS,roots,NA,NA,NA,119.32137874,65,NA,NA,NA,NA,NA,2.83313001,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,65,NA,-0.11900251,NA,NA,-0.03394698,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,234.08086561,66,NA,NA,NA,NA,NA,5.31055103,NA
1,NA,0.04022643,MS,roots,NA,NA,NA,117.02340335,66,NA,NA,NA,NA,NA,2.86580582,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,66,NA,-0.11900251,NA,NA,-0.03394912,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,231.42038512,67,NA,NA,NA,NA,NA,5.40793185,NA
1,NA,0.04032251,MS,roots,NA,NA,NA,115.13873839,67,NA,NA,NA,NA,NA,2.79847945,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,67,NA,-0.11900251,NA,NA,-0.03396106,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,232.78410715,68,NA,NA,NA,NA,NA,5.45969782,NA
1,NA,0.04041810,MS,roots,NA,NA,NA,113.42582859,68,NA,NA,NA,NA,NA,2.68370438,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,68,NA,-0.11900251,NA,NA,-0.03452423,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,241.60853788,69,NA,NA,NA,NA,NA,5.65451110,NA
1,NA,0.04051322,MS,roots,NA,NA,NA,112.28789325,69,NA,NA,NA,NA,NA,2.41315872,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,69,NA,-0.11900251,NA,NA,-0.03482528,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,255.51081965,70,NA,NA,NA,NA,NA,5.96164728,NA
1,NA,0.04060806,MS,roots,NA,NA,NA,112.21576829,70,NA,NA,NA,NA,NA,2.10394287,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,70,NA,-0.11900251,NA,NA,-0.03587309,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,271.36579827,71,NA,NA,NA,NA,NA,6.31312600,NA
1,NA,0.04070300,MS,roots,NA,NA,NA,113.45494678,71,NA,NA,NA,NA,NA,1.84348369,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,71,NA,-0.11900251,NA,NA,-0.03658239,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,288.81327671,72,NA,NA,NA,NA,NA,6.71544335,NA
1,NA,0.04079851,MS,roots,NA,NA,NA,116.10504931,72,NA,NA,NA,NA,NA,1.60593126,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,72,NA,-0.11900251,NA,NA,-0.03690411,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,307.84024002,73,NA,NA,NA,NA,NA,7.17635314,NA
1,NA,0.04089509,MS,roots,NA,NA,NA,120.25896192,73,NA,NA,NA,NA,NA,1.39097871,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,73,NA,-0.11900251,NA,NA,-0.03751840,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,323.66982870,74,NA,NA,NA,NA,NA,7.50164672,NA
1,NA,0.04099318,MS,roots,NA,NA,NA,125.73170922,74,NA,NA,NA,NA,NA,1.34159573,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,74,NA,-0.11900251,NA,NA,-0.03832927,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,336.18138497,75,NA,NA,NA,NA,NA,7.69868514,NA
1,NA,0.04109309,MS,roots,NA,NA,NA,132.00640650,75,NA,NA,NA,NA,NA,1.36972963,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,75,NA,-0.11900251,NA,NA,-0.03743802,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,344.30807230,76,NA,NA,NA,NA,NA,7.75869530,NA
1,NA,0.04119489,MS,roots,NA,NA,NA,138.53223929,76,NA,NA,NA,NA,NA,1.46492240,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,76,NA,-0.11900251,NA,NA,-0.03686831,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,344.34955207,77,NA,NA,NA,NA,NA,7.65115389,NA
1,NA,0.04129847,MS,roots,NA,NA,NA,144.55863807,77,NA,NA,NA,NA,NA,1.65039349,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,77,NA,-0.11900251,NA,NA,-0.03608049,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,339.00248265,78,NA,NA,NA,NA,NA,7.45564201,NA
1,NA,0.04140357,MS,roots,NA,NA,NA,149.34983984,78,NA,NA,NA,NA,NA,1.84694342,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,78,NA,-0.11900251,NA,NA,-0.03488284,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,330.58577532,79,NA,NA,NA,NA,NA,7.19276099,NA
1,NA,0.04150985,MS,roots,NA,NA,NA,152.63018234,79,NA,NA,NA,NA,NA,2.03373550,NA
1,NA,NA,MS,xylem,NA,NA,NA,NA,79,NA,-0.11900251,NA,NA,-0.03437278,NA,NA
1,NA,NA,MS,phloem,NA,NA,NA,322.96107358,80,NA,NA,NA,NA,NA,7.01579306,NA
1,NA,0.04161696,MS,roots,NA,NA,NA,153.52020843,80,NA,NA,NA,NA,NA,2.17487130,NA
