plant,mstruct,axis,LAI_turgor,green_area,total_water_influx,t,Tr,plant_water_content,xylem_water_potential,plant_WC_DM,Growth,delta_plant_water_content,Total_Transpiration_turgor
1,0.05468138,MS,0.00000000,0.00116948,0.09367640,0,NA,0.50156611,-0.03367976,90.16959517,0.00028005,0.00027858,0.09367787
1,0.05513715,MS,0.00000000,0.00116990,0.11399983,1,NA,0.50156821,-0.03706220,90.16963233,0.00017237,0.00017244,0.11399976
1,0.05524397,MS,0.00000000,0.00117027,0.09284141,2,NA,0.49995961,-0.03778996,90.14112180,0.00016704,0.00016699,0.09284146
1,0.05537250,MS,0.00000000,0.00116958,0.07867302,3,NA,0.50021040,-0.03702807,90.14557764,0.00017889,0.00017850,0.07867342
1,0.05550479,MS,0.00000000,0.00117070,0.05927998,4,NA,0.50059077,-0.03651843,90.15232805,0.00018691,0.00018649,0.05928040
1,0.05563435,MS,0.00000000,0.00117197,0.02970370,5,NA,0.50100533,-0.03582057,90.15967475,0.00019318,0.00019278,0.02970410
1,0.05576752,MS,0.00000000,0.00117318,0.01706437,6,NA,0.50119593,-0.03475605,90.16304871,0.00019796,0.00019755,0.01706478
1,0.05588334,MS,0.00000000,0.00117450,0.00967990,7,NA,0.50120344,-0.03430121,90.16318157,0.00019945,0.00019884,0.00968051
1,0.05599810,MS,0.00000000,0.00117554,0.00662018,8,NA,0.50116868,-0.03403542,90.16256659,0.00020013,0.00019974,0.00662057
1,0.05611032,MS,0.00000000,0.00117653,0.00662829,9,NA,0.50117369,-0.03392529,90.16265515,0.00019977,0.00019914,0.00662892
1,0.05622207,MS,0.00000000,0.00117750,0.00663594,10,NA,0.50119332,-0.03392557,90.16300263,0.00019910,0.00019897,0.00663607
1,0.05634593,MS,0.00000000,0.00117850,0.00664312,11,NA,0.50234499,-0.03392582,90.18334095,0.00019830,0.00019794,0.00664348
1,0.05648831,MS,0.00000000,0.00117960,0.00665097,12,NA,0.50250974,-0.03392605,90.18624349,0.00020586,0.00020576,0.00665107
1,0.05662576,MS,0.00000000,0.00118160,0.00666445,13,NA,0.50267343,-0.03392661,90.18912570,0.00020483,0.00020418,0.00666511
1,0.05675777,MS,0.00000000,0.00118312,0.00668266,14,NA,0.50283629,-0.03392706,90.19199154,0.00020395,0.00020345,0.00668316
1,0.05688690,MS,0.00000000,0.00118463,0.00669335,15,NA,0.50299930,-0.03392768,90.19485840,0.00020302,0.00020252,0.00669385
1,0.05701468,MS,0.00000000,0.00118607,0.00670436,16,NA,0.50316236,-0.03392803,90.19772452,0.00020210,0.00020257,0.00670389
1,0.05713700,MS,0.00000000,0.00118750,0.00670717,17,NA,0.50332635,-0.03392840,90.20060520,0.00020114,0.00019453,0.00671379
1,0.05725787,MS,0.00000000,0.00118874,0.00706389,18,NA,0.50348932,-0.03392846,90.20346640,0.00020024,0.00019767,0.00706646
1,0.05737706,MS,0.00000000,0.00118998,0.02135306,19,NA,0.50359494,-0.03394127,90.20531987,0.00019934,0.00019886,0.02135354
1,0.05749521,MS,0.00000000,0.00119118,0.02894624,20,NA,0.50387693,-0.03445565,90.21026472,0.00019832,0.00015379,0.02899077
1,0.05761177,MS,0.00000000,0.00119254,0.05534067,21,NA,0.50403734,-0.03472897,90.21307540,0.00019814,0.00020080,0.05533801
1,0.05772756,MS,0.00000000,0.00119377,0.07332961,22,NA,0.50437983,-0.03567916,90.21907098,0.00019859,0.00029045,0.07323775
1,0.05784465,MS,0.00000000,0.00119511,0.08152006,23,NA,0.50477502,-0.03632678,90.22598002,0.00020053,0.00028527,0.08143532
1,0.05796302,MS,0.00000000,0.00119655,0.09683333,24,NA,0.50509223,-0.03662170,90.23151879,0.00020335,0.00019452,0.09684216
1,0.05808297,MS,0.00000000,0.00119799,0.11730345,25,NA,0.50539058,-0.03717308,90.23672242,0.00020633,0.00020535,0.11730444
1,0.05820690,MS,0.00000000,0.00119942,0.09502816,26,NA,0.50593723,-0.03791012,90.24624246,0.00020954,0.00030393,0.09493377
1,0.05833468,MS,0.00000000,0.00120107,0.08059876,27,NA,0.50634495,-0.03710832,90.25333095,0.00021383,0.00023057,0.08058202
1,0.05846728,MS,0.00000000,0.00120268,0.06079112,28,NA,0.50673756,-0.03658902,90.26014686,0.00021706,0.00021599,0.06079219
1,0.05860267,MS,0.00000000,0.00120437,0.03066334,29,NA,0.50712815,-0.03587606,90.26691842,0.00021985,0.00039137,0.03049182
1,0.05873760,MS,0.00000000,0.00120606,0.01767653,30,NA,0.50728796,-0.03479156,90.26968618,0.00022104,0.00030709,0.01759048
1,0.05887319,MS,0.00000000,0.00120748,0.01017631,31,NA,0.50738229,-0.03432408,90.27131927,0.00022071,0.00036738,0.01002964
1,0.05901038,MS,0.00000000,0.00120882,0.00685343,32,NA,0.50743409,-0.03405406,90.27221581,0.00021895,0.00021795,0.00685442
1,0.05914725,MS,0.00000000,0.00121014,0.00688996,33,NA,0.50753682,-0.03393437,90.27399335,0.00021671,0.00024499,0.00686167
1,0.05928431,MS,0.00000000,0.00121147,0.00688515,34,NA,0.50765634,-0.03393560,90.27606036,0.00021428,0.00024154,0.00685789
1,0.05942278,MS,0.00000000,0.00121281,0.00688886,35,NA,0.50778571,-0.03393534,90.27829705,0.00021190,0.00023568,0.00686508
1,0.05956170,MS,0.00000000,0.00121421,0.00687169,36,NA,0.50792073,-0.03393539,90.28063005,0.00020949,0.00020857,0.00687261
1,0.05969896,MS,0.00000000,0.00121563,0.00692225,37,NA,0.50805960,-0.03393469,90.28302860,0.00020717,0.00020626,0.00692316
1,0.05983582,MS,0.00000000,0.00121699,0.00694655,38,NA,0.50820132,-0.03393642,90.28547516,0.00020503,0.00021828,0.00693330
1,0.05997151,MS,0.00000000,0.00121834,0.00694256,39,NA,0.50834498,-0.03393722,90.28795390,0.00020284,0.00020196,0.00694343
1,0.06010660,MS,0.00000000,0.00121967,0.00695236,40,NA,0.50848997,-0.03393700,90.29045420,0.00020075,0.00019989,0.00695322
1,0.06024167,MS,0.00000000,0.00122098,0.00696216,41,NA,0.50863568,-0.03393728,90.29296573,0.00019871,0.00019787,0.00696300
1,0.06037599,MS,0.00000000,0.00122232,0.00733118,42,NA,0.50878030,-0.03393755,90.29545724,0.00019718,0.00019635,0.00733201
1,0.06050857,MS,0.00000000,0.00122365,0.02223425,43,NA,0.50886778,-0.03395078,90.29696356,0.00019574,0.00019489,0.02223510
1,0.06064350,MS,0.00000000,0.00122491,0.03020697,44,NA,0.50913687,-0.03448724,90.30159456,0.00019502,0.00024043,0.03016156
1,0.06077512,MS,0.00000000,0.00122645,0.05768605,45,NA,0.50928298,-0.03477424,90.30410722,0.00019456,0.00019363,0.05768698
1,0.06090942,MS,0.00000000,0.00122776,0.07636318,46,NA,0.50962171,-0.03576347,90.30992723,0.00019518,0.00019418,0.07636418
1,0.06104263,MS,0.00000000,0.00122931,0.08483982,47,NA,0.51001673,-0.03643586,90.31670568,0.00019752,0.00022480,0.08481254
1,0.06117788,MS,0.00000000,0.00123082,0.10092524,48,NA,0.51032744,-0.03674111,90.32203066,0.00020041,0.00019920,0.10092645
1,0.06131459,MS,0.00000000,0.00123233,0.12230403,49,NA,0.51061890,-0.03732029,90.32702054,0.00020299,0.00020164,0.12230538
1,0.06145589,MS,0.00000000,0.00123384,0.09891684,50,NA,0.51116269,-0.03809002,90.33631652,0.00020575,0.00020433,0.09891826
1,0.06160061,MS,0.00000000,0.00123559,0.08396110,51,NA,0.51156062,-0.03724818,90.34310777,0.00020972,0.00022354,0.08394728
1,0.06174755,MS,0.00000000,0.00123730,0.06322452,52,NA,0.51194575,-0.03670991,90.34967134,0.00021183,0.00021028,0.06322606
1,0.06189725,MS,0.00000000,0.00123899,0.03177811,53,NA,0.51232566,-0.03596347,90.35613736,0.00021395,0.00030688,0.03168517
1,0.06204871,MS,0.00000000,0.00124070,0.01832276,54,NA,0.51247164,-0.03483148,90.35861959,0.00021439,0.00026409,0.01827306
1,0.06219969,MS,0.00000000,0.00124227,0.01044055,55,NA,0.51255355,-0.03434710,90.36001187,0.00021338,0.00021188,0.01044206
1,0.06235182,MS,0.00000000,0.00124372,0.00713433,56,NA,0.51259128,-0.03406331,90.36065296,0.00021086,0.00020940,0.00713579
1,0.06250346,MS,0.00000000,0.00124515,0.00717399,57,NA,0.51268080,-0.03394419,90.36217394,0.00020864,0.00023618,0.00714645
1,0.06265583,MS,0.00000000,0.00124659,0.00715575,58,NA,0.51278701,-0.03394554,90.36397784,0.00020579,0.00020440,0.00715714
1,0.06280812,MS,0.00000000,0.00124806,0.00724863,59,NA,0.51290355,-0.03394478,90.36595634,0.00020411,0.00027860,0.00717414
1,0.06296024,MS,0.00000000,0.00124953,0.00724112,60,NA,0.51302647,-0.03394806,90.36804225,0.00020153,0.00025749,0.00718516
1,0.06311311,MS,0.00000000,0.00125100,0.00721244,61,NA,0.51315428,-0.03394770,90.37021022,0.00019930,0.00021566,0.00719608
1,0.06326462,MS,0.00000000,0.00125249,0.00727209,62,NA,0.51328587,-0.03394659,90.37244140,0.00019863,0.00026370,0.00720702
1,0.06341577,MS,0.00000000,0.00125395,0.00722047,63,NA,0.51341971,-0.03394871,90.37470956,0.00019633,0.00020696,0.00720984
1,0.06356648,MS,0.00000000,0.00125541,0.00722793,64,NA,0.51355582,-0.03394677,90.37701515,0.00019481,0.00020207,0.00722066
1,0.06371432,MS,0.00000000,0.00125686,0.00728819,65,NA,0.51369295,-0.03394698,90.37933679,0.00019393,0.00025068,0.00723144
1,0.06386387,MS,0.00000000,0.00125820,0.00762216,66,NA,0.51382948,-0.03394912,90.38164721,0.00019174,0.00019583,0.00761807
1,0.06401235,MS,0.00000000,0.00125964,0.02326675,67,NA,0.51390622,-0.03396106,90.38294531,0.00019052,0.00020847,0.02324880
1,0.06416133,MS,0.00000000,0.00126103,0.03163112,68,NA,0.51416836,-0.03452423,90.38737709,0.00018888,0.00020742,0.03161259
1,0.06430827,MS,0.00000000,0.00126262,0.06073746,69,NA,0.51430185,-0.03482528,90.38963246,0.00018827,0.00022893,0.06069679
1,0.06445739,MS,0.00000000,0.00126403,0.08044077,70,NA,0.51463120,-0.03587309,90.39519203,0.00018776,0.00020586,0.08042266
1,0.06460676,MS,0.00000000,0.00126565,0.08937611,71,NA,0.51501799,-0.03658239,90.40171304,0.00018904,0.00020305,0.08936211
1,0.06475804,MS,0.00000000,0.00126728,0.10643772,72,NA,0.51531992,-0.03690411,90.40679724,0.00019103,0.00019146,0.10643730
1,0.06490968,MS,0.00000000,0.00126892,0.12895919,73,NA,0.51560121,-0.03751840,90.41152907,0.00019379,0.00022733,0.12892565
1,0.06506741,MS,0.00000000,0.00127051,0.10420000,74,NA,0.51614352,-0.03832927,90.42063857,0.00019597,0.00021928,0.10417670
1,0.06522744,MS,0.00000000,0.00127242,0.08837160,75,NA,0.51653529,-0.03743802,90.42720871,0.00019914,0.00020797,0.08836277
1,0.06538927,MS,0.00000000,0.00127425,0.06648512,76,NA,0.51691293,-0.03686831,90.43353313,0.00020182,0.00024363,0.06644332
1,0.06555415,MS,0.00000000,0.00127606,0.03321522,77,NA,0.51728853,-0.03608049,90.43981532,0.00020359,0.00026738,0.03315143
1,0.06571876,MS,0.00000000,0.00127791,0.01904721,78,NA,0.51742143,-0.03488284,90.44203612,0.00020329,0.00023422,0.01901628
1,0.06588379,MS,0.00000000,0.00127955,0.01083135,79,NA,0.51748666,-0.03437278,90.44312580,0.00020152,0.00022400,0.01080887
1,0.06604882,MS,0.00000000,0.00128113,0.00741679,80,NA,0.51750685,-0.03407695,90.44346291,0.00019906,0.00022329,0.00739257
1,0.06621393,MS,0.00000000,0.00128264,0.00745579,81,NA,0.51757976,-0.03395393,90.44468054,0.00019721,0.00024914,0.00740385
1,0.06637903,MS,0.00000000,0.00128418,0.00744216,82,NA,0.51767093,-0.03395527,90.44620261,0.00019466,0.00022146,0.00741536
1,0.06654329,MS,0.00000000,0.00128573,0.00744002,83,NA,0.51777270,-0.03395469,90.44790111,0.00019197,0.00020509,0.00742689
1,0.06670795,MS,0.00000000,0.00128725,0.00745535,84,NA,0.51788111,-0.03395452,90.44970976,0.00018976,0.00020692,0.00743819
1,0.06687199,MS,0.00000000,0.00128879,0.00749129,85,NA,0.51799664,-0.03395499,90.45163625,0.00019023,0.00023190,0.00744963
1,0.06703706,MS,0.00000000,0.00129030,0.00749805,86,NA,0.51811430,-0.03395630,90.45359775,0.00018797,0.00022532,0.00746071
1,0.06720015,MS,0.00000000,0.00129186,0.00751163,87,NA,0.51823402,-0.03395646,90.45559252,0.00018582,0.00022542,0.00747203
1,0.06736202,MS,0.00000000,0.00129336,0.00750647,88,NA,0.51835536,-0.03395687,90.45761356,0.00018338,0.00020670,0.00748315
1,0.06752328,MS,0.00000000,0.00129481,0.00751471,89,NA,0.51847759,-0.03395660,90.45964857,0.00018131,0.00020202,0.00749400
1,0.06768397,MS,0.00000000,0.00129626,0.00791458,90,NA,0.51859904,-0.03395682,90.46166968,0.00018002,0.00020032,0.00789428
1,0.06784418,MS,0.00000000,0.00129770,0.02409599,91,NA,0.51865966,-0.03397117,90.46267822,0.00017824,0.00020118,0.02407305
1,0.06800444,MS,0.00000000,0.00129911,0.03280788,92,NA,0.51891031,-0.03455364,90.46684584,0.00017680,0.00019826,0.03278641
1,0.06816398,MS,0.00000000,0.00130070,0.06296002,93,NA,0.51902771,-0.03486721,90.46879663,0.00017545,0.00017731,0.06295816
1,0.06832599,MS,0.00000000,0.00130215,0.08337282,94,NA,0.51934392,-0.03595264,90.47404709,0.00017592,0.00018971,0.08335903
1,0.06848970,MS,0.00000000,0.00130382,0.09265007,95,NA,0.51971882,-0.03668752,90.48026453,0.00017756,0.00019410,0.09263353
1,0.06865408,MS,0.00000000,0.00130557,0.11040552,96,NA,0.52000826,-0.03702156,90.48505911,0.00017938,0.00017836,0.11040654
1,0.06881896,MS,0.00000000,0.00130726,0.13375604,97,NA,0.52027861,-0.03766082,90.48953303,0.00018228,0.00019940,0.13373892
1,0.06898864,MS,0.00000000,0.00130892,0.10808480,98,NA,0.52081448,-0.03850154,90.49838868,0.00018510,0.00021462,0.10805528
1,0.06915840,MS,0.00000000,0.00131085,0.09164303,99,NA,0.52119830,-0.03757748,90.50472138,0.00018799,0.00019624,0.09163478
1,0.06933243,MS,0.00000000,0.00131261,0.06899590,100,NA,0.52156702,-0.03698568,90.51079715,0.00019115,0.00023210,0.06895495
1,0.06950934,MS,0.00000000,0.00131447,0.03439868,101,NA,0.52193319,-0.03617050,90.51682307,0.00019215,0.00021234,0.03437849
1,0.06968554,MS,0.00000000,0.00131636,0.01974599,102,NA,0.52205320,-0.03492503,90.51879642,0.00019245,0.00021290,0.01972554
1,0.06986183,MS,0.00000000,0.00131803,0.01125900,103,NA,0.52210392,-0.03439755,90.51963017,0.00019122,0.00022053,0.01122969
1,0.07003872,MS,0.00000000,0.00131963,0.00769019,104,NA,0.52210920,-0.03409197,90.51971690,0.00018837,0.00020048,0.00767808
1,0.07021564,MS,0.00000000,0.00132119,0.00771934,105,NA,0.52216874,-0.03396339,90.52069537,0.00018671,0.00021637,0.00768968
1,0.07039244,MS,0.00000000,0.00132278,0.00772265,106,NA,0.52224612,-0.03396438,90.52196672,0.00018412,0.00020527,0.00770151
1,0.07056905,MS,0.00000000,0.00132438,0.00772519,107,NA,0.52233448,-0.03396441,90.52341827,0.00018158,0.00019344,0.00771334
1,0.07074472,MS,0.00000000,0.00132597,0.00773749,108,NA,0.52243008,-0.03396441,90.52498795,0.00017947,0.00019193,0.00772502
1,0.07092003,MS,0.00000000,0.00132753,0.00776315,109,NA,0.52253046,-0.03396477,90.52663585,0.00017798,0.00020457,0.00773657
1,0.07109427,MS,0.00000000,0.00132907,0.00776726,110,NA,0.52263410,-0.03396564,90.52833640,0.00017574,0.00019494,0.00774805
1,0.07127055,MS,0.00000000,0.00133059,0.00777413,111,NA,0.52274004,-0.03396571,90.53007415,0.00017364,0.00018790,0.00775987
1,0.07144380,MS,0.00000000,0.00133218,0.00778463,112,NA,0.52284702,-0.03396588,90.53182835,0.00017167,0.00018499,0.00777132
1,0.07161644,MS,0.00000000,0.00133367,0.00779478,113,NA,0.52295528,-0.03396619,90.53360285,0.00016983,0.00018225,0.00778236
1,0.07178842,MS,0.00000000,0.00133514,0.00820552,114,NA,0.52306217,-0.03396649,90.53535425,0.00016806,0.00018016,0.00819343
1,0.07195990,MS,0.00000000,0.00133661,0.02488716,115,NA,0.52310830,-0.03398121,90.53611003,0.00016656,0.00018146,0.02487225
1,0.07213104,MS,0.00000000,0.00133804,0.03385107,116,NA,0.52334883,-0.03458170,90.54004814,0.00016517,0.00017337,0.03384288
1,0.07230152,MS,0.00000000,0.00133963,0.06488155,117,NA,0.52345396,-0.03490435,90.54176828,0.00016443,0.00016742,0.06487856
1,0.07247480,MS,0.00000000,0.00134109,0.08580767,118,NA,0.52375923,-0.03602142,90.54675989,0.00016512,0.00017402,0.08579877
1,0.07265010,MS,0.00000000,0.00134276,0.09532204,119,NA,0.52412426,-0.03677478,90.55272158,0.00016650,0.00016646,0.09532208
1,0.07282616,MS,0.00000000,0.00134453,0.11336902,120,NA,0.52440564,-0.03711735,90.55731203,0.00016975,0.00018454,0.11335422
1,0.07300344,MS,0.00000000,0.00134624,0.13734632,121,NA,0.52466659,-0.03776716,90.56156522,0.00017194,0.00017870,0.13733957
1,0.07318578,MS,0.00000000,0.00134795,0.11107606,122,NA,0.52519389,-0.03863042,90.57014795,0.00017507,0.00019225,0.11105888
1,0.07337002,MS,0.00000000,0.00134993,0.09426782,123,NA,0.52556921,-0.03768480,90.57624735,0.00017862,0.00019490,0.09425155
1,0.07355645,MS,0.00000000,0.00135183,0.07096122,124,NA,0.52592880,-0.03707984,90.58208384,0.00018106,0.00019718,0.07094511
1,0.07374313,MS,0.00000000,0.00135374,0.03544899,125,NA,0.52628252,-0.03624089,90.58781793,0.00018255,0.00019353,0.03543801
1,0.07393021,MS,0.00000000,0.00135559,0.02040049,126,NA,0.52639029,-0.03496250,90.58956357,0.00018365,0.00021032,0.02037382
1,0.07411711,MS,0.00000000,0.00135726,0.01166808,127,NA,0.52642840,-0.03442079,90.59018075,0.00018174,0.00019290,0.01165692
1,0.07430437,MS,0.00000000,0.00135885,0.00796642,128,NA,0.52641987,-0.03410636,90.59004266,0.00017904,0.00017740,0.00796806
1,0.07449236,MS,0.00000000,0.00136040,0.00799719,129,NA,0.52646840,-0.03397300,90.59082844,0.00017800,0.00019566,0.00797952
1,0.07468018,MS,0.00000000,0.00136201,0.00800276,130,NA,0.52653489,-0.03397407,90.59190473,0.00017561,0.00018697,0.00799141
1,0.07486774,MS,0.00000000,0.00136362,0.00800452,131,NA,0.52661287,-0.03397419,90.59316692,0.00017309,0.00017433,0.00800328
1,0.07505428,MS,0.00000000,0.00136522,0.00803573,132,NA,0.52669806,-0.03397416,90.59454528,0.00017225,0.00019288,0.00801510
1,0.07523975,MS,0.00000000,0.00136678,0.00804101,133,NA,0.52678854,-0.03397525,90.59600877,0.00017013,0.00018449,0.00802665
1,0.07542478,MS,0.00000000,0.00136831,0.00804728,134,NA,0.52688263,-0.03397536,90.59753031,0.00016817,0.00017828,0.00803717
1,0.07561002,MS,0.00000000,0.00136983,0.00806333,135,NA,0.52697931,-0.03397552,90.59909310,0.00016674,0.00018038,0.00804968
1,0.07579471,MS,0.00000000,0.00137136,0.00807455,136,NA,0.52707753,-0.03397605,90.60068027,0.00016504,0.00017738,0.00806221
1,0.07597882,MS,0.00000000,0.00137288,0.00808527,137,NA,0.52717683,-0.03397639,90.60228442,0.00016340,0.00017461,0.00807405
1,0.07616516,MS,0.00000000,0.00137438,0.00850806,138,NA,0.52727489,-0.03397672,90.60386789,0.00016183,0.00017255,0.00849734
1,0.07634752,MS,0.00000000,0.00137598,0.02570619,139,NA,0.52731271,-0.03399188,90.60447847,0.00016105,0.00017027,0.02569697
1,0.07653042,MS,0.00000000,0.00137741,0.03495106,140,NA,0.52754992,-0.03461098,90.60830635,0.00015997,0.00016442,0.03494660
1,0.07671259,MS,0.00000000,0.00137904,0.06697938,141,NA,0.52765004,-0.03494376,90.60992110,0.00015954,0.00016145,0.06697748
1,0.07689541,MS,0.00000000,0.00138053,0.08854987,142,NA,0.52795181,-0.03609676,90.61478462,0.00016034,0.00016450,0.08854571
1,0.07708110,MS,0.00000000,0.00138215,0.09826596,143,NA,0.52831538,-0.03687333,90.62063739,0.00016244,0.00016732,0.09826107
1,0.07727189,MS,0.00000000,0.00138389,0.11683045,144,NA,0.52859446,-0.03722319,90.62512515,0.00016528,0.00017151,0.11682422
1,0.07746103,MS,0.00000000,0.00138576,0.14139893,145,NA,0.52885555,-0.03789161,90.62931973,0.00016752,0.00016635,0.14140010
1,0.07765474,MS,0.00000000,0.00138749,0.11441215,146,NA,0.52938028,-0.03877616,90.63773850,0.00017063,0.00017343,0.11440935
1,0.07785090,MS,0.00000000,0.00138948,0.09713171,147,NA,0.52975177,-0.03780474,90.64368959,0.00017478,0.00018410,0.09712240
1,0.07804900,MS,0.00000000,0.00139140,0.07472925,148,NA,0.53010141,-0.03718280,90.64928369,0.00017702,0.00017963,0.07472664
1,0.07824842,MS,0.00000000,0.00139331,0.03727662,149,NA,0.53045750,-0.03637639,90.65497409,0.00017917,0.00018543,0.03727036
1,0.07844699,MS,0.00000000,0.00139522,0.02134724,150,NA,0.53056236,-0.03502817,90.65664849,0.00018017,0.00019009,0.02133732
1,0.07864509,MS,0.00000000,0.00139690,0.01212824,151,NA,0.53059496,-0.03445475,90.65716881,0.00017902,0.00018662,0.01212064
1,0.07884069,MS,0.00000000,0.00139848,0.00827878,152,NA,0.53057936,-0.03412282,90.65691985,0.00017676,0.00017788,0.00827766
1,0.07903883,MS,0.00000000,0.00139992,0.00828745,153,NA,0.53062294,-0.03398416,90.65761548,0.00017491,0.00017452,0.00828784
1,0.07923752,MS,0.00000000,0.00140148,0.00830495,154,NA,0.53068471,-0.03398441,90.65860131,0.00017352,0.00017905,0.00829942
1,0.07943596,MS,0.00000000,0.00140307,0.00831074,155,NA,0.53075839,-0.03398499,90.65977703,0.00017141,0.00017174,0.00831040
1,0.07963329,MS,0.00000000,0.00140465,0.00833487,156,NA,0.53083969,-0.03398512,90.66107387,0.00017066,0.00018343,0.00832210
1,0.07983021,MS,0.00000000,0.00140619,0.00834491,157,NA,0.53092643,-0.03398596,90.66245721,0.00016900,0.00018039,0.00833352
1,0.08002667,MS,0.00000000,0.00140772,0.00835627,158,NA,0.53101713,-0.03398626,90.66390316,0.00016745,0.00017760,0.00834611
1,0.08022263,MS,0.00000000,0.00140924,0.00836560,159,NA,0.53111067,-0.03398662,90.66539398,0.00016595,0.00017501,0.00835654
1,0.08041803,MS,0.00000000,0.00141074,0.00837583,160,NA,0.53120601,-0.03398690,90.66691293,0.00016451,0.00017267,0.00836767
1,0.08061283,MS,0.00000000,0.00141223,0.00838600,161,NA,0.53130287,-0.03398722,90.66845568,0.00016313,0.00017045,0.00837868
1,0.08080696,MS,0.00000000,0.00141370,0.00882991,162,NA,0.53139857,-0.03398753,90.66997942,0.00016183,0.00016892,0.00882283
1,0.08100081,MS,0.00000000,0.00141516,0.02690177,163,NA,0.53143395,-0.03400347,90.67054253,0.00016077,0.00016059,0.02690195
1,0.08119479,MS,0.00000000,0.00141658,0.03661708,164,NA,0.53167442,-0.03465402,90.67436863,0.00016048,0.00016185,0.03661571
1,0.08138809,MS,0.00000000,0.00141819,0.07019395,165,NA,0.53177630,-0.03500376,90.67598873,0.00016026,0.00015882,0.07019538
1,0.08158381,MS,0.00000000,0.00141966,0.09273594,166,NA,0.53208300,-0.03621251,90.68086241,0.00016160,0.00016388,0.09273366
1,0.08178343,MS,0.00000000,0.00142133,0.10303267,167,NA,0.53245163,-0.03702408,90.68671345,0.00016377,0.00016399,0.10303245
1,0.08198319,MS,0.00000000,0.00142314,0.12439276,168,NA,0.53272488,-0.03739484,90.69104580,0.00016739,0.00017457,0.12438558
1,0.08218509,MS,0.00000000,0.00142486,0.15071879,169,NA,0.53299145,-0.03816393,90.69526836,0.00017032,0.00017689,0.15071222
1,0.08239291,MS,0.00000000,0.00142662,0.12189600,170,NA,0.53353087,-0.03911177,90.70380116,0.00017317,0.00017629,0.12189287
1,0.08260245,MS,0.00000000,0.00142868,0.10335790,171,NA,0.53391327,-0.03807425,90.70984076,0.00017735,0.00018093,0.10335431
1,0.08281237,MS,0.00000000,0.00143063,0.07783789,172,NA,0.53427817,-0.03740703,90.71559661,0.00018123,0.00019539,0.07782373
1,0.08302496,MS,0.00000000,0.00143252,0.03876374,173,NA,0.53463943,-0.03648845,90.72128804,0.00018303,0.00019091,0.03875586
1,0.08323559,MS,0.00000000,0.00143444,0.02214011,174,NA,0.53474436,-0.03508185,90.72293987,0.00018409,0.00019093,0.02213327
1,0.08344554,MS,0.00000000,0.00143609,0.01254563,175,NA,0.53477521,-0.03448343,90.72342541,0.00018390,0.00019542,0.01253411
1,0.08365482,MS,0.00000000,0.00143763,0.00856185,176,NA,0.53475758,-0.03413803,90.72314802,0.00018108,0.00018157,0.00856137
1,0.08386582,MS,0.00000000,0.00143910,0.00857783,177,NA,0.53480101,-0.03399451,90.72383142,0.00018026,0.00018739,0.00857071
1,0.08407665,MS,0.00000000,0.00144065,0.00858571,178,NA,0.53486348,-0.03399505,90.72481442,0.00017824,0.00018175,0.00858220
1,0.08428729,MS,0.00000000,0.00144221,0.00859272,179,NA,0.53493876,-0.03399527,90.72599859,0.00017621,0.00017526,0.00859367
1,0.08449681,MS,0.00000000,0.00144376,0.00861243,180,NA,0.53502202,-0.03399544,90.72730802,0.00017564,0.00018436,0.00860372
1,0.08470350,MS,0.00000000,0.00144527,0.00862256,181,NA,0.53511126,-0.03399613,90.72871102,0.00017412,0.00018180,0.00861489
1,0.08491224,MS,0.00000000,0.00144667,0.00863297,182,NA,0.53520489,-0.03399644,90.73018259,0.00017267,0.00017965,0.00862599
1,0.08512055,MS,0.00000000,0.00144815,0.00864147,183,NA,0.53530082,-0.03399677,90.73168985,0.00017128,0.00017756,0.00863519
1,0.08532838,MS,0.00000000,0.00144962,0.00865171,184,NA,0.53539882,-0.03399702,90.73322922,0.00016993,0.00017553,0.00864610
1,0.08553566,MS,0.00000000,0.00145108,0.00866192,185,NA,0.53549842,-0.03399734,90.73479303,0.00016861,0.00017362,0.00865692
1,0.08574236,MS,0.00000000,0.00145251,0.00912286,186,NA,0.53559694,-0.03399766,90.73633945,0.00016739,0.00017225,0.00911800
1,0.08594910,MS,0.00000000,0.00145393,0.02789574,187,NA,0.53563374,-0.03401421,90.73691687,0.00016589,0.00016556,0.02789608
1,0.08615563,MS,0.00000000,0.00145532,0.03802574,188,NA,0.53588198,-0.03468998,90.74081057,0.00016579,0.00016646,0.03802506
1,0.08636214,MS,0.00000000,0.00145689,0.07304439,189,NA,0.53598916,-0.03505466,90.74249079,0.00016625,0.00016716,0.07304348
1,0.08657152,MS,0.00000000,0.00145832,0.09657436,190,NA,0.53637931,-0.03631535,90.74860142,0.00016786,0.00017083,0.09657138
1,0.08678187,MS,0.00000000,0.00145998,0.10727323,191,NA,0.53675771,-0.03716248,90.75452053,0.00017052,0.00017250,0.10727125
1,0.08699579,MS,0.00000000,0.00146172,0.12805355,192,NA,0.53704696,-0.03754774,90.75903989,0.00017405,0.00017629,0.12805131
1,0.08721181,MS,0.00000000,0.00146349,0.15519314,193,NA,0.53731784,-0.03829596,90.76326823,0.00017806,0.00018528,0.15518592
1,0.08743372,MS,0.00000000,0.00146525,0.12551215,194,NA,0.53786471,-0.03927313,90.77179293,0.00018061,0.00017833,0.12551443
