t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
176,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
177,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
178,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
179,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
180,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
181,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
182,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
183,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
184,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
185,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
186,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
187,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
188,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
189,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
190,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
191,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
192,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
193,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
194,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
195,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
196,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
197,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
198,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
199,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
200,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
201,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
202,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
203,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
204,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
205,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
206,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
207,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
208,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
209,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
210,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
211,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
212,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
213,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
214,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
215,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
216,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
217,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
218,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
219,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
220,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
221,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
222,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
223,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
224,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
225,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
226,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
227,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
228,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
229,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
230,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
231,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
232,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
233,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
234,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
235,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
236,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
237,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
238,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
239,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
240,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
241,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
242,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
243,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
244,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
245,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
246,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
247,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
248,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
249,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
250,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
251,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
252,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
253,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
254,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
255,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
256,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
257,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
258,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
259,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
260,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
261,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
262,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
263,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
264,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
265,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
266,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
267,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
268,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
269,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
270,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
271,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
272,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
273,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
274,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
275,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
276,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
277,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
278,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
279,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
280,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
281,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
282,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
283,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
284,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
285,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
286,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
287,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
288,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
289,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
290,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
291,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
292,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
293,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
294,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
295,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
296,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
297,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
298,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
299,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
300,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
301,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
302,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
303,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
304,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
305,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
306,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
307,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
308,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
309,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
310,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
311,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
312,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
313,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
314,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
315,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
316,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
317,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
318,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
319,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
320,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
321,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
322,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
323,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
324,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
325,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
326,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
327,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
328,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
329,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
330,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
331,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
332,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
333,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
334,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
335,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
336,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
337,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
338,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
339,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
340,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
341,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
342,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
343,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
344,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
345,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
346,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
347,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
348,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
349,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
350,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
351,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
352,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
353,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
354,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
355,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
356,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
357,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
358,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
359,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
360,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
361,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
362,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
363,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
364,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
365,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
366,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
367,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
368,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
369,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
370,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
371,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
372,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
373,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
374,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
375,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
376,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
377,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
378,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
379,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
380,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
381,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
382,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
383,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
384,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
385,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
386,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
387,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
388,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
389,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
390,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
391,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
392,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
393,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
394,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
395,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
396,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
397,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
398,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
399,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
400,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
401,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
402,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
403,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
404,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
405,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
406,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
407,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
408,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
409,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
410,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
411,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
412,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
413,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
414,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
415,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
416,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
417,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
418,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
419,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
420,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
421,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
422,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
423,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
424,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
425,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
426,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
427,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
428,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
429,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
430,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
431,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
432,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
433,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
434,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
435,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
436,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
437,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
438,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
439,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
440,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
441,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
442,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
443,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
444,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
445,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
446,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
447,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
448,1,MS,10,1,357143.00000000,357143.00000000,0.00333894
