N_content_shoot,plant,N_content,NS_roots,sum_respi_shoot,C_respired_roots,sum_NSC_g,mstruct_shoot,mstruct_stem,C_respired_shoot,C_N_ratio_shoot,NS_laminae,N_content_mstruct_shoot,sum_dry_mass,Cont_WSC_DM_roots,Total_Transpiration,dry_mass_phloem,Cont_WSC_DM,NNI,C_N_ratio,shoot_roots_ratio,N_content_mstruct,Cont_WSC_DM_stem,sum_N_g_shoot,shoot_roots_mstruct_ratio,Total_Photosynthesis,NS_shoot,C_exudated,mstruct,sum_respi_roots,NS_stem,sum_N_g,NS,N_content_total_DM_shoot,sum_dry_mass_laminae,Tillers_Photosynthesis,sum_C_g,Tillers_Photosynthesis_An,sum_dry_mass_stem,sum_dry_mass_shoot,axis,Cont_WSC_DM_laminae,mstruct_laminae,t,Cont_WSC_DM_shoot,sum_dry_mass_roots,N_content_roots,senesced_mstruct,N_content_mstruct_roots
3.68880542,1,2.22209145,17.30077335,1.19578612,3.79390230,0.02504009,0.07027668,0.01895333,2.50748822,11.44817370,35.86585024,5.94851285,0.23486597,14.971758815524744,0.00030068,0.01853353,14.009709202954646,0.83836487,19.19681550,0.93243563,3.05579178,12.933774392749637,0.00418042,0.69918927,0.00000000,37.98777084,2.96049819,0.17078836,0.85972726,43.08674547,0.00521894,27.28262899,3.62308798,0.08002501,0.00000000,0.10018696,0.00000000,0.03330213,0.11332714,MS,12.996332652893914,0.05132336,441.00000000,12.977949383713696,0.12153883,0.85447509,0.00000000,1.03323226
3.69881086,1,2.22990463,17.09591896,1.18605420,3.78987242,0.02477855,0.07038595,0.01901483,2.49046543,11.41688675,35.62324866,5.94429354,0.23464132,14.73855500538846,0.00030089,0.01811979,13.758177547089792,0.84063883,19.12706667,0.93080212,3.05739084,12.693668049011505,0.00418395,0.69862372,0.00000000,37.77543398,2.67531824,0.17113539,0.85743327,42.92992304,0.00523228,27.06511061,3.63276793,0.07979762,0.00000000,0.10007813,0.00000000,0.03331839,0.11311601,MS,12.709613366346728,0.05137112,442.00000000,12.704916663558386,0.12152531,0.86264360,0.00000000,1.04053213
3.70830943,1,2.23760997,16.87729956,1.17705342,3.77934143,0.02452052,0.07049467,0.01907665,2.47500964,11.38725838,35.39697620,5.94069675,0.23442325,14.493905059442286,0.00030109,0.01772146,13.509275646421248,0.84279760,19.05876012,0.92955128,3.05892077,12.471581784935356,0.00418787,0.69805926,0.00000000,37.57787033,2.44967340,0.17148133,0.85363481,42.78397095,0.00524548,26.84969173,3.64196595,0.07959073,0.00000000,0.09997231,0.00000000,0.03334145,0.11293218,MS,12.440992152682812,0.05141802,443.00000000,12.450023260950124,0.12149107,0.87051940,0.00000000,1.04727036
3.71752807,1,2.24520826,16.65087594,1.16854763,3.76340425,0.02426549,0.07060305,0.01913884,2.46241513,11.35858423,35.18481797,5.93755927,0.23421032,14.243410680748761,0.00030130,0.01734202,13.262614429535635,0.84489274,18.99187470,0.92853667,3.06036810,12.249271738762078,0.00419210,0.69750017,0.00000000,37.38962585,2.27347954,0.17182605,0.84863797,42.63670845,0.00525851,26.63600615,3.65089891,0.07940149,0.00000000,0.09986895,0.00000000,0.03336426,0.11276574,MS,12.18828995125571,0.05146422,444.00000000,12.20633277217707,0.12144458,0.87810533,0.00000000,1.05352677
3.72648661,1,2.25270040,16.41790735,1.16036272,3.74296480,0.02401305,0.07071135,0.01920136,2.45319325,11.33079877,34.98239359,5.93475500,0.23400141,13.987995290152416,0.00030150,0.01697592,13.017859759372916,0.84692878,18.92638679,0.92772374,3.06172167,12.033754002130342,0.00419655,0.69695093,0.00000000,37.20909097,2.13484554,0.17216950,0.84273516,42.49249815,0.00527135,26.42373662,3.65958484,0.07922467,0.00000000,0.09976762,0.00000000,0.03338932,0.11261399,MS,11.94617810106967,0.05150999,445.00000000,11.97214378875699,0.12138742,0.88543394,0.00000000,1.05935843
3.73526832,1,2.26007286,16.18201316,1.15241430,3.71866721,0.02376505,0.07081602,0.01926424,2.40199221,11.30362725,34.78969958,5.93248487,0.23379713,13.731033694235393,0.00030169,0.01662469,12.776854769717474,0.84892462,18.86237481,0.92703764,3.06304002,11.825884618169086,0.00420115,0.69637842,0.00000000,37.03703585,2.02661613,0.17250789,0.83613872,42.35343014,0.00528399,26.21471340,3.66810288,0.07905466,0.00000000,0.09966852,0.00000000,0.03341784,0.11247250,MS,11.714475422471121,0.05155178,446.00000000,11.74757733223211,0.12132463,0.89251113,0.00000000,1.06482053
3.74385010,1,2.26734934,15.94113817,1.14446826,3.69101847,0.02351765,0.07092355,0.01932746,2.42813207,11.27716546,34.60132771,5.93018317,0.23359450,13.470350111299426,0.00030189,0.01627992,12.535951428150899,0.85087502,18.79965000,0.92650442,3.06420657,11.622100079536835,0.00420590,0.69584792,0.00000000,36.86788429,1.93426790,0.17284747,0.82900988,42.21427095,0.00529640,26.00533658,3.67643062,0.07889471,0.00000000,0.09957053,0.00000000,0.03344676,0.11234147,MS,11.487296742501593,0.05159609,447.00000000,11.527430943022923,0.12125303,0.89936486,0.00000000,1.06992272
3.75233153,1,2.27450513,15.69997249,1.13670361,3.66014170,0.02327446,0.07102750,0.01939094,2.37769913,11.25108026,34.41982193,5.92830557,0.23339548,13.210466965480611,0.00030207,0.01594694,12.298662179233801,0.85280262,18.73836983,0.92603597,3.06533283,11.423918183953905,0.00421073,0.69529765,0.00000000,36.70482247,1.86583929,0.17318159,0.82136054,42.07895832,0.00530859,25.79908121,3.68466296,0.07873807,0.00000000,0.09947436,0.00000000,0.03347822,0.11221629,MS,11.267307270865834,0.05163656,448.00000000,11.314030034793175,0.12117919,0.90598471,0.00000000,1.07471461
3.76068161,1,2.28155226,15.45717788,1.12876732,3.62668210,0.02303362,0.07113122,0.01945476,2.36693937,11.22547649,34.24276973,5.92656706,0.23319872,12.949980498759667,0.00030224,0.01562154,12.063204974053011,0.85470037,18.67842731,0.92565514,3.06636299,11.230181495676456,0.00421564,0.69476165,0.00000000,36.54536310,1.80046807,0.17351340,0.81352124,41.94517683,0.00532055,25.59418871,3.69277005,0.07858672,0.00000000,0.09937952,0.00000000,0.03351102,0.11209774,MS,11.051915604035527,0.05167645,449.00000000,11.105207238182224,0.12110098,0.91238858,0.00000000,1.07920289
3.76807636,1,2.28842860,15.21697001,1.37494224,3.59029703,0.02280318,0.07123467,0.01951893,2.60997621,11.20411867,34.06695253,5.92367981,0.23301011,12.687353989060224,0.00031681,0.01531232,11.827233622470494,0.85638099,18.62132909,0.92531797,3.06729637,11.041553385194886,0.00421971,0.69424088,0.67210412,36.38960101,1.75087199,0.17384267,0.80522821,41.81987334,0.00533227,25.39264812,3.69994511,0.07843674,0.93854701,0.09929395,-0.31275868,0.03354914,0.11198589,MS,10.836161129278365,0.05171574,450.00000000,10.897693295530706,0.12102422,0.91928393,0.00000000,1.08427823
3.76679787,1,2.29121625,15.05355076,3.77480181,3.55268136,0.02278431,0.07133828,0.01958357,5.01170287,11.21594660,34.06219979,5.92293929,0.23322714,12.501391433915812,0.00093105,0.01523486,11.711931536988947,0.85609043,18.60475661,0.92663190,3.06812269,10.933855442646044,0.00422532,0.69374051,15.22025506,36.40323341,1.99400348,0.17416964,0.79794674,41.85851599,0.00534374,25.32188329,3.69880426,0.07849019,21.15881729,0.09941895,20.42771040,0.03368261,0.11217281,MS,10.828255472320384,0.05175471,451.00000000,10.859964432672786,0.12105433,0.92389524,0.00000000,1.08762078
3.76276413,1,2.28948878,14.98932485,2.54226968,3.52057323,0.02292625,0.07144899,0.01964849,3.86398275,11.22767823,34.27770637,5.93384668,0.23389764,12.464739033923943,0.00125617,0.01539707,11.790208897149816,0.85517367,18.61920658,0.92947929,3.06877345,10.987857200244363,0.00423967,0.69332511,24.32982836,36.58811339,2.16227123,0.17450165,0.79125534,41.96658380,0.00535506,25.39401110,3.69515010,0.07881725,33.68788542,0.09970697,33.13435089,0.03385720,0.11267445,MS,11.09742505450588,0.05180050,452.00000000,11.06450134850811,0.12122319,0.92010986,0.00000000,1.08234625
3.74691592,1,2.27932100,15.10809764,3.23093125,3.49457281,0.02343380,0.07158548,0.01971161,4.86031467,11.27357549,34.86540368,5.95562477,0.23543466,12.651299211131795,0.00236113,0.01604217,12.172845595406478,0.85157180,18.70394127,0.93532198,3.06895966,11.316505363101262,0.00426336,0.69317277,48.74525930,37.08609813,2.58091188,0.17485768,0.78681350,42.26615019,0.00536631,25.72984797,3.68027073,0.07964104,66.45257873,0.10037118,66.05308533,0.03414221,0.11378324,MS,11.80912337242132,0.05187387,453.00000000,11.661306651629054,0.12165142,0.90664722,0.00000000,1.06800201
3.72872274,1,2.26560505,15.38688927,3.74126485,3.48314150,0.02410135,0.07171921,0.01979765,5.44783123,11.32680313,35.50504647,5.97990485,0.23732973,13.002784850573834,0.00309853,0.01695988,12.67915060463064,0.84743699,18.81990897,0.94038385,3.06886087,11.76789108455404,0.00428874,0.69300013,60.26702331,37.64578472,3.28909967,0.17521010,0.78589046,42.63908639,0.00537695,26.17439702,3.66314648,0.08050483,81.51281049,0.10119379,81.13407649,0.03451419,0.11501902,MS,12.57813119132433,0.05192155,454.00000000,12.334999388358431,0.12231071,0.88971279,0.00000000,1.05150701
3.71066927,1,2.25152827,15.74723663,3.95493598,3.49724788,0.02478869,0.07194260,0.01988395,6.51168214,11.38060572,36.03323640,5.99665620,0.23935766,13.424208578244624,0.00343885,0.01791231,13.182373911855988,0.84333393,18.94082004,0.94450708,3.06809906,12.231490010193728,0.00431415,0.69368796,64.62830900,38.12102700,4.05514092,0.17565291,0.79111862,42.99244396,0.00538921,26.61487686,3.64614155,0.08138391,87.22778626,0.10207597,86.85053546,0.03487949,0.11626340,MS,13.224125278829494,0.05205865,455.00000000,12.926330656810253,0.12309426,0.87335928,0.00000000,1.03659422
3.69216700,1,2.23559189,16.21895611,4.32969748,3.53753072,0.02558338,0.07213110,0.01997024,6.58010095,11.43613107,36.58689585,6.01675820,0.24159694,13.955956057897545,0.00407799,0.01899518,13.762609490440969,0.83912886,19.07959088,0.94754512,3.06771757,12.753247963447947,0.00433995,0.69402147,71.62249531,38.63527706,4.89332300,0.17606319,0.80228429,43.40984601,0.00540112,27.12523769,3.62869459,0.08225566,96.49011348,0.10305119,96.10421657,0.03528925,0.11754490,MS,13.904053525345345,0.05216086,456.00000000,13.558559504445325,0.12405204,0.85542125,0.00000000,1.02102005
3.67323927,1,2.21798195,16.78068202,4.78331129,3.60403461,0.02648253,0.07231917,0.02005653,7.02847309,11.49337504,37.17330272,6.03991415,0.24407518,14.580769772278481,0.00492615,0.02018014,14.408455016472294,0.83482711,19.23553655,0.95009539,3.06756321,13.31450693761496,0.00436802,0.69432294,79.42806927,39.18391587,5.77169980,0.17647700,0.81992764,43.86506947,0.00541354,27.69563998,3.61085354,0.08318539,106.72905541,0.10413241,106.32116737,0.03572915,0.11891455,MS,14.61905463224861,0.05226264,457.00000000,14.22708927392635,0.12516064,0.83534867,0.00000000,1.00379178
3.65871186,1,2.20374965,17.34617789,4.16718551,3.69156087,0.02723802,0.07250064,0.02014284,6.33355293,11.53801598,37.53099822,6.05292610,0.24624065,15.180706719984084,0.00399293,0.02116258,14.942511186243918,0.83152542,19.36218259,0.94970249,3.06774919,13.784885888031544,0.00438841,0.69452434,70.23380601,39.55465846,6.52767730,0.17688954,0.84160736,44.24911721,0.00542653,28.16395619,3.59713277,0.08381405,94.83885049,0.10506942,94.45702508,0.03613008,0.11994413,MS,15.082604918911303,0.05235780,458.00000000,14.691700499199076,0.12629653,0.82196843,0.00000000,0.99447117
3.64751850,1,2.19198368,17.87413937,3.79962629,3.79169943,0.02789209,0.07267307,0.02022918,5.85811100,11.57270259,37.78126468,6.06222551,0.24818090,15.732495407861736,0.00341168,0.02195277,15.396301654337904,0.82898148,19.46729276,0.94808643,3.06830807,14.163446554074255,0.00440561,0.69459781,63.66845842,39.83202217,6.99333204,0.17729918,0.86620302,44.56860980,0.00544008,28.56050850,3.58657461,0.08428955,86.35864299,0.10590373,85.97781201,0.03649408,0.12078363,MS,15.421948333522709,0.05244389,459.00000000,15.041699221652818,0.12739728,0.81201088,0.00000000,0.98873957
3.64166935,1,2.18410337,18.31468400,3.32898849,3.89091007,0.02836654,0.07284478,0.02031556,5.37897578,11.59098205,37.86629209,6.06599359,0.24972114,16.182688160770866,0.00259400,0.02246950,15.711939346884595,0.82765212,19.53750181,0.94513706,3.06906597,14.409149288520007,0.00441876,0.69462332,52.15606737,39.96582273,7.13151681,0.17771426,0.88937062,44.78960949,0.00545417,28.83491622,3.58111105,0.08454224,71.33634238,0.10656082,70.94087880,0.03679662,0.12133886,MS,15.564113310835362,0.05252923,460.00000000,15.213864691207718,0.12838229,0.80650375,0.00000000,0.98733015
3.64919684,1,2.18478885,18.53921616,2.62893228,3.98154018,0.02842732,0.07301170,0.02040197,4.62154120,11.56749253,37.59125820,6.06099797,0.25030792,16.390380295979547,0.00132310,0.02241935,15.712356789982037,0.82936292,19.53016585,0.93974213,3.07005743,14.375392210613441,0.00442524,0.69456559,25.75818511,39.79214546,6.76952656,0.17813020,0.91019464,44.81093797,0.00546870,28.83557087,3.58845858,0.08429865,35.84601607,0.10680461,35.30794117,0.03696742,0.12126607,MS,15.26075667591869,0.05260972,461.00000000,14.990857256599288,0.12904185,0.80862296,0.00000000,0.99265306
3.66313036,1,2.19062741,18.56080684,2.32397682,4.05516843,0.02823673,0.07318416,0.02048843,4.38287527,11.52417732,37.18230954,6.05310940,0.25032007,16.386599534643242,0.00077068,0.02198589,15.518858270982946,0.83252963,19.47660196,0.93465408,3.07106494,14.14975088724296,0.00442992,0.69453046,10.16117132,39.48349329,5.89378004,0.17855630,0.92700026,44.69431032,0.00548358,28.66880211,3.60195997,0.08388677,14.22520946,0.10680150,13.27040994,0.03704580,0.12093256,MS,14.78506903054341,0.05269573,462.00000000,14.59044927085786,0.12938751,0.81434652,0.00000000,0.99994423
3.68069321,1,2.19963638,18.43065154,1.93186364,4.10518059,0.02788784,0.07336118,0.02057491,4.04509920,11.46893489,36.72320534,6.04503357,0.24998158,16.231636765235173,0.00045085,0.02134049,15.209132166451267,0.83652119,19.39436346,0.93042065,3.07206056,13.810076446156778,0.00443471,0.69451759,0.00000000,39.11211296,4.87390186,0.17899015,0.93762460,44.48884125,0.00549869,28.39866486,3.61896149,0.08342120,0.00000000,0.10664351,0.00000000,0.03706446,0.12048567,MS,14.24349143042692,0.05278626,463.00000000,14.11016192969386,0.12949591,0.82163052,0.00000000,1.00727851
3.69177546,1,2.20820045,18.23202104,1.29872547,4.13236389,0.02756436,0.07353472,0.02066139,3.37052098,11.43457474,36.39735132,6.03480513,0.24970215,15.997368819445995,0.00030713,0.02079639,14.918927453446395,0.83903988,19.31659187,0.92823572,3.07315250,13.540133041641718,0.00443768,0.69445969,0.00000000,38.82527465,3.46283625,0.17942240,0.94165762,44.26942739,0.00551392,28.14543224,3.62968779,0.08313070,0.00000000,0.10651022,0.00000000,0.03707372,0.12020442,MS,13.853873586301352,0.05287333,464.00000000,13.757109025027143,0.12949773,0.83109312,0.00000000,1.01640413
3.70203188,1,2.21664066,18.00964919,1.28730032,4.13416984,0.02724564,0.07370901,0.02074786,3.36801919,11.40287097,36.10879517,6.02559697,0.24943455,15.743172383414915,0.00030740,0.02028443,14.631857995975391,0.84137088,19.24051971,0.92669529,3.07416922,13.263172467010653,0.00444141,0.69440731,0.00000000,38.56157493,3.02899706,0.17985567,0.94007047,44.04486928,0.00552907,27.89464393,3.63962764,0.08289272,0.00000000,0.10638214,0.00000000,0.03707946,0.11997217,MS,13.508438618926894,0.05296116,465.00000000,13.432634909821447,0.12946238,0.84013561,0.00000000,1.02467620
3.71162528,1,2.22494624,17.77038425,1.27684859,4.12790998,0.02693331,0.07387990,0.02083429,3.31689526,11.37328014,35.84700192,6.01745816,0.24917786,15.475000776942455,0.00030766,0.01980161,14.349530834827034,0.84355120,19.16620505,0.92563506,3.07516638,12.999332176720536,0.00444569,0.69432464,0.00000000,38.31905142,2.68809083,0.18028531,0.93658190,43.82987240,0.00554407,27.64793952,3.64893543,0.08268609,0.00000000,0.10625885,0.00000000,0.03709141,0.11977750,MS,13.193889877281146,0.05304561,466.00000000,13.133641340547285,0.12940035,0.84882400,0.00000000,1.03226069
3.72068891,1,2.23314497,17.51636501,1.26707901,4.11480412,0.02662242,0.07405461,0.02092069,3.35275400,11.34541170,35.60066517,6.00961296,0.24892691,15.194413657923247,0.00030792,0.01933664,14.067662665306033,0.84561112,19.09342247,0.92496876,3.07600489,12.744033131477192,0.00445040,0.69428236,0.00000000,38.08771150,2.42711274,0.18071814,0.93135103,43.61789527,0.00555890,27.40112430,3.65773796,0.08250693,0.00000000,0.10613840,0.00000000,0.03710520,0.11961213,MS,12.896948680301994,0.05313392,467.00000000,12.849512340169985,0.12931478,0.85721329,0.00000000,1.03925256
3.72931764,1,2.24125394,17.24926782,1.25762485,4.09603627,0.02630979,0.07423774,0.02100706,3.44387348,11.31898578,35.36221026,6.00155639,0.24867822,14.902681061735434,0.00030810,0.01888130,13.783480896314911,0.84757219,19.02203012,0.92463314,3.07659508,12.493154337996923,0.00445542,0.69432547,0.00000000,37.86082470,2.22518367,0.18115840,0.92473272,43.40442636,0.00557351,27.15148148,3.66612545,0.08235226,0.00000000,0.10601948,0.00000000,0.03711785,0.11947011,MS,12.60906744129299,0.05323068,468.00000000,12.57305471172438,0.12920812,0.86534092,0.00000000,1.04571995
3.73770861,1,2.24921736,16.97879459,1.24839384,4.07274975,0.02600444,0.07441336,0.02109339,3.34499817,11.29332330,35.13820090,5.99441500,0.24843706,14.609149293977397,0.00030835,0.01845017,13.50514987526609,0.84947923,18.95241161,0.92444638,3.07720331,12.252818486617958,0.00446065,0.69430665,0.00000000,37.64681612,2.06550979,0.18158987,0.91732455,43.19994025,0.00558789,26.90709286,3.67428635,0.08220551,0.00000000,0.10590398,0.00000000,0.03713621,0.11934172,MS,12.33717051009311,0.05331997,469.00000000,12.310922232743248,0.12909534,0.87318702,0.00000000,1.05176384
3.74572741,1,2.25703911,16.70248491,1.23929999,4.04531073,0.02570551,0.07458255,0.02117969,3.25902713,11.26882627,34.92147003,5.98802209,0.24820208,14.311037890233347,0.00030857,0.01802908,13.231970072264335,0.85130168,18.88451192,0.92445910,3.07780632,12.047625755285988,0.00446602,0.69423808,0.00000000,37.44633286,1.94018190,0.18201334,0.90916010,43.02030806,0.00560202,26.66727917,3.68209042,0.08205910,0.00000000,0.10579138,0.00000000,0.03717059,0.11922969,MS,12.072474450856154,0.05340286,470.00000000,12.064727716385105,0.12897238,0.88080767,0.00000000,1.05742371
3.75356340,1,2.26474338,16.42262347,1.23022677,4.01405708,0.02540881,0.07475215,0.02126596,3.25500419,11.24495109,34.71057399,5.98179074,0.24796985,14.010616833400496,0.00030879,0.01761873,12.960240081570573,0.85308259,18.81813295,0.92459537,3.07828444,11.846253847002428,0.00447152,0.69418547,0.00000000,37.25017202,1.84060657,0.18243541,0.90031605,42.84202511,0.00561588,26.42839159,3.68971989,0.08192168,0.00000000,0.10568039,0.00000000,0.03720558,0.11912726,MS,11.814185042314408,0.05348620,471.00000000,11.824200705196173,0.12884259,0.88818727,0.00000000,1.06271255
3.76145506,1,2.27233195,16.14445442,1.22142241,3.97915242,0.02511397,0.07492236,0.02135219,3.25332538,11.22098827,34.50710510,5.97564332,0.24773936,13.713081961087875,0.00030901,0.01722491,12.689675133167144,0.85487615,18.75323935,0.92473028,3.07863019,11.622694079868486,0.00447709,0.69415187,0.00000000,37.05355457,1.77641110,0.18285602,0.89078104,42.64815247,0.00562946,26.19016223,3.69740398,0.08179539,0.00000000,0.10557062,0.00000000,0.03723017,0.11902555,MS,11.564884249464837,0.05357017,472.00000000,11.582966666294006,0.12871381,0.89529472,0.00000000,1.06766310
3.76892380,1,2.27983599,15.85561896,1.21189407,3.94170148,0.02481582,0.07510257,0.02143839,3.36328208,11.19839619,34.29877456,5.96887711,0.24750747,13.405870513377852,0.00030926,0.01681947,12.415576645271337,0.85657359,18.68958844,0.92512611,3.07869357,11.424286390374812,0.00448278,0.69422546,0.00000000,36.85707154,1.69396500,0.18328438,0.88124129,42.46499444,0.00564276,25.94794074,3.70468193,0.08167912,0.00000000,0.10546094,0.00000000,0.03726147,0.11894058,MS,11.309026115960542,0.05366418,473.00000000,11.345134623471642,0.12856689,0.90224197,0.00000000,1.07225456
3.77560830,1,2.28713557,15.57517535,1.47040766,3.90066515,0.02453223,0.07527663,0.02152455,3.54841578,11.17947121,34.09791950,5.96138848,0.24728664,13.102298256107215,0.00032465,0.01644691,12.144104509430766,0.85809279,18.62908500,0.92544716,3.07874536,11.212204566247223,0.00448753,0.69425812,0.69825380,36.66562227,1.63653120,0.18370408,0.87119363,42.28154982,0.00565578,25.71209036,3.71119084,0.08156356,0.98989584,0.10536202,-0.28683302,0.03729232,0.11885588,MS,11.061404856267124,0.05375208,474.00000000,11.108719900847992,0.12843076,0.90963271,0.00000000,1.07744697
3.77374266,1,2.29044289,15.36808451,4.06584803,3.85771106,0.02446668,0.07545773,0.02161068,6.22778737,11.19341843,34.05692591,5.95543028,0.24748508,12.870795621786545,0.00096789,0.01631898,11.985348757417873,0.85766879,18.60861792,0.92740140,3.07856616,11.076068312419896,0.00449383,0.69437282,15.77366848,36.63358517,1.85827369,0.18412807,0.86200900,42.25559162,0.00566850,25.60033558,3.70948132,0.08165687,22.25018822,0.10548303,21.50591623,0.03742471,0.11908158,MS,11.009742978493703,0.05384705,475.00000000,11.030587563674073,0.12840350,0.91482862,0.00000000,1.08094992
3.76944351,1,2.28919020,15.26688174,2.75082236,3.81868222,0.02457954,0.07563093,0.02169675,4.81848911,11.20615192,34.24508236,5.96253981,0.24816757,12.795876551446314,0.00131321,0.01645697,12.027063601467997,0.85669171,18.61949892,0.93075604,3.07845209,11.107497495338771,0.00450952,0.69443023,25.21275080,36.78124383,2.06041785,0.18454169,0.85341594,42.31222251,0.00568103,25.63827098,3.70555649,0.08202304,35.43780199,0.10577789,34.86722275,0.03761064,0.11963369,MS,11.243953913321365,0.05393418,476.00000000,11.201054508746196,0.12853388,0.91143550,0.00000000,1.07565438
3.75415369,1,2.27968366,15.35445067,3.51029501,3.78624422,0.02508012,0.07581156,0.02178278,5.66670693,11.25038063,34.80310582,5.98189935,0.24974710,12.948112231705004,0.00248102,0.01711114,12.372134197162902,0.85321675,18.69918855,0.93679973,3.07819298,11.41595307801934,0.00453497,0.69456929,50.14331346,37.24144333,2.54277910,0.18496059,0.84770947,42.56896643,0.00569344,25.94084665,3.69116523,0.08287017,69.26245286,0.10646278,68.84140172,0.03792859,0.12079876,MS,11.913527645142192,0.05402878,477.00000000,11.757298375331802,0.12894833,0.89840052,0.00000000,1.06136770
3.73696194,1,2.26685746,15.59929742,4.06929692,3.76876334,0.02575286,0.07598800,0.02186878,6.17560495,11.30046693,35.41261701,6.00500692,0.25171001,13.262695203517975,0.00326365,0.01804339,12.840729639317306,0.84930953,18.80812751,0.94215865,3.07805112,11.843354491601975,0.00456308,0.69467736,61.84231161,37.76923176,3.31573675,0.18537402,0.84572315,42.92304487,0.00570591,26.35413223,3.67496273,0.08379224,84.68692849,0.10731743,84.28531735,0.03831455,0.12210679,MS,12.644122964776805,0.05411922,478.00000000,12.392858612039408,0.12960322,0.88178580,0.00000000,1.04476121
3.72046411,1,2.25320426,15.95514064,4.29688120,3.77740754,0.02647923,0.07616738,0.02195476,6.43840820,11.34907343,35.94781537,6.02581338,0.25379808,13.677116166760298,0.00362155,0.01906475,13.340986143783745,0.84556003,18.92549879,0.94579216,3.07797343,12.309115980364506,0.00458970,0.69480990,66.21910166,38.25789356,4.20746526,0.18579072,0.85054283,43.30678070,0.00571859,26.79585080,3.65939571,0.08463821,90.44487303,0.10822715,90.04491684,0.03872554,0.12336376,MS,13.295106643084056,0.05421263,479.00000000,12.985590912601392,0.13043432,0.86548141,0.00000000,1.02978506
3.70347956,1,2.23791369,16.40415598,4.72256282,3.81456691,0.02730231,0.07635644,0.02204077,6.97957827,11.39954332,36.49510442,6.04794335,0.25611469,14.185324257818102,0.00433197,0.02018294,13.900034688223856,0.84169990,19.05894719,0.94880659,3.07789219,12.811924650300007,0.00461799,0.69501670,73.72875802,38.76464533,5.10706078,0.18621919,0.86192842,43.72113839,0.00573163,27.29070560,3.64336703,0.08552990,100.42729648,0.10923875,100.00962474,0.03916350,0.12469339,MS,13.9599092889991,0.05431567,480.00000000,13.599352153955415,0.13142130,0.84737514,0.00000000,1.01365702
3.68639398,1,2.22102951,16.93999162,5.21779292,3.87807471,0.02823072,0.07654591,0.02212687,7.47962811,11.45060471,37.07046571,6.07334734,0.25867148,14.784178724490902,0.00524361,0.02140368,14.520608477012075,0.83781681,19.20874406,0.95132710,3.07801526,13.350072226761945,0.00464890,0.69520282,81.58961839,39.30210519,6.02836363,0.18665177,0.87962348,44.17130727,0.00574517,27.84215388,3.62725928,0.08647614,110.85400311,0.11035750,110.41422777,0.03963351,0.12610966,MS,14.65305088956345,0.05441903,481.00000000,14.243553143240373,0.13256182,0.82698859,0.00000000,0.99565194
3.67296988,1,2.20736842,17.47490153,4.52243482,3.96342443,0.02900407,0.07674942,0.02221312,6.95203589,11.49145017,37.41433561,6.08692033,0.26091254,15.354601335991788,0.00425088,0.02240111,15.028555851431003,0.83476588,19.33040309,0.95115880,3.07813643,13.79452130702751,0.00467168,0.69548333,72.41099954,39.65799319,6.80049655,0.18710350,0.90207948,44.53937360,0.00575930,28.28880493,3.61457419,0.08713865,98.94812495,0.11132961,98.53199664,0.04005205,0.12719070,MS,15.095417257266416,0.05453630,482.00000000,14.685768205273247,0.13372184,0.81334870,0.00000000,0.98557737
3.66270445,1,2.19616844,17.97086401,4.10400101,4.06086152,0.02966733,0.07694702,0.02229965,6.46295602,11.52294655,37.64838849,6.09631855,0.26291312,15.87567458651426,0.00361545,0.02319253,15.455739010477796,0.83243283,19.43043535,0.94981377,3.07856823,14.147962803604845,0.00469094,0.69567204,65.49421130,39.91940502,7.25955359,0.18755521,0.92688641,44.84260525,0.00577402,28.66266790,3.60489027,0.08764387,89.82720660,0.11219163,89.41997903,0.04042913,0.12807300,MS,15.412930399584987,0.05464737,483.00000000,15.013614890267121,0.13484012,0.80323235,0.00000000,0.97920372
3.65711232,1,2.18859728,18.38513346,3.59715279,4.15709814,0.03015028,0.07714928,0.02238672,6.01169657,11.54032886,37.72483927,6.09961472,0.26451872,16.301088278771616,0.00275216,0.02371080,15.752976753453133,0.83116189,19.49786230,0.94723578,3.07910118,14.378457523579518,0.00470581,0.69586455,53.98572384,40.04355222,7.38521981,0.18801752,0.94977695,45.04855559,0.00578925,28.92090391,3.59966510,0.08793643,74.94851893,0.11287799,74.51465190,0.04073910,0.12867553,MS,15.543046232254643,0.05476255,484.00000000,15.174333572070383,0.13584319,0.79756730,0.00000000,0.97723287
3.66442140,1,2.18941255,18.58786805,2.81895621,4.24621412,0.03020464,0.07734537,0.02247503,5.15989770,11.51774691,37.44724296,6.09414187,0.26513739,16.48914498489279,0.00139596,0.02364051,15.743818580318225,0.83282305,19.48947665,0.94228987,3.07989058,14.336526436635852,0.00471354,0.69596635,26.88206682,39.86977201,6.98306913,0.18847914,0.97127895,45.06395520,0.00580495,28.91265160,3.60682186,0.08771849,38.01967981,0.11313546,37.44325175,0.04091126,0.12862976,MS,15.240291447150625,0.05487034,485.00000000,14.9528449843838,0.13650763,0.79952665,0.00000000,0.98207310
