sum_respi,organ,RGR_Structure,Uptake_Nitrates,WSC_g,amino_acids,senesced_mstruct,sucrose_consumption_mstruct,axis,Unloading_Sucrose,Dry_Mass,R_grain_growth_struct,R_residual,plant,Export_cytokinins,N_tot,sucrose,nitrates,R_grain_growth_starch,S_Amino_Acids,Nstruct,S_grain_structure,Conc_Nitrates,Export_Nitrates,Conc_Amino_Acids,mstruct,cytokinins,Conc_Sucrose,starch,Total_Organic_Nitrogen,S_grain_starch,t,Respi_growth,Unloading_Amino_Acids,AA_consumption_mstruct,regul_transpiration,proteins,N_exudation,R_Nnit_red,HATS_LATS,synthetized_mstruct,structure,Export_Amino_Acids,S_cytokinins,age_from_flowering,Conc_cytokinins,Proteins_N_Mass,S_Proteins,C_exudation,R_Nnit_upt
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.0281247793966259,507.73300301,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00710826,984.36727888,NA,NA,NA,NA,NA,NA,NA,594.2216487617603,NA,NA,120.00490907232685,NA,NA,NA,1292.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.47941009,roots,NA,3.11970060,0.019395498105504533,75.72958714,0.00000000,24.46202559,MS,47.12485191,NA,NA,0.84966642,1,0.30893192,0.00462361,678.84243369,64.19597756,NA,1.24665628,0.00266466,NA,120.46708154162609,3.13548501,113.68839850137537,0.53289228,18.93735882,106.15691969449453,NA,266.06214729,NA,1292.00000000,8.42396573,24.30682438,0.24393723,0.00271347,NA,1.05142089,1.31538034,33.77081092,NA,NA,33.28932668,0.56425540,NA,35.53693605132907,NA,NA,9.42497038,1.23852114
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.02823384880438608,535.19096629,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00749267,988.18470815,NA,NA,NA,NA,NA,NA,NA,625.8102076663527,NA,NA,120.36515086241786,NA,NA,NA,1293.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.37367584,roots,NA,3.08372283,0.019034190310644215,43.55887125,0.00000000,23.76930290,MS,55.73422178,NA,NA,0.73919468,1,0.58603072,0.00412762,666.19666087,60.70157464,NA,1.23946517,0.00266797,NA,113.7679627377245,5.71658165,65.31104434213768,0.53355596,18.63105576,104.04979515721847,NA,234.12846076,NA,1293.00000000,8.18541344,30.18509775,0.23702935,0.00523195,NA,0.72882977,1.30942158,33.95327914,NA,NA,36.91948039,0.53944918,NA,34.91865359675807,NA,NA,11.14684436,1.22423796
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.029153020035570427,555.06941788,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00777097,1020.35570124,NA,NA,NA,NA,NA,NA,NA,648.504042887981,NA,NA,124.17831148122235,NA,NA,NA,1294.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.26249929,roots,NA,3.07895612,0.01886849791160909,29.40813379,0.00000000,23.18124982,MS,74.63138605,NA,NA,0.69128999,1,0.75430646,0.00386438,660.39742691,55.81843167,NA,1.23394075,0.00267121,NA,104.48913305084872,6.94968436,44.04036891733948,0.53420322,18.13902371,103.01906935784329,NA,220.20888852,NA,1294.00000000,7.98290614,40.59917533,0.23116524,0.00691695,NA,0.66468151,1.30516675,34.18863691,NA,NA,29.40813379,0.51782706,NA,33.95528690086562,NA,NA,14.92627721,1.22234558
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.030645243543901475,562.88725511,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00788042,1072.58352404,NA,NA,NA,NA,NA,NA,NA,657.0879719394135,NA,NA,130.42534386803243,NA,NA,NA,1295.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.23466114,roots,NA,3.11470197,0.018993857806311666,28.08848946,0.00000000,22.90312136,MS,99.53155161,NA,NA,0.69000966,1,0.81183488,0.00377942,664.78502322,50.84107342,NA,1.23200421,0.00267441,NA,95.05798902590544,7.02989903,42.013830836092716,0.53484272,17.57870450,103.5795194659923,NA,219.11763591,NA,1295.00000000,7.88712729,52.23373343,0.22839172,0.00768178,NA,0.84108120,1.30467840,34.42650993,NA,NA,28.08848946,0.50561622,NA,32.86705388329983,NA,NA,19.90631032,1.23653668
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03242939203460231,564.61476827,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00790461,1135.02872121,NA,NA,NA,NA,NA,NA,NA,658.5486499473764,NA,NA,137.90221706813088,NA,NA,NA,1296.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.27491647,roots,NA,3.19597066,0.01943233333897251,31.24633237,0.00000000,23.09756310,MS,125.77508083,NA,NA,0.70937638,1,0.92906512,0.00375028,680.13166686,45.37122391,NA,1.23322094,0.00267763,NA,84.72879672876904,7.47181655,46.68093854277373,0.53548765,16.89094646,105.84303732066296,NA,222.50580953,NA,1296.00000000,7.95408701,62.56623008,0.23033070,0.00914899,NA,1.15566152,1.30754166,34.68323657,NA,NA,31.24633237,0.50010088,NA,31.543111376963093,NA,NA,25.15501617,1.26880035
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.034397844382701374,564.75116706,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00790652,1203.92455339,NA,NA,NA,NA,NA,NA,NA,658.1339120309434,NA,NA,146.145407025744,NA,NA,NA,1297.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.35489071,roots,NA,3.32088601,0.02017226336706347,35.49494676,0.00000000,23.79338580,MS,151.50101246,NA,NA,0.73856436,1,1.06686406,0.00373076,706.02921785,39.49100922,NA,1.23639214,0.00268095,NA,73.6563682852467,7.85672584,52.96251318871931,0.53615200,16.05533061,109.73710455594261,NA,226.99169342,NA,1297.00000000,8.19370685,71.06788657,0.23726950,0.01105276,NA,1.52331383,1.31253036,34.95639164,NA,NA,35.49494676,0.49703462,NA,29.945482979653512,NA,NA,30.30020249,1.31839175
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03626173901066521,564.18481269,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00789859,1269.16086537,NA,NA,NA,NA,NA,NA,NA,656.8708479798465,NA,NA,153.92318319208653,NA,NA,NA,1298.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.45785355,roots,NA,3.47066402,0.0211628941255094,39.25359738,0.00000000,24.94519313,MS,170.83518814,NA,NA,0.77125475,1,0.81982262,0.00374051,740.70129439,36.18045547,NA,1.24381440,0.00268444,NA,67.39416130831366,5.73591044,58.49485837974027,0.53684852,15.48264287,114.97676913862786,NA,230.99909946,NA,1298.00000000,8.59035370,75.94200330,0.24875542,0.00880756,NA,1.81068826,1.32212503,35.13173091,NA,NA,39.25359738,0.50758733,NA,28.839872723760163,NA,NA,34.16703763,1.37785362
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03779413415511538,564.06143098,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00789686,1322.79469543,NA,NA,NA,NA,NA,NA,NA,656.0856389578198,NA,NA,160.27114455395855,NA,NA,NA,1299.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.56811637,roots,NA,3.63155186,0.02228301979812393,41.50416197,0.00000000,26.43210324,MS,180.00289064,NA,NA,0.80112832,1,0.68076994,0.00374855,779.90569293,34.24058995,NA,1.25315730,0.00268813,NA,63.69316729894289,4.63341483,61.76369122801383,0.53758655,15.06239244,120.89614461676162,NA,233.51324705,NA,1299.00000000,9.10239960,76.75619537,0.26358300,0.00751774,NA,1.91583911,1.33388741,35.25678835,NA,NA,41.50416197,0.52442500,NA,28.01854416359656,NA,NA,36.00057813,1.44172609
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03890286733183634,563.91671616,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00789483,1361.60035661,NA,NA,NA,NA,NA,NA,NA,655.2345171942582,NA,NA,164.80114415222843,NA,NA,NA,1300.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.67099454,roots,NA,3.78449324,0.023401650952151222,44.27479528,0.00000000,28.03364204,MS,178.89685090,NA,NA,0.83226448,1,0.50479556,0.00378437,819.05778333,33.74847504,NA,1.26365256,0.00269204,NA,62.68647773768709,3.43817461,65.79096602284264,0.53836930,14.83526422,126.78066053821458,NA,236.56343403,NA,1300.00000000,9.65392008,74.09143527,0.27955367,0.00565980,NA,1.93408124,1.34701725,35.32901626,NA,NA,40.59502816,0.54701701,NA,27.555925386328852,NA,NA,35.77937018,1.50244382
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03926495815481093,556.99103866,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00779787,1374.27353542,NA,NA,NA,NA,NA,NA,NA,646.4745423816323,NA,NA,166.15184559596057,NA,NA,NA,1301.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.76197877,roots,NA,3.90809790,0.024372794973039427,59.84976864,0.00000000,29.54871339,MS,162.93672057,NA,NA,0.90629509,1,0.25142928,0.00402553,853.04782406,35.10501184,NA,1.27495172,0.00269617,NA,65.10641605198866,1.77589207,88.79880640858397,0.53919435,14.88065114,131.83987993414397,NA,252.43306947,NA,1301.00000000,10.17566383,66.03801273,0.29466208,0.00281044,NA,2.28632551,1.36114460,35.33284640,NA,NA,27.24911679,0.57723642,NA,27.597935844497123,NA,NA,32.58734411,1.55151487
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1301.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03889045192589998,546.44974600,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00765030,1361.16581741,NA,NA,NA,NA,NA,NA,NA,633.5098618127755,NA,NA,164.37772015438344,NA,NA,NA,1302.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.87334529,roots,NA,3.98607154,0.02503301569020381,76.45777612,0.00000000,30.79763650,MS,137.24273822,NA,NA,0.97950939,1,0.14405203,0.00429251,876.15554916,37.25938792,NA,1.28389536,0.00270047,NA,68.9919317628392,1.06774263,113.25939511830393,0.54005428,15.05019264,135.1956004359859,NA,269.34819339,NA,1302.00000000,10.60575436,55.09707817,0.30711644,0.00159206,NA,2.39529946,1.37287890,35.30819697,NA,NA,19.71946093,0.60506279,NA,27.86792595203494,NA,NA,27.44854764,1.58247040
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.038069010162079815,535.07214026,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00749101,1332.41535567,NA,NA,NA,NA,NA,NA,NA,619.5860594065223,NA,NA,160.7154744488497,NA,NA,NA,1303.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.96038040,roots,NA,4.01569373,0.02534037800309596,92.86724509,0.00000000,31.61357947,MS,110.85998595,NA,NA,1.04590867,1,0.08169046,0.00456334,886.91323011,39.88015674,NA,1.28974528,0.00270488,NA,73.72421871023582,0.63769082,137.34279196766101,0.54093699,15.29577809,136.63224667493702,NA,286.07291544,NA,1303.00000000,10.88673991,44.51921820,0.31525309,0.00088834,NA,2.32159385,1.38138843,35.26694630,NA,NA,13.36467443,0.62747749,NA,28.276450784597806,NA,NA,22.17199719,1.59423041
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.037219092143531314,526.24986909,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00736750,1302.66822502,NA,NA,NA,NA,NA,NA,NA,608.6413962504299,NA,NA,156.93943083041864,NA,NA,NA,1304.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.00796253,roots,NA,3.98331675,0.025171351996639668,104.12909865,0.00000000,31.98622866,MS,82.43597405,NA,NA,1.08366848,1,0.05661923,0.00476440,880.99731988,42.66086283,NA,1.29105999,0.00270934,NA,78.7347597982474,0.46429923,153.74428038141053,0.54183010,15.57575723,135.49716642141934,NA,297.65373817,NA,1304.00000000,11.01506877,33.30235567,0.31896917,0.00060464,NA,1.94869689,1.38507962,35.22004243,NA,NA,10.19959554,0.63947663,NA,28.74657057620895,NA,NA,16.48719481,1.58137675
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.0363314424472833,518.79813310,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00726317,1271.60048565,NA,NA,NA,NA,NA,NA,NA,599.3108935975907,NA,NA,153.01472262315312,NA,NA,NA,1305.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.02519516,roots,NA,3.93458609,0.024872331996325055,112.22969512,0.00000000,31.78540751,MS,72.59640405,NA,NA,1.10664382,1,0.05760384,0.00492017,870.53161987,45.36942120,NA,1.29069444,0.00271378,NA,83.59673724750327,0.49335845,165.43365265609384,0.54271761,15.86008956,133.66859801680494,NA,306.07130122,NA,1305.00000000,10.94591217,29.61848420,0.31696657,0.00060413,NA,1.87183834,1.38695555,35.17537485,NA,NA,10.98372439,0.64654315,NA,29.22346603496801,NA,NA,14.51928081,1.56203068
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03545208373489861,513.04620973,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00718265,1240.82293072,NA,NA,NA,NA,NA,NA,NA,591.9723965685845,NA,NA,149.13636393880415,NA,NA,NA,1306.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.02193654,roots,NA,3.87380401,0.024477207450104874,117.95915240,0.00000000,31.42203985,MS,65.18472244,NA,NA,1.11834696,1,0.05859500,0.00504152,856.70226075,47.99446354,NA,1.28896991,0.00271817,NA,88.29085330225391,0.52147323,173.59859370965634,0.54359497,16.14630857,131.33281086329742,NA,312.11410153,NA,1306.00000000,10.82077958,26.95209280,0.31334304,0.00060363,NA,1.79505412,1.38734156,35.13309127,NA,NA,11.53493184,0.64926244,NA,29.702829373156096,NA,NA,13.03694449,1.53790019
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1306.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.0345933118322898,508.68800342,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00712163,1210.76591413,NA,NA,NA,NA,NA,NA,NA,586.2688504316839,NA,NA,145.35643980314705,NA,NA,NA,1307.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.00362128,roots,NA,3.80492872,0.02401740710248025,121.99566457,0.00000000,30.93008840,MS,59.64012760,NA,NA,1.12193051,1,0.05958261,0.00513782,840.60924859,50.52787454,NA,1.28617999,0.00272249,NA,92.80388864764548,0.54853991,179.25427775484937,0.54445859,16.43220598,128.6613376249572,NA,316.45905097,NA,1307.00000000,10.65136670,25.05704619,0.30843726,0.00060312,NA,1.73108659,1.38653806,35.09327956,NA,NA,11.91966652,0.64825715,NA,30.180818559532206,NA,NA,11.92802552,1.51055670
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03375743100337022,505.36985770,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00707518,1181.51008512,NA,NA,NA,NA,NA,NA,NA,581.7894043151057,NA,NA,141.68460776340237,NA,NA,NA,1308.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.97468536,roots,NA,3.73090285,0.023516399832227527,124.82894654,0.00000000,30.34181630,MS,55.43245059,NA,NA,1.11972778,1,0.06055986,0.00521584,823.07399413,52.96486593,NA,1.28254965,0.00272672,NA,97.12874288771218,0.57450867,183.1323982794143,0.54530579,16.71589698,125.78171861128567,NA,319.59490389,NA,1308.00000000,10.44878397,23.71024168,0.30257096,0.00060261,NA,1.68139790,1.38477587,35.05596039,NA,NA,12.18615019,0.64406424,NA,30.654171053884117,NA,NA,11.08649012,1.48116843
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.032943937199067935,502.81021756,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00703934,1153.03780197,NA,NA,NA,NA,NA,NA,NA,578.207505947762,NA,NA,138.11852871626579,NA,NA,NA,1309.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.93835179,roots,NA,3.65382828,0.022990965309883014,126.80310805,0.00000000,29.68185338,MS,52.15631638,NA,NA,1.11340668,1,0.06151772,0.00528035,804.68378585,55.30309516,NA,1.27824740,0.00273087,NA,101.26276381698234,0.59932468,185.7463224519511,0.54613456,16.99577855,122.78472528079304,NA,321.86505518,NA,1309.00000000,10.22151313,22.74403211,0.29598976,0.00060206,NA,1.64377191,1.38222826,35.02110610,NA,NA,12.36759156,0.63713799,NA,31.12012997615247,NA,NA,10.43126328,1.45056983
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03215188297903611,500.80397169,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00701126,1125.31590427,NA,NA,NA,NA,NA,NA,NA,575.2855440137222,NA,NA,134.65389502991377,NA,NA,NA,1310.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.89691269,roots,NA,3.57519000,0.02245293452842521,128.15733354,0.00000000,28.96856580,MS,49.52427387,NA,NA,1.10414454,1,0.06245450,0.00533470,785.85270849,57.54188724,NA,1.27339976,0.00273491,NA,105.20628908043398,0.62301278,187.4524194792293,0.54694342,17.27048171,119.7340047875831,NA,323.50815746,NA,1310.00000000,9.97587893,22.03999158,0.28887680,0.00060151,NA,1.61528969,1.37902568,34.98865844,NA,NA,12.48817061,0.62786593,NA,31.576359050199827,NA,NA,9.90485477,1.41935043
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.03138073432256509,499.20556303,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00698888,1098.32570129,NA,NA,NA,NA,NA,NA,NA,572.8550479118223,NA,NA,131.28806314855734,NA,NA,NA,1311.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.85199224,roots,NA,3.49604107,0.021910657818880214,129.05855108,0.00000000,28.21576281,MS,47.34146567,NA,NA,1.09277590,1,0.06336717,0.00538121,766.87302366,59.68173863,NA,1.26810341,0.00273885,NA,108.9617186685974,0.64559246,188.49908675694851,0.54773125,17.53884127,116.67416278409185,NA,324.69074480,NA,1311.00000000,9.71663684,21.51740872,0.28136979,0.00060096,NA,1.59343745,1.37526814,34.95853889,NA,NA,12.56453082,0.61658545,NA,32.020888332390214,NA,NA,9.46829313,1.38792830
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.030630062566645137,497.91193848,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00697077,1072.05218983,NA,NA,NA,NA,NA,NA,NA,570.796792502925,NA,NA,128.01877870406767,NA,NA,NA,1312.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.80475092,roots,NA,3.41713475,0.021370063684722492,129.62433889,0.00000000,27.43409003,MS,45.47303499,NA,NA,1.07989873,1,0.06425107,0.00542156,747.95222897,61.72398336,NA,1.26243382,0.00274268,NA,112.5328923703846,0.66706929,189.06105513881778,0.54849726,17.79987387,113.63657892337915,NA,325.53010750,NA,1312.00000000,9.44745289,21.11983653,0.27357489,0.00060041,NA,1.57614668,1.37103416,34.93065540,NA,NA,12.60799618,0.60359662,NA,32.45207423150874,NA,NA,9.09460700,1.35660250
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.029899378226999288,496.85070983,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00695591,1046.47823794,NA,NA,NA,NA,NA,NA,NA,569.027025049989,NA,NA,124.84350319199405,NA,NA,NA,1313.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.75602403,roots,NA,3.33900852,0.020835339400730617,129.93725875,0.00000000,26.63200377,MS,43.82403235,NA,NA,1.06594218,1,0.06510327,0.00545691,729.23687903,63.67053051,NA,1.25645079,0.00274640,NA,115.92460299502763,0.68746601,189.26087173977777,0.54924088,18.05275784,110.64314868902625,NA,326.10860378,NA,1313.00000000,9.17123916,20.80693204,0.26557642,0.00059985,NA,1.56173523,1.36638639,34.90490846,NA,NA,12.62667414,0.58916924,NA,32.86856208478723,NA,NA,8.76480647,1.32558638
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.02918987505923743,496.43439240,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00695008,1021.64562707,NA,NA,NA,NA,NA,NA,NA,568.0170408883037,NA,NA,121.7667041391705,NA,NA,NA,1314.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
