sum_respi,organ,RGR_Structure,Uptake_Nitrates,WSC_g,amino_acids,senesced_mstruct,sucrose_consumption_mstruct,axis,Unloading_Sucrose,Dry_Mass,R_grain_growth_struct,R_residual,plant,Export_cytokinins,N_tot,sucrose,nitrates,R_grain_growth_starch,S_Amino_Acids,Nstruct,S_grain_structure,Conc_Nitrates,Export_Nitrates,Conc_Amino_Acids,mstruct,cytokinins,Conc_Sucrose,starch,Total_Organic_Nitrogen,S_grain_starch,t,Respi_growth,Unloading_Amino_Acids,AA_consumption_mstruct,regul_transpiration,proteins,N_exudation,R_Nnit_red,HATS_LATS,synthetized_mstruct,structure,Export_Amino_Acids,S_cytokinins,age_from_flowering,Conc_cytokinins,Proteins_N_Mass,S_Proteins,C_exudation,R_Nnit_upt
0.40827806,roots,NA,0.42478104,0.004732794866571429,2.05251034,0.00000000,4.39796030,MS,179.94960009,NA,NA,0.09639325,1,0.09575732,0.00065805,165.64782033,27.52032845,NA,1.46879684,0.00024403,NA,564.3379279571354,0.71044073,33.671383958680785,0.04876569,11.10583615,283.06756302433126,NA,19.48289929,NA,142.00000000,1.51452163,3.79179114,0.04385680,0.00143417,NA,0.44594419,0.14182124,2.16691891,NA,NA,0.47687231,1.28970873,NA,227.7387267564552,NA,NA,35.98992002,0.16863807
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010186546074,7.60526391,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010647,356.52911259,NA,NA,NA,NA,NA,NA,NA,78.93259343730175,NA,NA,385.4480460514964,NA,NA,NA,143.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.41055246,roots,NA,0.43243234,0.0047784522697142855,1.78639674,0.00000000,4.40502117,MS,223.15561243,NA,NA,0.09551612,1,0.10590832,0.00064891,167.24582944,27.09007031,NA,1.46962236,0.00024464,NA,554.1173287727694,0.77649188,29.23206557590314,0.04888869,11.06259024,285.07927811797236,NA,19.26071290,NA,143.00000000,1.51695317,4.76022088,0.04392722,0.00159241,NA,0.47671677,0.14225885,2.19546927,NA,NA,0.46083687,1.28891967,NA,226.28117546205473,NA,NA,44.63112249,0.17167564
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010711206490285716,8.11569942,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00011362,374.89222716,NA,NA,NA,NA,NA,NA,NA,84.02226910717468,NA,NA,404.29991980266044,NA,NA,NA,144.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.41520741,roots,NA,0.44417355,0.004872596953714285,1.55341276,0.00000000,4.42569997,MS,267.09435561,NA,NA,0.09510503,1,0.12525285,0.00063854,170.54089338,26.53791041,NA,1.47173797,0.00024526,NA,541.4545342328634,0.90472168,25.355496930767934,0.04901226,11.00000480,289.9629830373054,NA,19.07186235,NA,144.00000000,1.52407431,5.78208176,0.04413343,0.00189398,NA,0.48657864,0.14282374,2.22956689,NA,NA,0.47662591,1.28907950,NA,224.43373963983703,NA,NA,53.41887112,0.17633690
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.01128717113342857,8.70548335,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00012188,395.05098967,NA,NA,NA,NA,NA,NA,NA,89.90826329058625,NA,NA,424.99971670701166,NA,NA,NA,145.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.42222286,roots,NA,0.46043162,0.005016965691999999,1.34965496,0.00000000,4.45950933,MS,312.89008784,NA,NA,0.09512229,1,0.15041562,0.00062644,175.59379922,25.83310178,NA,1.47504228,0.00024588,NA,525.738597034645,1.06613074,21.973844602759893,0.04913678,10.91220604,297.7976294268096,NA,18.91257512,NA,145.00000000,1.53571721,6.89495665,0.04447058,0.00229277,NA,0.48098926,0.14350807,2.27056058,NA,NA,0.50130170,1.28973635,NA,222.0781671082232,NA,NA,62.57801757,0.18279135
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.011760254475428571,9.10953109,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00012753,411.60890664,NA,NA,NA,NA,NA,NA,NA,93.84649117362315,NA,NA,441.70828747865227,NA,NA,NA,146.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.42980210,roots,NA,0.47701270,0.005202962093999999,1.32358772,0.00000000,4.50535279,MS,342.28100048,NA,NA,0.09623718,1,0.12119439,0.00062021,182.10367329,25.36918063,NA,1.47925889,0.00024651,NA,514.9788293627392,0.84809872,21.494416064772906,0.04926257,10.85415638,308.0494198232045,NA,18.93143561,NA,146.00000000,1.55150429,7.57519909,0.04492773,0.00185724,NA,0.49756155,0.14428676,2.30050162,NA,NA,0.39823113,1.29195134,NA,220.33272685529803,NA,NA,68.45620010,0.18937404
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.01213158166,9.35602938,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00013098,424.60535810,NA,NA,NA,NA,NA,NA,NA,96.1430568432735,NA,NA,454.5070107303405,NA,NA,NA,147.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.43832061,roots,NA,0.49342318,0.005411886215142857,1.37588823,0.00000000,4.55894426,MS,356.11756154,NA,NA,0.09783381,1,0.10259403,0.00061727,189.41601753,25.06108169,NA,1.48376667,0.00024715,NA,507.41339651228077,0.71177545,22.28616078560239,0.04938987,10.81514695,319.5932309094962,NA,19.02919828,NA,147.00000000,1.56995953,7.84692493,0.04546215,0.00157787,NA,0.51735642,0.14510042,2.32339551,NA,NA,0.35169716,1.29472395,NA,218.9750033761984,NA,NA,71.22351231,0.19588900
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.012378397061142857,9.44471447,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00013223,433.24389714,NA,NA,NA,NA,NA,NA,NA,96.80805104485644,NA,NA,462.57681834488596,NA,NA,NA,148.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44653641,roots,NA,0.50815156,0.005625136316,1.49071467,0.00000000,4.61424948,MS,353.22317798,NA,NA,0.09973174,1,0.07901284,0.00061778,196.87977106,24.93716314,NA,1.48810606,0.00024779,NA,503.5907264143189,0.54621964,24.083255319050114,0.04951871,10.80017857,331.3221929313856,NA,19.19003837,NA,148.00000000,1.58900494,7.70026326,0.04601366,0.00121688,NA,0.53490003,0.14590439,2.33802436,NA,NA,0.29387139,1.29779642,NA,218.10298713355013,NA,NA,70.64463560,0.20173617
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.012356022550857142,9.30489211,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00013027,432.46078928,NA,NA,NA,NA,NA,NA,NA,95.13180825887603,NA,NA,460.5639207368873,NA,NA,NA,149.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45317519,roots,NA,0.51860322,0.005816865776285714,1.70589030,0.00000000,4.66678453,MS,319.00199932,NA,NA,0.10200965,1,0.03953263,0.00062371,203.59030217,25.09893434,NA,1.49181107,0.00024844,NA,505.52738795798746,0.27443008,27.487199442647498,0.04964901,10.82512337,341.71594789436216,NA,19.45175154,NA,149.00000000,1.60709639,6.86369553,0.04653754,0.00060744,NA,0.53458579,0.14665255,2.33982615,NA,NA,0.16786882,1.30132742,NA,218.03301556264665,NA,NA,63.80039986,0.20588548
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.012163177011142856,9.05579733,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00012678,425.71119539,NA,NA,NA,NA,NA,NA,NA,92.35074365504656,NA,NA,452.22809631276704,NA,NA,NA,150.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45834277,roots,NA,0.52492112,0.005960876136285714,1.92843499,0.00000000,4.71214762,MS,271.88083693,NA,NA,0.10407291,1,0.02273208,0.00063148,208.63066477,25.38430199,NA,1.49442231,0.00024910,NA,509.92378935721524,0.15897903,30.990960571371406,0.04978058,10.86720930,349.25042518253775,NA,19.72128613,NA,150.00000000,1.62271803,5.78349309,0.04698990,0.00034794,NA,0.50261501,0.14729856,2.33611230,NA,NA,0.10869814,1.30435771,NA,218.302183301199,NA,NA,54.37616739,0.20839368
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.011877648308000002,8.71601907,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00012202,415.71769078,NA,NA,NA,NA,NA,NA,NA,88.6618001962996,NA,NA,440.49972984115516,NA,NA,NA,151.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.46164899,roots,NA,0.52739130,0.006050449447999999,2.13677833,0.00000000,4.74713022,MS,223.98873003,NA,NA,0.10578937,1,0.01299266,0.00064005,211.76573068,25.74073379,NA,1.49592487,0.00024976,NA,515.7106715207001,0.09170148,34.2479556781953,0.04991313,10.91933197,353.5571546671854,NA,19.97696823,NA,151.00000000,1.63476496,4.69619188,0.04733875,0.00019792,NA,0.45202240,0.14783926,2.32922221,NA,NA,0.06851054,1.30674800,NA,218.76672470750682,NA,NA,44.79774601,0.20937435
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.01162919913314286,8.49292081,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00011890,407.02196966,NA,NA,NA,NA,NA,NA,NA,86.17804648843128,NA,NA,430.21563448603337,NA,NA,NA,152.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.46247570,roots,NA,0.52516481,0.0060594798557142854,2.29133460,0.00000000,4.77211652,MS,165.97602419,NA,NA,0.10682437,1,0.00891981,0.00064826,212.08179495,26.12496698,NA,1.49589539,0.00025043,NA,522.0151183761942,0.06356665,36.62737804412627,0.05004638,10.97578629,353.1420836532033,NA,20.17911242,NA,152.00000000,1.64336947,3.46325588,0.04758792,0.00013518,NA,0.35864144,0.14823101,2.32108617,NA,NA,0.05017699,1.30804219,NA,219.3122917182022,NA,NA,33.19520484,0.20849043
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.011392359293142857,8.27036846,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00011579,398.73257526,NA,NA,NA,NA,NA,NA,NA,83.70942191325453,NA,NA,420.3973490624797,NA,NA,NA,153.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.46229748,roots,NA,0.52157453,0.0060423643545714275,2.41956637,0.00000000,4.78367971,MS,145.85766448,NA,NA,0.10758819,1,0.00898274,0.00065604,211.48275241,26.50503472,NA,1.49536699,0.00025110,NA,528.1997036665043,0.06461312,38.57423325451699,0.05017995,11.03240511,351.2072590911974,NA,20.35504741,NA,153.00000000,1.64735147,3.02532751,0.04770323,0.00013543,NA,0.33375043,0.14857412,2.31312868,NA,NA,0.05308507,1.30889937,NA,219.85683744204604,NA,NA,29.17153290,0.20706509
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.011169291069714284,8.05336094,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00011275,390.92518744,NA,NA,NA,NA,NA,NA,NA,81.30856129772864,NA,NA,411.1322382797106,NA,NA,NA,154.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.46142342,roots,NA,0.51695045,0.006004864572285715,2.52696033,0.00000000,4.79090188,MS,130.17953072,NA,NA,0.10813438,1,0.00904693,0.00066346,210.17026003,26.87975748,NA,1.49443953,0.00025177,NA,534.2430947264484,0.06565701,40.179264502803605,0.05031372,11.08916634,348.0996502710063,NA,20.51021662,NA,154.00000000,1.64983857,2.68179893,0.04777525,0.00013570,NA,0.31304002,0.14887780,2.30539675,NA,NA,0.05555162,1.30938267,NA,220.40044624011105,NA,NA,26.03590614,0.20522933
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010958977200857142,7.84376709,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010981,383.56420203,NA,NA,NA,NA,NA,NA,NA,78.99462248583639,NA,NA,402.3830454431469,NA,NA,NA,155.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.46001064,roots,NA,0.51154978,0.0059516354545714285,2.61792618,0.00000000,4.79457871,MS,118.02099880,NA,NA,0.10850569,1,0.00911007,0.00067056,208.30724091,27.24826038,NA,1.49318814,0.00025243,NA,540.1300712283778,0.06667962,41.515183262471005,0.05044759,11.14605264,344.09843448418445,NA,20.64899439,NA,155.00000000,1.65110475,2.41349224,0.04781191,0.00013595,NA,0.29664861,0.14914893,2.29792540,NA,NA,0.05765729,1.30953485,NA,220.94321334279795,NA,NA,23.60419976,0.20308526
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010759494704,7.64218068,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010699,376.58231464,NA,NA,NA,NA,NA,NA,NA,76.77372797230908,NA,NA,394.0796563011943,NA,NA,NA,156.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45818195,roots,NA,0.50557202,0.0058863807637142855,2.69593113,0.00000000,4.79528567,MS,108.57899688,NA,NA,0.10873572,1,0.00917427,0.00067738,206.02332673,27.60987736,NA,1.49166965,0.00025310,NA,545.8495354426166,0.06769449,42.63902329469205,0.05058148,11.20304604,339.4248361422666,NA,20.77481830,NA,156.00000000,1.65134821,2.20345003,0.04781896,0.00013621,NA,0.28416345,0.14939271,2.29074149,NA,NA,0.05948948,1.30938479,NA,221.48513724786227,NA,NA,21.71579938,0.20071209
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010568100601142858,7.44836240,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010428,369.88352104,NA,NA,NA,NA,NA,NA,NA,74.64204240474878,NA,NA,386.1148148468272,NA,NA,NA,157.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45602178,roots,NA,0.49915083,0.005811650225142857,2.76337548,0.00000000,4.79344166,MS,101.16831095,NA,NA,0.10884709,1,0.00923857,0.00068396,203.40775788,27.96414655,NA,1.48991966,0.00025377,NA,551.3943525557262,0.06869365,43.59037758405594,0.05071533,11.26013140,334.2312174642263,NA,20.89006322,NA,157.00000000,1.65071319,2.03723118,0.04780058,0.00013647,NA,0.27488237,0.14961229,2.28386349,NA,NA,0.06109384,1.30894541,NA,222.02618813680203,NA,NA,20.23366219,0.19816288
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010383536290285716,7.26212684,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00010167,363.42377016,NA,NA,NA,NA,NA,NA,NA,72.59706635300456,NA,NA,378.44026472674676,NA,NA,NA,158.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45359379,roots,NA,0.49238965,0.0057294521031428566,2.82213007,0.00000000,4.78928265,MS,95.34801842,NA,NA,0.10885738,1,0.00930498,0.00069030,200.53082361,28.31068424,NA,1.48796458,0.00025444,NA,556.7593542062241,0.06969106,44.400122637492736,0.05084905,11.31729172,328.637446864789,NA,20.99657691,NA,158.00000000,1.64928096,1.90529476,0.04775910,0.00013676,NA,0.26837222,0.14980994,2.27730681,NA,NA,0.06252393,1.30822257,NA,222.56643378784855,NA,NA,19.06960368,0.19547869
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010204240504,7.08271198,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009916,357.14841764,NA,NA,NA,NA,NA,NA,NA,70.63056376984899,NA,NA,370.9971629784098,NA,NA,NA,159.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45096267,roots,NA,0.48539699,0.005641892636571428,2.87416769,0.00000000,4.78296802,MS,90.67879488,NA,NA,0.10878588,1,0.00936818,0.00069644,197.46624228,28.64923716,NA,1.48583538,0.00025511,NA,561.9414694425157,0.07064627,45.10037055779815,0.05098260,11.37451246,322.7673792627288,NA,21.09631066,NA,159.00000000,1.64710639,1.79827700,0.04769613,0.00013699,NA,0.26397025,0.14998847,2.27108124,NA,NA,0.06378680,1.30722734,NA,223.10577451914966,NA,NA,18.13575898,0.19270261
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.010029491687714286,6.91015167,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009674,351.03220907,NA,NA,NA,NA,NA,NA,NA,68.74231233965816,NA,NA,363.75778030333083,NA,NA,NA,160.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44815586,roots,NA,0.47821002,0.005549773188285714,2.92023344,0.00000000,4.77470835,MS,86.95679385,NA,NA,0.10863867,1,0.00943272,0.00070238,194.24206159,28.97962715,NA,1.48353729,0.00025578,NA,566.9393635094507,0.07159283,45.703701547384846,0.05111592,11.43177921,316.6692190189149,NA,21.18999018,NA,160.00000000,1.64426202,1.71176496,0.04761376,0.00013725,NA,0.26146153,0.15014810,2.26519349,NA,NA,0.06492871,1.30594845,NA,223.64420341060085,NA,NA,17.39135877,0.18984938
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.009858216534571428,6.74368960,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009441,345.03757871,NA,NA,NA,NA,NA,NA,NA,66.92423129171871,NA,NA,356.6818279319392,NA,NA,NA,161.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44521570,roots,NA,0.47090410,0.005454571091714285,2.96167399,0.00000000,4.76447997,MS,83.89708925,NA,NA,0.10842929,1,0.00949726,0.00070813,190.90998821,29.30171124,NA,1.48109213,0.00025644,NA,571.7524210739928,0.07252037,46.231955815680124,0.05124895,11.48907324,310.42910506784364,NA,21.27894250,NA,161.00000000,1.64073968,1.63975162,0.04751177,0.00013750,NA,0.26030679,0.15029075,2.25964855,NA,NA,0.06597005,1.30438996,NA,224.18163181879822,NA,NA,16.77941785,0.18694893
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.00968402672,6.64064713,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009297,338.94093520,NA,NA,NA,NA,NA,NA,NA,65.74331844682685,NA,NA,349.5376875127258,NA,NA,NA,162.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44215888,roots,NA,0.46351114,0.005356341276571429,2.99565038,0.00000000,4.75242170,MS,80.99379556,NA,NA,0.10814177,1,0.01005398,0.00071361,187.47194468,29.61166948,NA,1.47848970,0.00025711,NA,576.3082633586115,0.07720171,46.64155985648573,0.05138165,11.54588908,304.05138909837785,NA,21.36031041,NA,162.00000000,1.63658718,1.58685824,0.04739152,0.00014484,NA,0.25884310,0.15041513,2.25462266,NA,NA,0.07029067,1.30251247,NA,224.70841399604723,NA,NA,16.19875911,0.18401392
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.009582999659714285,6.87898501,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009631,335.40498809,NA,NA,NA,NA,NA,NA,NA,67.9399132922251,NA,NA,345.0634095408017,NA,NA,NA,163.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44012968,roots,NA,0.45854291,0.005273753626857143,2.90458436,0.00000000,4.73837532,MS,95.77444708,NA,NA,0.10730420,1,0.03074568,0.00071502,184.58137694,29.75620263,NA,1.47614596,0.00025777,NA,577.6338764548243,0.23649839,45.1075385987679,0.05151395,11.58209159,298.59448579785993,NA,21.31649583,NA,163.00000000,1.63175004,1.96428500,0.04725145,0.00044155,NA,0.30142257,0.15056338,2.25725177,NA,NA,0.20776730,1.30025708,NA,224.8340806713521,NA,NA,19.15488942,0.18204153
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,phloem,NA,NA,0.009631211779714287,6.97809017,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00009769,337.09241229,NA,NA,NA,NA,NA,NA,NA,68.75406828443056,NA,NA,345.97089736299586,NA,NA,NA,164.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.43808081,roots,NA,0.45494397,0.0052010661385714285,2.75877017,0.00000000,4.72686712,MS,108.14555604,NA,NA,0.10624768,1,0.04195912,0.00071439,182.03731485,29.80986126,NA,1.47396634,0.00025843,NA,577.1967173405533,0.32263797,42.7335926761315,0.05164593,11.60711782,293.726460875039,NA,21.21781833,NA,164.00000000,1.62778698,2.23870195,0.04713669,0.00060129,NA,0.32778855,0.15072625,2.26408550,NA,NA,0.26872839,1.29780364,NA,224.74409542049102,NA,NA,21.62911121,0.18061276
NA,xylem,NA,NA,NA,NA,NA,NA,MS,NA,NA,NA,NA,1,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
