t,plant,axis,C_exudated,GA,Growth,LAI_turgor,SAM_height,SAM_temperature,Total_Transpiration,Total_Transpiration_turgor,Tr,cohort,delta_plant_water_content,delta_teq,delta_teq_roots,green_area,mstruct,nb_leaves,plant_WC_DM,plant_water_content,res,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium,total_water_influx,xylem_water_potential
0,1,b'T1',NA,False,NA,NA,0,10.00000000,NA,NA,NA,4,NA,2883.20598615,2883.20598615,NA,NA,7,NA,NA,0.00000000,NA,vegetative,0.40044528,NA,NA,2883.20598615,NA,-0.11900251
0,1,b'T2',NA,False,NA,NA,0,10.00000000,NA,NA,NA,5,NA,2883.20598615,2883.20598615,NA,NA,6,NA,NA,0.00000000,NA,vegetative,0.40044528,NA,NA,2883.20598615,NA,-0.11900251
0,1,b'T3',NA,False,NA,NA,0,10.00000000,NA,NA,NA,6,NA,2883.20598615,2883.20598615,NA,NA,5,NA,NA,0.00000000,NA,vegetative,0.40044528,NA,NA,2883.20598615,NA,-0.11900251
0,1,b'T4',NA,False,NA,NA,0,10.00000000,NA,NA,NA,7,NA,2883.20598615,2883.20598615,NA,NA,4,NA,NA,0.00000000,NA,vegetative,0.40044528,NA,NA,2883.20598615,NA,-0.11900251
0,1,MS,0.00000000,False,0.00030230,0.00000000,0,10.00000000,NA,0.07916193,NA,1,0.00030077,2883.20598615,2883.20598615,0.00116948,0.05468138,10,90.17151037,0.50167450,0.00000000,0.00000000,vegetative,0.40044528,0.00100000,0.00000000,2883.20598615,0.07916040,-0.03367976
1,1,b'T1',NA,False,NA,NA,0,10.00000000,NA,NA,NA,4,NA,2883.20598615,2883.20598615,NA,NA,7,NA,NA,0.00000000,NA,vegetative,0.80089055,NA,NA,5766.41197231,NA,-0.11900251
1,1,b'T2',NA,False,NA,NA,0,10.00000000,NA,NA,NA,5,NA,2883.20598615,2883.20598615,NA,NA,6,NA,NA,0.00000000,NA,vegetative,0.80089055,NA,NA,5766.41197231,NA,-0.11900251
1,1,b'T3',NA,False,NA,NA,0,10.00000000,NA,NA,NA,6,NA,2883.20598615,2883.20598615,NA,NA,5,NA,NA,0.00000000,NA,vegetative,0.80089055,NA,NA,5766.41197231,NA,-0.11900251
1,1,b'T4',NA,False,NA,NA,0,10.00000000,NA,NA,NA,7,NA,2883.20598615,2883.20598615,NA,NA,4,NA,NA,0.00000000,NA,vegetative,0.80089055,NA,NA,5766.41197231,NA,-0.11900251
1,1,MS,0.00000000,False,0.00018729,0.00000000,0,10.00000000,0.00150781,0.09765805,NA,1,0.00018722,2883.20598615,2883.20598615,0.00117001,0.05523925,10,90.17202808,0.50170381,0.00000000,0.00000000,vegetative,0.80089055,0.33115852,1.33884517,5766.41197231,0.09765798,-0.03654042
