xylem_water_potential,axis,Ksoil,mstruct,SRWC,Tsoil,organ,proteins,Tr,soil_water_potential,total_water_potential,plant,age,amino_acids,t,sucrose,green_area
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00098871,1,NA,NA,367,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.21426682,368,1372.73411073,NA
NA,MS,NA,0.06227878,NA,NA,roots,NA,NA,NA,NA,1,NA,1.31888328,368,760.30116118,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00068439,1,NA,NA,368,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.86971621,369,1362.75341416,NA
NA,MS,NA,0.06238201,NA,NA,roots,NA,NA,NA,NA,1,NA,1.36528775,369,755.90885830,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047481,1,NA,NA,369,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.51665394,370,1352.89673122,NA
NA,MS,NA,0.06248539,NA,NA,roots,NA,NA,NA,NA,1,NA,1.40189689,370,750.89208081,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047558,1,NA,NA,370,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.16370980,371,1343.36218739,NA
NA,MS,NA,0.06258891,NA,NA,roots,NA,NA,NA,NA,1,NA,1.43308655,371,745.56493877,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047642,1,NA,NA,371,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.81268817,372,1333.94019092,NA
NA,MS,NA,0.06269258,NA,NA,roots,NA,NA,NA,NA,1,NA,1.46071852,372,740.05841718,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047746,1,NA,NA,372,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.46801190,373,1324.83312876,NA
NA,MS,NA,0.06279638,NA,NA,roots,NA,NA,NA,NA,1,NA,1.48673819,373,734.52807142,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047817,1,NA,NA,373,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.12751098,374,1315.62976167,NA
NA,MS,NA,0.06290033,NA,NA,roots,NA,NA,NA,NA,1,NA,1.51098782,374,728.95329109,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047901,1,NA,NA,374,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.79418623,375,1306.51795018,NA
NA,MS,NA,0.06300441,NA,NA,roots,NA,NA,NA,NA,1,NA,1.53405157,375,723.37931017,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00047984,1,NA,NA,375,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.46706795,376,1297.30005345,NA
NA,MS,NA,0.06310864,NA,NA,roots,NA,NA,NA,NA,1,NA,1.55566443,376,717.77774776,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00048067,1,NA,NA,376,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.14522133,377,1287.77891011,NA
NA,MS,NA,0.06321300,NA,NA,roots,NA,NA,NA,NA,1,NA,1.57517074,377,712.07955843,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00048149,1,NA,NA,377,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.91593414,378,1278.38092947,NA
NA,MS,NA,0.06331750,NA,NA,roots,NA,NA,NA,NA,1,NA,1.59164618,378,706.35919679,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00048229,1,NA,NA,378,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.78910436,379,1270.54186954,NA
NA,MS,NA,0.06342213,NA,NA,roots,NA,NA,NA,NA,1,NA,1.51405283,379,700.65152873,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049666,1,NA,NA,379,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.94064141,380,1274.12742281,NA
NA,MS,NA,0.06352691,NA,NA,roots,NA,NA,NA,NA,1,NA,1.41425897,380,696.64262355,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00119211,1,NA,NA,380,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.47413715,381,1292.74798797,NA
NA,MS,NA,0.06363182,NA,NA,roots,NA,NA,NA,NA,1,NA,1.21056878,381,696.19131145,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00157604,1,NA,NA,381,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.23181928,382,1319.16818745,NA
NA,MS,NA,0.06373690,NA,NA,roots,NA,NA,NA,NA,1,NA,1.01758409,382,700.41033400,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00300779,1,NA,NA,382,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.08764873,383,1347.61913770,NA
NA,MS,NA,0.06384217,NA,NA,roots,NA,NA,NA,NA,1,NA,0.89669695,383,708.66417809,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00403546,1,NA,NA,383,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.12509098,384,1379.52774860,NA
NA,MS,NA,0.06394765,NA,NA,roots,NA,NA,NA,NA,1,NA,0.80370625,384,720.12043594,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00451170,1,NA,NA,384,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.40053329,385,1416.03064478,NA
NA,MS,NA,0.06405336,NA,NA,roots,NA,NA,NA,NA,1,NA,0.72527032,385,734.55559739,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00539674,1,NA,NA,385,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.29317146,386,1445.98145149,NA
NA,MS,NA,0.06415932,NA,NA,roots,NA,NA,NA,NA,1,NA,0.77400181,386,750.55578484,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00662166,1,NA,NA,386,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.87901857,387,1470.54166287,NA
NA,MS,NA,0.06426552,NA,NA,roots,NA,NA,NA,NA,1,NA,0.85244092,387,766.10662165,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00528888,1,NA,NA,387,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.11344741,388,1486.82520470,NA
NA,MS,NA,0.06437197,NA,NA,roots,NA,NA,NA,NA,1,NA,0.96278185,388,779.77850325,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00445445,1,NA,NA,388,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.89896032,389,1486.74769263,NA
NA,MS,NA,0.06447864,NA,NA,roots,NA,NA,NA,NA,1,NA,1.12665358,389,789.41435587,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00329900,1,NA,NA,389,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.48614644,390,1477.98101806,NA
NA,MS,NA,0.06458553,NA,NA,roots,NA,NA,NA,NA,1,NA,1.25544098,390,793.77745996,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00164935,1,NA,NA,390,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.84051173,391,1464.04754315,NA
NA,MS,NA,0.06469261,NA,NA,roots,NA,NA,NA,NA,1,NA,1.34233861,391,793.49442656,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00102994,1,NA,NA,391,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.45363953,392,1452.22175219,NA
NA,MS,NA,0.06479985,NA,NA,roots,NA,NA,NA,NA,1,NA,1.40330044,392,789.87065800,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00071178,1,NA,NA,392,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.04942707,393,1441.31418247,NA
NA,MS,NA,0.06490726,NA,NA,roots,NA,NA,NA,NA,1,NA,1.44592420,393,785.12550065,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049417,1,NA,NA,393,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.63646379,394,1430.83862193,NA
NA,MS,NA,0.06501482,NA,NA,roots,NA,NA,NA,NA,1,NA,1.47839191,394,779.77991083,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049526,1,NA,NA,394,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.22008147,395,1420.47945880,NA
NA,MS,NA,0.06512252,NA,NA,roots,NA,NA,NA,NA,1,NA,1.50451349,395,774.07367369,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049620,1,NA,NA,395,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.80374719,396,1410.05537093,NA
NA,MS,NA,0.06523038,NA,NA,roots,NA,NA,NA,NA,1,NA,1.52603614,396,768.11418454,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049714,1,NA,NA,396,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.39380825,397,1399.96405106,NA
NA,MS,NA,0.06533838,NA,NA,roots,NA,NA,NA,NA,1,NA,1.54541807,397,762.07564570,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049808,1,NA,NA,397,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.99014888,398,1389.83610600,NA
NA,MS,NA,0.06544652,NA,NA,roots,NA,NA,NA,NA,1,NA,1.56322108,398,755.99462880,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00049906,1,NA,NA,398,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.59412802,399,1379.71923106,NA
NA,MS,NA,0.06555481,NA,NA,roots,NA,NA,NA,NA,1,NA,1.57973598,399,749.88505594,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00050014,1,NA,NA,399,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.20675040,400,1369.60422655,NA
NA,MS,NA,0.06566324,NA,NA,roots,NA,NA,NA,NA,1,NA,1.59516085,400,743.76074819,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00050102,1,NA,NA,400,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.82868332,401,1359.48259729,NA
NA,MS,NA,0.06577181,NA,NA,roots,NA,NA,NA,NA,1,NA,1.60961584,401,737.62869100,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00050200,1,NA,NA,401,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.55944814,402,1349.28452531,NA
NA,MS,NA,0.06588052,NA,NA,roots,NA,NA,NA,NA,1,NA,1.62103894,402,731.48803720,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00050299,1,NA,NA,402,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.51318967,403,1340.96724337,NA
NA,MS,NA,0.06598937,NA,NA,roots,NA,NA,NA,NA,1,NA,1.52606566,403,725.28220524,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00051841,1,NA,NA,403,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.62268949,404,1345.28602099,NA
NA,MS,NA,0.06609836,NA,NA,roots,NA,NA,NA,NA,1,NA,1.41440222,404,721.11965394,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00125844,1,NA,NA,404,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.17215003,405,1365.55644463,NA
NA,MS,NA,0.06620750,NA,NA,roots,NA,NA,NA,NA,1,NA,1.19655890,405,720.81149798,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00165172,1,NA,NA,405,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.96500817,406,1394.21011775,NA
NA,MS,NA,0.06631681,NA,NA,roots,NA,NA,NA,NA,1,NA,0.99798664,406,725.47356065,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00315276,1,NA,NA,406,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.85719350,407,1425.18589894,NA
NA,MS,NA,0.06642633,NA,NA,roots,NA,NA,NA,NA,1,NA,0.88028698,407,734.45082991,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00423032,1,NA,NA,407,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.94277646,408,1459.80089113,NA
NA,MS,NA,0.06653606,NA,NA,roots,NA,NA,NA,NA,1,NA,0.79282786,408,746.81491972,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00473749,1,NA,NA,408,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.28582997,409,1499.48598649,NA
NA,MS,NA,0.06664604,NA,NA,roots,NA,NA,NA,NA,1,NA,0.71965314,409,762.35963786,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00566758,1,NA,NA,409,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.18753656,410,1532.04735134,NA
NA,MS,NA,0.06675628,NA,NA,roots,NA,NA,NA,NA,1,NA,0.77929813,410,779.48251431,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00695877,1,NA,NA,410,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.75841355,411,1558.65761669,NA
NA,MS,NA,0.06686677,NA,NA,roots,NA,NA,NA,NA,1,NA,0.86491424,411,796.05510274,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00554212,1,NA,NA,411,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.94967260,412,1576.48838624,NA
NA,MS,NA,0.06697752,NA,NA,roots,NA,NA,NA,NA,1,NA,0.97990818,412,810.56380845,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00466785,1,NA,NA,412,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.65806454,413,1576.36804299,NA
NA,MS,NA,0.06708851,NA,NA,roots,NA,NA,NA,NA,1,NA,1.15056375,413,820.66054507,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00345451,1,NA,NA,413,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.16638424,414,1566.98620878,NA
NA,MS,NA,0.06719972,NA,NA,roots,NA,NA,NA,NA,1,NA,1.28156431,414,825.11193910,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00172932,1,NA,NA,414,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.42947357,415,1552.05114391,NA
NA,MS,NA,0.06731113,NA,NA,roots,NA,NA,NA,NA,1,NA,1.36748226,415,824.67878297,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00108188,1,NA,NA,415,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.99257079,416,1539.42897376,NA
NA,MS,NA,0.06742271,NA,NA,roots,NA,NA,NA,NA,1,NA,1.42603282,416,820.73472262,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00074953,1,NA,NA,416,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.53967251,417,1527.77084612,NA
NA,MS,NA,0.06753446,NA,NA,roots,NA,NA,NA,NA,1,NA,1.46527441,417,815.63991222,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00051954,1,NA,NA,417,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.07871011,418,1516.53027536,NA
NA,MS,NA,0.06764636,NA,NA,roots,NA,NA,NA,NA,1,NA,1.49392367,418,809.93233164,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052046,1,NA,NA,418,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.61730721,419,1505.64437494,NA
NA,MS,NA,0.06775842,NA,NA,roots,NA,NA,NA,NA,1,NA,1.51699993,419,803.92915755,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052151,1,NA,NA,419,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.15370000,420,1494.34137660,NA
NA,MS,NA,0.06787064,NA,NA,roots,NA,NA,NA,NA,1,NA,1.53483901,420,797.61684344,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052260,1,NA,NA,420,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.69966742,421,1483.54348193,NA
NA,MS,NA,0.06798300,NA,NA,roots,NA,NA,NA,NA,1,NA,1.55091952,421,791.24980150,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052263,1,NA,NA,421,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.25412962,422,1472.89183866,NA
NA,MS,NA,0.06809551,NA,NA,roots,NA,NA,NA,NA,1,NA,1.56603885,422,784.89050899,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052375,1,NA,NA,422,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.81719947,423,1462.20911363,NA
NA,MS,NA,0.06820817,NA,NA,roots,NA,NA,NA,NA,1,NA,1.58021908,423,778.53214186,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052537,1,NA,NA,423,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.38905571,424,1451.40798721,NA
NA,MS,NA,0.06832098,NA,NA,roots,NA,NA,NA,NA,1,NA,1.59313486,424,772.14283245,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052664,1,NA,NA,424,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.97160814,425,1440.60572250,NA
NA,MS,NA,0.06843394,NA,NA,roots,NA,NA,NA,NA,1,NA,1.60516140,425,765.73950913,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052768,1,NA,NA,425,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.67473945,426,1429.72414964,NA
NA,MS,NA,0.06854704,NA,NA,roots,NA,NA,NA,NA,1,NA,1.61394736,426,759.32348442,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00052813,1,NA,NA,426,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.74902190,427,1420.91894788,NA
NA,MS,NA,0.06866029,NA,NA,roots,NA,NA,NA,NA,1,NA,1.51056069,427,752.88586319,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00054455,1,NA,NA,427,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.82605365,428,1425.12469341,NA
NA,MS,NA,0.06877368,NA,NA,roots,NA,NA,NA,NA,1,NA,1.39052208,428,748.46928319,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00130981,1,NA,NA,428,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.39735160,429,1446.76428713,NA
NA,MS,NA,0.06888723,NA,NA,roots,NA,NA,NA,NA,1,NA,1.16568459,429,748.18998532,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00171259,1,NA,NA,429,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.22258932,430,1477.15885218,NA
NA,MS,NA,0.06900096,NA,NA,roots,NA,NA,NA,NA,1,NA,0.96683597,430,753.11184185,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00325062,1,NA,NA,430,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.13360970,431,1509.78426020,NA
NA,MS,NA,0.06911489,NA,NA,roots,NA,NA,NA,NA,1,NA,0.85506970,431,762.48788717,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00435481,1,NA,NA,431,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.24583106,432,1546.74994085,NA
NA,MS,NA,0.06922906,NA,NA,roots,NA,NA,NA,NA,1,NA,0.77400034,432,775.42148942,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00486229,1,NA,NA,432,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.63314838,433,1589.26488106,NA
NA,MS,NA,0.06934348,NA,NA,roots,NA,NA,NA,NA,1,NA,0.70486700,433,791.69644734,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00581761,1,NA,NA,433,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.52460230,434,1623.84402125,NA
NA,MS,NA,0.06945817,NA,NA,roots,NA,NA,NA,NA,1,NA,0.77167552,434,809.62067689,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00715536,1,NA,NA,434,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.06877895,435,1652.08546505,NA
NA,MS,NA,0.06957313,NA,NA,roots,NA,NA,NA,NA,1,NA,0.85965455,435,826.85832853,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00568662,1,NA,NA,435,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,21.20177089,436,1671.34993112,NA
NA,MS,NA,0.06968835,NA,NA,roots,NA,NA,NA,NA,1,NA,0.97420585,436,841.88972763,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00479619,1,NA,NA,436,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.82896149,437,1671.49040746,NA
NA,MS,NA,0.06980383,NA,NA,roots,NA,NA,NA,NA,1,NA,1.14608682,437,852.29653859,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00356058,1,NA,NA,437,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.25234246,438,1661.49729145,NA
NA,MS,NA,0.06991953,NA,NA,roots,NA,NA,NA,NA,1,NA,1.27480777,438,856.69558000,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00179524,1,NA,NA,438,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.41637966,439,1645.88141184,NA
NA,MS,NA,0.07003544,NA,NA,roots,NA,NA,NA,NA,1,NA,1.35678429,439,855.98951461,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00113152,1,NA,NA,439,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.91769849,440,1632.43559172,NA
NA,MS,NA,0.07015154,NA,NA,roots,NA,NA,NA,NA,1,NA,1.41118702,440,851.60402614,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00078930,1,NA,NA,440,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.40721501,441,1620.36701708,NA
NA,MS,NA,0.07026780,NA,NA,roots,NA,NA,NA,NA,1,NA,1.44771666,441,846.15015166,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00054723,1,NA,NA,441,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.88923472,442,1608.70196138,NA
NA,MS,NA,0.07038422,NA,NA,roots,NA,NA,NA,NA,1,NA,1.47382652,442,840.11118936,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00054771,1,NA,NA,442,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.37199307,443,1597.46485095,NA
NA,MS,NA,0.07050080,NA,NA,roots,NA,NA,NA,NA,1,NA,1.49520397,443,833.82665942,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00055001,1,NA,NA,443,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.85869189,444,1586.34203597,NA
NA,MS,NA,0.07061755,NA,NA,roots,NA,NA,NA,NA,1,NA,1.51360226,444,827.41735892,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00055046,1,NA,NA,444,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.35147170,445,1575.16849641,NA
NA,MS,NA,0.07073445,NA,NA,roots,NA,NA,NA,NA,1,NA,1.52964860,445,820.91622508,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00055149,1,NA,NA,445,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.85381443,446,1564.06211091,NA
NA,MS,NA,0.07085150,NA,NA,roots,NA,NA,NA,NA,1,NA,1.54420912,446,814.38069145,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00055251,1,NA,NA,446,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.36698888,447,1553.00364160,NA
NA,MS,NA,0.07096871,NA,NA,roots,NA,NA,NA,NA,1,NA,1.55793750,447,807.84055324,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00055356,1,NA,NA,447,NA,NA
