xylem_water_potential,axis,Ksoil,mstruct,SRWC,Tsoil,organ,proteins,Tr,soil_water_potential,total_water_potential,plant,age,amino_acids,t,sucrose,green_area
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.49952555,722,3019.61343489,NA
NA,MS,NA,0.11173397,NA,NA,roots,NA,NA,NA,NA,1,NA,0.45525983,722,1175.36666115,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00877367,1,NA,NA,722,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.51215465,723,3069.19579087,NA
NA,MS,NA,0.11191820,NA,NA,roots,NA,NA,NA,NA,1,NA,0.50390004,723,1198.85993121,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00703367,1,NA,NA,723,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,18.90394235,724,3101.14339373,NA
NA,MS,NA,0.11210286,NA,NA,roots,NA,NA,NA,NA,1,NA,0.57328220,724,1218.55682630,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00593904,1,NA,NA,724,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.56175293,725,3099.04913286,NA
NA,MS,NA,0.11228794,NA,NA,roots,NA,NA,NA,NA,1,NA,0.69834285,725,1230.83769574,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00443576,1,NA,NA,725,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.09267880,726,3080.45589175,NA
NA,MS,NA,0.11247338,NA,NA,roots,NA,NA,NA,NA,1,NA,0.79937099,726,1234.51051738,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00228538,1,NA,NA,726,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.31824649,727,3050.98678073,NA
NA,MS,NA,0.11265914,NA,NA,roots,NA,NA,NA,NA,1,NA,0.87645043,727,1230.98983319,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00148111,1,NA,NA,727,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.35831704,728,3025.45795837,NA
NA,MS,NA,0.11284517,NA,NA,roots,NA,NA,NA,NA,1,NA,0.95228828,728,1222.90425362,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00106838,1,NA,NA,728,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.46970727,729,3000.60600114,NA
NA,MS,NA,0.11303145,NA,NA,roots,NA,NA,NA,NA,1,NA,1.01390472,729,1213.51735577,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073661,1,NA,NA,729,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.65330666,730,2976.23357592,NA
NA,MS,NA,0.11321797,NA,NA,roots,NA,NA,NA,NA,1,NA,1.06652454,730,1203.50258533,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073634,1,NA,NA,730,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.90572940,731,2952.05522719,NA
NA,MS,NA,0.11340472,NA,NA,roots,NA,NA,NA,NA,1,NA,1.11265116,731,1193.15871280,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073605,1,NA,NA,731,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.22494875,732,2927.92443852,NA
NA,MS,NA,0.11359171,NA,NA,roots,NA,NA,NA,NA,1,NA,1.15371596,732,1182.64875487,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073569,1,NA,NA,732,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.61045154,733,2904.10217252,NA
NA,MS,NA,0.11377892,NA,NA,roots,NA,NA,NA,NA,1,NA,1.19086214,733,1172.12755882,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073537,1,NA,NA,733,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.04762943,734,2879.27345469,NA
NA,MS,NA,0.11396636,NA,NA,roots,NA,NA,NA,NA,1,NA,1.22374747,734,1161.36385893,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073507,1,NA,NA,734,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.55238375,735,2855.79671106,NA
NA,MS,NA,0.11415402,NA,NA,roots,NA,NA,NA,NA,1,NA,1.25418925,735,1150.78920949,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073401,1,NA,NA,735,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.10571734,736,2831.89522309,NA
NA,MS,NA,0.11434190,NA,NA,roots,NA,NA,NA,NA,1,NA,1.28181291,736,1140.23273021,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073371,1,NA,NA,736,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.70659420,737,2807.94934482,NA
NA,MS,NA,0.11453000,NA,NA,roots,NA,NA,NA,NA,1,NA,1.30685023,737,1129.68436296,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073338,1,NA,NA,737,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.56169583,738,2783.49038341,NA
NA,MS,NA,0.11471832,NA,NA,roots,NA,NA,NA,NA,1,NA,1.32629303,738,1119.05781707,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073304,1,NA,NA,738,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.11265689,739,2756.73498101,NA
NA,MS,NA,0.11490685,NA,NA,roots,NA,NA,NA,NA,1,NA,1.18803037,739,1107.93638790,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00075068,1,NA,NA,739,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.41786038,740,2758.92424366,NA
NA,MS,NA,0.11509558,NA,NA,roots,NA,NA,NA,NA,1,NA,1.02650706,740,1099.65407049,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00172093,1,NA,NA,740,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.63521524,741,2793.29469031,NA
NA,MS,NA,0.11528454,NA,NA,roots,NA,NA,NA,NA,1,NA,0.74938616,741,1098.04038926,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00220436,1,NA,NA,741,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.24562120,742,2843.45273083,NA
NA,MS,NA,0.11547379,NA,NA,roots,NA,NA,NA,NA,1,NA,0.54681398,742,1104.52353770,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00407107,1,NA,NA,742,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,15.73286947,743,2899.02300177,NA
NA,MS,NA,0.11566338,NA,NA,roots,NA,NA,NA,NA,1,NA,0.45857274,743,1117.42690184,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00541746,1,NA,NA,743,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.33918135,744,2964.16597287,NA
NA,MS,NA,0.11585338,NA,NA,roots,NA,NA,NA,NA,1,NA,0.41086864,744,1135.38663222,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00603784,1,NA,NA,744,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.10460785,745,3041.32937011,NA
NA,MS,NA,0.11604382,NA,NA,roots,NA,NA,NA,NA,1,NA,0.42760935,745,1158.34458765,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00718149,1,NA,NA,745,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.71961178,746,3103.49572848,NA
NA,MS,NA,0.11623472,NA,NA,roots,NA,NA,NA,NA,1,NA,0.45295365,746,1183.45967125,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00875616,1,NA,NA,746,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.68289698,747,3154.10664801,NA
NA,MS,NA,0.11642611,NA,NA,roots,NA,NA,NA,NA,1,NA,0.49841535,747,1207.10150077,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00701744,1,NA,NA,747,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.05149454,748,3187.99398433,NA
NA,MS,NA,0.11661796,NA,NA,roots,NA,NA,NA,NA,1,NA,0.56448793,748,1227.13460325,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00592539,1,NA,NA,748,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.64137815,749,3185.52861966,NA
NA,MS,NA,0.11681025,NA,NA,roots,NA,NA,NA,NA,1,NA,0.69028559,749,1239.62207037,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00444510,1,NA,NA,749,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.10549083,750,3165.35807121,NA
NA,MS,NA,0.11700291,NA,NA,roots,NA,NA,NA,NA,1,NA,0.79244827,750,1243.17310370,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00227974,1,NA,NA,750,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.27054654,751,3134.06576876,NA
NA,MS,NA,0.11719591,NA,NA,roots,NA,NA,NA,NA,1,NA,0.87311909,751,1239.61248454,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00147071,1,NA,NA,751,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.27958924,752,3106.66078591,NA
NA,MS,NA,0.11738919,NA,NA,roots,NA,NA,NA,NA,1,NA,0.95156087,752,1231.12324444,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00105619,1,NA,NA,752,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.37325989,753,3080.35358480,NA
NA,MS,NA,0.11758272,NA,NA,roots,NA,NA,NA,NA,1,NA,1.01562102,753,1221.35314001,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072775,1,NA,NA,753,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.54374582,754,3054.45895668,NA
NA,MS,NA,0.11777649,NA,NA,roots,NA,NA,NA,NA,1,NA,1.07016903,754,1210.90957894,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072747,1,NA,NA,754,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.78916540,755,3028.63525319,NA
NA,MS,NA,0.11797049,NA,NA,roots,NA,NA,NA,NA,1,NA,1.11790618,755,1200.12839372,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072720,1,NA,NA,755,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.10887403,756,3003.34559098,NA
NA,MS,NA,0.11816473,NA,NA,roots,NA,NA,NA,NA,1,NA,1.16063924,756,1189.26046540,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072687,1,NA,NA,756,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.49310547,757,2977.64037613,NA
NA,MS,NA,0.11835920,NA,NA,roots,NA,NA,NA,NA,1,NA,1.19870811,757,1178.26090425,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072651,1,NA,NA,757,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.94051324,758,2951.93619119,NA
NA,MS,NA,0.11855390,NA,NA,roots,NA,NA,NA,NA,1,NA,1.23282759,758,1167.19378713,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072612,1,NA,NA,758,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.44614323,759,2926.13082643,NA
NA,MS,NA,0.11874881,NA,NA,roots,NA,NA,NA,NA,1,NA,1.26346519,759,1156.08722579,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072590,1,NA,NA,759,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.00199487,760,2899.95969397,NA
NA,MS,NA,0.11894395,NA,NA,roots,NA,NA,NA,NA,1,NA,1.29078581,760,1144.87387427,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072571,1,NA,NA,760,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.57775964,761,2875.00958104,NA
NA,MS,NA,0.11913930,NA,NA,roots,NA,NA,NA,NA,1,NA,1.31585462,761,1133.83499330,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072533,1,NA,NA,761,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.43034518,762,2850.12298389,NA
NA,MS,NA,0.11933486,NA,NA,roots,NA,NA,NA,NA,1,NA,1.33570068,762,1122.95233898,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00072597,1,NA,NA,762,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.26680052,763,2821.42442259,NA
NA,MS,NA,0.11953064,NA,NA,roots,NA,NA,NA,NA,1,NA,1.18948301,763,1111.46042897,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00074479,1,NA,NA,763,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.54980868,764,2823.79451134,NA
NA,MS,NA,0.11972662,NA,NA,roots,NA,NA,NA,NA,1,NA,1.01979119,764,1102.83781019,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00171921,1,NA,NA,764,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.82791223,765,2861.05488796,NA
NA,MS,NA,0.11992283,NA,NA,roots,NA,NA,NA,NA,1,NA,0.73420615,765,1101.29178895,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00220753,1,NA,NA,765,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.50294169,766,2914.46845520,NA
NA,MS,NA,0.12011932,NA,NA,roots,NA,NA,NA,NA,1,NA,0.52925303,766,1108.03034229,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00409096,1,NA,NA,766,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.04366720,767,2973.18143222,NA
NA,MS,NA,0.12031619,NA,NA,roots,NA,NA,NA,NA,1,NA,0.44510136,767,1121.42048376,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00545066,1,NA,NA,767,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.68910286,768,3042.49376718,NA
NA,MS,NA,0.12051348,NA,NA,roots,NA,NA,NA,NA,1,NA,0.41475449,768,1140.17951552,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00607878,1,NA,NA,768,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.48542320,769,3123.91123016,NA
NA,MS,NA,0.12071124,NA,NA,roots,NA,NA,NA,NA,1,NA,0.43845944,769,1163.96977148,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00722892,1,NA,NA,769,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.05577289,770,3189.60510079,NA
NA,MS,NA,0.12090951,NA,NA,roots,NA,NA,NA,NA,1,NA,0.46132011,770,1190.00383826,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00880972,1,NA,NA,770,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.95608748,771,3243.27271516,NA
NA,MS,NA,0.12110830,NA,NA,roots,NA,NA,NA,NA,1,NA,0.49895104,771,1214.57698870,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00706126,1,NA,NA,771,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.20252164,772,3277.90549957,NA
NA,MS,NA,0.12130758,NA,NA,roots,NA,NA,NA,NA,1,NA,0.56494453,772,1235.25021628,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00596273,1,NA,NA,772,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.69033864,773,3275.14626054,NA
NA,MS,NA,0.12150732,NA,NA,roots,NA,NA,NA,NA,1,NA,0.69180610,773,1248.14703381,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00442546,1,NA,NA,773,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.08237676,774,3255.48018598,NA
NA,MS,NA,0.12170747,NA,NA,roots,NA,NA,NA,NA,1,NA,0.79614548,774,1252.09146723,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00228022,1,NA,NA,774,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.17220592,775,3221.50298701,NA
NA,MS,NA,0.12190796,NA,NA,roots,NA,NA,NA,NA,1,NA,0.87695106,775,1248.41236174,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00147849,1,NA,NA,775,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.14028454,776,3193.72535877,NA
NA,MS,NA,0.12210874,NA,NA,roots,NA,NA,NA,NA,1,NA,0.95783985,776,1239.85875641,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00106755,1,NA,NA,776,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.19610091,777,3166.70651834,NA
NA,MS,NA,0.12230977,NA,NA,roots,NA,NA,NA,NA,1,NA,1.02369555,777,1229.97740280,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073644,1,NA,NA,777,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.34039197,778,3139.83828664,NA
NA,MS,NA,0.12251106,NA,NA,roots,NA,NA,NA,NA,1,NA,1.07967575,778,1219.46162586,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073714,1,NA,NA,778,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,10.56922476,779,3113.52852855,NA
NA,MS,NA,0.12271258,NA,NA,roots,NA,NA,NA,NA,1,NA,1.12864446,779,1208.66377865,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073786,1,NA,NA,779,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.87519914,780,3087.26287644,NA
NA,MS,NA,0.12291434,NA,NA,roots,NA,NA,NA,NA,1,NA,1.17192522,780,1197.71998218,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073849,1,NA,NA,780,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,9.25552905,781,3061.11796126,NA
NA,MS,NA,0.12311633,NA,NA,roots,NA,NA,NA,NA,1,NA,1.21055370,781,1186.75626194,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073901,1,NA,NA,781,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.70293461,782,3035.19826604,NA
NA,MS,NA,0.12331854,NA,NA,roots,NA,NA,NA,NA,1,NA,1.24509610,782,1175.78743074,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00073976,1,NA,NA,782,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,8.20615087,783,3008.38551306,NA
NA,MS,NA,0.12352099,NA,NA,roots,NA,NA,NA,NA,1,NA,1.27558680,783,1164.67489795,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00074036,1,NA,NA,783,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.76578699,784,2981.70007699,NA
NA,MS,NA,0.12372365,NA,NA,roots,NA,NA,NA,NA,1,NA,1.30257871,784,1153.47239546,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00074071,1,NA,NA,784,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.37665841,785,2954.92331110,NA
NA,MS,NA,0.12392653,NA,NA,roots,NA,NA,NA,NA,1,NA,1.32658620,785,1142.23208965,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00074135,1,NA,NA,785,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,7.26771578,786,2927.96113883,NA
NA,MS,NA,0.12412963,NA,NA,roots,NA,NA,NA,NA,1,NA,1.34454126,786,1130.94576835,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00074202,1,NA,NA,786,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.40590974,787,2896.76276720,NA
NA,MS,NA,0.12433293,NA,NA,roots,NA,NA,NA,NA,1,NA,1.19079672,787,1119.00449431,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00076058,1,NA,NA,787,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,11.71828338,788,2900.13265315,NA
NA,MS,NA,0.12453644,NA,NA,roots,NA,NA,NA,NA,1,NA,1.01577205,788,1110.05780113,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00173634,1,NA,NA,788,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.05499277,789,2938.03483377,NA
NA,MS,NA,0.12474017,NA,NA,roots,NA,NA,NA,NA,1,NA,0.72697896,789,1108.37528034,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00221838,1,NA,NA,789,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.76945425,790,2991.75518619,NA
NA,MS,NA,0.12494420,NA,NA,roots,NA,NA,NA,NA,1,NA,0.52315231,790,1114.81569920,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00407174,1,NA,NA,790,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.33294834,791,3051.67283710,NA
NA,MS,NA,0.12514861,NA,NA,roots,NA,NA,NA,NA,1,NA,0.44067807,791,1127.97588287,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00540736,1,NA,NA,791,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.98352483,792,3122.52074725,NA
NA,MS,NA,0.12535347,NA,NA,roots,NA,NA,NA,NA,1,NA,0.41723366,792,1146.53963900,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00602487,1,NA,NA,792,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.77278793,793,3206.61043267,NA
NA,MS,NA,0.12555882,NA,NA,roots,NA,NA,NA,NA,1,NA,0.44362545,793,1170.45923947,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00715510,1,NA,NA,793,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.31188336,794,3273.69022762,NA
NA,MS,NA,0.12576471,NA,NA,roots,NA,NA,NA,NA,1,NA,0.46741269,794,1196.47996538,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00870519,1,NA,NA,794,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,20.18134061,795,3328.68398203,NA
NA,MS,NA,0.12597115,NA,NA,roots,NA,NA,NA,NA,1,NA,0.49724354,795,1221.08995633,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00699231,1,NA,NA,795,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,19.38554162,796,3363.41839184,NA
NA,MS,NA,0.12617811,NA,NA,roots,NA,NA,NA,NA,1,NA,0.56128707,796,1241.73018423,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00591453,1,NA,NA,796,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,17.82321232,797,3359.02251219,NA
NA,MS,NA,0.12638556,NA,NA,roots,NA,NA,NA,NA,1,NA,0.68667989,797,1254.34091381,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00440874,1,NA,NA,797,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,16.17846101,798,3337.34044805,NA
NA,MS,NA,0.12659343,NA,NA,roots,NA,NA,NA,NA,1,NA,0.78971777,798,1257.82543290,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00229236,1,NA,NA,798,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,14.22607982,799,3302.20446140,NA
NA,MS,NA,0.12680165,NA,NA,roots,NA,NA,NA,NA,1,NA,0.87097993,799,1253.78953190,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00149892,1,NA,NA,799,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,13.17123964,800,3272.40914093,NA
NA,MS,NA,0.12701016,NA,NA,roots,NA,NA,NA,NA,1,NA,0.95386448,800,1244.85759757,NA
NA,MS,NA,NA,NA,NA,xylem,NA,NA,-0.11900251,-0.00109202,1,NA,NA,800,NA,NA
NA,MS,NA,NA,NA,NA,phloem,NA,NA,NA,NA,1,NA,12.21292955,801,3243.14273059,NA
NA,MS,NA,0.12721894,NA,NA,roots,NA,NA,NA,NA,1,NA,1.02075148,801,1234.50717087,NA
