xylem_water_potential,axis,total_water_influx,Growth,mstruct,delta_plant_water_content,LAI_turgor,Tr,plant_WC_DM,plant_water_content,plant,t,Total_Transpiration_turgor,green_area
-0.00052375,MS,0.01434231,0.00025131,0.12764638,0.00025128,0.00000000,NA,92.03886313,0.63217253,1,422,0.01434235,0.00220035
-0.00052537,MS,0.01437649,0.00025234,0.12796478,0.00025344,0.00000000,NA,92.04071048,0.63233195,1,423,0.01437539,0.00220000
-0.00052664,MS,0.01440573,0.00025191,0.12828824,0.00025205,0.00000000,NA,92.04258665,0.63249393,1,424,0.01440560,0.00219963
-0.00052768,MS,0.01441837,0.00025180,0.12861245,0.00025165,0.00000000,NA,92.04447489,0.63265703,1,425,0.01441852,0.00219934
-0.00052813,MS,0.01487455,0.00025184,0.12893727,0.00025163,0.00000000,NA,92.04636434,0.63282032,1,426,0.01487476,0.00219906
-0.00054455,MS,0.03613200,0.00025157,0.12926096,0.00025152,0.00000000,NA,92.04767292,0.63293345,1,427,0.03613206,0.00219877
-0.00130981,MS,0.04732055,0.00025151,0.12959085,0.00025144,0.00000000,NA,92.05278196,0.63337549,1,428,0.04732062,0.00219843
-0.00171259,MS,0.09004339,0.00025166,0.12991380,0.00025103,0.00000000,NA,92.05468498,0.63354029,1,429,0.09004402,0.00219851
-0.00325062,MS,0.12071628,0.00025068,0.13024742,0.00025039,0.00000000,NA,92.05891224,0.63390665,1,430,0.12071657,0.00219824
-0.00435481,MS,0.13481185,0.00025169,0.13058253,0.00025110,0.00000000,NA,92.06382078,0.63433255,1,431,0.13481243,0.00219829
-0.00486229,MS,0.16134858,0.00025165,0.13091323,0.00025126,0.00000000,NA,92.06771394,0.63467071,1,432,0.16134897,0.00219834
-0.00581761,MS,0.19850738,0.00025253,0.13124331,0.00025204,0.00000000,NA,92.07141570,0.63499256,1,433,0.19850786,0.00219825
-0.00715536,MS,0.15770813,0.00025351,0.13158704,0.00025370,0.00000000,NA,92.07868225,0.63562523,1,434,0.15770794,0.00219812
-0.00568662,MS,0.13297267,0.00025474,0.13193610,0.00025441,0.00000000,NA,92.08330743,0.63602853,1,435,0.13297300,0.00219841
-0.00479619,MS,0.09864803,0.00025696,0.13229754,0.00025619,0.00000000,NA,91.51725286,0.58993739,1,436,0.09864879,0.00220208
-0.00356058,MS,0.04960929,0.00025844,0.13266036,0.00025929,0.00000000,NA,91.52223384,0.59031612,1,437,0.04960844,0.00220553
-0.00179524,MS,0.03117127,0.00025972,0.13303041,0.00025953,0.00000000,NA,91.52369179,0.59042706,1,438,0.03117147,0.00220889
-0.00113152,MS,0.02166479,0.00026016,0.13339543,0.00026012,0.00000000,NA,91.52480499,0.59051180,1,439,0.02166484,0.00221216
-0.00078930,MS,0.01494003,0.00026076,0.13377330,0.00026077,0.00000000,NA,91.52572045,0.59058150,1,440,0.01494001,0.00221530
-0.00054723,MS,0.01495340,0.00026079,0.13413374,0.00026076,0.00000000,NA,91.52745530,0.59071362,1,441,0.01495343,0.00221861
-0.00054771,MS,0.01501689,0.00026124,0.13449314,0.00026120,0.00000000,NA,91.52944712,0.59086538,1,442,0.01501693,0.00222170
-0.00055001,MS,0.01502928,0.00026132,0.13484706,0.00026128,0.00000000,NA,91.53163584,0.59103223,1,443,0.01502932,0.00222478
-0.00055046,MS,0.01505767,0.00026150,0.13520013,0.00026147,0.00000000,NA,91.53393080,0.59120727,1,444,0.01505771,0.00222777
-0.00055149,MS,0.01508589,0.00026172,0.13555705,0.00026168,0.00000000,NA,91.53630730,0.59138863,1,445,0.01508592,0.00223073
-0.00055251,MS,0.01511465,0.00026197,0.13591318,0.00026194,0.00000000,NA,91.53873173,0.59157375,1,446,0.01511469,0.00223376
-0.00055356,MS,0.01510743,0.00026225,0.13626850,0.00026221,0.00000000,NA,91.54120099,0.59176240,1,447,0.01510747,0.00223676
-0.00055331,MS,0.01511587,0.00026257,0.13661797,0.00026253,0.00000000,NA,91.54370401,0.59195374,1,448,0.01511591,0.00223974
-0.00055362,MS,0.01514350,0.00026331,0.13684670,0.00026357,0.00000000,NA,91.54625317,0.59214873,1,449,0.01514325,0.00224262
-0.00055465,MS,0.01557042,0.00026373,0.13707656,0.00026374,0.00000000,NA,91.54898718,0.59235799,1,450,0.01557040,0.00224362
-0.00057003,MS,0.03740029,0.00026434,0.13730744,0.00026432,0.00000000,NA,91.55106084,0.59251679,1,451,0.03740031,0.00224463
-0.00135593,MS,0.04881217,0.00026479,0.13754931,0.00026475,0.00000000,NA,91.55743037,0.59300508,1,452,0.04881221,0.00224561
-0.00176677,MS,0.09226570,0.00026506,0.13778771,0.00026481,0.00000000,NA,91.56013671,0.59321276,1,453,0.09226594,0.00224710
-0.00333111,MS,0.12332512,0.00026574,0.13802677,0.00026333,0.00000000,NA,91.56543385,0.59361966,1,454,0.12332753,0.00224829
-0.00444927,MS,0.13760485,0.00026651,0.13826194,0.00026360,0.00000000,NA,91.57147617,0.59408442,1,455,0.13760776,0.00224961
-0.00496337,MS,0.16476900,0.00026767,0.13849876,0.00026667,0.00000000,NA,91.57637004,0.59446133,1,456,0.16477000,0.00225086
-0.00594132,MS,0.20156943,0.00026854,0.13874160,0.00026792,0.00000000,NA,91.58113802,0.59482897,1,457,0.20157005,0.00225204
-0.00726617,MS,0.16091844,0.00026938,0.13898609,0.00026898,0.00000000,NA,91.58979968,0.59549790,1,458,0.16091884,0.00225332
-0.00580276,MS,0.13549411,0.00027208,0.13923247,0.00027218,0.00000000,NA,91.59565491,0.59595088,1,459,0.13549401,0.00225481
-0.00488758,MS,0.10058945,0.00027416,0.13947542,0.00027310,0.00000000,NA,91.60125488,0.59638469,1,460,0.10059051,0.00225611
-0.00363109,MS,0.05058720,0.00027617,0.13972549,0.00027603,0.00000000,NA,91.60661141,0.59680019,1,461,0.05058733,0.00225728
-0.00183108,MS,0.03181563,0.00027882,0.14001119,0.00027873,0.00000000,NA,91.60835039,0.59693520,1,462,0.03181571,0.00225849
-0.00115540,MS,0.02221892,0.00027906,0.14027531,0.00027877,0.00000000,NA,91.61208950,0.59722567,1,463,0.02221921,0.00226032
-0.00080993,MS,0.01541655,0.00028148,0.14064730,0.00039792,0.00000000,NA,91.61348414,0.59733408,1,464,0.01530010,0.00226150
-0.00056513,MS,0.01542865,0.00028163,0.14098506,0.00038991,0.00000000,NA,91.61549441,0.59749041,1,465,0.01532037,0.00226409
-0.00056557,MS,0.01521696,0.00028153,0.14130609,0.00016084,0.00000000,NA,91.61777557,0.59766789,1,466,0.01533765,0.00226635
-0.00055795,MS,0.01527502,0.00028147,0.14162445,0.00020455,0.00000000,NA,91.62026667,0.59786182,1,467,0.01535193,0.00226828
-0.00056003,MS,0.01513376,0.00028122,0.14195074,0.00004957,0.00000000,NA,91.62285600,0.59806352,1,468,0.01536541,0.00227014
-0.00055494,MS,0.01536176,0.00028127,0.14227552,0.00026338,0.00000000,NA,91.62551035,0.59827041,1,469,0.01537965,0.00227212
-0.00056315,MS,0.01539118,0.00028113,0.14259842,0.00027917,0.00000000,NA,91.62820271,0.59848040,1,470,0.01539315,0.00227405
-0.00056420,MS,0.01537040,0.00028100,0.14293371,0.00024558,0.00000000,NA,91.63095037,0.59869484,1,471,0.01540582,0.00227590
-0.00056345,MS,0.01550297,0.00028097,0.14328947,0.00036381,0.00000000,NA,91.63369022,0.59890881,1,472,0.01542013,0.00227797
-0.00056822,MS,0.01543699,0.00028619,0.14361247,0.00028648,0.00000000,NA,91.63640356,0.59912085,1,473,0.01543670,0.00228036
-0.00056603,MS,0.01587061,0.00028318,0.14392862,0.00028315,0.00000000,NA,91.63916292,0.59933663,1,474,0.01587063,0.00228210
-0.00058154,MS,0.03800522,0.00028536,0.14424854,0.00028498,0.00000000,NA,91.64125225,0.59950010,1,475,0.03800561,0.00228369
-0.00137846,MS,0.04955476,0.00028358,0.14457764,0.00028351,0.00000000,NA,91.64755263,0.59999356,1,476,0.04955483,0.00228528
-0.00179418,MS,0.09360722,0.00028509,0.14491093,0.00028440,0.00000000,NA,91.65018613,0.60020004,1,477,0.09360791,0.00228732
-0.00338012,MS,0.12516854,0.00028051,0.14524815,0.00028013,0.00000000,NA,91.65530332,0.60060163,1,478,0.12516892,0.00228919
-0.00451617,MS,0.13978342,0.00028041,0.14558928,0.00028006,0.00000000,NA,91.66110766,0.60105775,1,479,0.13978376,0.00229122
-0.00504230,MS,0.16731988,0.00028065,0.14592830,0.00028017,0.00000000,NA,91.66578921,0.60142610,1,480,0.16732035,0.00229326
-0.00603362,MS,0.20474579,0.00028134,0.14627100,0.00028071,0.00000000,NA,91.67031062,0.60178223,1,481,0.20474642,0.00229520
-0.00738098,MS,0.16353974,0.00028144,0.14662265,0.00028166,0.00000000,NA,91.67867610,0.60244218,1,482,0.16353952,0.00229719
-0.00589756,MS,0.13776679,0.00028143,0.14697907,0.00028109,0.00000000,NA,91.68428308,0.60288526,1,483,0.13776713,0.00229950
-0.00496974,MS,0.10223713,0.00028430,0.14733933,0.00028482,0.00000000,NA,91.68965004,0.60330992,1,484,0.10223660,0.00230166
-0.00369077,MS,0.05154349,0.00028556,0.14769877,0.00028508,0.00000000,NA,91.69473326,0.60371265,1,485,0.05154397,0.00230382
-0.00186585,MS,0.03252804,0.00028388,0.14806339,0.00028378,0.00000000,NA,91.69650563,0.60385318,1,486,0.03252814,0.00230589
-0.00118123,MS,0.02279826,0.00028470,0.14843413,0.00028445,0.00000000,NA,91.69796318,0.60396879,1,487,0.02279851,0.00230778
-0.00083099,MS,0.01570521,0.00028496,0.14881043,0.00028458,0.00000000,NA,91.69916154,0.60406388,1,488,0.01570559,0.00230976
-0.00057565,MS,0.01572236,0.00028260,0.14918465,0.00028255,0.00000000,NA,91.70111423,0.60421888,1,489,0.01572240,0.00231177
-0.00057618,MS,0.01573917,0.00028114,0.14956218,0.00028109,0.00000000,NA,91.70328743,0.60439147,1,490,0.01573921,0.00231377
-0.00057673,MS,0.01575617,0.00028333,0.14994313,0.00028310,0.00000000,NA,91.70561951,0.60457678,1,491,0.01575640,0.00231582
-0.00057742,MS,0.01577376,0.00028260,0.15032747,0.00028242,0.00000000,NA,91.70803435,0.60476877,1,492,0.01577394,0.00231790
-0.00057803,MS,0.01579163,0.00028189,0.15071529,0.00028175,0.00000000,NA,91.71051703,0.60496627,1,493,0.01579177,0.00232003
-0.00057865,MS,0.01580985,0.00028131,0.15111326,0.00028118,0.00000000,NA,91.71303646,0.60516682,1,494,0.01580998,0.00232218
-0.00057928,MS,0.01582856,0.00028073,0.15150694,0.00028062,0.00000000,NA,91.71558243,0.60536961,1,495,0.01582867,0.00232443
-0.00057993,MS,0.01584724,0.00028019,0.15190355,0.00028009,0.00000000,NA,91.71814926,0.60557418,1,496,0.01584734,0.00232664
-0.00058059,MS,0.01585984,0.00028058,0.15230299,0.00028076,0.00000000,NA,91.72073516,0.60578040,1,497,0.01585965,0.00232888
-0.00058105,MS,0.01630580,0.00027922,0.15270553,0.00027911,0.00000000,NA,91.72331450,0.60598623,1,498,0.01630590,0.00233113
-0.00059706,MS,0.03880586,0.00028011,0.15311115,0.00027947,0.00000000,NA,91.72521426,0.60613791,1,499,0.03880650,0.00233342
-0.00140709,MS,0.05098028,0.00027992,0.15351979,0.00027724,0.00000000,NA,91.73129434,0.60662381,1,500,0.05098297,0.00233570
-0.00184537,MS,0.09641482,0.00027777,0.15394257,0.00027712,0.00000000,NA,91.73370765,0.60681688,1,501,0.09641547,0.00233833
-0.00348093,MS,0.12905612,0.00027445,0.15435957,0.00027405,0.00000000,NA,91.73857002,0.60720621,1,502,0.12905651,0.00234097
-0.00465590,MS,0.14414447,0.00027524,0.15478169,0.00027489,0.00000000,NA,91.74404601,0.60764523,1,503,0.14414482,0.00234365
-0.00519911,MS,0.17239942,0.00027337,0.15521810,0.00027285,0.00000000,NA,91.74846008,0.60799953,1,504,0.17239994,0.00234637
-0.00621622,MS,0.21113572,0.00027483,0.15563988,0.00027387,0.00000000,NA,91.75267866,0.60833850,1,505,0.21113668,0.00234925
-0.00761078,MS,0.16862973,0.00027334,0.15607034,0.00027351,0.00000000,NA,91.76069397,0.60898349,1,506,0.16862957,0.00235186
-0.00608051,MS,0.14206014,0.00027468,0.15651056,0.00027489,0.00000000,NA,91.76603329,0.60941385,1,507,0.14205993,0.00235480
-0.00512405,MS,0.10637445,0.00027213,0.15695424,0.00027180,0.00000000,NA,91.77115071,0.60982684,1,508,0.10637478,0.00235768
-0.00383928,MS,0.05344150,0.00027508,0.15738433,0.00027521,0.00000000,NA,91.77596495,0.61021583,1,509,0.05344138,0.00236055
-0.00193380,MS,0.03360712,0.00027523,0.15784123,0.00027512,0.00000000,NA,91.77758746,0.61034704,1,510,0.03360723,0.00236312
-0.00121976,MS,0.02347332,0.00027536,0.15828992,0.00027532,0.00000000,NA,91.77886491,0.61045037,1,511,0.02347336,0.00236585
-0.00085495,MS,0.01617811,0.00027503,0.15874762,0.00027504,0.00000000,NA,91.77990475,0.61053451,1,512,0.01617810,0.00236845
-0.00059231,MS,0.01620060,0.00027500,0.15920232,0.00027484,0.00000000,NA,91.78164846,0.61067565,1,513,0.01620076,0.00237115
-0.00059312,MS,0.01622332,0.00027332,0.15964764,0.00027327,0.00000000,NA,91.78361494,0.61083490,1,514,0.01622337,0.00237384
-0.00059388,MS,0.01624462,0.00027281,0.16009551,0.00027276,0.00000000,NA,91.78574285,0.61100730,1,515,0.01624467,0.00237637
-0.00059463,MS,0.01626603,0.00027382,0.16055211,0.00027359,0.00000000,NA,91.78796646,0.61118755,1,516,0.01626625,0.00237893
-0.00059543,MS,0.01628886,0.00027133,0.16100397,0.00027128,0.00000000,NA,91.79024652,0.61137248,1,517,0.01628890,0.00238162
-0.00059617,MS,0.01631080,0.00027091,0.16146633,0.00027086,0.00000000,NA,91.79257955,0.61156181,1,518,0.01631085,0.00238427
-0.00059694,MS,0.01633391,0.00027087,0.16193158,0.00027082,0.00000000,NA,91.79492367,0.61175215,1,519,0.01633396,0.00238702
-0.00059777,MS,0.01635714,0.00027161,0.16239974,0.00027147,0.00000000,NA,91.79730276,0.61194544,1,520,0.01635728,0.00238979
-0.00059864,MS,0.01638071,0.00027096,0.16287061,0.00027084,0.00000000,NA,91.79973229,0.61214295,1,521,0.01638083,0.00239259
-0.00059946,MS,0.01685488,0.00026931,0.16334440,0.00026926,0.00000000,NA,91.80214212,0.61233897,1,522,0.01685493,0.00239541
-0.00061647,MS,0.04045552,0.00027114,0.16382100,0.00027039,0.00000000,NA,91.80384001,0.61247714,1,523,0.04045626,0.00239826
-0.00146616,MS,0.05278417,0.00026997,0.16430672,0.00027031,0.00000000,NA,91.80970883,0.61295520,1,524,0.05278383,0.00240110
-0.00190995,MS,0.10000768,0.00026910,0.16481062,0.00026846,0.00000000,NA,91.81195893,0.61313867,1,525,0.10000832,0.00240438
-0.00360996,MS,0.13400742,0.00026798,0.16530169,0.00026631,0.00000000,NA,91.81661862,0.61351893,1,526,0.13400909,0.00240767
-0.00483391,MS,0.14975654,0.00026474,0.16579419,0.00026427,0.00000000,NA,91.82184879,0.61394627,1,527,0.14975702,0.00241094
-0.00540077,MS,0.17905748,0.00026531,0.16629501,0.00026467,0.00000000,NA,91.82605961,0.61429071,1,528,0.17905811,0.00241421
-0.00645562,MS,0.21940678,0.00026541,0.16679203,0.00026273,0.00000000,NA,91.83004496,0.61461704,1,529,0.21940945,0.00241754
-0.00790820,MS,0.17523355,0.00026338,0.16729901,0.00026295,0.00000000,NA,91.83774972,0.61524882,1,530,0.17523398,0.00242079
-0.00631789,MS,0.14763033,0.00026409,0.16780391,0.00026387,0.00000000,NA,91.84285204,0.61566787,1,531,0.14763055,0.00242436
-0.00532420,MS,0.10924457,0.00026441,0.16830573,0.00026427,0.00000000,NA,91.84777822,0.61607294,1,532,0.10924472,0.00242769
-0.00394232,MS,0.05499186,0.00026553,0.16881104,0.00026586,0.00000000,NA,91.85239343,0.61645289,1,533,0.05499153,0.00243091
-0.00198927,MS,0.03470844,0.00026577,0.16931918,0.00026566,0.00000000,NA,91.85386765,0.61657435,1,534,0.03470854,0.00243416
-0.00125907,MS,0.02433826,0.00026589,0.16984377,0.00026586,0.00000000,NA,91.85501510,0.61666891,1,535,0.02433830,0.00243718
-0.00088575,MS,0.01677792,0.00026465,0.17037122,0.00026461,0.00000000,NA,91.85590229,0.61674205,1,536,0.01677796,0.00244041
-0.00061353,MS,0.01680509,0.00026493,0.17089437,0.00026488,0.00000000,NA,91.85747134,0.61687143,1,537,0.01680514,0.00244365
-0.00061452,MS,0.01683099,0.00026545,0.17141999,0.00026505,0.00000000,NA,91.85925641,0.61701868,1,538,0.01683140,0.00244686
-0.00061547,MS,0.01685851,0.00026478,0.17194806,0.00026452,0.00000000,NA,91.86117813,0.61717729,1,539,0.01685877,0.00245011
-0.00061644,MS,0.01688758,0.00026413,0.17248908,0.00026397,0.00000000,NA,91.86321237,0.61734525,1,540,0.01688774,0.00245339
-0.00061746,MS,0.01691584,0.00026362,0.17302108,0.00026348,0.00000000,NA,91.86529884,0.61751762,1,541,0.01691597,0.00245680
-0.00061846,MS,0.01694512,0.00026221,0.17355478,0.00026216,0.00000000,NA,91.86743189,0.61769393,1,542,0.01694518,0.00246012
-0.00061946,MS,0.01697622,0.00026352,0.17410469,0.00026569,0.00000000,NA,91.86962056,0.61787493,1,543,0.01697406,0.00246346
-0.00062063,MS,0.01700477,0.00026118,0.17464239,0.00026112,0.00000000,NA,91.87181422,0.61805644,1,544,0.01700482,0.00246703
-0.00062157,MS,0.01703354,0.00026256,0.17519647,0.00026408,0.00000000,NA,91.87403191,0.61824004,1,545,0.01703202,0.00247041
-0.00062266,MS,0.01751990,0.00026210,0.17575267,0.00026353,0.00000000,NA,91.87625278,0.61842401,1,546,0.01751847,0.00247401
-0.00064015,MS,0.04163980,0.00026074,0.17630320,0.00026057,0.00000000,NA,91.87779055,0.61855144,1,547,0.04163997,0.00247763
-0.00150842,MS,0.05407576,0.00026092,0.17684039,0.00025870,0.00000000,NA,91.88341952,0.61901834,1,548,0.05407798,0.00248113
-0.00195612,MS,0.10180287,0.00025970,0.17738474,0.00025918,0.00000000,NA,91.88555845,0.61919592,1,549,0.10180340,0.00248479
-0.00367425,MS,0.13616712,0.00025850,0.17793817,0.00025745,0.00000000,NA,91.89007121,0.61957090,1,550,0.13616816,0.00248830
-0.00491132,MS,0.15212581,0.00025765,0.17847015,0.00025621,0.00000000,NA,91.89504519,0.61998469,1,551,0.15212725,0.00249210
-0.00548580,MS,0.18145509,0.00025582,0.17900306,0.00025519,0.00000000,NA,91.89907135,0.62032000,1,552,0.18145572,0.00249555
-0.00654159,MS,0.22191651,0.00025501,0.17954338,0.00025426,0.00000000,NA,91.90290840,0.62063987,1,553,0.22191726,0.00249895
-0.00799817,MS,0.17760155,0.00025404,0.18010288,0.00025348,0.00000000,NA,91.91026044,0.62125361,1,554,0.17760212,0.00250246
-0.00640280,MS,0.14978210,0.00025554,0.18065025,0.00025557,0.00000000,NA,91.91514304,0.62166182,1,555,0.14978207,0.00250640
-0.00540136,MS,0.11116562,0.00025605,0.18120955,0.00025640,0.00000000,NA,91.91982802,0.62205397,1,556,0.11116526,0.00250997
-0.00401118,MS,0.05636265,0.00025674,0.18175434,0.00025643,0.00000000,NA,91.92421733,0.62242178,1,557,0.05636295,0.00251361
-0.00203830,MS,0.03585356,0.00025672,0.18230841,0.00025660,0.00000000,NA,91.92560336,0.62253801,1,558,0.03585368,0.00251703
-0.00129997,MS,0.02535673,0.00025727,0.18287173,0.00025740,0.00000000,NA,91.92665420,0.62262616,1,559,0.02535660,0.00252037
-0.00092210,MS,0.01748022,0.00025696,0.18344465,0.00025670,0.00000000,NA,91.92749513,0.62269672,1,560,0.01748048,0.00252381
-0.00063854,MS,0.01751373,0.00025635,0.18401076,0.00025629,0.00000000,NA,91.92896199,0.62281983,1,561,0.01751379,0.00252736
-0.00063972,MS,0.01754341,0.00025555,0.18457046,0.00025549,0.00000000,NA,91.93063675,0.62296044,1,562,0.01754347,0.00253086
-0.00064076,MS,0.01757056,0.00025588,0.18513043,0.00025568,0.00000000,NA,91.93245887,0.62311349,1,563,0.01757076,0.00253428
-0.00064175,MS,0.01759972,0.00025467,0.18570827,0.00025461,0.00000000,NA,91.93437994,0.62327493,1,564,0.01759978,0.00253775
-0.00064276,MS,0.01763145,0.00025408,0.18628747,0.00025402,0.00000000,NA,91.93635504,0.62344099,1,565,0.01763150,0.00254142
-0.00064388,MS,0.01766352,0.00025522,0.18687599,0.00025774,0.00000000,NA,91.93837356,0.62361078,1,566,0.01766100,0.00254511
-0.00064507,MS,0.01769398,0.00025473,0.18746598,0.00025597,0.00000000,NA,91.94042465,0.62378340,1,567,0.01769274,0.00254892
-0.00064615,MS,0.01772557,0.00025423,0.18805734,0.00025484,0.00000000,NA,91.94250805,0.62395883,1,568,0.01772496,0.00255274
-0.00064727,MS,0.01775794,0.00025375,0.18865009,0.00025407,0.00000000,NA,91.94461163,0.62413605,1,569,0.01775763,0.00255657
-0.00064842,MS,0.01825294,0.00025316,0.18924427,0.00025321,0.00000000,NA,91.94674457,0.62431583,1,570,0.01825289,0.00256041
-0.00066622,MS,0.04291101,0.00025240,0.18983982,0.00025223,0.00000000,NA,91.94818561,0.62443735,1,571,0.04291117,0.00256426
-0.00155388,MS,0.05550326,0.00025241,0.19041918,0.00025262,0.00000000,NA,91.95358528,0.62489309,1,572,0.05550305,0.00256805
-0.00200720,MS,0.10376577,0.00025133,0.19100429,0.00025090,0.00000000,NA,91.95563458,0.62506621,1,573,0.10376621,0.00257197
-0.00374462,MS,0.13853272,0.00024978,0.19157508,0.00024930,0.00000000,NA,91.96000960,0.62543610,1,574,0.13853321,0.00257578
-0.00499617,MS,0.15462545,0.00024868,0.19213844,0.00024811,0.00000000,NA,91.96479642,0.62584127,1,575,0.15462602,0.00257955
-0.00557547,MS,0.18429386,0.00024813,0.19270922,0.00024746,0.00000000,NA,91.96865140,0.62616791,1,576,0.18429453,0.00258317
-0.00664351,MS,0.22508356,0.00024752,0.19328784,0.00024668,0.00000000,NA,91.97231833,0.62647891,1,577,0.22508440,0.00258684
-0.00811192,MS,0.18040976,0.00024662,0.19387471,0.00024634,0.00000000,NA,91.97938125,0.62707874,1,578,0.18041005,0.00259061
-0.00650363,MS,0.15226835,0.00024781,0.19444683,0.00024888,0.00000000,NA,91.98409680,0.62747980,1,579,0.15226728,0.00259463
-0.00549058,MS,0.11310006,0.00024826,0.19502980,0.00024898,0.00000000,NA,91.98862859,0.62786568,1,580,0.11309933,0.00259830
-0.00408054,MS,0.05781029,0.00024872,0.19560788,0.00024895,0.00000000,NA,91.99285162,0.62822566,1,581,0.05781005,0.00260204
-0.00209012,MS,0.03708356,0.00024955,0.19618541,0.00024951,0.00000000,NA,91.99418269,0.62833920,1,582,0.03708360,0.00260563
-0.00134399,MS,0.02645173,0.00024969,0.19676404,0.00024969,0.00000000,NA,91.99521295,0.62842711,1,583,0.02645174,0.00260902
-0.00096125,MS,0.01823111,0.00024983,0.19734396,0.00025037,0.00000000,NA,91.99604924,0.62849849,1,584,0.01823057,0.00261240
-0.00066531,MS,0.01825898,0.00024948,0.19793303,0.00024931,0.00000000,NA,91.99747759,0.62862042,1,585,0.01825915,0.00261577
-0.00066630,MS,0.01829237,0.00024899,0.19852308,0.00024894,0.00000000,NA,91.99908607,0.62875779,1,586,0.01829242,0.00261931
-0.00066749,MS,0.01833377,0.00024874,0.19912311,0.00024872,0.00000000,NA,92.00083053,0.62890684,1,587,0.01833379,0.00262287
-0.00066897,MS,0.01835298,0.00024898,0.19970616,0.00025010,0.00000000,NA,92.00266090,0.62906329,1,588,0.01835185,0.00262652
-0.00066967,MS,0.01838127,0.00024855,0.20029026,0.00024849,0.00000000,NA,92.00458277,0.62922764,1,589,0.01838132,0.00262999
-0.00067067,MS,0.01841835,0.00024827,0.20087532,0.00024808,0.00000000,NA,92.00655420,0.62939632,1,590,0.01841854,0.00263347
-0.00067200,MS,0.01845787,0.00024800,0.20146147,0.00024774,0.00000000,NA,92.00856263,0.62956824,1,591,0.01845814,0.00263696
-0.00067341,MS,0.01849018,0.00024773,0.20204872,0.00024743,0.00000000,NA,92.01059998,0.62974273,1,592,0.01849048,0.00264045
-0.00067456,MS,0.01850037,0.00024745,0.20263710,0.00024718,0.00000000,NA,92.01268441,0.62992134,1,593,0.01850064,0.00264394
-0.00067492,MS,0.01899986,0.00024720,0.20321956,0.00024693,0.00000000,NA,92.01475949,0.63009925,1,594,0.01900013,0.00264745
-0.00069289,MS,0.04416277,0.00024710,0.20380629,0.00024689,0.00000000,NA,92.01614911,0.63021844,1,595,0.04416298,0.00265089
-0.00159876,MS,0.05696008,0.00024609,0.20439607,0.00024598,0.00000000,NA,92.02141905,0.63067082,1,596,0.05696018,0.00265434
-0.00205942,MS,0.10577973,0.00024557,0.20499871,0.00024514,0.00000000,NA,92.02341440,0.63084226,1,597,0.10578016,0.00265812
-0.00381691,MS,0.14094221,0.00024442,0.20559480,0.00024389,0.00000000,NA,92.02767770,0.63120885,1,598,0.14094274,0.00266189
-0.00508272,MS,0.15718854,0.00024355,0.20619245,0.00024296,0.00000000,NA,92.03228632,0.63160558,1,599,0.15718913,0.00266573
-0.00566756,MS,0.18763564,0.00024340,0.20677901,0.00024267,0.00000000,NA,92.03596118,0.63192225,1,600,0.18763638,0.00266953
-0.00676365,MS,0.22865173,0.00024270,0.20737319,0.00024178,0.00000000,NA,92.03950981,0.63222833,1,601,0.22865265,0.00267312
-0.00824020,MS,0.18363443,0.00024182,0.20798516,0.00024113,0.00000000,NA,92.04635335,0.63281937,1,602,0.18363511,0.00267682
-0.00661954,MS,0.15507583,0.00024284,0.20859382,0.00024238,0.00000000,NA,92.05094934,0.63321687,1,603,0.15507629,0.00268081
-0.00559147,MS,0.11552119,0.00024343,0.20919550,0.00024275,0.00000000,NA,92.05534950,0.63359786,1,604,0.11552187,0.00268462
-0.00416753,MS,0.05939915,0.00024426,0.20981142,0.00024403,0.00000000,NA,92.05948623,0.63395643,1,605,0.05939938,0.00268829
-0.00214716,MS,0.03839217,0.00024541,0.21042372,0.00024527,0.00000000,NA,92.06080995,0.63407125,1,606,0.03839230,0.00269207
-0.00139095,MS,0.02759703,0.00024575,0.21103598,0.00024569,0.00000000,NA,92.06184807,0.63416132,1,607,0.02759708,0.00269561
-0.00100234,MS,0.01902854,0.00024586,0.21163953,0.00024590,0.00000000,NA,92.06268496,0.63423395,1,608,0.01902850,0.00269914
-0.00069388,MS,0.01905853,0.00024596,0.21225182,0.00024586,0.00000000,NA,92.06408752,0.63435570,1,609,0.01905863,0.00270252
-0.00069496,MS,0.01906148,0.00024588,0.21287441,0.00024586,0.00000000,NA,92.06567085,0.63449321,1,610,0.01906150,0.00270606
-0.00069506,MS,0.01908082,0.00024577,0.21347078,0.00024573,0.00000000,NA,92.06738808,0.63464240,1,611,0.01908086,0.00270967
-0.00069576,MS,0.01915263,0.00024574,0.21406541,0.00024567,0.00000000,NA,92.06922023,0.63480164,1,612,0.01915270,0.00271304
-0.00069834,MS,0.01916564,0.00024570,0.21464876,0.00024563,0.00000000,NA,92.07111946,0.63496680,1,613,0.01916571,0.00271639
-0.00069881,MS,0.01919683,0.00024567,0.21524000,0.00024561,0.00000000,NA,92.07308244,0.63513758,1,614,0.01919689,0.00271960
-0.00069993,MS,0.01922881,0.00024563,0.21582969,0.00024556,0.00000000,NA,92.07508050,0.63531150,1,615,0.01922887,0.00272291
-0.00070108,MS,0.01920269,0.00024560,0.21641754,0.00024553,0.00000000,NA,92.07711769,0.63548891,1,616,0.01920276,0.00272619
