R_Nnit_upt,R_grain_growth_starch,Conc_Nitrates,AA_consumption_mstruct,Proteins_N_Mass,S_grain_starch,HATS_LATS,N_exudation,Export_Amino_Acids,C_exudation,Conc_Sucrose,age_from_flowering,sucrose,cytokinins,Nstruct,RGR_Structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Export_cytokinins,Unloading_Sucrose,S_Amino_Acids,structure,sum_respi,sucrose_consumption_mstruct,t,nitrates,WSC_g,axis,regul_transpiration,S_Proteins,mstruct,S_cytokinins,Export_Nitrates,Uptake_Nitrates,plant,amino_acids,S_grain_structure,Conc_Amino_Acids,R_grain_growth_struct,Respi_growth,Conc_cytokinins,Dry_Mass,starch,senesced_mstruct,organ,proteins,synthetized_mstruct,N_tot,R_residual,R_Nnit_red
0.45162728,NA,656.2086565131924,0.03784120,NA,NA,3.03052315,0.09049398,0.37487128,87.75274524,974.8593875891037,NA,750.55578484,15.09430909,0.00032099,NA,23.70211604,5.24738152,0.27130474,438.76372619,1.85403407,NA,0.86234438,3.79471587,386.00000000,42.10190118,0.02144445099542857,MS,0.00298968,NA,0.06415932,1.60245032,2.26568428,1.13760021,1,0.77400181,NA,9.6509976726686,NA,1.30678289,235.26292189505747,NA,NA,0.00000000,roots,NA,NA,0.00092125,0.17583127,0.23552806
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048.1634479017296,NA,1470.54166287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.00000000,NA,0.042015476082,MS,NA,NA,NA,NA,NA,NA,1,17.87901857,NA,122.33946751526655,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00025031,NA,NA
0.46335489,NA,641.8628916408052,0.03792949,NA,NA,3.08747859,0.09316055,0.34776885,83.72534730,993.4132404255552,NA,766.10662165,14.96970775,0.00032152,NA,23.81848463,5.08971312,0.22664371,418.62673652,1.85485187,NA,0.87561935,3.80356948,387.00000000,41.24965250,0.021888760618571427,MS,0.00251832,NA,0.06426552,1.60001346,1.86983885,1.16714079,1,0.85244092,NA,10.611487092923234,NA,1.30983180,232.9352932956895,NA,NA,0.00000000,roots,NA,NA,0.00091095,0.17710776,0.23602199
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057.1521434711738,NA,1486.82520470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.00000000,NA,0.04248072013428572,MS,NA,NA,NA,NA,NA,NA,1,18.11344741,NA,123.6374182171444,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00025359,NA,NA
0.47018323,NA,635.7861275645286,0.03801583,NA,NA,3.11454196,0.09090234,0.29094779,73.62383618,1009.469524351981,NA,779.77850325,14.90515132,0.00032206,NA,23.96684140,4.48466128,0.16715813,368.11918090,1.85561124,NA,0.88414751,3.81222763,388.00000000,40.92680553,0.022279385807142855,MS,0.00186540,NA,0.06437197,1.59898557,1.37420811,1.18434064,1,0.96278185,NA,11.965230829505451,NA,1.31281340,231.5472296404786,NA,NA,0.00000000,roots,NA,NA,0.00090851,0.17855988,0.23650970
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.5031426192907,NA,1486.74769263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.00000000,NA,0.042478505503714285,MS,NA,NA,NA,NA,NA,NA,1,17.89896032,NA,121.87360101916761,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00025059,NA,NA
0.47015724,NA,640.5934495516655,0.03809825,NA,NA,3.10231459,0.07536958,0.16941517,52.80933814,1020.2530583125408,NA,789.41435587,14.92504183,0.00032259,NA,24.16881138,3.17885897,0.08328780,264.04669072,1.85622759,NA,0.88592640,3.82049209,389.00000000,41.30459442,0.022554695882,MS,0.00092821,NA,0.06447864,1.59990966,0.69010908,1.18427517,1,1.12665358,NA,13.978627092630985,NA,1.31565942,231.47265249391114,NA,NA,0.00000000,roots,NA,NA,0.00091663,0.18029549,0.23698033
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045.7176491982314,NA,1477.98101806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.00000000,NA,0.04222802908742857,MS,NA,NA,NA,NA,NA,NA,1,17.48614644,NA,118.7711401995102,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00024481,NA,NA
0.46681666,NA,649.2638896049936,0.03817399,NA,NA,3.07596014,0.05210815,0.11721321,32.94640923,1024.1941447772176,NA,793.77745996,14.97661376,0.00032312,NA,24.33577276,1.94896189,0.05189169,164.73204615,1.85654170,NA,0.88460881,3.82808722,390.00000000,41.93305242,0.02267935599885714,MS,0.00057632,NA,0.06458553,1.60147539,0.43500499,1.17586060,1,1.25544098,NA,15.550739987734094,NA,1.31827495,231.88806780713884,NA,NA,0.00000000,roots,NA,NA,0.00092776,0.18162489,0.23741334
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033.2600865705506,NA,1464.04754315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.00000000,NA,0.04182992980428571,MS,NA,NA,NA,NA,NA,NA,1,16.84051173,NA,114.09877733731085,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00023577,NA,NA
0.46144408,NA,659.7440234672863,0.03824179,NA,NA,3.04278244,0.02849805,0.08610847,16.84600411,1022.1342985955686,NA,793.49442656,15.04453501,0.00032366,NA,24.46091218,0.96887335,0.03581513,84.23002054,1.85657375,NA,0.88083625,3.83488653,391.00000000,42.68056281,0.022671269330285713,MS,0.00039598,NA,0.06469261,1.60328747,0.30420856,1.16232765,1,1.34233861,NA,16.5995913289014,NA,1.32061642,232.55415123922194,NA,NA,0.00000000,roots,NA,NA,0.00093998,0.18251484,0.23781106
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022.3397762935558,NA,1452.22175219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.00000000,NA,0.04149205006257143,MS,NA,NA,NA,NA,NA,NA,1,16.45363953,NA,111.19763029103595,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00023035,NA,NA
0.45472179,NA,671.3270489052056,0.03830283,NA,NA,3.00526806,0.01492754,0.06217806,8.40221196,1015.7825185294924,NA,789.87065800,15.12368027,0.00032420,NA,24.56017684,0.47598436,0.02486841,42.01105982,1.85639671,NA,0.87528255,3.84100766,392.00000000,43.50189207,0.02256773308571429,MS,0.00027351,NA,0.06479985,1.60521028,0.21416679,1.14539494,1,1.40330044,NA,17.324736893681077,NA,1.32272435,233.39066787963242,NA,NA,0.00000000,roots,NA,NA,0.00095287,0.18311828,0.23818259
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012.1458430084199,NA,1441.31418247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.00000000,NA,0.04118040521342858,MS,NA,NA,NA,NA,NA,NA,1,16.04942707,NA,108.19699580822795,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00022469,NA,NA
0.44794998,NA,682.5280170507892,0.03835895,NA,NA,2.96884085,0.00967459,0.06431346,5.25322434,1008.0093514064016,NA,785.12550065,15.20289208,0.00032473,NA,24.64115955,0.29248044,0.02509496,26.26612172,1.85613274,NA,0.86944172,3.84663549,393.00000000,44.30102346,0.022432157161428573,MS,0.00027456,NA,0.06490726,1.60700267,0.21894124,1.12833749,1,1.44592420,NA,17.821417203560898,NA,1.32466240,234.22483216823514,NA,NA,0.00000000,roots,NA,NA,0.00096519,0.18355153,0.23854345
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.2993855611086,NA,1430.83862193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.00000000,NA,0.040881103483714286,MS,NA,NA,NA,NA,NA,NA,1,15.63646379,NA,105.15176971396404,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00021891,NA,NA
0.44123717,NA,693.356679292506,0.03841331,NA,NA,2.93348801,0.00670600,0.06597819,3.53708905,999.4899506886787,NA,779.77991083,15.28217404,0.00032527,NA,24.71204057,0.19326975,0.02531045,17.68544526,1.85581478,NA,0.86349690,3.85208659,394.00000000,45.07845970,0.022279426023714285,MS,0.00027548,NA,0.06501482,1.60867713,0.22353082,1.11142863,1,1.47839191,NA,18.19144508898125,NA,1.32653959,235.05677690102038,NA,NA,0.00000000,roots,NA,NA,0.00097707,0.18388937,0.23889780
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992.545577122207,NA,1420.47945880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.00000000,NA,0.04058512739428571,MS,NA,NA,NA,NA,NA,NA,1,15.22008147,NA,102.09482069441546,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00021308,NA,NA
0.43463200,NA,703.8209802077683,0.03846661,NA,NA,2.89920226,0.00487749,0.06735916,2.50947262,990.535063356987,NA,774.07367369,15.36152205,0.00032581,NA,24.77662876,0.13444185,0.02552341,12.54736312,1.85545803,NA,0.85756599,3.85743156,395.00000000,45.83459586,0.022116390676857143,MS,0.00027637,NA,0.06512252,1.61024339,0.22800873,1.09479094,1,1.50451349,NA,18.482251485354066,NA,1.32838023,235.88648059073878,NA,NA,0.00000000,roots,NA,NA,0.00098856,0.18416650,0.23924757
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.7355141413153,NA,1410.05537093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.00000000,NA,0.04028729631228572,MS,NA,NA,NA,NA,NA,NA,1,14.80374719,NA,99.04746770711549,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00020725,NA,NA
0.42815716,NA,713.9242691825496,0.03851916,NA,NA,2.86599150,0.00356805,0.06856415,1.79593925,981.2838033188422,NA,768.11418454,15.44092021,0.00032635,NA,24.83667057,0.09427513,0.02574598,8.97969624,1.85506925,NA,0.85170362,3.86270173,396.00000000,46.56955137,0.021946119558285716,MS,0.00027734,NA,0.06523038,1.61170901,0.23248334,1.07848152,1,1.52603614,NA,18.715649241963636,NA,1.33019512,236.7136326662515,NA,NA,0.00000000,roots,NA,NA,0.00099969,0.18439864,0.23959359
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,973.2546177181548,NA,1399.96405106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.00000000,NA,0.03999897288742857,MS,NA,NA,NA,NA,NA,NA,1,14.39380825,NA,96.06308620457074,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00020151,NA,NA
0.42184626,NA,723.6747152286298,0.03857110,NA,NA,2.83384653,0.00321962,0.06966806,1.58765623,971.9601834072613,NA,762.07564570,15.52036583,0.00032689,NA,24.89462360,0.08161788,0.02596532,7.93828113,1.85466031,NA,0.84596283,3.86790966,397.00000000,47.28373354,0.021773589877142854,MS,0.00027827,NA,0.06533838,1.61308202,0.23684105,1.06258505,1,1.54541807,NA,18.92202494154278,NA,1.33198857,237.5382712274164,NA,NA,0.00000000,roots,NA,NA,0.00101050,0.18460895,0.23993737
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963.7904005474865,NA,1389.83610600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.00000000,NA,0.03970960302857143,MS,NA,NA,NA,NA,NA,NA,1,13.99014888,NA,93.13492640738174,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00019586,NA,NA
0.41570261,NA,733.082799666048,0.03862266,NA,NA,2.80274758,0.00296490,0.07074132,1.43386555,962.611188494056,NA,755.99462880,15.59984008,0.00032743,NA,24.95104928,0.07216676,0.02619853,7.16932774,1.85423392,NA,0.84036652,3.87308080,398.00000000,47.97771811,0.021599846537142857,MS,0.00027934,NA,0.06544652,1.61436933,0.24124029,1.04710984,1,1.56322108,NA,19.10837832171978,NA,1.33376935,238.36011570974287,NA,NA,0.00000000,roots,NA,NA,0.00102100,0.18480258,0.24027925
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.3751740601939,NA,1379.71923106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.00000000,NA,0.039420549458857146,MS,NA,NA,NA,NA,NA,NA,1,13.59412802,NA,90.2715718030828,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00019032,NA,NA
0.40972455,NA,742.1589651468747,0.03867391,NA,NA,2.77267355,0.00284566,0.07170508,1.35080566,953.2545564289384,NA,749.88505594,15.67935781,0.00032797,NA,25.00623808,0.06654624,0.02641178,6.75402828,1.85379123,NA,0.83491766,3.87821940,399.00000000,48.65208995,0.02142528731257143,MS,0.00028019,NA,0.06555481,1.61557711,0.24537165,1.03205177,1,1.57973598,NA,19.278353243644514,NA,1.33553892,239.17936471785976,NA,NA,0.00000000,roots,NA,NA,0.00103122,0.18498201,0.24061935
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.0026354217855,NA,1369.60422655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.00000000,NA,0.039131549329999994,MS,NA,NA,NA,NA,NA,NA,1,13.20675040,NA,87.4792669573148,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00018489,NA,NA
0.40391197,NA,750.9109117978339,0.03872483,NA,NA,2.74361361,0.00280489,0.07265319,1.30781108,943.9080732106223,NA,743.76074819,15.75890282,0.00032851,NA,25.06038778,0.06305447,0.02663668,6.53905540,1.85333340,NA,0.82961875,3.88332622,400.00000000,49.30724342,0.021250307091142857,MS,0.00028115,NA,0.06566324,1.61671056,0.24952752,1.01741051,1,1.59516085,NA,19.43444581778176,NA,1.33729756,239.99581531462658,NA,NA,0.00000000,roots,NA,NA,0.00104114,0.18514902,0.24095782
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935.6659369342486,NA,1359.48259729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.00000000,NA,0.03884235992257143,MS,NA,NA,NA,NA,NA,NA,1,12.82868332,NA,84.76186117631377,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00017960,NA,NA
0.39826272,NA,759.3470451854678,0.03877545,NA,NA,2.71555295,0.00280496,0.07357253,1.28541319,934.5805989425156,NA,737.62869100,15.83846599,0.00032906,NA,25.11361822,0.06064866,0.02686647,6.42706597,1.85286105,NA,0.82446933,3.88840220,401.00000000,49.94362958,0.02107510545714286,MS,0.00028215,NA,0.06577181,1.61777453,0.25364778,1.00318066,1,1.60961584,NA,19.578185122167078,NA,1.33904556,240.8093374653974,NA,NA,0.00000000,roots,NA,NA,0.00105081,0.18530466,0.24129472
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.318368963188,NA,1349.28452531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.00000000,NA,0.03855098643742857,MS,NA,NA,NA,NA,NA,NA,1,12.55944814,NA,82.77487369027392,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00017583,NA,NA
0.39283701,NA,767.3629409725364,0.03882576,NA,NA,2.68891471,0.00272456,0.07655164,1.22944888,925.2710275106107,NA,731.48803720,15.91724499,0.00032960,NA,25.16386709,0.05721995,0.02789542,6.14724439,1.85237317,NA,0.81953024,3.89344718,402.00000000,50.55426958,0.020899658205714287,MS,0.00029151,NA,0.06588052,1.61875882,0.26526281,0.98951387,1,1.62103894,NA,19.68459192489677,NA,1.34078290,241.60776189987573,NA,NA,0.00000000,roots,NA,NA,0.00106005,0.18543361,0.24162991
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.2483475919352,NA,1340.96724337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.00000000,NA,0.03831334981057143,MS,NA,NA,NA,NA,NA,NA,1,13.51318967,NA,88.83233785659412,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00018918,NA,NA
0.39087270,NA,769.2392612628366,0.03887574,NA,NA,2.68604509,0.00671483,0.17825589,3.19130956,915.9078768292529,NA,725.28220524,15.95498378,0.00033014,NA,25.10776955,0.16079726,0.06916255,15.95654779,1.85181226,NA,0.81801465,3.89845955,403.00000000,50.76161423,0.02072234872114286,MS,0.00072103,NA,0.06598937,1.61893715,0.65881516,0.98456599,1,1.52606566,NA,18.500745317010903,NA,1.34250901,241.78111989855333,NA,NA,0.00000000,roots,NA,NA,0.00106217,0.18477327,0.24195585
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.9733602135664,NA,1345.28602099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.00000000,NA,0.03843674345685714,MS,NA,NA,NA,NA,NA,NA,1,13.62268949,NA,89.33515251646116,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00019072,NA,NA
0.39116857,NA,767.8633991826727,0.03892527,NA,NA,2.69585300,0.02632249,0.21807841,13.42027158,909.1497050002453,NA,721.11965394,15.97063962,0.00033069,NA,25.03503138,0.67948447,0.09138313,67.10135789,1.85137464,NA,0.81805906,3.90342640,404.00000000,50.75451139,0.020603418684,MS,0.00095175,NA,0.06609836,1.61871285,0.86950462,0.98531127,1,1.41440222,NA,17.11875719760672,NA,1.34421944,241.61930220356453,NA,NA,0.00000000,roots,NA,NA,0.00106105,0.18405751,0.24229820
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.5305729588131,NA,1365.55644463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.00000000,NA,0.039015898417999996,MS,NA,NA,NA,NA,NA,NA,1,14.17215003,NA,92.71029536538472,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00019841,NA,NA
0.39892758,NA,754.7179597477627,0.03897867,NA,NA,2.75156089,0.05348770,0.35483215,32.22118518,907.2631474027363,NA,720.81149798,15.90236852,0.00033123,NA,24.85616673,1.67200511,0.17500669,161.10592589,1.85112951,NA,0.82560044,3.90878104,405.00000000,49.96798932,0.020594614228,MS,0.00183052,NA,0.06620750,1.61697760,1.64641093,1.00485536,1,1.19655890,NA,14.458288260393461,NA,1.34606341,240.18983529056374,NA,NA,0.00000000,roots,NA,NA,0.00104753,0.18269206,0.24266615
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.6924581724131,NA,1394.21011775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.00000000,NA,0.039834574792857146,MS,NA,NA,NA,NA,NA,NA,1,14.96500817,NA,97.65340382123793,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00020951,NA,NA
0.41199259,NA,734.0315987756347,0.03903994,NA,NA,2.83635330,0.07005084,0.39850864,50.92255919,911.6260274607097,NA,725.47356065,15.77479698,0.00033178,NA,24.69663441,2.73293281,0.23376568,254.61279595,1.85119893,NA,0.83787692,3.91492563,406.00000000,48.67863407,0.02072781601857143,MS,0.00246489,NA,0.06631681,1.61418200,2.15977688,1.03776470,1,0.99798664,NA,12.039018643990868,NA,1.34817941,237.87026215525142,NA,NA,0.00000000,roots,NA,NA,0.00102725,0.18163511,0.24307592
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.3935153594078,NA,1425.18589894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.00000000,NA,0.040719597112571435,MS,NA,NA,NA,NA,NA,NA,1,15.85719350,NA,103.22384905950238,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00022200,NA,NA
0.42735469,NA,710.9487143125324,0.03911152,NA,NA,2.92995368,0.07775432,0.39446018,64.87285378,921.3851770199157,NA,734.45082991,15.62086071,0.00033233,NA,24.61804627,3.60900777,0.25976929,324.36426889,1.85156232,NA,0.85277007,3.92210362,407.00000000,47.22571391,0.020984309426000002,MS,0.00276607,NA,0.06642633,1.61091342,2.35133720,1.07646019,1,0.88028698,NA,10.601663286230023,NA,1.35065129,235.16067664734751,NA,NA,0.00000000,roots,NA,NA,0.00100581,0.18131146,0.24352511
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987.4268075770804,NA,1459.80089113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.00000000,NA,0.04170859688942857,MS,NA,NA,NA,NA,NA,NA,1,16.94277646,NA,110.01885053037735,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00023720,NA,NA
0.44628067,NA,682.8813560646663,0.03919173,NA,NA,3.04200000,0.08150814,0.42635321,76.77769362,935.3510959821388,NA,746.81491972,15.41820449,0.00033288,NA,24.56977889,4.45549564,0.30770063,383.88846810,1.85209112,NA,0.87194516,3.93014667,408.00000000,45.43623488,0.021337569134857143,MS,0.00331952,NA,0.06653606,1.60666511,2.71487885,1.12413267,1,0.79282786,NA,9.532609655576241,NA,1.35342107,231.72704380151157,NA,NA,0.00000000,roots,NA,NA,0.00098009,0.18131122,0.24399709
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
