R_Nnit_upt,R_grain_growth_starch,Conc_Nitrates,AA_consumption_mstruct,Proteins_N_Mass,S_grain_starch,HATS_LATS,N_exudation,Export_Amino_Acids,C_exudation,Conc_Sucrose,age_from_flowering,sucrose,cytokinins,Nstruct,RGR_Structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Export_cytokinins,Unloading_Sucrose,S_Amino_Acids,structure,sum_respi,sucrose_consumption_mstruct,t,nitrates,WSC_g,axis,regul_transpiration,S_Proteins,mstruct,S_cytokinins,Export_Nitrates,Uptake_Nitrates,plant,amino_acids,S_grain_structure,Conc_Amino_Acids,R_grain_growth_struct,Respi_growth,Conc_cytokinins,Dry_Mass,starch,senesced_mstruct,organ,proteins,synthetized_mstruct,N_tot,R_residual,R_Nnit_red
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.0922090096607,NA,2662.70516651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.00000000,NA,0.07607729047171428,MS,NA,NA,NA,NA,NA,NA,1,13.55491208,NA,46.13805376394548,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00018977,NA,NA
0.85084887,NA,464.8580178403908,0.05918813,NA,NA,5.78753251,0.00554173,0.09313045,5.72752450,940.4768228797506,NA,1132.88705750,12.76234182,0.00050211,NA,36.96104239,0.14578424,0.04024029,28.63762250,1.84860415,NA,1.49034141,5.93538618,657.00000000,46.66353095,0.03236820164285714,MS,0.00052446,NA,0.10038233,1.55688038,0.44051616,2.14319615,1,1.09613732,NA,8.735699360634484,NA,2.04396360,127.13733403080003,NA,NA,0.00000000,roots,NA,NA,0.00117075,0.27294447,0.36742305
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935.8470526537332,NA,2644.99508127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.00000000,NA,0.0755712880362857,MS,NA,NA,NA,NA,NA,NA,1,12.76438929,NA,43.356207099736025,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00017870,NA,NA
0.83868145,NA,478.937622310633,0.05927009,NA,NA,5.72258546,0.00477248,0.09751391,4.68624418,932.8661581663895,NA,1125.57716403,12.87861937,0.00050294,NA,37.07046600,0.11307591,0.04065791,23.43122090,1.84849906,NA,1.47934875,5.94360446,658.00000000,48.15635894,0.03215934754371429,MS,0.00052512,NA,0.10054829,1.56129162,0.45517969,2.11254772,1,1.14629085,NA,9.120320992032783,NA,2.04679372,128.08392236208093,NA,NA,0.00000000,roots,NA,NA,0.00119318,0.27346494,0.36800957
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927.3822000581616,NA,2626.82814707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.00000000,NA,0.07505223277342857,MS,NA,NA,NA,NA,NA,NA,1,12.01489573,NA,40.720990560672156,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00016821,NA,NA
0.82672187,NA,492.52016597019275,0.05935072,NA,NA,5.65966363,0.00411082,0.10130432,3.86426836,924.90446386039,NA,1117.81515454,12.99515417,0.00050377,NA,37.17265990,0.08837423,0.04108493,19.32134181,1.84833406,NA,1.46846647,5.95169069,659.00000000,49.60390748,0.031937575844000005,MS,0.00052587,NA,0.10071447,1.56532221,0.46953780,2.08242286,1,1.18913402,NA,9.445586279707374,NA,2.04957837,129.02966346345266,NA,NA,0.00000000,roots,NA,NA,0.00121487,0.27391273,0.36858490
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.8985490379024,NA,2608.54564045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.00000000,NA,0.07452987544142857,MS,NA,NA,NA,NA,NA,NA,1,11.31322803,NA,38.258408494291174,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00015839,NA,NA
0.81501734,NA,505.6182476798378,0.05943021,NA,NA,5.59874733,0.00368548,0.10463707,3.33484715,916.7428716918408,NA,1109.78193156,13.11190955,0.00050460,NA,37.26942229,0.07231594,0.04151451,16.67423577,1.84812100,NA,1.45776284,5.95966119,660.00000000,51.00721377,0.03170805518742857,MS,0.00052664,NA,0.10088088,1.56901496,0.48352515,2.05294041,1,1.22646620,NA,9.726054729102284,NA,2.05232316,129.9741789524437,NA,NA,0.00000000,roots,NA,NA,0.00123587,0.27430634,0.36915133
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910.3675811609859,NA,2590.13479974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.00000000,NA,0.07400385142114285,MS,NA,NA,NA,NA,NA,NA,1,10.65835306,NA,35.962986681431985,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00014922,NA,NA
0.80357914,NA,518.2439205324229,0.05950882,NA,NA,5.53981831,0.00339990,0.10759207,2.97423817,908.4291488243979,NA,1101.53393299,13.22885028,0.00050543,NA,37.36164680,0.06119465,0.04194864,14.87119085,1.84786516,NA,1.44726489,5.96754464,661.00000000,52.36725256,0.03147239808542857,MS,0.00052744,NA,0.10104750,1.57240590,0.49717477,2.02412882,1,1.25918190,NA,9.969029614785125,NA,2.05503797,130.91714569880503,NA,NA,0.00000000,roots,NA,NA,0.00125620,0.27465384,0.36970987
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902.1519720932454,NA,2572.36380010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.00000000,NA,0.07349610857428572,MS,NA,NA,NA,NA,NA,NA,1,10.05491738,NA,33.8529915617653,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00014077,NA,NA
0.79246283,NA,530.4099389473863,0.05958663,NA,NA,5.48285145,0.00360688,0.11027445,3.05981185,900.1418560189527,NA,1093.28716636,13.34595220,0.00050627,NA,37.45080952,0.05980133,0.04237962,15.29905926,1.84757998,NA,1.43704432,5.97534712,662.00000000,53.68509190,0.031236776181714283,MS,0.00052819,NA,0.10121434,1.57552730,0.51040475,1.99612803,1,1.28875799,NA,10.186366793480053,NA,2.05772491,131.85831375277456,NA,NA,0.00000000,roots,NA,NA,0.00127590,0.27497299,0.37026316
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893.9771821721864,NA,2554.53733068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.00000000,NA,0.07298678087657144,MS,NA,NA,NA,NA,NA,NA,1,9.49916954,NA,31.91325132618501,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00013299,NA,NA
0.78167750,NA,542.1323320648561,0.05966403,NA,NA,5.42780173,0.00374235,0.11274315,3.08616566,891.9334446538846,NA,1085.10553591,13.46319115,0.00050710,NA,37.53753659,0.05738027,0.04281001,15.43082830,1.84727113,NA,1.42712436,5.98310936,663.00000000,54.96213481,0.031003015311714288,MS,0.00052891,NA,0.10138140,1.57840731,0.52325624,1.96896096,1,1.31582102,NA,10.383135525845965,NA,2.06039798,132.79744755941425,NA,NA,0.00000000,roots,NA,NA,0.00129499,0.27527055,0.37081230
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886.2214852571153,NA,2538.05648236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.00000000,NA,0.07251589949599999,MS,NA,NA,NA,NA,NA,NA,1,8.98254703,NA,30.110067197558084,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00012576,NA,NA
0.77121827,NA,553.4222253799852,0.05974116,NA,NA,5.37464845,0.00450646,0.11503488,3.62056173,883.8055031422697,NA,1076.99138665,13.58053637,0.00050794,NA,37.62197117,0.06406844,0.04324928,18.10280864,1.84694070,NA,1.41750525,5.99084356,664.00000000,56.19929647,0.03077118247571429,MS,0.00052972,NA,0.10154868,1.58106902,0.53585393,1.94261529,1,1.34051444,NA,10.560566144237423,NA,2.06306140,133.7342481458154,NA,NA,0.00000000,roots,NA,NA,0.00131350,0.27554770,0.37135769
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877.7595931953557,NA,2519.48563971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.00000000,NA,0.07198530399171428,MS,NA,NA,NA,NA,NA,NA,1,8.50852209,NA,28.456996538789028,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00011912,NA,NA
0.76104036,NA,564.2921582674613,0.05981801,NA,NA,5.32336137,0.00399833,0.11710304,3.13648074,875.6487863237477,NA,1068.81168972,13.69796509,0.00050878,NA,37.70377617,0.05296084,0.04369092,15.68240371,1.84658302,NA,1.40813747,5.99854962,665.00000000,57.39763710,0.030537476849142854,MS,0.00053054,NA,0.10171617,1.58353206,0.54812892,1.91697823,1,1.36250143,NA,10.71610486316974,NA,2.06571513,134.66851032633258,NA,NA,0.00000000,roots,NA,NA,0.00133142,0.27579735,0.37189816
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869.2681826744213,NA,2500.75479720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.00000000,NA,0.07145013706285715,MS,NA,NA,NA,NA,NA,NA,1,8.26533741,NA,27.58128483496704,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00011571,NA,NA
0.75121666,NA,574.6144301350155,0.05989426,NA,NA,5.27468978,0.00362882,0.12182952,2.79084434,867.373726299037,NA,1060.45670366,13.81429754,0.00050962,NA,37.78003689,0.04612062,0.04529629,13.95422171,1.84619069,NA,1.39908583,6.00619656,666.00000000,58.54394190,0.030298762961714285,MS,0.00054540,NA,0.10188387,1.58578267,0.57473720,1.89223341,1,1.37886789,NA,10.826976949344386,NA,2.06834850,135.58866128661975,NA,NA,0.00000000,roots,NA,NA,0.00134854,0.27599410,0.37243218
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.6547620816373,NA,2481.60033936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.00000000,NA,0.07090286683885715,MS,NA,NA,NA,NA,NA,NA,1,10.98574660,NA,36.57614635723552,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00015380,NA,NA
0.74761703,NA,576.9347126591312,0.05996964,NA,NA,5.27041657,0.00369574,0.26061493,3.12096450,858.8286669771625,NA,1051.74003322,13.86864824,0.00051046,NA,37.70657295,0.06908067,0.10770021,15.60482252,1.84563185,NA,1.39616504,6.01375561,667.00000000,58.87722014,0.030049715234857142,MS,0.00129171,NA,0.10205179,1.58622020,1.36893632,1.88316633,1,1.24543431,NA,9.763155041180562,NA,2.07095161,135.8981379944438,NA,NA,0.00000000,roots,NA,NA,0.00135218,0.27507901,0.37293306
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.6634797831039,NA,2487.29490719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.00000000,NA,0.07106556877685713,MS,NA,NA,NA,NA,NA,NA,1,11.18665943,NA,37.16017443756757,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00015661,NA,NA
0.74804953,NA,575.163945458375,0.06004364,NA,NA,5.28901204,0.01432999,0.29596030,13.77179568,852.6144473958155,NA,1045.85006493,13.89066880,0.00051130,NA,37.60942238,0.30969466,0.14019607,68.85897838,1.84516074,NA,1.39630133,6.02117650,668.00000000,58.79320674,0.029881430426571425,MS,0.00167878,NA,0.10221991,1.58577577,1.77661521,1.88425574,1,1.08824010,NA,8.516854299715193,NA,2.07350713,135.89005116517907,NA,NA,0.00000000,roots,NA,NA,0.00134964,0.27409170,0.37345209
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869.9654210209286,NA,2520.14057343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.00000000,NA,0.07200401638371427,MS,NA,NA,NA,NA,NA,NA,1,12.27487433,NA,40.67855449803579,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00017185,NA,NA
0.76182194,NA,558.6870871719082,0.06012403,NA,NA,5.38978907,0.02504631,0.41520535,32.33163923,851.2914702004573,NA,1045.94702864,13.78963147,0.00051214,NA,37.39156884,0.78739022,0.26223690,161.65819615,1.84478359,NA,1.40984455,6.02923799,669.00000000,57.20299874,0.029884200818285717,MS,0.00316317,NA,0.10238826,1.58203222,3.25696783,1.91894696,1,0.81026253,NA,6.330901843629339,NA,2.07628326,134.67981065407304,NA,NA,0.00000000,roots,NA,NA,0.00132433,0.27244460,0.37399067
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884.1984718653123,NA,2567.42471485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.00000000,NA,0.07335499185285714,MS,NA,NA,NA,NA,NA,NA,1,13.74474428,NA,45.44226183354673,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00019243,NA,NA
0.78472703,NA,533.3110395237296,0.06021905,NA,NA,5.53955648,0.02815502,0.40915196,49.76555183,855.948847348468,NA,1053.40121597,13.60261740,0.00051298,NA,37.23749053,1.33210290,0.34656938,248.82775915,1.84464737,NA,1.43195898,6.03876655,670.00000000,54.69471095,0.030097177599142856,MS,0.00423788,NA,0.10255687,1.57591419,4.17221400,1.97664240,1,0.59596517,NA,4.648856151713679,NA,2.07956460,132.63487272963772,NA,NA,0.00000000,roots,NA,NA,0.00128705,0.27152954,0.37457890
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900.1153975591828,NA,2619.63597738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.00000000,NA,0.07484674221085713,MS,NA,NA,NA,NA,NA,NA,1,15.13077727,NA,49.91024664018915,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00021183,NA,NA
0.81101663,NA,505.9298046839255,0.06033225,NA,NA,5.69943185,0.02887629,0.38068842,62.07633838,865.5385870443453,NA,1066.95772542,13.38012684,0.00051383,NA,37.19817841,1.79273620,0.38086528,310.38169190,1.84476261,NA,1.45818689,6.05011782,671.00000000,51.97204393,0.030484506440571428,MS,0.00473470,NA,0.10272580,1.56871925,4.42929371,2.04286304,1,0.49632080,NA,3.865208545467643,NA,2.08347363,130.2508896499224,NA,NA,0.00000000,roots,NA,NA,0.00124839,0.27166381,0.37521934
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918.7851149602417,NA,2680.12315587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.00000000,NA,0.07657494731057143,MS,NA,NA,NA,NA,NA,NA,1,16.64927349,NA,54.79308082932699,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00023309,NA,NA
0.84259211,NA,473.61525054305315,0.06045990,NA,NA,5.88502387,0.02954889,0.40246221,73.12895264,878.9234202688066,NA,1085.24285318,13.09027043,0.00051467,NA,37.20082669,2.27143281,0.44586049,365.64476322,1.84493686,NA,1.49070337,6.06291835,672.00000000,48.73268383,0.03100693866228572,MS,0.00566541,NA,0.10289509,1.55925951,4.96963204,2.12239827,1,0.43850918,NA,3.4093691351064472,NA,2.08788173,127.2195828780557,NA,NA,0.00000000,roots,NA,NA,0.00120307,0.27225745,0.37587319
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940.5962491854488,NA,2750.30550193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.00000000,NA,0.078580157198,MS,NA,NA,NA,NA,NA,NA,1,18.35075656,NA,60.24867661727478,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00025691,NA,NA
0.88002816,NA,435.4965355762726,0.06059762,NA,NA,6.10017579,0.03251736,0.42819431,84.13933041,895.8456710373167,NA,1107.96142899,12.71319579,0.00051552,NA,37.25110945,2.80699793,0.52937362,420.69665203,1.84504037,NA,1.52950455,6.07672965,673.00000000,44.88434592,0.031656040828285714,MS,0.00692610,NA,0.10306476,1.54646143,5.59572021,2.21669562,1,0.42819431,NA,3.3236913179635796,NA,2.09263792,123.35152956257794,NA,NA,0.00000000,roots,NA,NA,0.00114990,0.27333122,0.37651412
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.002366619586,NA,2807.79078100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.00000000,NA,0.08022259374285715,MS,NA,NA,NA,NA,NA,NA,1,19.04878795,NA,62.39365375222829,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00026668,NA,NA
0.90628103,NA,412.6679174395001,0.06074353,NA,NA,6.23208605,0.03444666,0.41778577,83.73473466,914.3241940737579,NA,1132.68134260,12.45407065,0.00051637,NA,37.34961923,2.84039184,0.41440001,418.67367328,1.84551839,NA,1.55759020,6.09136123,674.00000000,42.60170643,0.032362324074285714,MS,0.00553464,NA,0.10323484,1.53782772,4.24413279,2.28282375,1,0.46596057,NA,3.6108784205022264,NA,2.09767658,120.638252066841,NA,NA,0.00000000,roots,NA,NA,0.00111932,0.27480079,0.37723317
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.8775720547866,NA,2855.15829512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.00000000,NA,0.08157595128914286,MS,NA,NA,NA,NA,NA,NA,1,19.17209611,NA,62.650162130826814,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00026841,NA,NA
0.92547156,NA,398.4588293022391,0.06089137,NA,NA,6.31781981,0.03524245,0.39349302,78.22336063,931.7010029817287,NA,1156.11430790,12.26631449,0.00051722,NA,37.46542129,2.62630935,0.34389408,391.11680313,1.84610792,NA,1.57892796,6.10618703,675.00000000,41.20277072,0.03303183736857143,MS,0.00466328,NA,0.10340534,1.53203400,3.45852209,2.33116263,1,0.52087126,NA,4.029743608985764,NA,2.10278213,118.62360773631225,NA,NA,0.00000000,roots,NA,NA,0.00110135,0.27633363,0.37797689
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.1414346969624,NA,2886.32731868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.00000000,NA,0.08246649481942858,MS,NA,NA,NA,NA,NA,NA,1,18.69184131,NA,60.9349539760664,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00026169,NA,NA
0.93599843,NA,393.9263328153252,0.06103439,NA,NA,6.35228181,0.03386576,0.33354232,66.94788844,946.0834877847791,NA,1175.90124469,12.17064958,0.00051808,NA,37.60041713,2.16777096,0.25326421,334.73944221,1.84680142,NA,1.59162285,6.12052865,676.00000000,40.80140839,0.03359717841971429,MS,0.00346131,NA,0.10357624,1.53015606,2.54207728,2.35767866,1,0.59483271,NA,4.594356466309262,NA,2.10772094,117.50426140203582,NA,NA,0.00000000,roots,NA,NA,0.00109763,0.27787830,0.37874379
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977.747948508893,NA,2886.19672618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.00000000,NA,0.08246276360514286,MS,NA,NA,NA,NA,NA,NA,1,17.50762801,NA,56.937648519140076,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00024511,NA,NA
0.93479796,NA,401.5978346853818,0.06116882,NA,NA,6.32203857,0.02741738,0.20535231,45.04350066,954.8024925288969,NA,1188.70057370,12.20120828,0.00051893,NA,37.79029946,1.36616615,0.12851095,225.21750329,1.84757267,NA,1.59253054,6.13400912,677.00000000,41.66477537,0.03396287353428571,MS,0.00175194,NA,0.10374751,1.53350443,1.31389257,2.35465481,1,0.72354621,NA,5.579285401644819,NA,2.11236320,117.6048300339931,NA,NA,0.00000000,roots,NA,NA,0.00111237,0.27960901,0.37952850
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.2241474577269,NA,2870.91079398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.00000000,NA,0.08202602268514286,MS,NA,NA,NA,NA,NA,NA,1,16.16555199,NA,52.446215233669676,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00022632,NA,NA
0.92766806,NA,413.47444339405484,0.06128966,NA,NA,6.26907891,0.01822011,0.14904661,26.35705259,956.7084806193508,NA,1193.04364083,12.27871973,0.00051979,NA,37.95277063,0.74205772,0.08235094,131.78526293,1.84807538,NA,1.58760768,6.14612702,678.00000000,42.96790030,0.03408696116657143,MS,0.00111557,NA,0.10391912,1.53840746,0.86280594,2.33669537,1,0.82472772,NA,6.34899695070551,NA,2.11653623,118.15650219131956,NA,NA,0.00000000,roots,NA,NA,0.00113289,0.28088231,0.38025973
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.00000000,NA,NA,MS,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,xylem,NA,NA,0.00000000,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.1631271918772,NA,2845.15906188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.00000000,NA,0.08129025891085714,MS,NA,NA,NA,NA,NA,NA,1,14.52298237,NA,47.00163515595828,NA,NA,NA,NA,NA,NA,phloem,NA,NA,0.00020332,NA,NA
