Tillers_Photosynthesis_An,sum_N_g,sum_dry_mass,sum_dry_mass_stem,Cont_WSC_DM_laminae,mstruct_laminae,Cont_WSC_DM,N_content_mstruct_shoot,N_content_mstruct,sum_respi_roots,NS,N_content_roots,Cont_WSC_DM_roots,mstruct_stem,N_content_shoot,Cont_WSC_DM_shoot,Cont_WSC_DM_stem,Total_Photosynthesis,N_content_mstruct_roots,N_content_total_DM_shoot,C_N_ratio,t,Tillers_Photosynthesis,mstruct_shoot,axis,sum_respi_shoot,dry_mass_phloem,mstruct,C_respired_roots,sum_C_g,C_respired_shoot,Total_Transpiration,plant,NS_shoot,N_content,sum_dry_mass_roots,shoot_roots_ratio,NS_roots,sum_N_g_shoot,sum_dry_mass_shoot,sum_NSC_g,senesced_mstruct,NNI,C_N_ratio_shoot,sum_dry_mass_laminae,C_exudated,NS_stem,NS_laminae,shoot_roots_mstruct_ratio
30.74778558,0.00246397,0.10299221,0.01509084,20.853544130930253,0.01602842,24.149377265253534,7.22573067,3.87572120,0.42664108,38.27263183,1.29256058,25.695973723135708,0.00789235,3.75028759,22.239852277955386,25.087425924766432,30.12317124,1.85485054,3.75028759,17.53975988,93.00000000,30.78991158,0.02392077,MS,1.60529579,0.01295805,0.06357437,1.20328197,0.04321737,2.12647244,0.00085696,1,48.09815422,2.39238069,0.05690373,0.80993780,30.31456989,0.00172845,0.04608848,0.01524465,0.00000000,0.85233809,11.20010800,0.03099764,0.89322801,47.70105934,48.29147525,0.60324327
38.90222979,0.00246997,0.10394577,0.01523579,21.632123715736473,0.01606406,24.68999965051664,7.25444466,3.87851436,0.42766917,38.73411599,1.27646009,26.127886588327897,0.00790257,3.72676583,22.92418085938509,25.588483583300402,38.02582759,1.84134322,3.72676583,17.66194626,94.00000000,38.93212974,0.02396662,MS,1.84238764,0.01347814,0.06368330,1.20533549,0.04362440,2.39000810,0.00114756,1,48.62782743,2.37620611,0.05729284,0.81428907,30.67777493,0.00173865,0.04665293,0.01560375,0.00000000,0.84699223,11.26961027,0.03141715,1.35743831,48.13153489,48.86850515,0.60343993
41.93909069,0.00247608,0.10496481,0.01539404,22.31925933084962,0.01610031,25.263726228083627,7.28255561,3.88144011,0.43020099,39.22447103,1.25907793,26.653830382219628,0.00791276,3.70510318,23.562397065026452,26.13077487389257,40.94761940,1.82835983,3.70510318,17.79431382,95.00000000,41.96518042,0.02401307,MS,1.95581477,0.01404137,0.06379298,1.20950141,0.04406022,2.51092235,0.00128160,1,49.12358543,2.35896576,0.05776599,0.81706949,31.13620665,0.00174877,0.04719883,0.01599130,0.00000000,0.84206891,11.33436027,0.03180478,1.86268292,48.59856477,49.37770419,0.60364909
47.24019073,0.00248232,0.10610942,0.01556725,23.047233637114743,0.01613692,25.907696040437173,7.31466609,3.88449302,0.43458408,39.77611542,1.23870446,27.274019182736875,0.00792308,3.68260157,24.240323197154684,26.709893134407398,46.09564266,1.81312559,3.68260157,17.94747409,96.00000000,47.26606039,0.02406000,MS,2.15692906,0.01465640,0.06390321,1.21615899,0.04455130,2.71633546,0.00153757,1,49.65454992,2.33939260,0.05831961,0.81944668,31.68126506,0.00175991,0.04778981,0.01643389,0.00000000,0.83695490,11.40232489,0.03222256,2.34521216,49.10419422,49.92043574,0.60386674
53.31344078,0.00248876,0.10739804,0.01575849,23.8236778356963,0.01617397,26.62813773944138,7.35264845,3.88782592,0.44090598,40.39543878,1.21476209,27.993820661029968,0.00793334,3.65942005,24.96575038072686,27.33410089232186,51.95523185,1.79476144,3.65942005,18.12396247,97.00000000,53.34314148,0.02410731,MS,2.41857115,0.01533940,0.06401413,1.22530762,0.04510615,2.98347515,0.00188264,1,50.22990595,2.31732158,0.05896070,0.82151907,32.31623644,0.00177253,0.04843734,0.01693994,0.00000000,0.83168637,11.47304698,0.03267885,2.82297596,49.65672807,50.50630537,0.60408995
46.11598437,0.00249548,0.10848966,0.01591916,24.285736208647993,0.01621323,27.205014841086566,7.37376090,3.89142696,0.44800027,40.89067389,1.19849843,28.65133970797813,0.00794359,3.64284465,25.442366570581402,27.838468404471467,44.95833011,1.78683215,3.64284465,18.26233837,98.00000000,46.14284004,0.02415682,MS,2.13719651,0.01589215,0.06412753,1.23568986,0.04557321,2.72846027,0.00150451,1,50.59719588,2.30019625,0.05959200,0.82054083,32.92607632,0.00178127,0.04889767,0.01735710,0.00000000,0.82791924,11.52444121,0.03297850,3.19047762,50.10045917,50.83697733,0.60436330
40.84544978,0.00250238,0.10943948,0.01605083,24.615697109563346,0.01625245,27.680971743939587,7.38827739,3.89529300,0.45511938,41.29978451,1.18640510,29.22982897002362,0.00795392,3.63045873,25.788913131673436,28.21643816681778,39.83421806,1.78332074,3.63045873,18.37346019,99.00000000,40.87345206,0.02420637,MS,1.96017659,0.01632120,0.06424121,1.24634069,0.04597744,2.55145980,0.00126438,1,50.86190544,2.28654539,0.06017756,0.81860954,33.47214111,0.00178843,0.04926192,0.01771131,0.00000000,0.82510426,11.56320653,0.03321109,3.32908280,50.44541059,51.06319623,0.60463261
32.37152429,0.00250944,0.11016487,0.01614389,24.740442657060218,0.01629305,28.007036381326046,7.39440126,3.89927217,0.46119394,41.58160973,1.17960392,29.685777096398713,0.00796421,3.62453936,25.94867695690099,28.444136040729106,31.59504906,1.78496310,3.62453936,18.44375470,100.00000000,32.41150217,0.02425726,MS,1.72058051,0.01659684,0.06435655,1.25589727,0.04628344,2.32831920,0.00093917,1,50.98265248,2.27789204,0.06067777,0.81557220,33.91438066,0.00179368,0.04948710,0.01796656,0.00000000,0.82375895,11.58186116,0.03334321,3.27149148,50.66733383,51.13532131,0.60493018
15.07360116,0.00251667,0.11043089,0.01617003,24.4437538218775,0.01633269,28.040355192039467,7.38934802,3.90354764,0.46583158,41.61847776,1.18127680,29.90613228832672,0.00797457,3.63327360,25.738336961643594,28.401637537206692,14.84596711,1.79393990,3.63327360,18.43352749,101.00000000,15.19945958,0.02430726,MS,1.36910898,0.01659833,0.06447122,1.26378540,0.04639102,1.96560675,0.00046799,1,50.83093138,2.27895053,0.06099482,0.81049623,34.15181885,0.00179615,0.04943607,0.01802368,0.00000000,0.82574400,11.55421822,0.03326604,2.95903882,50.68302833,50.90282442,0.60520039
5.52640392,0.00252393,0.11045667,0.01615259,24.057008591122518,0.01637109,27.92128524909061,7.38304737,3.90792350,0.46898934,41.52920300,1.18663253,29.948732780085397,0.00798489,3.64755169,25.4061622793128,28.17475146328875,5.79468758,1.80396237,3.64755169,18.38229410,102.00000000,5.92808329,0.02435598,MS,1.23043409,0.01644135,0.06458490,1.26978867,0.04639559,1.81247226,0.00028776,1,50.59558051,2.28499402,0.06115747,0.80610275,34.22077120,0.00179821,0.04929920,0.01797824,0.00000000,0.82898902,11.50922042,0.03314661,2.42091421,50.56586140,50.61006284,0.60543486
0.00000000,0.00253118,0.11034141,0.01611218,23.64786683477424,0.01641028,27.714852224378774,7.37791797,3.91221169,0.47053930,41.36421685,1.19358508,29.869727938546532,0.00799524,3.66472182,25.03045723729327,27.864054566487624,0.00000000,1.81308302,3.66472182,18.30672898,103.00000000,0.00000000,0.02440552,MS,1.05268944,0.01620309,0.06469957,1.27367158,0.04633769,1.64424403,0.00019351,1,50.32850950,2.29395596,0.06120755,0.80274167,34.16820560,0.00180062,0.04913385,0.01786987,0.00000000,0.83289132,11.45423494,0.03302167,1.86895089,50.37768987,50.30451304,0.60568568
0.00000000,0.00253847,0.11025512,0.01607142,23.38838119867819,0.01644634,27.52938690770181,7.37055868,3.91670435,0.47061795,41.21692496,1.20267030,29.733968314810493,0.00800571,3.67506841,24.777473231599924,27.627025706078996,0.00000000,1.82415542,3.67506841,18.23617510,104.00000000,0.00000000,0.02445205,MS,0.70844666,0.01601265,0.06481128,1.27562650,0.04629196,1.26278065,0.00013368,1,50.13853666,2.30235926,0.06121514,0.80110849,34.06974610,0.00180225,0.04903997,0.01777500,0.00000000,0.83524282,11.42139915,0.03296855,1.23816973,50.18665586,50.11507965,0.60585906
0.00000000,0.00254567,0.11017475,0.01603485,23.163787243773353,0.01648292,27.34724937690382,7.36446352,3.92101855,0.46967578,41.07209527,1.21142246,29.582289098916153,0.00801607,3.68434719,24.553788089903765,27.408799045971833,0.00000000,1.83415156,3.68434719,18.16766642,105.00000000,0.00000000,0.02449899,MS,0.70735082,0.01583927,0.06492365,1.27608160,0.04624887,1.26824702,0.00013392,1,49.97127520,2.31057407,0.06120490,0.80009690,33.95188897,0.00180422,0.04896985,0.01768246,0.00000000,0.83735163,11.39198128,0.03293500,1.00778573,50.00845019,49.95317605,0.60604046
0.00000000,0.00255284,0.11009903,0.01601051,22.954801294609382,0.01651947,27.1680466415322,7.35951823,3.92525978,0.46829329,40.92945079,1.21999717,29.414750996226964,0.00802647,3.69262943,24.358413178767314,27.24359548536974,0.00000000,1.84334403,3.69262943,18.10060470,106.00000000,0.00000000,0.02454594,MS,0.70655327,0.01567362,0.06503606,1.27592524,0.04620787,1.26684620,0.00013416,1,49.82512011,2.31867251,0.06117825,0.79964322,33.81608912,0.00180646,0.04892077,0.01759201,0.00000000,0.83923396,11.36572715,0.03291027,0.83650165,49.86749072,49.80450724,0.60621988
0.00000000,0.00255995,0.11002653,0.01599325,22.757359654806308,0.01655603,26.990868787110035,7.35530398,3.92939428,0.46664651,40.78821447,1.22840596,29.237289851532932,0.00803690,3.70026832,24.181245762869295,27.109633000273845,0.00000000,1.85192843,3.70026832,18.03489110,107.00000000,0.00000000,0.02459293,MS,0.70593172,0.01551637,0.06514861,1.27537636,0.04616839,1.26669267,0.00013441,1,49.69251675,2.32666452,0.06114129,0.79954536,33.66882085,0.00180888,0.04888524,0.01750300,0.00000000,0.84097007,11.34152580,0.03289198,0.71187450,49.74818490,49.66544891,0.60639831
0.00000000,0.00256692,0.10995603,0.01597746,22.57046654706014,0.01659328,26.81444975458246,7.35117695,3.93326143,0.46478399,40.64721823,1.23662510,29.053801117740214,0.00804729,3.70740899,24.01410770465595,26.985040698927666,0.00000000,1.85998437,3.70740899,17.97089562,108.00000000,0.00000000,0.02464057,MS,0.70539643,0.01536791,0.06526193,1.27451550,0.04612992,1.27449057,0.00013465,1,49.56713718,2.33450007,0.06109786,0.79967066,33.51422080,0.00181137,0.04885817,0.01741467,0.00000000,0.84259295,11.31892314,0.03288071,0.61783343,49.63345219,49.53491327,0.60659108
0.00000000,0.00257382,0.10988709,0.01596284,22.39515079763508,0.01663065,26.638969436125354,7.34732250,3.93698896,0.46278644,40.50669343,1.24472642,28.86492802539646,0.00805770,3.71417213,23.85646215973886,26.86601728254522,0.00000000,1.86764887,3.71417213,17.90808284,109.00000000,0.00000000,0.02468834,MS,0.70493262,0.01522474,0.06537546,1.27344311,0.04609227,1.27559157,0.00013490,1,49.44863077,2.34224491,0.06104896,0.79998303,33.35329535,0.00181393,0.04883813,0.01732707,0.00000000,0.84413003,11.29753408,0.03287529,0.54935936,49.52213958,49.41293804,0.60678525
0.00000000,0.00258066,0.10981921,0.01594942,22.225548064979083,0.01666817,26.464056674579673,7.34368748,3.94058044,0.46070150,40.36631592,1.25268776,28.672825774770672,0.00806815,3.72073847,23.704517981546587,26.75279836278401,0.00000000,1.87495310,3.72073847,17.84632672,110.00000000,0.00000000,0.02473632,MS,0.70450911,0.01508679,0.06548924,1.27222315,0.04605523,1.27725353,0.00013515,1,49.33419375,2.34991329,0.06099670,0.80041244,33.18831494,0.00181656,0.04882251,0.01723997,0.00000000,0.84562238,11.27680232,0.03287309,0.49874325,49.41414278,49.29540394,0.60698277
0.00000000,0.00258742,0.10975195,0.01593669,22.060152035369526,0.01670581,26.289513419385734,7.34025048,3.94405135,0.45857625,40.22593556,1.26051777,28.478419004110673,0.00807861,3.72719183,23.55653509035855,26.643181347655876,0.00000000,1.88194104,3.72719183,17.78550010,111.00000000,0.00000000,0.02478442,MS,0.70411189,0.01495282,0.06560321,1.27091372,0.04601863,1.27841644,0.00013541,1,49.22255247,2.35751980,0.06094205,0.80092314,33.02033690,0.00181924,0.04880990,0.01715322,0.00000000,0.84708905,11.25647000,0.03287321,0.46259843,49.30812546,49.18106733,0.60718180
0.00000000,0.00259409,0.10968509,0.01592447,21.89781288952232,0.01674358,26.11515199972262,7.33680226,3.94734233,0.45642325,40.08538749,1.26822423,28.28216956999736,0.00808911,3.73348975,23.411434759540196,26.536209156241995,0.00000000,1.88864137,3.73348975,17.72581105,112.00000000,0.00000000,0.02483269,MS,0.70372025,0.01482184,0.06571738,1.26953640,0.04598236,1.27963618,0.00013566,1,49.11284751,2.36503486,0.06088557,0.80149564,32.84991767,0.00182193,0.04879952,0.01706671,0.00000000,0.84852040,11.23666344,0.03287504,0.43602341,49.20330776,49.06902912,0.60738318
0.00000000,0.00260065,0.10961818,0.01591209,21.737068259450826,0.01678203,25.940243382108523,7.33313589,3.95040971,0.45424109,39.94397635,1.27582067,28.083702596761874,0.00809960,3.73961561,23.268036497485706,26.431472725098587,0.00000000,1.89506721,3.73961561,17.66724220,113.00000000,0.00000000,0.02488162,MS,0.70330933,0.01469255,0.06583232,1.26809545,0.04594625,1.28764716,0.00013592,1,49.00386865,2.37245899,0.06082699,0.80213071,32.67675847,0.00182460,0.04879120,0.01698003,0.00000000,0.84991264,11.21743428,0.03287911,0.41458402,49.09783847,48.95839127,0.60759943
-0.29562924,0.00260714,0.10955393,0.01590077,21.574526146323546,0.01682059,25.76281351908154,7.32825717,3.95335740,0.45213088,39.80369168,1.28379703,27.88221221894917,0.00811009,3.74499283,23.122760540468033,26.324620928253022,0.39030740,1.90203635,3.74499283,17.61079534,114.00000000,0.40149398,0.02493067,MS,0.81240518,0.01456847,0.06594743,1.26669441,0.04591376,1.39821983,0.00014041,1,48.89654191,2.37977521,0.06076922,0.80278643,32.50407493,0.00182698,0.04878471,0.01689689,0.00000000,0.85113473,11.20180229,0.03288394,0.40097988,48.99563746,48.84862504,0.60781688
9.12850548,0.00261355,0.10966315,0.01592590,21.60628316187783,0.01685832,25.669124580341496,7.32360128,3.95621700,0.45051984,39.75934981,1.29059381,27.731741752599365,0.00812062,3.74092542,23.106231737625038,26.211944238367956,9.13275016,1.90880054,3.74092542,17.59036678,115.00000000,9.40788225,0.02497894,MS,2.06868278,0.01454032,0.06606179,1.26576557,0.04597327,2.64474940,0.00035173,1,48.91959193,2.38325084,0.06076193,0.80480040,32.38718334,0.00182936,0.04890122,0.01690608,0.00000000,0.85021032,11.22336261,0.03297532,0.46502133,49.00997028,48.87594240,0.60801390
15.01758682,0.00261993,0.10998333,0.01597535,21.849748462567216,0.01689627,25.74349530861863,7.32968657,3.95900619,0.44926726,39.83048801,1.29087572,27.722692858876098,0.00813116,3.73357581,23.292328761034213,26.286510572713894,14.70201097,1.90890943,3.73357581,17.59881576,116.00000000,15.17159636,0.02502743,MS,1.46581347,0.01465113,0.06617643,1.26523767,0.04610765,2.04465644,0.00046441,1,49.06227201,2.38211470,0.06084996,0.80745127,32.37627226,0.00183443,0.04913338,0.01699002,0.00000000,0.84853996,11.24602537,0.03315802,0.61181176,49.10186147,49.04319803,0.60821452
31.71623847,0.00262627,0.11074997,0.01608671,22.51835524356501,0.01693454,26.108936989164715,7.35203329,3.96170158,0.44939276,40.14313615,1.28073506,27.949324839766813,0.00814168,3.71397079,23.843296205999778,26.60682122014395,30.69227097,1.89895269,3.71397079,17.68043596,117.00000000,31.77266591,0.02507622,MS,1.75592824,0.01502354,0.06629147,1.26621130,0.04643359,2.33854582,0.00088655,1,49.48375988,2.37135032,0.06111006,0.81230346,32.55571516,0.00184361,0.04963991,0.01726535,0.00000000,0.84408427,11.30451254,0.03355320,0.94779400,49.38876209,49.52930550,0.60842096
40.23296742,0.00263266,0.11172853,0.01623738,23.218845034970816,0.01697217,26.60232339762044,7.38171766,3.96449481,0.45096201,40.56487159,1.26485658,28.349650256676163,0.00815226,3.69328729,24.46190666499391,27.06314598558516,38.82417065,1.88473362,3.69328729,17.79651422,118.00000000,40.27580560,0.02512443,MS,2.01289785,0.01555269,0.06640599,1.26893782,0.04685221,2.58835789,0.00118698,1,49.96710174,2.35630258,0.06151270,0.81634891,32.88937129,0.00185461,0.05021583,0.01763357,0.00000000,0.83938347,11.36666346,0.03397845,1.47010660,49.79323512,50.05018788,0.60861152
43.44113959,0.00263916,0.11277488,0.01639745,23.83920585376194,0.01701309,27.124847873604935,7.41019254,3.96723818,0.45411412,41.01177074,1.24773085,28.834475107066226,0.00816281,3.67414361,25.037344691176777,27.54933623179011,41.86159686,1.87089886,3.67414361,17.92264153,119.00000000,43.48055579,0.02517590,MS,2.13465852,0.01611871,0.06652393,1.27373731,0.04730075,2.74922983,0.00132602,1,50.41770384,2.34020355,0.06199890,0.81898186,33.30848218,0.00186558,0.05077598,0.01803022,0.00000000,0.83503264,11.42479238,0.03437853,2.01048680,50.21902695,50.51246630,0.60887805
49.05665398,0.00264586,0.11395408,0.01657267,24.503218775752767,0.01705433,27.715487605894157,7.44327919,3.97023335,0.45915380,41.51819903,1.22758417,29.409083957857106,0.00817343,3.65430953,25.653286550350927,28.0691149371532,47.20583761,1.85462500,3.65430953,18.06895032,120.00000000,49.09715988,0.02522776,MS,2.35332198,0.01674025,0.06664240,1.28091433,0.04780789,2.97224543,0.00159200,1,50.90457524,2.32186396,0.06256893,0.82125666,33.80957505,0.00187777,0.05138515,0.01848523,0.00000000,0.83052489,11.48554581,0.03481248,2.50987540,50.68127733,51.01087738,0.60915071
55.44015755,0.00265281,0.11528468,0.01676787,25.21611622990126,0.01709544,28.38011249809903,7.48281608,3.97359669,0.46618451,42.09030293,1.20384775,30.07852951338153,0.00818409,3.63390844,26.317074769822597,28.633967374124364,53.26549396,1.83501773,3.63390844,18.23808385,121.00000000,55.48457495,0.02527953,MS,2.63681839,0.01743498,0.06676096,1.29049252,0.04838223,3.25428577,0.00194926,1,51.43661959,2.30109781,0.06322996,0.82326028,34.39585167,0.00189162,0.05205472,0.01900741,0.00000000,0.82588828,11.54854409,0.03528685,2.99983027,51.19184470,51.55293358,0.60941729
47.95067479,0.00265999,0.11641190,0.01692945,25.643714023989546,0.01714024,28.91034561828974,7.50478440,3.97704842,0.47372312,42.54583181,1.18769693,30.684941868645755,0.00819469,3.61912829,26.752676124999326,29.08505570235796,46.09319973,1.82595128,3.61912829,18.37058870,122.00000000,47.99214640,0.02533494,MS,2.32636332,0.01799211,0.06688346,1.30092175,0.04886556,2.98805872,0.00155882,1,51.77571936,2.28498009,0.06387625,0.82245972,34.95462106,0.00190133,0.05253564,0.01943683,0.00000000,0.82252916,11.59490611,0.03560619,3.35263565,51.59505815,51.86161723,0.60976704
42.45612429,0.00266740,0.11739320,0.01706230,25.950820239960787,0.01718488,29.347259011366006,7.52024632,3.98082970,0.48098523,42.92165744,1.17565489,31.21654399929179,0.00820534,3.60815292,27.06982280691314,29.42144101836428,40.83153765,1.82139940,3.60815292,18.47642510,123.00000000,42.49880543,0.02539022,MS,2.13148999,0.01842541,0.06700608,1.31124416,0.04928399,2.79173029,0.00131078,1,52.02081463,2.27219161,0.06447396,0.82078479,35.45320765,0.00190941,0.05291924,0.01980131,0.00000000,0.82003476,11.62962020,0.03585694,3.45883187,51.90950341,52.07378137,0.61010910
33.59440769,0.00267501,0.11814226,0.01715738,26.070747770877063,0.01722972,29.644869791415267,7.52772444,3.98487001,0.48698887,43.17936471,1.16882754,31.631856563556443,0.00821603,3.60321183,27.216040105971135,29.619327251983606,32.35357592,1.82212564,3.60321183,18.54215469,124.00000000,33.64983397,0.02544575,MS,1.86907795,0.01870256,0.06712918,1.32025818,0.04960046,2.53208683,0.00097435,1,52.13411624,2.26422845,0.06498174,0.81808403,35.85362550,0.00191549,0.05316052,0.02006362,0.00000000,0.81891178,11.64531032,0.03600314,3.36377266,52.11372322,52.14383459,0.61045250
15.57544385,0.00268269,0.11841517,0.01718335,25.799883234399672,0.01727407,29.66671052272909,7.52321711,3.98900627,0.49128743,43.20658775,1.17036750,31.822053574494998,0.00822672,3.61167465,27.017256789257,29.56314687527123,15.15877518,1.83038207,3.61167465,18.53027248,125.00000000,15.72334095,0.02550080,MS,1.48526109,0.01869634,0.06725204,1.32738441,0.04971092,2.14262476,0.00048656,1,51.99294933,2.26549278,0.06529631,0.81350470,36.05884135,0.00191848,0.05311886,0.02012003,0.00000000,0.82083515,11.61817604,0.03593550,2.99681168,52.12387824,51.93034278,0.61077969
5.67369416,0.00269041,0.11843995,0.01716342,25.444369626163216,0.01731969,29.543404958916703,7.51673387,3.99310970,0.49393270,43.11346100,1.17553214,31.841352419834184,0.00823748,3.62512134,26.705424374782588,29.33795316022934,5.90112365,1.83970123,3.62512134,18.47854845,126.00000000,6.11410105,0.02555717,MS,1.33474559,0.01852804,0.06737640,1.33253545,0.04971493,2.00764593,0.00030030,1,51.77265276,2.27154191,0.06544685,0.80971219,36.10200791,0.00192106,0.05299311,0.02006931,0.00000000,0.82389121,11.57528736,0.03582969,2.39323311,52.00558884,51.66106988,0.61113455
0.00000000,0.00269815,0.11832283,0.01712725,25.07502886901945,0.01736107,29.344836155273157,7.51305051,3.99745328,0.49493910,42.95542920,1.18209527,31.752113006518773,0.00824830,3.64148026,26.361261655967112,29.043005839119683,0.00000000,1.84806545,3.64148026,18.40357959,127.00000000,0.00000000,0.02560937,MS,1.13880173,0.01828511,0.06749671,1.33563547,0.04965564,1.76134158,0.00020300,1,51.53126880,2.28033007,0.06548594,0.80684322,36.03607117,0.00192404,0.05283689,0.01995708,0.00000000,0.82760915,11.52208296,0.03570964,1.80589107,51.84108378,51.38267365,0.61138626
0.00000000,0.00270587,0.11823409,0.01708605,24.833790098278836,0.01740255,29.162716284914726,7.50560192,4.00175032,0.49451865,42.81067175,1.19087936,31.609684593166826,0.00825904,3.65118397,26.125202391703585,28.82090364564409,0.00000000,1.85866992,3.65118397,18.33358121,128.00000000,0.00000000,0.02566159,MS,0.76584625,0.01809143,0.06761727,1.33695041,0.04960838,1.38963207,0.00014023,1,51.35388196,2.28857413,0.06548252,0.80558259,35.92841035,0.00192606,0.05275158,0.01985678,0.00000000,0.82981454,11.49080769,0.03566552,1.17075242,51.66207529,51.20623775,0.61163561
0.00000000,0.00271351,0.11815159,0.01705437,24.620088680533648,0.01744408,28.984108725019226,7.49955461,4.00588936,0.49316715,42.66853922,1.19934126,31.45083157095625,0.00826985,3.65979492,25.919716548404224,28.635504731105225,0.00000000,1.86816654,3.65979492,18.26559713,129.00000000,0.00000000,0.02571393,MS,0.76505475,0.01791179,0.06773801,1.33697013,0.04956389,1.38978928,0.00014050,1,51.19983633,2.29663489,0.06545928,0.80496317,35.80115923,0.00192843,0.05269231,0.01975917,0.00000000,0.83177157,11.46305595,0.03563794,0.94002473,51.50891721,51.05192711,0.61188542
0.00000000,0.00272108,0.11807350,0.01703528,24.41976353121618,0.01748557,28.808131710426405,7.49453416,4.00991754,0.49144862,42.52831401,1.20763065,31.27736897847061,0.00828064,3.66744490,25.7402529648775,28.5012400370608,0.00000000,1.87687432,3.66744490,18.19915988,130.00000000,0.00000000,0.02576621,MS,0.76452453,0.01773905,0.06785884,1.33649208,0.04952143,1.38898199,0.00014078,1,51.06507195,2.30456722,0.06541947,0.80486795,35.65735117,0.00193106,0.05265403,0.01966354,0.00000000,0.83351020,11.43838503,0.03561875,0.77189217,51.39120352,50.90909394,0.61213139
0.00000000,0.00272857,0.11799842,0.01701893,24.233341070497012,0.01752717,28.633838260635446,7.49007821,4.01378490,0.48948658,42.38917231,1.21570954,31.09734635938084,0.00829146,3.67462543,25.573728564964814,28.378151107093696,0.00000000,1.88497725,3.67462543,18.13421842,131.00000000,0.00000000,0.02581864,MS,0.76414171,0.01757784,0.06797990,1.33567339,0.04948040,1.39034624,0.00014106,1,50.94009271,2.31237470,0.06537167,0.80503915,35.50534664,0.00193384,0.05262675,0.01956925,0.00000000,0.83514214,11.41524218,0.03560782,0.65115796,51.28095789,50.77717453,0.61237861
0.00000000,0.00273597,0.11792473,0.01700266,24.056866240513127,0.01757075,28.45875617216935,7.48548491,4.01739474,0.48733830,42.24874456,1.22366180,30.909866170785254,0.00830234,3.68134397,25.415646935395365,28.2611699627118,0.00000000,1.89259412,3.68134397,18.07046359,132.00000000,0.00000000,0.02587308,MS,0.76384060,0.01742177,0.06810303,1.33459563,0.04944019,1.41360394,0.00014136,1,50.82023398,2.32009590,0.06531553,0.80546238,35.34473231,0.00193673,0.05260920,0.01947486,0.00000000,0.83666908,11.39361413,0.03560654,0.56276313,51.17037912,50.65303432,0.61267168
0.00000000,0.00274325,0.11785313,0.01699003,23.889656323583687,0.01761202,28.28689149159886,7.48173494,4.02095652,0.48514497,42.11107675,1.23142228,30.72130823613184,0.00831319,3.68788037,25.266389570814972,28.151558505940972,0.00000000,1.89981783,3.68788037,18.00817002,133.00000000,0.00000000,0.02592521,MS,0.76362654,0.01727425,0.06822395,1.33341591,0.04940098,1.38612462,0.00014162,1,50.70821937,2.32768843,0.06525773,0.80596431,35.18208663,0.00193966,0.05259540,0.01938244,0.00000000,0.83815463,11.37258153,0.03560537,0.50651968,51.07016592,50.53550718,0.61290797
0.00000000,0.00275045,0.11778231,0.01697833,23.72706366198531,0.01765336,28.11543732051895,7.47811897,4.02435510,0.48289688,41.97343208,1.23904455,30.530206555297788,0.00832411,3.69424095,25.121522069254215,28.04597796382521,0.00000000,1.90669575,3.69424095,17.94700308,134.00000000,0.00000000,0.02597747,MS,0.76345383,0.01713081,0.06834506,1.33214103,0.04936228,1.38720242,0.00014192,1,50.59932903,2.33519515,0.06519705,0.80655898,35.01613742,0.00194263,0.05258526,0.01929045,0.00000000,0.83960022,11.35214756,0.03560693,0.46598288,50.97216337,50.42155169,0.61314538
0.00000000,0.00275759,0.11771191,0.01696719,23.567538192243706,0.01769481,27.944184827393137,7.47468913,4.02764976,0.48062352,41.83563869,1.24655207,30.337292934818315,0.00833507,3.70053732,24.979545569964277,27.94303545068831,0.00000000,1.91329034,3.70053732,17.88663398,135.00000000,0.00000000,0.02602988,MS,0.76328083,0.01699057,0.06846636,1.33080795,0.04932393,1.38851692,0.00014220,1,50.49242508,2.34265676,0.06513434,0.80721730,34.84773092,0.00194565,0.05257757,0.01919873,0.00000000,0.84103121,11.33196684,0.03561037,0.43715968,50.87538038,50.30995922,0.61338418
0.00000000,0.00276458,0.11764159,0.01695633,23.410132814138027,0.01773635,27.77301411447541,7.47115163,4.03071542,0.47835500,41.69761473,1.25392268,30.143004184476663,0.00834600,3.70667265,24.839568204410366,27.841959932775435,0.00000000,1.91958463,3.70667265,17.82758147,136.00000000,0.00000000,0.02608235,MS,0.76310555,0.01685270,0.06858787,1.32945233,0.04928580,1.38979063,0.00014248,1,50.38686367,2.35000323,0.06507012,0.80792015,34.67739540,0.00194865,0.05257146,0.01910713,0.00000000,0.84242560,11.31233359,0.03561514,0.41693266,50.77942012,50.19996798,0.61362300
0.00000000,0.00277149,0.11757124,0.01694560,23.254137776980237,0.01777799,27.601814584551317,7.46762679,4.03364043,0.47610492,41.55926663,1.26119260,29.947656936760747,0.00835693,3.71274696,24.700892351940006,27.74207016554133,0.00000000,1.92564686,3.71274696,17.76941328,137.00000000,0.00000000,0.02613491,MS,0.76291854,0.01671665,0.06870956,1.32809180,0.04924782,1.39102808,0.00014276,1,50.28210353,2.35728905,0.06500483,0.80865399,34.50550972,0.00195166,0.05256641,0.01901562,0.00000000,0.84380613,11.29293962,0.03562081,0.40279085,50.68379428,50.09101049,0.61386195
