t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Total_Transpiration_turgor,Tr,Transpiration,Ts,VPDa,WC_mstruct,Wmax,age,ambient_CO2,amino_acids,area_prim,cytokinins,cytokinins_import,epsilon_volume,fructan,green_area,gs,gs_VPD,gs_VPD_psi,gs_psi,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,organ_volume,osmotic_water_potential,proteins,resistance,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,thickness,total_water_influx,total_water_potential,triosesP,turgor_water_potential,volume,water_content,water_influx,width
1,1,MS,2,blade,LeafElement1,19.62817169,0.14478306,19.45250337,0.00000000,3.94127697,182.14851527,3.77011398,0.70482653,14.78492734,0.08023525,0.20868798,0.00000000,0.00002420,518.41753837,NA,16.99972055,0.20660255,0.00042915,0.31118194,0.17566832,0.00000000,43.13866138,0.00000003,6.25739276,292.32311550,3078.50652972,26.97950701,0.03474126,2.22816466,0.00053605,20.25580562,0.42681969,96.89571760,0.00330000,161.00000000,NA,1.60160398,NA,0.49820508,0.02761877,46.15384615,0.00000000,0.00024058,0.27213587,0.27274282,0.27250163,0.27566723,0.06188040,False,False,0.09181323,0.00483764,4885.93175850,0.00483764,1.00000000,0.00010711,0.00000010,-0.51538285,23.64933160,10714.05201799,0,0.00000000,0.90263169,23.86119892,0.51821363,0.00041893,0.03474126,-0.14020134,0.00147062,0.37518151,0.00000015,0.15100008,0.03474126,0.00255729
1,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,5.63946510,7.40897044,0.00000000,1.23523440,0.03816171,2.10844837,0.03084455,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00002884,0.02712203,0.00000000,0.00000000,0.00000000,0.00000080,4.01122433,0.00000000,0.00000000,4.96141724,0.00000000,0.00000000,0.00000000,12.00000000,0.00000000,95.37864408,NA,161.00000000,NA,0.32797388,NA,0.07693148,0.00000000,46.15384615,6.69579515,0.00024800,0.00000000,0.00000000,0.00000000,0.00000000,NA,False,False,0.02850726,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,0.00000004,-0.75503438,3.81915764,2569.52763436,0,0.00000000,0.00000000,6.67891096,0.02715087,0.00042013,0.00000000,-0.03680699,0.00000000,0.71822739,0.00000005,0.04705617,0.00000000,0.00330084
1,1,MS,2,sheath,StemElement,2.23903202,0.00061218,2.84995813,0.00000000,7.00948144,36.53700571,1.34036218,0.00171569,0.02461033,0.03084455,0.00088239,0.00000000,0.00000020,116.73399253,NA,0.03794116,0.00087358,0.00000001,0.00056631,0.02059573,0.00000000,22.06010933,0.00000206,3.77330649,58.64246832,816.64685931,0.08652140,0.00014688,0.48152719,0.00000227,16.91334360,0.42681969,95.36267887,NA,161.00000000,NA,0.00523402,NA,0.00146454,0.00011678,46.15384615,0.00000000,0.00000471,0.14277684,0.08231039,0.08231016,0.08276985,0.02867897,False,False,0.00049943,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000118,0.00000000,-0.54641056,0.06700167,45.15787232,0,0.00000000,0.00149708,0.07817546,0.00143990,0.00041940,0.00014688,-0.03680883,0.00000241,0.50960173,0.00000000,0.00082257,0.00014688,0.00329625
1,1,MS,3,blade,LeafElement1,20.33357470,0.12243994,20.13094751,0.00000000,3.06153333,169.82924772,4.46193095,0.19515673,9.53645504,NA,0.17648295,0.00000000,0.00002365,479.01461123,NA,15.70984243,0.17471938,0.00027016,0.20993426,0.20262718,0.00000000,37.37899489,0.00000005,3.03560990,272.54308071,2930.67067869,27.27851751,0.02930871,2.11230416,0.00045333,19.74546352,0.42681969,95.90403708,0.00402738,81.00000000,NA,0.45088603,NA,0.57546773,0.02335660,46.15384615,0.00000000,0.00021461,0.25894509,0.28082518,0.28078153,0.28406494,0.06410587,True,False,0.07077971,0.00472148,0.00000000,0.00472148,1.00000000,0.00009315,0.00000010,-0.73705182,25.13810602,6512.10338886,0,0.00000000,0.82137576,7.68042973,0.38492380,0.00044988,0.02930862,-0.08982386,0.00133681,0.64722796,0.00000011,0.11029830,0.02930862,0.00302199
1,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00001017,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00005087,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,MS,1,blade,LeafElement1,16.93428971,0.08120061,16.78446725,0.00000000,4.56866990,201.14291520,3.25684050,0.32034394,9.53329855,0.06700653,0.14154964,0.00000000,0.00002050,442.68169453,NA,11.87632401,0.14013485,0.00023491,0.21125852,0.14982246,0.00000000,34.46757949,0.00000007,5.61891899,225.41890109,2552.03928207,19.48653748,0.02377067,1.88182429,0.00036660,19.70399974,0.42681969,96.74720526,0.00300000,241.50000000,NA,1.07556763,NA,0.36535623,0.01885806,46.15384615,0.00000000,0.00019481,0.25468145,0.24191938,0.24163280,0.24435923,0.04741069,False,False,0.08178075,0.00410677,4400.00000000,0.00410677,1.00000000,0.00008127,0.00000008,-0.38878739,16.94668414,11036.79023842,0,0.00000000,0.84616690,19.85659405,0.35162827,0.00039866,0.02377067,-0.11039102,0.00095937,0.27839637,0.00000012,0.12214676,0.02377067,0.00232481
2,1,MS,1,sheath,StemElement,1.54323778,0.03536627,1.96626113,0.00000000,5.70943738,43.28440579,1.18969175,0.07200362,0.88015701,0.02394480,0.06165080,0.00000000,0.00000855,179.81386508,NA,1.48800052,0.06103522,0.00000903,0.02581096,0.01224884,0.00000001,36.05364752,0.00000474,4.78931901,49.70127790,700.77628145,2.95843357,0.01035525,0.59614764,0.00015967,18.89540556,0.42681969,96.12611467,NA,241.50000000,NA,0.33059462,NA,0.05557128,0.00821348,46.15384615,0.00000000,0.00026784,0.14068264,0.07226008,0.07225947,0.07257616,0.01421425,False,False,0.02841820,0.00171000,1183.15614503,0.00171000,1.00000000,0.00009491,0.00000003,-0.29494919,2.01712466,2979.43513801,0,0.00000000,0.07581911,5.20021891,0.08685522,0.00039857,0.01035525,-0.04608571,0.00008728,0.24886348,0.00000004,0.04243173,0.01035525,0.00299139
2,1,MS,2,blade,LeafElement1,17.30711880,0.09480594,17.14529222,0.00000000,3.89183731,222.92262841,3.79831924,0.40931013,12.19621623,0.07807823,0.16526657,0.00000000,0.00002420,414.00208829,NA,14.97945682,0.16361470,0.00035401,0.28322919,0.16182657,0.00000000,34.16278783,0.00000005,5.75675870,247.63238581,2735.38405126,26.72015828,0.02775451,1.78032420,0.00042802,19.19471614,0.42681969,96.89047954,0.00330000,161.50000000,NA,1.33230468,NA,0.50193229,0.02201777,46.15384615,0.00000000,0.00024042,0.24557065,0.24617965,0.24575593,0.24854102,0.06187467,False,False,0.09175181,0.00483764,4888.60620860,0.00483764,1.00000000,0.00009089,0.00000010,-0.39497009,23.65928217,10721.44148383,0,0.00000000,1.10468663,24.50658838,0.44719789,0.00041858,0.02775451,-0.12017336,0.00124290,0.27479673,0.00000015,0.15073757,0.02775451,0.00255729
2,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,6.54273843,7.56711164,0.00000000,1.19084103,0.01836094,0.15256844,0.03046484,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000209,0.02526057,0.00000000,0.00000234,0.00000000,0.00190543,3.86207020,0.00000000,0.00000000,4.93447694,0.00000000,0.00000000,0.00000000,12.00000000,0.00000000,95.36119457,NA,161.50000000,NA,0.30916372,NA,0.07416662,0.00000000,46.15384615,6.68161646,0.00024800,0.00000000,0.00000000,0.00000000,0.00000000,NA,False,False,0.02846397,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,0.00000004,-0.52774999,3.81102751,2574.41411826,0,0.00000000,0.00000000,5.72536092,0.02526266,0.00041934,0.00000000,-0.03751549,0.00000000,0.49023450,0.00000005,0.04687058,0.00000000,0.00329583
2,1,MS,2,sheath,StemElement,2.04020638,0.00043816,2.59543427,0.00000001,6.83759069,46.88519385,1.38369126,0.00106304,0.00377408,0.03028290,0.00076381,0.00000000,0.00000020,93.22237985,NA,0.03450086,0.00075618,0.00000000,0.00059022,0.02021494,0.00000083,19.09553680,0.00066720,3.80547534,53.16172147,745.96244551,0.08646360,0.00012845,0.42112953,0.00000198,16.38315900,0.42681969,95.33893913,NA,161.50000000,NA,0.00530230,NA,0.00151189,0.00010176,46.15384615,0.00000001,0.00000470,0.13461455,0.07943757,0.07943726,0.07985608,0.02867809,False,False,0.00049840,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000110,0.00000000,-0.23816115,0.06687559,45.27428694,0,0.00000000,0.00192109,0.09767573,0.00134641,0.00041833,0.00012845,-0.03751710,0.00000218,0.20064405,0.00000000,0.00081817,0.00012845,0.00328947
2,1,MS,3,blade,LeafElement1,18.10915164,0.08106082,17.92137956,0.00000000,3.08122303,210.16779481,4.44609677,0.16271699,9.70452740,NA,0.14130596,0.00000000,0.00002366,382.53537871,NA,13.99720530,0.13989359,0.00027504,0.21821969,0.18777207,0.00000000,29.91570244,0.00000006,3.37571414,234.65183474,2629.34365737,27.36046996,0.02370463,1.70452198,0.00036597,18.74431473,0.42681969,95.86386872,0.00403419,81.50000000,NA,0.52404384,NA,0.57367005,0.01882560,46.15384615,0.00000000,0.00021470,0.23596489,0.25534948,0.25527462,0.25819513,0.06412278,True,False,0.07071056,0.00472349,0.00000000,0.00472349,1.00000000,0.00007957,0.00000010,-0.16616910,25.14618168,6556.37042230,0,0.00000000,1.01690574,11.40272987,0.35838832,0.00044778,0.02370417,-0.08068586,0.00114918,0.08548324,0.00000011,0.10943063,0.02370417,0.00302714
2,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00001026,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00005131,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,MS,1,blade,LeafElement1,15.03937516,0.05755966,14.89842230,0.00000000,4.52345630,196.94290601,3.27716538,0.23231270,8.57633408,0.06643002,0.11723973,0.00000000,0.00002050,368.71717363,NA,10.54724048,0.11606774,0.00021133,0.20057073,0.14095286,0.00000000,28.54803101,0.00000009,5.37215886,194.29053559,2279.18812073,19.39788280,0.01978257,1.56709461,0.00030528,18.91977299,0.42681969,96.74709227,0.00300000,242.00000000,NA,0.98310384,NA,0.36763630,0.01569805,46.15384615,0.00000000,0.00019481,0.23151783,0.22028553,0.22014398,0.22256468,0.04737486,False,False,0.08177962,0.00410677,4400.00000000,0.00410677,1.00000000,0.00007230,0.00000008,-0.37371046,16.95049325,11029.99806378,0,0.00000000,0.82849833,20.74734598,0.31684980,0.00039866,0.01978258,-0.09738545,0.00082556,0.27632501,0.00000012,0.12214237,0.01978258,0.00232481
3,1,MS,1,sheath,StemElement,1.46223340,0.02633093,1.86297015,0.00000002,5.39532562,45.89880909,1.29774260,0.07207628,0.53164412,0.02422187,0.05363185,0.00000000,0.00000855,149.77005132,NA,1.40995233,0.05309607,0.00000545,0.02550769,0.01168805,0.00000002,31.36397265,0.00002264,4.87484023,47.57752476,672.82757294,2.96785336,0.00904914,0.52139220,0.00013965,18.13567030,0.42681969,96.12650463,NA,242.00000000,NA,0.34120967,NA,0.06061841,0.00718114,46.15384615,0.00000002,0.00026785,0.13592884,0.07109059,0.07109005,0.07139011,0.01420234,False,False,0.02841935,0.00171000,1183.15614503,0.00171000,1.00000000,0.00008535,0.00000003,-0.29916799,2.01592940,2979.28513180,0,0.00000000,0.08039863,5.66189516,0.07860921,0.00039859,0.00904914,-0.04426272,0.00008354,0.25490527,0.00000004,0.04243617,0.00904914,0.00299151
3,1,MS,2,blade,LeafElement1,15.33947492,0.06765407,15.18424502,0.00000000,3.89153817,216.29246645,3.79890757,0.28704499,10.98780925,0.07732763,0.13780041,0.00000000,0.00002420,344.82943784,NA,13.27586768,0.13642287,0.00031893,0.26929895,0.15522990,0.00000000,28.48512729,0.00000007,5.46695595,212.09508265,2437.61852663,26.59479818,0.02325259,1.49254547,0.00035882,18.46994290,0.42681969,96.89013918,0.00330000,162.00000000,NA,1.19875567,NA,0.50201004,0.01845106,46.15384615,0.00000000,0.00024041,0.22306529,0.22370792,0.22350521,0.22597372,0.06182778,False,False,0.09174782,0.00483764,4890.66311259,0.00483764,1.00000000,0.00008136,0.00000010,-0.37426134,23.66747108,10714.85066442,0,0.00000000,1.07183105,25.47425092,0.40604075,0.00041856,0.02325266,-0.10598184,0.00106257,0.26827950,0.00000015,0.15072054,0.02325266,0.00255729
3,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,6.32481828,7.71810691,0.00000000,1.14810051,0.01013460,-0.57277960,0.03029942,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.02547534,0.00000000,0.01500000,0.00000000,12.52735896,3.82166619,0.00000000,0.00000000,4.92081867,0.00000000,0.00000000,0.00000000,12.00000000,0.00000000,95.35846812,NA,162.00000000,NA,0.30420316,NA,0.07150470,0.00000000,46.15384615,6.68901184,0.00024800,0.00000000,0.00000000,0.00000000,0.00000000,NA,False,False,0.02845722,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,0.00000004,-0.49145844,3.80232979,2575.17688116,0,0.00000000,0.00000000,5.93048259,0.02547534,0.00041921,0.00000000,-0.03677384,0.00000000,0.45468460,0.00000005,0.04684171,0.00000000,0.00329505
3,1,MS,2,sheath,StemElement,1.87700041,0.00033786,2.38610181,0.00000002,6.70659899,48.00154744,1.41672112,0.00090804,0.00535519,0.03026265,0.00068816,0.00000000,0.00000020,77.64651857,NA,0.03174881,0.00068129,0.00000000,0.00062291,0.02030898,0.00000029,17.20427494,0.00026712,3.89568370,48.71990903,687.88204714,0.08654179,0.00011609,0.38138076,0.00000179,16.03059076,0.42681969,95.34179227,NA,162.00000000,NA,0.00549708,NA,0.00154798,0.00009214,46.15384615,0.00000002,0.00000470,0.12783033,0.07707993,0.07707963,0.07746491,0.02865375,False,False,0.00049853,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000107,0.00000000,-0.27447112,0.06675899,45.26030995,0,0.00000000,0.00196683,0.12014806,0.00130420,0.00041845,0.00011609,-0.03677530,0.00000200,0.23769582,0.00000000,0.00081870,0.00011609,0.00329028
3,1,MS,3,blade,LeafElement1,15.92072478,0.05832857,15.74021528,0.00081423,3.10443996,202.87592738,4.42525575,0.13775683,9.02611894,NA,0.11880586,0.00000000,0.00002382,318.62027591,NA,12.38904947,0.11761821,0.00025754,0.22751829,0.18050950,0.00000000,24.98296924,0.00000009,3.55382244,199.15401458,2323.11198971,27.53781211,0.01991168,1.43117323,0.00030936,18.09038927,0.42681969,95.87053014,0.00404334,82.00000000,NA,0.56874722,NA,0.57484872,0.01590775,46.15384615,0.00081423,0.00021616,0.21332526,0.23033956,0.23029675,0.23286190,0.06407586,True,False,0.07095662,0.00475549,0.00000000,0.00475549,1.00000000,0.00007230,0.00000010,-0.22609191,25.26739323,6536.79152383,0,0.00000000,0.98827310,14.11712043,0.34539405,0.00044803,0.01991116,-0.07292804,0.00098014,0.15316387,0.00000011,0.10966151,0.01991116,0.00303386
3,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00001035,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50000000,NA,0.00000000,NA,0.00000000,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,True,False,0.00005175,0.00000000,0.00000000,0.00000000,NA,0.00000000,NA,NA,0.00000000,NA,0,0.00000000,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
