t,day,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,,,
496,20,7,4,8.9,0,6.693,0.81,400,3.7,,,
497,20,7,5,8.8,0,6.755,0.83,400,3.7,,,
498,20,7,6,8.8,0,6.878,0.85,400,3.7,,,
499,20,7,7,8.6,0,6.984,0.87,400,3.7,,,
500,20,7,8,8,0,7.06,0.93,400,3.7,,,
501,20,7,9,7.8,11.22222222,7.165,0.96,400,3.7,,,
502,20,7,10,7.5,11.22222222,7.295,0.97,400,3.7,,,
503,20,7,11,7.4,101,7.405,0.98,400,3.7,,,
504,21,7,12,7.9,179.5555556,7.63,0.97,400,3.7,,,
505,21,7,13,7.7,101,7.94,0.94,400,3.7,,,
506,21,7,14,8,123.4444444,8.02,0.95,400,3.7,,,
507,21,7,15,8,168.3333333,8.105,0.91,400,3.7,,,
508,21,7,16,7.5,78.55555556,8.13,0.94,400,3.7,,,
509,21,7,17,7,0,7.85,0.95,400,3.7,,,
510,21,7,18,7.4,0,7.365,0.93,400,3.7,,,
511,21,7,19,7.3,0,7.17,0.92,400,3.7,,,
512,21,7,20,7.2,0,7.125,0.92,400,3.7,,,
513,21,7,21,7.1,0,7.09,0.95,400,3.7,,,
514,21,7,22,7.2,0,7.08,0.95,400,3.7,,,
515,21,7,23,7.6,0,7.11,0.95,400,3.7,,,
516,21,7,24,7.7,0,7.19,0.96,400,4.7,,,
517,21,8,1,7.9,0,7.28,0.96,400,4.7,,,
518,21,8,2,7.5,0,7.38,0.98,400,4.7,,,
519,21,8,3,6.6,0,7.46,0.98,400,4.7,,,
520,21,8,4,6.3,0,7.34,0.97,400,4.7,,,
521,21,8,5,6.2,0,7.1,0.94,400,4.7,,,
522,21,8,6,5.7,0,6.82,0.94,400,4.7,,,
523,21,8,7,5.1,0,6.296,0.96,400,4.7,,,
524,21,8,8,4.8,0,5.831,0.96,400,4.7,,,
525,21,8,9,5.8,145.8888889,5.547,0.93,400,4.7,,,
526,21,8,10,6.2,202,5.617,0.91,400,4.7,,,
527,21,8,11,7.2,460.1111111,5.851,0.88,400,4.7,,,
528,22,8,12,6.8,258.1111111,6.41,0.87,400,4.7,,,
529,22,8,13,7.1,303,6.681,0.85,400,4.7,,,
530,22,8,14,7.1,258.1111111,6.925,0.87,400,4.7,,,
531,22,8,15,7,101,7.035,0.87,400,4.7,,,
532,22,8,16,6.6,33.66666667,6.917,0.88,400,4.7,,,
533,22,8,17,6.3,0,6.679,0.89,400,4.7,,,
534,22,8,18,6.2,0,6.374,0.88,400,4.7,,,
535,22,8,19,6.2,0,6.062,0.88,400,4.7,,,
536,22,8,20,6.6,0,5.842,0.86,400,4.7,,,
537,22,8,21,6.1,0,5.871,0.87,400,4.7,,,
538,22,8,22,5.9,0,5.785,0.89,400,4.7,,,
539,22,8,23,6.1,0,5.554,0.87,400,4.7,,,
540,22,8,24,5.8,0,5.569,0.88,400,2.9,,,
541,22,9,1,5.7,0,5.562,0.91,400,2.9,,,
542,22,9,2,5.4,0,5.604,0.92,400,2.9,,,
543,22,9,3,4.9,0,5.612,0.93,400,2.9,,,
544,22,9,4,5,0,5.558,0.95,400,2.9,,,
545,22,9,5,4.8,0,5.495,0.94,400,2.9,,,
546,22,9,6,4.6,0,5.434,0.94,400,2.9,,,
547,22,9,7,4.1,0,5.386,0.93,400,2.9,,,
548,22,9,8,3.8,0,5.285,0.94,400,2.9,,,
549,22,9,9,4,78.55555556,5.108,0.94,400,2.9,,,
550,22,9,10,4.4,112.2222222,4.99,0.94,400,2.9,,,
551,22,9,11,5.2,224.4444444,5.033,0.89,400,2.9,,,
552,23,9,12,5.1,303,5.433,0.85,400,2.9,,,
553,23,9,13,5.5,381.5555556,5.887,0.82,400,2.9,,,
554,23,9,14,5.2,269.3333333,6.191,0.87,400,2.9,,,
555,23,9,15,4.2,258.1111111,6.255,0.88,400,2.9,,,
556,23,9,16,3.6,56.11111111,6.271,0.91,400,2.9,,,
557,23,9,17,2.3,0,5.673,0.95,400,2.9,,,
558,23,9,18,1.5,0,5.025,0.95,400,2.9,,,
559,23,9,19,1.9,0,4.388,0.96,400,2.9,,,
560,23,9,20,1,0,3.809,0.97,400,2.9,,,
561,23,9,21,0.7,0,3.34,0.98,400,2.9,,,
562,23,9,22,0.5,0,2.984,0.99,400,2.9,,,
563,23,9,23,0.7,0,2.813,0.99,400,2.9,,,
564,23,9,24,1,0,2.798,1,400,3.7,,,
565,23,10,1,1.1,0,2.863,1,400,3.7,,,
566,23,10,2,1.1,0,3.005,1,400,3.7,,,
567,23,10,3,1.1,0,3.106,1,400,3.7,,,
568,23,10,4,1.1,0,3.131,0.99,400,3.7,,,
569,23,10,5,0.8,0,3.172,1,400,3.7,,,
570,23,10,6,0.8,0,3.181,1,400,3.7,,,
571,23,10,7,0.7,0,3.141,1,400,3.7,,,
572,23,10,8,0.3,0,3.116,1,400,3.7,,,
573,23,10,9,-0.1,56.11111111,2.985,0.98,400,3.7,,,
574,23,10,10,-0.6,101,2.808,0.96,400,3.7,,,
575,23,10,11,-0.7,112.2222222,2.833,0.94,400,3.7,,,
576,24,10,12,-0.2,190.7777778,2.917,0.91,400,3.7,,,
577,24,10,13,0.3,258.1111111,3.137,0.89,400,3.7,,,
578,24,10,14,0.6,213.2222222,3.31,0.84,400,3.7,,,
579,24,10,15,0.6,190.7777778,3.232,0.85,400,3.7,,,
580,24,10,16,0.1,56.11111111,3.068,0.89,400,3.7,,,
581,24,10,17,0.4,0,2.824,0.9,400,3.7,,,
582,24,10,18,0.8,0,2.606,0.89,400,3.7,,,
583,24,10,19,0.8,0,2.525,0.9,400,3.7,,,
584,24,10,20,0.3,0,2.418,0.91,400,3.7,,,
585,24,10,21,0,0,2.237,0.91,400,3.7,,,
586,24,10,22,-0.3,0,2.085,0.9,400,3.7,,,
587,24,10,23,-0.5,0,2.016,0.89,400,3.7,,,
588,24,10,24,-0.4,0,1.935,0.88,400,4.4,,,
589,24,11,1,-0.6,0,1.866,0.87,400,4.4,,,
590,24,11,2,-0.7,0,1.814,0.88,400,4.4,,,
591,24,11,3,-0.7,0,1.759,0.89,400,4.4,,,
592,24,11,4,-0.8,0,1.712,0.9,400,4.4,,,
593,24,11,5,-0.7,0,1.671,0.85,400,4.4,,,
594,24,11,6,-0.8,0,1.625,0.86,400,4.4,,,
595,24,11,7,-0.9,0,1.579,0.87,400,4.4,,,
596,24,11,8,-1,0,1.525,0.88,400,4.4,,,
597,24,11,9,-0.7,78.55555556,1.468,0.88,400,4.4,,,
598,24,11,10,-0.2,213.2222222,1.437,0.83,400,4.4,,,
599,24,11,11,0.3,314.2222222,1.43,0.77,400,4.4,,,
600,25,11,12,0.9,370.3333333,1.432,0.74,400,4.4,,,
601,25,11,13,1.1,437.6666667,1.477,0.72,400,4.4,,,
602,25,11,14,1,280.5555556,1.578,0.69,400,4.4,,,
603,25,11,15,1.2,235.6666667,1.546,0.68,400,4.4,,,
604,25,11,16,0.5,134.6666667,1.484,0.71,400,4.4,,,
605,25,11,17,-0.2,0,1.422,0.73,400,4.4,,,
606,25,11,18,-0.6,0,1.346,0.76,400,4.4,,,
607,25,11,19,-1.2,0,1.256,0.79,400,4.4,,,
608,25,11,20,-1.2,0,1.164,0.81,400,4.4,,,
609,25,11,21,-1.4,0,1.077,0.84,400,4.4,,,
610,25,11,22,-1.4,0,0.999,0.9,400,4.4,,,
611,25,11,23,-1.5,0,0.952,0.91,400,4.4,,,
612,25,11,24,-1.9,0,0.922,0.94,400,5,,,
613,25,12,1,-2.6,0,0.872,0.97,400,5,,,
614,25,12,2,-2.2,0,0.82,0.99,400,5,,,
615,25,12,3,-2.1,0,0.765,0.99,400,5,,,
616,25,12,4,-2.7,0,0.705,1,400,5,,,
617,25,12,5,-2.5,0,0.645,1,400,5,,,
618,25,12,6,-1.7,0,0.58,1,400,5,,,
619,25,12,7,-1.7,0,0.514,1,400,5,,,
620,25,12,8,-1,22.44444444,0.453,1,400,5,,,
621,25,12,9,-0.3,157.1111111,0.409,0.98,400,5,,,
622,25,12,10,-0.2,145.8888889,0.428,0.96,400,5,,,
623,25,12,11,-0.5,168.3333333,0.454,0.97,400,5,,,
624,26,12,12,0,190.7777778,0.479,0.94,400,5,,,
625,26,12,13,0.2,224.4444444,0.499,0.85,400,5,,,
626,26,12,14,0.1,168.3333333,0.52,0.81,400,5,,,
627,26,12,15,-0.2,123.4444444,0.533,0.87,400,5,,,
628,26,12,16,-0.9,33.66666667,0.552,0.94,400,5,,,
629,26,12,17,-1.6,0,0.57,0.99,400,5,,,
630,26,12,18,-1.2,0,0.588,1,400,5,,,
631,26,12,19,-0.6,0,0.594,1,400,5,,,
632,26,12,20,0,0,0.61,1,400,5,,,
633,26,12,21,0.9,0,0.622,1,400,5,,,
634,26,12,22,1.3,0,0.637,1,400,5,,,
635,26,12,23,2,0,0.65,0.98,400,5,,,
636,26,12,24,1.8,0,0.667,0.98,400,4.3,,,
637,26,13,1,1.7,0,0.681,0.98,400,4.3,,,
638,26,13,2,0.8,0,0.697,0.99,400,4.3,,,
639,26,13,3,1.1,0,0.704,0.99,400,4.3,,,
640,26,13,4,1.1,0,0.719,0.98,400,4.3,,,
641,26,13,5,0.2,0,0.729,0.99,400,4.3,,,
642,26,13,6,0.1,0,0.737,0.98,400,4.3,,,
643,26,13,7,1.5,0,0.746,0.98,400,4.3,,,
644,26,13,8,0.7,0,0.754,0.98,400,4.3,,,
645,26,13,9,2.3,179.5555556,0.764,0.96,400,4.3,,,
646,26,13,10,2.1,235.6666667,0.768,0.94,400,4.3,,,
647,26,13,11,3.4,549.8888889,0.775,0.91,400,4.3,,,
648,27,13,12,3,258.1111111,0.793,0.94,400,4.3,,,
649,27,13,13,4.5,516.2222222,0.802,0.89,400,4.3,,,
650,27,13,14,4.4,370.3333333,0.797,0.87,400,4.3,,,
651,27,13,15,4.4,134.6666667,0.793,0.86,400,4.3,,,
652,27,13,16,3.8,33.66666667,0.802,0.91,400,4.3,,,
653,27,13,17,3.8,0,0.889,0.94,400,4.3,,,
654,27,13,18,3.9,0,1.15,0.94,400,4.3,,,
655,27,13,19,4.1,0,1.649,0.96,400,4.3,,,
656,27,13,20,4.4,0,2.057,0.96,400,4.3,,,
657,27,13,21,5,0,2.401,0.96,400,4.3,,,
658,27,13,22,4.8,0,2.728,0.97,400,4.3,,,
659,27,13,23,5.3,0,3.045,0.98,400,4.3,,,
660,27,13,24,6.3,0,3.326,0.98,400,4.5,,,
661,27,14,1,7.2,0,3.658,0.96,400,4.5,,,
662,27,14,2,6.9,0,4.013,0.96,400,4.5,,,
663,27,14,3,6.7,0,4.13,0.96,400,4.5,,,
664,27,14,4,6.2,0,4.142,0.95,400,4.5,,,
665,27,14,5,6.3,0,4.095,0.95,400,4.5,,,
666,27,14,6,5.3,0,4.027,0.95,400,4.5,,,
667,27,14,7,5.1,0,3.747,0.93,400,4.5,,,
668,27,14,8,4.6,0,3.567,0.94,400,4.5,,,
669,27,14,9,5.2,123.4444444,3.413,0.91,400,4.5,,,
670,27,14,10,6.3,392.7777778,3.518,0.88,400,4.5,,,
671,27,14,11,7.3,572.3333333,4.115,0.86,400,4.5,,,
672,28,14,12,7.5,460.1111111,4.922,0.83,400,4.5,,,
673,28,14,13,8.1,527.4444444,5.475,0.79,400,4.5,,,
674,28,14,14,7.8,516.2222222,5.765,0.77,400,4.5,,,
675,28,14,15,8,224.4444444,5.85,0.77,400,4.5,,,
676,28,14,16,6.8,134.6666667,5.463,0.78,400,4.5,,,
677,28,14,17,6.1,11.22222222,4.971,0.81,400,4.5,,,
678,28,14,18,5.3,0,4.373,0.85,400,4.5,,,
679,28,14,19,5.5,0,3.873,0.88,400,4.5,,,
680,28,14,20,5.7,0,3.631,0.87,400,4.5,,,
681,28,14,21,5.3,0,3.583,0.89,400,4.5,,,
682,28,14,22,4.9,0,3.478,0.89,400,4.5,,,
683,28,14,23,4.8,0,3.421,0.91,400,4.5,,,
684,28,14,24,5.5,0,3.364,0.89,400,6.2,,,
685,28,15,1,5.4,0,3.385,0.89,400,6.2,,,
686,28,15,2,5.3,0,3.444,0.9,400,6.2,,,
687,28,15,3,5.5,0,3.526,0.9,400,6.2,,,
688,28,15,4,5.6,0,3.69,0.9,400,6.2,,,
689,28,15,5,5.4,0,3.749,0.92,400,6.2,,,
690,28,15,6,5.2,0,3.664,0.93,400,6.2,,,
691,28,15,7,5.6,0,3.813,0.93,400,6.2,,,
692,28,15,8,5,11.22222222,3.777,0.93,400,6.2,,,
693,28,15,9,5.2,112.2222222,3.787,0.93,400,6.2,,,
694,28,15,10,6.1,303,3.952,0.9,400,6.2,,,
695,28,15,11,7.5,460.1111111,4.437,0.86,400,6.2,,,
696,29,15,12,8.4,561.1111111,5.111,0.83,400,6.2,,,
697,29,15,13,8.7,482.5555556,5.787,0.83,400,6.2,,,
698,29,15,14,8.9,415.2222222,6.29,0.82,400,6.2,,,
699,29,15,15,8.7,280.5555556,6.456,0.8,400,6.2,,,
700,29,15,16,8.1,67.33333333,6.344,0.82,400,6.2,,,
701,29,15,17,7.9,11.22222222,6.032,0.85,400,6.2,,,
702,29,15,18,8.1,0,5.794,0.85,400,6.2,,,
703,29,15,19,7.9,0,5.746,0.83,400,6.2,,,
704,29,15,20,7.7,0,5.693,0.82,400,6.2,,,
705,29,15,21,7.6,0,5.655,0.83,400,6.2,,,
706,29,15,22,7.2,0,5.6,0.87,400,6.2,,,
707,29,15,23,7.5,0,5.58,0.82,400,6.2,,,
708,29,15,24,7.2,0,5.526,0.82,400,7.7,,,
709,29,16,1,7.2,0,5.475,0.84,400,7.7,,,
710,29,16,2,7.3,0,5.463,0.86,400,7.7,,,
711,29,16,3,7.9,0,5.515,0.89,400,7.7,,,
712,29,16,4,8.3,0,5.697,0.9,400,7.7,,,
713,29,16,5,8.8,0,5.96,0.91,400,7.7,,,
714,29,16,6,8.8,0,6.247,0.89,400,7.7,,,
715,29,16,7,8.9,0,6.455,0.83,400,7.7,,,
716,29,16,8,8.8,0,6.474,0.79,400,7.7,,,
717,29,16,9,9,33.66666667,6.334,0.77,400,7.7,,,
718,29,16,10,9.1,89.77777778,6.327,0.78,400,7.7,,,
719,29,16,11,9.3,157.1111111,6.468,0.79,400,7.7,,,
720,30,16,12,9.9,280.5555556,6.704,0.78,400,7.7,,,
721,30,16,13,9.4,179.5555556,7.054,0.84,400,7.7,,,
722,30,16,14,9.2,78.55555556,7.16,0.86,400,7.7,,,
723,30,16,15,9.3,67.33333333,7.145,0.84,400,7.7,,,
724,30,16,16,8.7,33.66666667,7.125,0.88,400,7.7,,,
725,30,16,17,8.4,0,7.09,0.91,400,7.7,,,
726,30,16,18,8.1,0,7.023,0.91,400,7.7,,,
727,30,16,19,8,0,6.893,0.89,400,7.7,,,
728,30,16,20,7.8,0,6.757,0.91,400,7.7,,,
729,30,16,21,8.2,0,6.71,0.92,400,7.7,,,
730,30,16,22,7.9,0,6.734,0.93,400,7.7,,,
731,30,16,23,7,0,6.782,0.95,400,7.7,,,
732,30,16,24,6.4,0,6.772,0.97,400,2.4,,,
733,30,17,1,6.4,0,6.607,0.98,400,2.4,,,
734,30,17,2,6.3,0,6.434,0.94,400,2.4,,,
735,30,17,3,6.1,0,6.234,0.89,400,2.4,,,
736,30,17,4,5.9,0,5.999,0.89,400,2.4,,,
737,30,17,5,5.7,0,5.828,0.89,400,2.4,,,
738,30,17,6,5.1,0,5.702,0.93,400,2.4,,,
739,30,17,7,4.9,0,5.548,0.95,400,2.4,,,
740,30,17,8,4.9,0,5.412,0.95,400,2.4,,,
741,30,17,9,4.9,22.44444444,5.302,0.95,400,2.4,,,
742,30,17,10,5.3,67.33333333,5.314,0.95,400,2.4,,,
743,30,17,11,5.7,157.1111111,5.462,0.93,400,2.4,,,
744,31,17,12,6.3,157.1111111,5.715,0.91,400,2.4,,,
745,31,17,13,6.8,291.7777778,6.012,0.89,400,2.4,,,
746,31,17,14,7,314.2222222,6.383,0.87,400,2.4,,,
747,31,17,15,7.1,179.5555556,6.654,0.88,400,2.4,,,
748,31,17,16,7.1,67.33333333,6.704,0.88,400,2.4,,,
749,31,17,17,6.5,11.22222222,6.524,0.9,400,2.4,,,
750,31,17,18,6.6,0,6.116,0.89,400,2.4,,,
751,31,17,19,5.4,0,5.963,0.91,400,2.4,,,
752,31,17,20,4.5,0,5.533,0.94,400,2.4,,,
753,31,17,21,4.6,0,4.896,0.95,400,2.4,,,
754,31,17,22,3.9,0,4.27,0.96,400,2.4,,,
755,31,17,23,3.8,0,3.725,0.97,400,2.4,,,
756,31,17,24,3.2,0,3.296,0.98,400,3.3,,,
757,31,18,1,1.8,0,2.926,0.99,400,3.3,,,
758,31,18,2,2.2,0,2.658,1,400,3.3,,,
759,31,18,3,2.7,0,2.475,1,400,3.3,,,
760,31,18,4,1.7,0,2.323,1,400,3.3,,,
761,31,18,5,0.5,0,2.203,1,400,3.3,,,
762,31,18,6,0.6,0,2.107,1,400,3.3,,,
763,31,18,7,-0.4,0,2.006,1,400,3.3,,,
764,31,18,8,0.3,11.22222222,1.913,1,400,3.3,,,
765,31,18,9,0.8,269.3333333,1.832,1,400,3.3,,,
766,31,18,10,4.8,448.8888889,1.789,0.99,400,3.3,,,
767,31,18,11,6.1,606,1.989,0.83,400,3.3,,,
768,32,18,12,7.5,740.6666667,2.906,0.77,400,3.3,,,
769,32,18,13,7.8,729.4444444,4.188,0.73,400,3.3,,,
770,32,18,14,7.8,606,5.088,0.73,400,3.3,,,
771,32,18,15,7.3,381.5555556,5.41,0.78,400,3.3,,,
772,32,18,16,6.2,101,5.222,0.83,400,3.3,,,
773,32,18,17,5.6,0,4.838,0.86,400,3.3,,,
774,32,18,18,4.8,0,4.551,0.92,400,3.3,,,
775,32,18,19,4.9,0,4.337,0.9,400,3.3,,,
776,32,18,20,5.3,0,4.14,0.89,400,3.3,,,
777,32,18,21,5.4,0,4.126,0.87,400,3.3,,,
778,32,18,22,5.7,0,4.178,0.87,400,3.3,,,
779,32,18,23,6.2,0,4.28,0.86,400,3.3,,,
780,32,18,24,6.3,0,4.386,0.87,400,6.8,,,
781,32,19,1,6,0,4.445,0.88,400,6.8,,,
782,32,19,2,5.6,0,4.502,0.89,400,6.8,,,
783,32,19,3,6.2,0,4.535,0.89,400,6.8,,,
784,32,19,4,6.1,0,4.614,0.9,400,6.8,,,
785,32,19,5,6,0,4.591,0.9,400,6.8,,,
786,32,19,6,5.4,0,4.537,0.91,400,6.8,,,
787,32,19,7,5.6,0,4.486,0.91,400,6.8,,,
788,32,19,8,6.1,11.22222222,4.509,0.91,400,6.8,,,
789,32,19,9,6.5,123.4444444,4.694,0.9,400,6.8,,,
790,32,19,10,6.6,145.8888889,5.022,0.89,400,6.8,,,
791,32,19,11,7.4,280.5555556,5.379,0.87,400,6.8,,,
792,33,19,12,7.9,347.8888889,5.873,0.83,400,6.8,,,
793,33,19,13,8.8,426.4444444,6.247,0.79,400,6.8,,,
794,33,19,14,8.8,269.3333333,6.563,0.77,400,6.8,,,
795,33,19,15,8.5,157.1111111,6.653,0.82,400,6.8,,,
796,33,19,16,8.6,67.33333333,6.594,0.8,400,6.8,,,
797,33,19,17,8.6,0,6.484,0.81,400,6.8,,,
798,33,19,18,8.7,0,6.368,0.83,400,6.8,,,
799,33,19,19,8.8,0,6.344,0.82,400,6.8,,,
800,33,19,20,8.7,0,6.323,0.81,400,6.8,,,
801,33,19,21,8.7,0,6.314,0.81,400,6.8,,,
802,33,19,22,8.8,0,6.331,0.8,400,6.8,,,
803,33,19,23,8.5,0,6.324,0.82,400,6.8,,,
804,33,19,24,8.2,0,6.31,0.86,400,3.9,,,
805,33,20,1,8.1,0,6.288,0.88,400,3.9,,,
806,33,20,2,8.3,0,6.305,0.9,400,3.9,,,
807,33,20,3,8.6,0,6.376,0.93,400,3.9,,,
808,33,20,4,8.5,0,6.527,0.93,400,3.9,,,
809,33,20,5,8.1,0,6.7,0.93,400,3.9,,,
810,33,20,6,7.9,0,6.75,0.88,400,3.9,,,
811,33,20,7,8,0,6.689,0.78,400,3.9,,,
812,33,20,8,8.1,11.22222222,6.518,0.7,400,3.9,,,
813,33,20,9,8.4,67.33333333,6.301,0.68,400,3.9,,,
814,33,20,10,9.1,123.4444444,6.294,0.56,400,3.9,,,
815,33,20,11,9.7,258.1111111,6.452,0.57,400,3.9,,,
816,34,20,12,9.8,291.7777778,6.771,0.6,400,3.9,,,
817,34,20,13,11,303,6.998,0.62,400,3.9,,,
818,34,20,14,10.9,314.2222222,7.325,0.64,400,3.9,,,
819,34,20,15,10.6,179.5555556,7.62,0.67,400,3.9,,,
820,34,20,16,10.3,44.88888889,7.575,0.69,400,3.9,,,
821,34,20,17,10.1,0,7.34,0.71,400,3.9,,,
822,34,20,18,9.7,0,7.145,0.78,400,3.9,,,
823,34,20,19,9.2,0,7.05,0.83,400,3.9,,,
824,34,20,20,9,0,7.02,0.84,400,3.9,,,
825,34,20,21,9.3,0,7.025,0.82,400,3.9,,,
826,34,20,22,9.2,0,7.04,0.83,400,3.9,,,
827,34,20,23,9,0,7.007,0.84,400,3.9,,,
828,34,20,24,8.8,0,6.974,0.85,400,1,,,
829,34,21,1,8.4,0,6.956,0.9,400,1,,,
830,34,21,2,8.3,0,6.95,0.88,400,1,,,
831,34,21,3,8.1,0,6.889,0.9,400,1,,,
832,34,21,4,7.8,0,6.696,0.88,400,1,,,
833,34,21,5,7.7,0,6.472,0.88,400,1,,,
834,34,21,6,8.1,0,6.406,0.88,400,1,,,
835,34,21,7,8,0,6.431,0.88,400,1,,,
836,34,21,8,7.1,0,6.398,0.9,400,1,,,
837,34,21,9,8,78.55555556,6.225,0.86,400,1,,,
838,34,21,10,7.9,101,6.374,0.87,400,1,,,
839,34,21,11,9.7,134.6666667,6.659,0.81,400,1,,,
840,35,21,12,9.9,336.6666667,7.047,0.83,400,1,,,
841,35,21,13,10.6,448.8888889,7.94,0.77,400,1,,,
842,35,21,14,10.8,325.4444444,8.82,0.78,400,1,,,
843,35,21,15,10.5,202,9.155,0.82,400,1,,,
844,35,21,16,10.2,67.33333333,9.03,0.81,400,1,,,
845,35,21,17,9.2,11.22222222,8.61,0.86,400,1,,,
846,35,21,18,8.7,0,8.035,0.87,400,1,,,
847,35,21,19,7.5,0,7.435,0.92,400,1,,,
848,35,21,20,7.5,0,6.922,0.94,400,1,,,
849,35,21,21,6.1,0,6.488,0.96,400,1,,,
850,35,21,22,5.8,0,6.06,0.97,400,1,,,
851,35,21,23,4.9,0,5.643,0.99,400,1,,,
852,35,21,24,4.7,0,5.258,0.99,400,1.4,,,
853,35,22,1,5,0,5.074,1,400,1.4,,,
854,35,22,2,5.2,0,5.125,1,400,1.4,,,
855,35,22,3,5.6,0,5.173,1,400,1.4,,,
856,35,22,4,6,0,5.365,1,400,1.4,,,
857,35,22,5,6.4,0,5.59,1,400,1.4,,,
858,35,22,6,6.6,0,5.797,1,400,1.4,,,
859,35,22,7,6.5,0,5.953,1,400,1.4,,,
860,35,22,8,6.6,0,6.032,1,400,1.4,,,
861,35,22,9,6.6,78.55555556,6.078,1,400,1.4,,,
862,35,22,10,7,134.6666667,6.259,1,400,1.4,,,
863,35,22,11,7.5,123.4444444,6.574,1,400,1.4,,,
864,36,22,12,7.9,168.3333333,6.975,1,400,1.4,,,
865,36,22,13,8.2,213.2222222,7.5,1,400,1.4,,,
866,36,22,14,8.4,101,7.88,1,400,1.4,,,
867,36,22,15,8.6,78.55555556,7.985,0.98,400,1.4,,,
868,36,22,16,8.4,44.88888889,8.01,0.97,400,1.4,,,
869,36,22,17,7.9,0,7.93,0.97,400,1.4,,,
870,36,22,18,7.7,0,7.74,0.97,400,1.4,,,
871,36,22,19,7.5,0,7.575,0.98,400,1.4,,,
872,36,22,20,7.3,0,7.455,0.98,400,1.4,,,
873,36,22,21,7.3,0,7.36,0.98,400,1.4,,,
874,36,22,22,7,0,7.28,0.98,400,1.4,,,
875,36,22,23,7.3,0,7.2,0.97,400,1.4,,,
876,36,22,24,7.1,0,7.13,0.96,400,2.1,,,
877,36,23,1,7.1,0,7.06,0.95,400,2.1,,,
878,36,23,2,6.9,0,6.994,0.95,400,2.1,,,
879,36,23,3,6.6,0,6.918,0.96,400,2.1,,,
880,36,23,4,6,0,6.795,0.96,400,2.1,,,
881,36,23,5,5.7,0,6.522,0.97,400,2.1,,,
882,36,23,6,5.8,0,6.297,0.98,400,2.1,,,
883,36,23,7,5.9,0,6.227,0.98,400,2.1,,,
884,36,23,8,5.9,11.22222222,6.231,0.99,400,2.1,,,
885,36,23,9,6.4,78.55555556,6.324,0.99,400,2.1,,,
886,36,23,10,6.8,157.1111111,6.583,0.98,400,2.1,,,
887,36,23,11,7.1,370.3333333,6.966,0.95,400,2.1,,,
888,37,23,12,7.9,583.5555556,7.58,0.89,400,2.1,,,
889,37,23,13,7.7,448.8888889,8.06,0.86,400,2.1,,,
890,37,23,14,7.5,527.4444444,8.47,0.86,400,2.1,,,
891,37,23,15,6.6,392.7777778,8.475,0.9,400,2.1,,,
892,37,23,16,5.7,101,7.955,0.94,400,2.1,,,
893,37,23,17,4.8,11.22222222,7.395,0.96,400,2.1,,,
894,37,23,18,4.3,0,6.916,0.97,400,2.1,,,
895,37,23,19,3.7,0,6.56,0.98,400,2.1,,,
896,37,23,20,3.6,0,6.247,0.99,400,2.1,,,
897,37,23,21,3.9,0,5.988,0.99,400,2.1,,,
898,37,23,22,4.1,0,5.837,0.99,400,2.1,,,
899,37,23,23,4.3,0,5.769,1,400,2.1,,,
900,37,23,24,4.5,0,5.753,1,400,3.9,,,
901,37,24,1,4.6,0,5.746,1,400,3.9,,,
902,37,24,2,5,0,5.747,1,400,3.9,,,
903,37,24,3,5.4,0,5.777,1,400,3.9,,,
904,37,24,4,5.6,0,5.842,1,400,3.9,,,
905,37,24,5,5.9,0,5.914,1,400,3.9,,,
906,37,24,6,5.9,0,5.991,1,400,3.9,,,
907,37,24,7,5.7,0,6.052,1,400,3.9,,,
908,37,24,8,5.8,0,6.087,1,400,3.9,,,
909,37,24,9,6,22.44444444,6.13,1,400,3.9,,,
910,37,24,10,6.4,56.11111111,6.24,1,400,3.9,,,
911,37,24,11,6.8,112.2222222,6.418,0.99,400,3.9,,,
912,38,24,12,7.2,145.8888889,6.705,0.99,400,3.9,,,
913,38,24,13,7.7,157.1111111,7.019,0.99,400,3.9,,,
914,38,24,14,8.2,202,7.305,0.98,400,3.9,,,
915,38,24,15,8.6,123.4444444,7.625,0.98,400,3.9,,,
916,38,24,16,8.8,44.88888889,7.805,0.98,400,3.9,,,
917,38,24,17,8.8,11.22222222,7.85,0.98,400,3.9,,,
918,38,24,18,9,0,7.85,0.98,400,3.9,,,
919,38,24,19,9.1,0,7.9,0.98,400,3.9,,,
920,38,24,20,9.2,0,7.985,0.98,400,3.9,,,
921,38,24,21,9.6,0,8.07,0.97,400,3.9,,,
922,38,24,22,9.9,0,8.17,0.96,400,3.9,,,
923,38,24,23,9.9,0,8.31,0.97,400,3.9,,,
924,38,24,24,9.9,0,8.435,0.96,400,5.8,,,
925,38,25,1,10.1,0,8.525,0.96,400,5.8,,,
926,38,25,2,10,0,8.615,0.97,400,5.8,,,
927,38,25,3,10.1,0,8.71,0.96,400,5.8,,,
928,38,25,4,10.4,0,8.8,0.95,400,5.8,,,
929,38,25,5,10.4,0,8.85,0.94,400,5.8,,,
930,38,25,6,10.5,0,8.86,0.93,400,5.8,,,
931,38,25,7,10.3,0,8.835,0.93,400,5.8,,,
932,38,25,8,10.3,0,8.81,0.92,400,5.8,,,
933,38,25,9,11.1,89.77777778,8.82,0.88,400,5.8,,,
934,38,25,10,11.6,303,9,0.85,400,5.8,,,
