t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC
3535,133,19,3.9,0,5.511,0.99,400,2.9,80
3536,133,20,3.9,0,5.48,0.99,400,2.9,80
3537,133,21,4.4,0,5.455,0.99,400,2.9,80
3538,133,22,4.7,0,5.45,0.99,400,2.9,80
3539,133,23,4.4,0,5.466,0.99,400,2.9,80
3540,133,24,4.3,0,5.445,0.98,400,4.6,80
3541,134,1,4.5,0,5.385,0.96,400,4.6,80
3542,134,2,4.5,0,5.346,0.96,400,4.6,80
3543,134,3,5.1,0,5.347,0.96,400,4.6,80
3544,134,4,5.5,0,5.401,0.95,400,4.6,80
3545,134,5,5.8,0,5.489,0.95,400,4.6,80
3546,134,6,6.2,0,5.6,0.94,400,4.6,80
3547,134,7,6.6,0,5.712,0.94,400,4.6,80
3548,134,8,7.1,0,5.84,0.93,400,4.6,80
3549,134,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3550,134,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3551,134,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3552,134,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3553,134,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3554,134,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3555,134,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3556,134,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3557,134,17,3.6,0,5.733,0.97,400,2.9,80
3558,134,18,3.7,0,5.59,0.98,400,2.9,80
3559,134,19,3.9,0,5.511,0.99,400,2.9,80
3560,134,20,3.9,0,5.48,0.99,400,2.9,80
3561,134,21,4.4,0,5.455,0.99,400,2.9,80
3562,134,22,4.7,0,5.45,0.99,400,2.9,80
3563,134,23,4.4,0,5.466,0.99,400,2.9,80
3564,134,24,4.3,0,5.445,0.98,400,4.6,80
3565,135,1,4.5,0,5.385,0.96,400,4.6,80
3566,135,2,4.5,0,5.346,0.96,400,4.6,80
3567,135,3,5.1,0,5.347,0.96,400,4.6,80
3568,135,4,5.5,0,5.401,0.95,400,4.6,80
3569,135,5,5.8,0,5.489,0.95,400,4.6,80
3570,135,6,6.2,0,5.6,0.94,400,4.6,80
3571,135,7,6.6,0,5.712,0.94,400,4.6,80
3572,135,8,7.1,0,5.84,0.93,400,4.6,80
3573,135,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3574,135,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3575,135,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3576,135,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3577,135,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3578,135,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3579,135,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3580,135,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3581,135,17,3.6,0,5.733,0.97,400,2.9,80
3582,135,18,3.7,0,5.59,0.98,400,2.9,80
3583,135,19,3.9,0,5.511,0.99,400,2.9,80
3584,135,20,3.9,0,5.48,0.99,400,2.9,80
3585,135,21,4.4,0,5.455,0.99,400,2.9,80
3586,135,22,4.7,0,5.45,0.99,400,2.9,80
3587,135,23,4.4,0,5.466,0.99,400,2.9,80
3588,135,24,4.3,0,5.445,0.98,400,4.6,80
3589,136,1,4.5,0,5.385,0.96,400,4.6,80
3590,136,2,4.5,0,5.346,0.96,400,4.6,80
3591,136,3,5.1,0,5.347,0.96,400,4.6,80
3592,136,4,5.5,0,5.401,0.95,400,4.6,80
3593,136,5,5.8,0,5.489,0.95,400,4.6,80
3594,136,6,6.2,0,5.6,0.94,400,4.6,80
3595,136,7,6.6,0,5.712,0.94,400,4.6,80
3596,136,8,7.1,0,5.84,0.93,400,4.6,80
3597,136,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3598,136,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3599,136,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3600,136,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3601,136,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3602,136,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3603,136,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3604,136,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3605,136,17,3.6,0,5.733,0.97,400,2.9,80
3606,136,18,3.7,0,5.59,0.98,400,2.9,80
3607,136,19,3.9,0,5.511,0.99,400,2.9,80
3608,136,20,3.9,0,5.48,0.99,400,2.9,80
3609,136,21,4.4,0,5.455,0.99,400,2.9,80
3610,136,22,4.7,0,5.45,0.99,400,2.9,80
3611,136,23,4.4,0,5.466,0.99,400,2.9,80
3612,136,24,4.3,0,5.445,0.98,400,4.6,80
3613,137,1,4.5,0,5.385,0.96,400,4.6,80
3614,137,2,4.5,0,5.346,0.96,400,4.6,80
3615,137,3,5.1,0,5.347,0.96,400,4.6,80
3616,137,4,5.5,0,5.401,0.95,400,4.6,80
3617,137,5,5.8,0,5.489,0.95,400,4.6,80
3618,137,6,6.2,0,5.6,0.94,400,4.6,80
3619,137,7,6.6,0,5.712,0.94,400,4.6,80
3620,137,8,7.1,0,5.84,0.93,400,4.6,80
3621,137,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3622,137,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3623,137,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3624,137,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3625,137,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3626,137,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3627,137,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3628,137,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3629,137,17,3.6,0,5.733,0.97,400,2.9,80
3630,137,18,3.7,0,5.59,0.98,400,2.9,80
3631,137,19,3.9,0,5.511,0.99,400,2.9,80
3632,137,20,3.9,0,5.48,0.99,400,2.9,80
3633,137,21,4.4,0,5.455,0.99,400,2.9,80
3634,137,22,4.7,0,5.45,0.99,400,2.9,80
3635,137,23,4.4,0,5.466,0.99,400,2.9,80
3636,137,24,4.3,0,5.445,0.98,400,4.6,80
3637,138,1,4.5,0,5.385,0.96,400,4.6,80
3638,138,2,4.5,0,5.346,0.96,400,4.6,80
3639,138,3,5.1,0,5.347,0.96,400,4.6,80
3640,138,4,5.5,0,5.401,0.95,400,4.6,80
3641,138,5,5.8,0,5.489,0.95,400,4.6,80
3642,138,6,6.2,0,5.6,0.94,400,4.6,80
3643,138,7,6.6,0,5.712,0.94,400,4.6,80
3644,138,8,7.1,0,5.84,0.93,400,4.6,80
3645,138,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3646,138,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3647,138,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3648,138,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3649,138,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3650,138,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3651,138,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3652,138,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3653,138,17,3.6,0,5.733,0.97,400,2.9,80
3654,138,18,3.7,0,5.59,0.98,400,2.9,80
3655,138,19,3.9,0,5.511,0.99,400,2.9,80
3656,138,20,3.9,0,5.48,0.99,400,2.9,80
3657,138,21,4.4,0,5.455,0.99,400,2.9,80
3658,138,22,4.7,0,5.45,0.99,400,2.9,80
3659,138,23,4.4,0,5.466,0.99,400,2.9,80
3660,138,24,4.3,0,5.445,0.98,400,4.6,80
3661,139,1,4.5,0,5.385,0.96,400,4.6,80
3662,139,2,4.5,0,5.346,0.96,400,4.6,80
3663,139,3,5.1,0,5.347,0.96,400,4.6,80
3664,139,4,5.5,0,5.401,0.95,400,4.6,80
3665,139,5,5.8,0,5.489,0.95,400,4.6,80
3666,139,6,6.2,0,5.6,0.94,400,4.6,80
3667,139,7,6.6,0,5.712,0.94,400,4.6,80
3668,139,8,7.1,0,5.84,0.93,400,4.6,80
3669,139,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3670,139,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3671,139,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3672,139,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3673,139,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3674,139,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3675,139,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3676,139,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3677,139,17,3.6,0,5.733,0.97,400,2.9,80
3678,139,18,3.7,0,5.59,0.98,400,2.9,80
3679,139,19,3.9,0,5.511,0.99,400,2.9,80
3680,139,20,3.9,0,5.48,0.99,400,2.9,80
3681,139,21,4.4,0,5.455,0.99,400,2.9,80
3682,139,22,4.7,0,5.45,0.99,400,2.9,80
3683,139,23,4.4,0,5.466,0.99,400,2.9,80
3684,139,24,4.3,0,5.445,0.98,400,4.6,80
3685,140,1,4.5,0,5.385,0.96,400,4.6,80
3686,140,2,4.5,0,5.346,0.96,400,4.6,80
3687,140,3,5.1,0,5.347,0.96,400,4.6,80
3688,140,4,5.5,0,5.401,0.95,400,4.6,80
3689,140,5,5.8,0,5.489,0.95,400,4.6,80
3690,140,6,6.2,0,5.6,0.94,400,4.6,80
3691,140,7,6.6,0,5.712,0.94,400,4.6,80
3692,140,8,7.1,0,5.84,0.93,400,4.6,80
3693,140,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3694,140,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3695,140,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3696,140,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3697,140,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3698,140,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3699,140,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3700,140,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3701,140,17,3.6,0,5.733,0.97,400,2.9,80
3702,140,18,3.7,0,5.59,0.98,400,2.9,80
3703,140,19,3.9,0,5.511,0.99,400,2.9,80
3704,140,20,3.9,0,5.48,0.99,400,2.9,80
3705,140,21,4.4,0,5.455,0.99,400,2.9,80
3706,140,22,4.7,0,5.45,0.99,400,2.9,80
3707,140,23,4.4,0,5.466,0.99,400,2.9,80
3708,140,24,4.3,0,5.445,0.98,400,4.6,80
3709,141,1,4.5,0,5.385,0.96,400,4.6,80
3710,141,2,4.5,0,5.346,0.96,400,4.6,80
3711,141,3,5.1,0,5.347,0.96,400,4.6,80
3712,141,4,5.5,0,5.401,0.95,400,4.6,80
3713,141,5,5.8,0,5.489,0.95,400,4.6,80
3714,141,6,6.2,0,5.6,0.94,400,4.6,80
3715,141,7,6.6,0,5.712,0.94,400,4.6,80
3716,141,8,7.1,0,5.84,0.93,400,4.6,80
3717,141,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3718,141,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3719,141,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3720,141,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3721,141,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3722,141,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3723,141,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3724,141,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3725,141,17,3.6,0,5.733,0.97,400,2.9,80
3726,141,18,3.7,0,5.59,0.98,400,2.9,80
3727,141,19,3.9,0,5.511,0.99,400,2.9,80
3728,141,20,3.9,0,5.48,0.99,400,2.9,80
3729,141,21,4.4,0,5.455,0.99,400,2.9,80
3730,141,22,4.7,0,5.45,0.99,400,2.9,80
3731,141,23,4.4,0,5.466,0.99,400,2.9,80
3732,141,24,4.3,0,5.445,0.98,400,4.6,80
3733,142,1,4.5,0,5.385,0.96,400,4.6,80
3734,142,2,4.5,0,5.346,0.96,400,4.6,80
3735,142,3,5.1,0,5.347,0.96,400,4.6,80
3736,142,4,5.5,0,5.401,0.95,400,4.6,80
3737,142,5,5.8,0,5.489,0.95,400,4.6,80
3738,142,6,6.2,0,5.6,0.94,400,4.6,80
3739,142,7,6.6,0,5.712,0.94,400,4.6,80
3740,142,8,7.1,0,5.84,0.93,400,4.6,80
3741,142,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3742,142,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3743,142,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3744,142,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3745,142,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3746,142,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3747,142,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3748,142,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3749,142,17,3.6,0,5.733,0.97,400,2.9,80
3750,142,18,3.7,0,5.59,0.98,400,2.9,80
3751,142,19,3.9,0,5.511,0.99,400,2.9,80
3752,142,20,3.9,0,5.48,0.99,400,2.9,80
3753,142,21,4.4,0,5.455,0.99,400,2.9,80
3754,142,22,4.7,0,5.45,0.99,400,2.9,80
3755,142,23,4.4,0,5.466,0.99,400,2.9,80
3756,142,24,4.3,0,5.445,0.98,400,4.6,80
3757,143,1,4.5,0,5.385,0.96,400,4.6,80
3758,143,2,4.5,0,5.346,0.96,400,4.6,80
3759,143,3,5.1,0,5.347,0.96,400,4.6,80
3760,143,4,5.5,0,5.401,0.95,400,4.6,80
3761,143,5,5.8,0,5.489,0.95,400,4.6,80
3762,143,6,6.2,0,5.6,0.94,400,4.6,80
3763,143,7,6.6,0,5.712,0.94,400,4.6,80
3764,143,8,7.1,0,5.84,0.93,400,4.6,80
3765,143,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3766,143,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3767,143,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3768,143,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3769,143,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3770,143,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3771,143,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3772,143,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3773,143,17,3.6,0,5.733,0.97,400,2.9,80
3774,143,18,3.7,0,5.59,0.98,400,2.9,80
3775,143,19,3.9,0,5.511,0.99,400,2.9,80
3776,143,20,3.9,0,5.48,0.99,400,2.9,80
3777,143,21,4.4,0,5.455,0.99,400,2.9,80
3778,143,22,4.7,0,5.45,0.99,400,2.9,80
3779,143,23,4.4,0,5.466,0.99,400,2.9,80
3780,143,24,4.3,0,5.445,0.98,400,4.6,80
3781,144,1,4.5,0,5.385,0.96,400,4.6,80
3782,144,2,4.5,0,5.346,0.96,400,4.6,80
3783,144,3,5.1,0,5.347,0.96,400,4.6,80
3784,144,4,5.5,0,5.401,0.95,400,4.6,80
3785,144,5,5.8,0,5.489,0.95,400,4.6,80
3786,144,6,6.2,0,5.6,0.94,400,4.6,80
3787,144,7,6.6,0,5.712,0.94,400,4.6,80
3788,144,8,7.1,0,5.84,0.93,400,4.6,80
3789,144,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3790,144,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3791,144,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3792,144,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3793,144,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3794,144,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3795,144,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3796,144,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3797,144,17,3.6,0,5.733,0.97,400,2.9,80
3798,144,18,3.7,0,5.59,0.98,400,2.9,80
3799,144,19,3.9,0,5.511,0.99,400,2.9,80
3800,144,20,3.9,0,5.48,0.99,400,2.9,80
3801,144,21,4.4,0,5.455,0.99,400,2.9,80
3802,144,22,4.7,0,5.45,0.99,400,2.9,80
3803,144,23,4.4,0,5.466,0.99,400,2.9,80
3804,144,24,4.3,0,5.445,0.98,400,4.6,80
3805,145,1,4.5,0,5.385,0.96,400,4.6,80
3806,145,2,4.5,0,5.346,0.96,400,4.6,80
3807,145,3,5.1,0,5.347,0.96,400,4.6,80
3808,145,4,5.5,0,5.401,0.95,400,4.6,80
3809,145,5,5.8,0,5.489,0.95,400,4.6,80
3810,145,6,6.2,0,5.6,0.94,400,4.6,80
3811,145,7,6.6,0,5.712,0.94,400,4.6,80
3812,145,8,7.1,0,5.84,0.93,400,4.6,80
3813,145,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3814,145,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3815,145,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3816,145,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3817,145,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3818,145,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3819,145,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3820,145,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3821,145,17,3.6,0,5.733,0.97,400,2.9,80
3822,145,18,3.7,0,5.59,0.98,400,2.9,80
3823,145,19,3.9,0,5.511,0.99,400,2.9,80
3824,145,20,3.9,0,5.48,0.99,400,2.9,80
3825,145,21,4.4,0,5.455,0.99,400,2.9,80
3826,145,22,4.7,0,5.45,0.99,400,2.9,80
3827,145,23,4.4,0,5.466,0.99,400,2.9,80
3828,145,24,4.3,0,5.445,0.98,400,4.6,80
3829,146,1,4.5,0,5.385,0.96,400,4.6,80
3830,146,2,4.5,0,5.346,0.96,400,4.6,80
3831,146,3,5.1,0,5.347,0.96,400,4.6,80
3832,146,4,5.5,0,5.401,0.95,400,4.6,80
3833,146,5,5.8,0,5.489,0.95,400,4.6,80
3834,146,6,6.2,0,5.6,0.94,400,4.6,80
3835,146,7,6.6,0,5.712,0.94,400,4.6,80
3836,146,8,7.1,0,5.84,0.93,400,4.6,80
3837,146,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3838,146,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3839,146,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3840,146,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3841,146,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3842,146,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3843,146,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3844,146,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3845,146,17,3.6,0,5.733,0.97,400,2.9,80
3846,146,18,3.7,0,5.59,0.98,400,2.9,80
3847,146,19,3.9,0,5.511,0.99,400,2.9,80
3848,146,20,3.9,0,5.48,0.99,400,2.9,80
3849,146,21,4.4,0,5.455,0.99,400,2.9,80
3850,146,22,4.7,0,5.45,0.99,400,2.9,80
3851,146,23,4.4,0,5.466,0.99,400,2.9,80
3852,146,24,4.3,0,5.445,0.98,400,4.6,80
3853,147,1,4.5,0,5.385,0.96,400,4.6,80
3854,147,2,4.5,0,5.346,0.96,400,4.6,80
3855,147,3,5.1,0,5.347,0.96,400,4.6,80
3856,147,4,5.5,0,5.401,0.95,400,4.6,80
3857,147,5,5.8,0,5.489,0.95,400,4.6,80
3858,147,6,6.2,0,5.6,0.94,400,4.6,80
3859,147,7,6.6,0,5.712,0.94,400,4.6,80
3860,147,8,7.1,0,5.84,0.93,400,4.6,80
3861,147,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3862,147,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3863,147,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3864,147,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3865,147,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3866,147,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3867,147,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3868,147,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3869,147,17,3.6,0,5.733,0.97,400,2.9,80
3870,147,18,3.7,0,5.59,0.98,400,2.9,80
3871,147,19,3.9,0,5.511,0.99,400,2.9,80
3872,147,20,3.9,0,5.48,0.99,400,2.9,80
3873,147,21,4.4,0,5.455,0.99,400,2.9,80
3874,147,22,4.7,0,5.45,0.99,400,2.9,80
3875,147,23,4.4,0,5.466,0.99,400,2.9,80
3876,147,24,4.3,0,5.445,0.98,400,4.6,80
3877,148,1,4.5,0,5.385,0.96,400,4.6,80
3878,148,2,4.5,0,5.346,0.96,400,4.6,80
3879,148,3,5.1,0,5.347,0.96,400,4.6,80
3880,148,4,5.5,0,5.401,0.95,400,4.6,80
3881,148,5,5.8,0,5.489,0.95,400,4.6,80
3882,148,6,6.2,0,5.6,0.94,400,4.6,80
3883,148,7,6.6,0,5.712,0.94,400,4.6,80
3884,148,8,7.1,0,5.84,0.93,400,4.6,80
3885,148,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3886,148,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3887,148,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3888,148,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3889,148,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3890,148,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3891,148,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3892,148,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3893,148,17,3.6,0,5.733,0.97,400,2.9,80
3894,148,18,3.7,0,5.59,0.98,400,2.9,80
3895,148,19,3.9,0,5.511,0.99,400,2.9,80
3896,148,20,3.9,0,5.48,0.99,400,2.9,80
3897,148,21,4.4,0,5.455,0.99,400,2.9,80
3898,148,22,4.7,0,5.45,0.99,400,2.9,80
3899,148,23,4.4,0,5.466,0.99,400,2.9,80
3900,148,24,4.3,0,5.445,0.98,400,4.6,80
3901,149,1,4.5,0,5.385,0.96,400,4.6,80
3902,149,2,4.5,0,5.346,0.96,400,4.6,80
3903,149,3,5.1,0,5.347,0.96,400,4.6,80
3904,149,4,5.5,0,5.401,0.95,400,4.6,80
3905,149,5,5.8,0,5.489,0.95,400,4.6,80
3906,149,6,6.2,0,5.6,0.94,400,4.6,80
3907,149,7,6.6,0,5.712,0.94,400,4.6,80
3908,149,8,7.1,0,5.84,0.93,400,4.6,80
3909,149,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3910,149,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3911,149,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3912,149,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3913,149,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3914,149,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3915,149,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3916,149,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3917,149,17,3.6,0,5.733,0.97,400,2.9,80
3918,149,18,3.7,0,5.59,0.98,400,2.9,80
3919,149,19,3.9,0,5.511,0.99,400,2.9,80
3920,149,20,3.9,0,5.48,0.99,400,2.9,80
3921,149,21,4.4,0,5.455,0.99,400,2.9,80
3922,149,22,4.7,0,5.45,0.99,400,2.9,80
3923,149,23,4.4,0,5.466,0.99,400,2.9,80
3924,149,24,4.3,0,5.445,0.98,400,4.6,80
3925,150,1,4.5,0,5.385,0.96,400,4.6,80
3926,150,2,4.5,0,5.346,0.96,400,4.6,80
3927,150,3,5.1,0,5.347,0.96,400,4.6,80
3928,150,4,5.5,0,5.401,0.95,400,4.6,80
3929,150,5,5.8,0,5.489,0.95,400,4.6,80
3930,150,6,6.2,0,5.6,0.94,400,4.6,80
3931,150,7,6.6,0,5.712,0.94,400,4.6,80
3932,150,8,7.1,0,5.84,0.93,400,4.6,80
3933,150,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3934,150,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3935,150,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3936,150,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3937,150,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3938,150,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3939,150,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3940,150,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3941,150,17,3.6,0,5.733,0.97,400,2.9,80
3942,150,18,3.7,0,5.59,0.98,400,2.9,80
3943,150,19,3.9,0,5.511,0.99,400,2.9,80
3944,150,20,3.9,0,5.48,0.99,400,2.9,80
3945,150,21,4.4,0,5.455,0.99,400,2.9,80
3946,150,22,4.7,0,5.45,0.99,400,2.9,80
3947,150,23,4.4,0,5.466,0.99,400,2.9,80
3948,150,24,4.3,0,5.445,0.98,400,4.6,80
3949,151,1,4.5,0,5.385,0.96,400,4.6,80
3950,151,2,4.5,0,5.346,0.96,400,4.6,80
3951,151,3,5.1,0,5.347,0.96,400,4.6,80
3952,151,4,5.5,0,5.401,0.95,400,4.6,80
3953,151,5,5.8,0,5.489,0.95,400,4.6,80
3954,151,6,6.2,0,5.6,0.94,400,4.6,80
3955,151,7,6.6,0,5.712,0.94,400,4.6,80
3956,151,8,7.1,0,5.84,0.93,400,4.6,80
3957,151,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3958,151,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3959,151,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3960,151,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3961,151,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3962,151,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3963,151,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3964,151,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3965,151,17,3.6,0,5.733,0.97,400,2.9,80
3966,151,18,3.7,0,5.59,0.98,400,2.9,80
3967,151,19,3.9,0,5.511,0.99,400,2.9,80
3968,151,20,3.9,0,5.48,0.99,400,2.9,80
3969,151,21,4.4,0,5.455,0.99,400,2.9,80
3970,151,22,4.7,0,5.45,0.99,400,2.9,80
3971,151,23,4.4,0,5.466,0.99,400,2.9,80
3972,151,24,4.3,0,5.445,0.98,400,4.6,80
3973,151,1,4.5,0,5.385,0.96,400,4.6,80
3974,151,2,4.5,0,5.346,0.96,400,4.6,80
3975,151,3,5.1,0,5.347,0.96,400,4.6,80
3976,151,4,5.5,0,5.401,0.95,400,4.6,80
3977,151,5,5.8,0,5.489,0.95,400,4.6,80
3978,151,6,6.2,0,5.6,0.94,400,4.6,80
3979,151,7,6.6,0,5.712,0.94,400,4.6,80
3980,151,8,7.1,0,5.84,0.93,400,4.6,80
3981,151,9,7.2,11.22222222,6.001,0.95,400,4.6,80
3982,151,10,7.7,33.66666667,6.203,0.95,400,4.6,80
3983,151,11,7.6,33.66666667,6.433,0.95,400,4.6,80
3984,151,12,5.2,516.2222222,5.84,0.95,400,2.9,80
3985,151,13,5.6,549.8888889,6.264,0.88,400,2.9,80
3986,151,14,4.8,392.7777778,5.415,0.92,400,2.9,80
3987,151,15,3.6,157.1111111,6.223,0.95,400,2.9,80
3988,151,16,3.5,22.44444444,5.957,0.96,400,2.9,80
3989,151,17,3.6,0,5.733,0.97,400,2.9,80
3990,151,18,3.7,0,5.59,0.98,400,2.9,80
3991,151,19,3.9,0,5.511,0.99,400,2.9,80
3992,151,20,3.9,0,5.48,0.99,400,2.9,80
3993,151,21,4.4,0,5.455,0.99,400,2.9,80
3994,151,22,4.7,0,5.45,0.99,400,2.9,80
