t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC
1138,32,22,4.7,0,5.45,0.99,400,2.9,80
1139,32,23,4.4,0,5.466,0.99,400,2.9,80
1140,32,24,4.3,0,5.445,0.98,400,4.6,80
1141,33,1,4.5,0,5.385,0.96,400,4.6,80
1142,33,2,4.5,0,5.346,0.96,400,4.6,80
1143,33,3,5.1,0,5.347,0.96,400,4.6,80
1144,33,4,5.5,0,5.401,0.95,400,4.6,80
1145,33,5,5.8,0,5.489,0.95,400,4.6,80
1146,33,6,6.2,0,5.6,0.94,400,4.6,80
1147,33,7,6.6,0,5.712,0.94,400,4.6,80
1148,33,8,7.1,0,5.84,0.93,400,4.6,80
1149,33,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1150,33,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1151,33,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1152,33,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1153,33,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1154,33,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1155,33,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1156,33,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1157,33,17,3.6,0,5.733,0.97,400,2.9,80
1158,33,18,3.7,0,5.59,0.98,400,2.9,80
1159,33,19,3.9,0,5.511,0.99,400,2.9,80
1160,33,20,3.9,0,5.48,0.99,400,2.9,80
1161,33,21,4.4,0,5.455,0.99,400,2.9,80
1162,33,22,4.7,0,5.45,0.99,400,2.9,80
1163,33,23,4.4,0,5.466,0.99,400,2.9,80
1164,33,24,4.3,0,5.445,0.98,400,4.6,80
1165,34,1,4.5,0,5.385,0.96,400,4.6,80
1166,34,2,4.5,0,5.346,0.96,400,4.6,80
1167,34,3,5.1,0,5.347,0.96,400,4.6,80
1168,34,4,5.5,0,5.401,0.95,400,4.6,80
1169,34,5,5.8,0,5.489,0.95,400,4.6,80
1170,34,6,6.2,0,5.6,0.94,400,4.6,80
1171,34,7,6.6,0,5.712,0.94,400,4.6,80
1172,34,8,7.1,0,5.84,0.93,400,4.6,80
1173,34,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1174,34,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1175,34,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1176,34,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1177,34,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1178,34,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1179,34,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1180,34,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1181,34,17,3.6,0,5.733,0.97,400,2.9,80
1182,34,18,3.7,0,5.59,0.98,400,2.9,80
1183,34,19,3.9,0,5.511,0.99,400,2.9,80
1184,34,20,3.9,0,5.48,0.99,400,2.9,80
1185,34,21,4.4,0,5.455,0.99,400,2.9,80
1186,34,22,4.7,0,5.45,0.99,400,2.9,80
1187,34,23,4.4,0,5.466,0.99,400,2.9,80
1188,34,24,4.3,0,5.445,0.98,400,4.6,80
1189,35,1,4.5,0,5.385,0.96,400,4.6,80
1190,35,2,4.5,0,5.346,0.96,400,4.6,80
1191,35,3,5.1,0,5.347,0.96,400,4.6,80
1192,35,4,5.5,0,5.401,0.95,400,4.6,80
1193,35,5,5.8,0,5.489,0.95,400,4.6,80
1194,35,6,6.2,0,5.6,0.94,400,4.6,80
1195,35,7,6.6,0,5.712,0.94,400,4.6,80
1196,35,8,7.1,0,5.84,0.93,400,4.6,80
1197,35,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1198,35,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1199,35,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1200,35,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1201,35,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1202,35,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1203,35,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1204,35,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1205,35,17,3.6,0,5.733,0.97,400,2.9,80
1206,35,18,3.7,0,5.59,0.98,400,2.9,80
1207,35,19,3.9,0,5.511,0.99,400,2.9,80
1208,35,20,3.9,0,5.48,0.99,400,2.9,80
1209,35,21,4.4,0,5.455,0.99,400,2.9,80
1210,35,22,4.7,0,5.45,0.99,400,2.9,80
1211,35,23,4.4,0,5.466,0.99,400,2.9,80
1212,35,24,4.3,0,5.445,0.98,400,4.6,80
1213,36,1,4.5,0,5.385,0.96,400,4.6,80
1214,36,2,4.5,0,5.346,0.96,400,4.6,80
1215,36,3,5.1,0,5.347,0.96,400,4.6,80
1216,36,4,5.5,0,5.401,0.95,400,4.6,80
1217,36,5,5.8,0,5.489,0.95,400,4.6,80
1218,36,6,6.2,0,5.6,0.94,400,4.6,80
1219,36,7,6.6,0,5.712,0.94,400,4.6,80
1220,36,8,7.1,0,5.84,0.93,400,4.6,80
1221,36,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1222,36,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1223,36,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1224,36,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1225,36,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1226,36,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1227,36,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1228,36,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1229,36,17,3.6,0,5.733,0.97,400,2.9,80
1230,36,18,3.7,0,5.59,0.98,400,2.9,80
1231,36,19,3.9,0,5.511,0.99,400,2.9,80
1232,36,20,3.9,0,5.48,0.99,400,2.9,80
1233,36,21,4.4,0,5.455,0.99,400,2.9,80
1234,36,22,4.7,0,5.45,0.99,400,2.9,80
1235,36,23,4.4,0,5.466,0.99,400,2.9,80
1236,36,24,4.3,0,5.445,0.98,400,4.6,80
1237,37,1,4.5,0,5.385,0.96,400,4.6,80
1238,37,2,4.5,0,5.346,0.96,400,4.6,80
1239,37,3,5.1,0,5.347,0.96,400,4.6,80
1240,37,4,5.5,0,5.401,0.95,400,4.6,80
1241,37,5,5.8,0,5.489,0.95,400,4.6,80
1242,37,6,6.2,0,5.6,0.94,400,4.6,80
1243,37,7,6.6,0,5.712,0.94,400,4.6,80
1244,37,8,7.1,0,5.84,0.93,400,4.6,80
1245,37,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1246,37,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1247,37,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1248,37,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1249,37,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1250,37,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1251,37,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1252,37,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1253,37,17,3.6,0,5.733,0.97,400,2.9,80
1254,37,18,3.7,0,5.59,0.98,400,2.9,80
1255,37,19,3.9,0,5.511,0.99,400,2.9,80
1256,37,20,3.9,0,5.48,0.99,400,2.9,80
1257,37,21,4.4,0,5.455,0.99,400,2.9,80
1258,37,22,4.7,0,5.45,0.99,400,2.9,80
1259,37,23,4.4,0,5.466,0.99,400,2.9,80
1260,37,24,4.3,0,5.445,0.98,400,4.6,80
1261,38,1,4.5,0,5.385,0.96,400,4.6,80
1262,38,2,4.5,0,5.346,0.96,400,4.6,80
1263,38,3,5.1,0,5.347,0.96,400,4.6,80
1264,38,4,5.5,0,5.401,0.95,400,4.6,80
1265,38,5,5.8,0,5.489,0.95,400,4.6,80
1266,38,6,6.2,0,5.6,0.94,400,4.6,80
1267,38,7,6.6,0,5.712,0.94,400,4.6,80
1268,38,8,7.1,0,5.84,0.93,400,4.6,80
1269,38,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1270,38,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1271,38,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1272,38,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1273,38,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1274,38,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1275,38,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1276,38,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1277,38,17,3.6,0,5.733,0.97,400,2.9,80
1278,38,18,3.7,0,5.59,0.98,400,2.9,80
1279,38,19,3.9,0,5.511,0.99,400,2.9,80
1280,38,20,3.9,0,5.48,0.99,400,2.9,80
1281,38,21,4.4,0,5.455,0.99,400,2.9,80
1282,38,22,4.7,0,5.45,0.99,400,2.9,80
1283,38,23,4.4,0,5.466,0.99,400,2.9,80
1284,38,24,4.3,0,5.445,0.98,400,4.6,80
1285,39,1,4.5,0,5.385,0.96,400,4.6,80
1286,39,2,4.5,0,5.346,0.96,400,4.6,80
1287,39,3,5.1,0,5.347,0.96,400,4.6,80
1288,39,4,5.5,0,5.401,0.95,400,4.6,80
1289,39,5,5.8,0,5.489,0.95,400,4.6,80
1290,39,6,6.2,0,5.6,0.94,400,4.6,80
1291,39,7,6.6,0,5.712,0.94,400,4.6,80
1292,39,8,7.1,0,5.84,0.93,400,4.6,80
1293,39,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1294,39,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1295,39,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1296,39,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1297,39,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1298,39,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1299,39,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1300,39,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1301,39,17,3.6,0,5.733,0.97,400,2.9,80
1302,39,18,3.7,0,5.59,0.98,400,2.9,80
1303,39,19,3.9,0,5.511,0.99,400,2.9,80
1304,39,20,3.9,0,5.48,0.99,400,2.9,80
1305,39,21,4.4,0,5.455,0.99,400,2.9,80
1306,39,22,4.7,0,5.45,0.99,400,2.9,80
1307,39,23,4.4,0,5.466,0.99,400,2.9,80
1308,39,24,4.3,0,5.445,0.98,400,4.6,80
1309,40,1,4.5,0,5.385,0.96,400,4.6,80
1310,40,2,4.5,0,5.346,0.96,400,4.6,80
1311,40,3,5.1,0,5.347,0.96,400,4.6,80
1312,40,4,5.5,0,5.401,0.95,400,4.6,80
1313,40,5,5.8,0,5.489,0.95,400,4.6,80
1314,40,6,6.2,0,5.6,0.94,400,4.6,80
1315,40,7,6.6,0,5.712,0.94,400,4.6,80
1316,40,8,7.1,0,5.84,0.93,400,4.6,80
1317,40,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1318,40,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1319,40,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1320,40,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1321,40,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1322,40,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1323,40,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1324,40,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1325,40,17,3.6,0,5.733,0.97,400,2.9,80
1326,40,18,3.7,0,5.59,0.98,400,2.9,80
1327,40,19,3.9,0,5.511,0.99,400,2.9,80
1328,40,20,3.9,0,5.48,0.99,400,2.9,80
1329,40,21,4.4,0,5.455,0.99,400,2.9,80
1330,40,22,4.7,0,5.45,0.99,400,2.9,80
1331,40,23,4.4,0,5.466,0.99,400,2.9,80
1332,40,24,4.3,0,5.445,0.98,400,4.6,80
1333,41,1,4.5,0,5.385,0.96,400,4.6,80
1334,41,2,4.5,0,5.346,0.96,400,4.6,80
1335,41,3,5.1,0,5.347,0.96,400,4.6,80
1336,41,4,5.5,0,5.401,0.95,400,4.6,80
1337,41,5,5.8,0,5.489,0.95,400,4.6,80
1338,41,6,6.2,0,5.6,0.94,400,4.6,80
1339,41,7,6.6,0,5.712,0.94,400,4.6,80
1340,41,8,7.1,0,5.84,0.93,400,4.6,80
1341,41,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1342,41,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1343,41,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1344,41,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1345,41,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1346,41,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1347,41,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1348,41,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1349,41,17,3.6,0,5.733,0.97,400,2.9,80
1350,41,18,3.7,0,5.59,0.98,400,2.9,80
1351,41,19,3.9,0,5.511,0.99,400,2.9,80
1352,41,20,3.9,0,5.48,0.99,400,2.9,80
1353,41,21,4.4,0,5.455,0.99,400,2.9,80
1354,41,22,4.7,0,5.45,0.99,400,2.9,80
1355,41,23,4.4,0,5.466,0.99,400,2.9,80
1356,41,24,4.3,0,5.445,0.98,400,4.6,80
1357,42,1,4.5,0,5.385,0.96,400,4.6,80
1358,42,2,4.5,0,5.346,0.96,400,4.6,80
1359,42,3,5.1,0,5.347,0.96,400,4.6,80
1360,42,4,5.5,0,5.401,0.95,400,4.6,80
1361,42,5,5.8,0,5.489,0.95,400,4.6,80
1362,42,6,6.2,0,5.6,0.94,400,4.6,80
1363,42,7,6.6,0,5.712,0.94,400,4.6,80
1364,42,8,7.1,0,5.84,0.93,400,4.6,80
1365,42,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1366,42,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1367,42,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1368,42,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1369,42,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1370,42,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1371,42,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1372,42,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1373,42,17,3.6,0,5.733,0.97,400,2.9,80
1374,42,18,3.7,0,5.59,0.98,400,2.9,80
1375,42,19,3.9,0,5.511,0.99,400,2.9,80
1376,42,20,3.9,0,5.48,0.99,400,2.9,80
1377,42,21,4.4,0,5.455,0.99,400,2.9,80
1378,42,22,4.7,0,5.45,0.99,400,2.9,80
1379,42,23,4.4,0,5.466,0.99,400,2.9,80
1380,42,24,4.3,0,5.445,0.98,400,4.6,80
1381,43,1,4.5,0,5.385,0.96,400,4.6,80
1382,43,2,4.5,0,5.346,0.96,400,4.6,80
1383,43,3,5.1,0,5.347,0.96,400,4.6,80
1384,43,4,5.5,0,5.401,0.95,400,4.6,80
1385,43,5,5.8,0,5.489,0.95,400,4.6,80
1386,43,6,6.2,0,5.6,0.94,400,4.6,80
1387,43,7,6.6,0,5.712,0.94,400,4.6,80
1388,43,8,7.1,0,5.84,0.93,400,4.6,80
1389,43,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1390,43,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1391,43,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1392,43,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1393,43,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1394,43,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1395,43,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1396,43,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1397,43,17,3.6,0,5.733,0.97,400,2.9,80
1398,43,18,3.7,0,5.59,0.98,400,2.9,80
1399,43,19,3.9,0,5.511,0.99,400,2.9,80
1400,43,20,3.9,0,5.48,0.99,400,2.9,80
1401,43,21,4.4,0,5.455,0.99,400,2.9,80
1402,43,22,4.7,0,5.45,0.99,400,2.9,80
1403,43,23,4.4,0,5.466,0.99,400,2.9,80
1404,43,24,4.3,0,5.445,0.98,400,4.6,80
1405,44,1,4.5,0,5.385,0.96,400,4.6,80
1406,44,2,4.5,0,5.346,0.96,400,4.6,80
1407,44,3,5.1,0,5.347,0.96,400,4.6,80
1408,44,4,5.5,0,5.401,0.95,400,4.6,80
1409,44,5,5.8,0,5.489,0.95,400,4.6,80
1410,44,6,6.2,0,5.6,0.94,400,4.6,80
1411,44,7,6.6,0,5.712,0.94,400,4.6,80
1412,44,8,7.1,0,5.84,0.93,400,4.6,80
1413,44,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1414,44,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1415,44,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1416,44,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1417,44,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1418,44,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1419,44,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1420,44,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1421,44,17,3.6,0,5.733,0.97,400,2.9,80
1422,44,18,3.7,0,5.59,0.98,400,2.9,80
1423,44,19,3.9,0,5.511,0.99,400,2.9,80
1424,44,20,3.9,0,5.48,0.99,400,2.9,80
1425,44,21,4.4,0,5.455,0.99,400,2.9,80
1426,44,22,4.7,0,5.45,0.99,400,2.9,80
1427,44,23,4.4,0,5.466,0.99,400,2.9,80
1428,44,24,4.3,0,5.445,0.98,400,4.6,80
1429,45,1,4.5,0,5.385,0.96,400,4.6,80
1430,45,2,4.5,0,5.346,0.96,400,4.6,80
1431,45,3,5.1,0,5.347,0.96,400,4.6,80
1432,45,4,5.5,0,5.401,0.95,400,4.6,80
1433,45,5,5.8,0,5.489,0.95,400,4.6,80
1434,45,6,6.2,0,5.6,0.94,400,4.6,80
1435,45,7,6.6,0,5.712,0.94,400,4.6,80
1436,45,8,7.1,0,5.84,0.93,400,4.6,80
1437,45,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1438,45,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1439,45,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1440,45,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1441,45,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1442,45,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1443,45,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1444,45,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1445,45,17,3.6,0,5.733,0.97,400,2.9,80
1446,45,18,3.7,0,5.59,0.98,400,2.9,80
1447,45,19,3.9,0,5.511,0.99,400,2.9,80
1448,45,20,3.9,0,5.48,0.99,400,2.9,80
1449,45,21,4.4,0,5.455,0.99,400,2.9,80
1450,45,22,4.7,0,5.45,0.99,400,2.9,80
1451,45,23,4.4,0,5.466,0.99,400,2.9,80
1452,45,24,4.3,0,5.445,0.98,400,4.6,80
1453,46,1,4.5,0,5.385,0.96,400,4.6,80
1454,46,2,4.5,0,5.346,0.96,400,4.6,80
1455,46,3,5.1,0,5.347,0.96,400,4.6,80
1456,46,4,5.5,0,5.401,0.95,400,4.6,80
1457,46,5,5.8,0,5.489,0.95,400,4.6,80
1458,46,6,6.2,0,5.6,0.94,400,4.6,80
1459,46,7,6.6,0,5.712,0.94,400,4.6,80
1460,46,8,7.1,0,5.84,0.93,400,4.6,80
1461,46,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1462,46,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1463,46,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1464,46,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1465,46,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1466,46,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1467,46,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1468,46,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1469,46,17,3.6,0,5.733,0.97,400,2.9,80
1470,46,18,3.7,0,5.59,0.98,400,2.9,80
1471,46,19,3.9,0,5.511,0.99,400,2.9,80
1472,46,20,3.9,0,5.48,0.99,400,2.9,80
1473,46,21,4.4,0,5.455,0.99,400,2.9,80
1474,46,22,4.7,0,5.45,0.99,400,2.9,80
1475,46,23,4.4,0,5.466,0.99,400,2.9,80
1476,46,24,4.3,0,5.445,0.98,400,4.6,80
1477,47,1,4.5,0,5.385,0.96,400,4.6,80
1478,47,2,4.5,0,5.346,0.96,400,4.6,80
1479,47,3,5.1,0,5.347,0.96,400,4.6,80
1480,47,4,5.5,0,5.401,0.95,400,4.6,80
1481,47,5,5.8,0,5.489,0.95,400,4.6,80
1482,47,6,6.2,0,5.6,0.94,400,4.6,80
1483,47,7,6.6,0,5.712,0.94,400,4.6,80
1484,47,8,7.1,0,5.84,0.93,400,4.6,80
1485,47,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1486,47,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1487,47,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1488,47,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1489,47,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1490,47,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1491,47,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1492,47,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1493,47,17,3.6,0,5.733,0.97,400,2.9,80
1494,47,18,3.7,0,5.59,0.98,400,2.9,80
1495,47,19,3.9,0,5.511,0.99,400,2.9,80
1496,47,20,3.9,0,5.48,0.99,400,2.9,80
1497,47,21,4.4,0,5.455,0.99,400,2.9,80
1498,47,22,4.7,0,5.45,0.99,400,2.9,80
1499,47,23,4.4,0,5.466,0.99,400,2.9,80
1500,47,24,4.3,0,5.445,0.98,400,4.6,80
1501,48,1,4.5,0,5.385,0.96,400,4.6,80
1502,48,2,4.5,0,5.346,0.96,400,4.6,80
1503,48,3,5.1,0,5.347,0.96,400,4.6,80
1504,48,4,5.5,0,5.401,0.95,400,4.6,80
1505,48,5,5.8,0,5.489,0.95,400,4.6,80
1506,48,6,6.2,0,5.6,0.94,400,4.6,80
1507,48,7,6.6,0,5.712,0.94,400,4.6,80
1508,48,8,7.1,0,5.84,0.93,400,4.6,80
1509,48,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1510,48,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1511,48,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1512,48,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1513,48,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1514,48,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1515,48,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1516,48,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1517,48,17,3.6,0,5.733,0.97,400,2.9,80
1518,48,18,3.7,0,5.59,0.98,400,2.9,80
1519,48,19,3.9,0,5.511,0.99,400,2.9,80
1520,48,20,3.9,0,5.48,0.99,400,2.9,80
1521,48,21,4.4,0,5.455,0.99,400,2.9,80
1522,48,22,4.7,0,5.45,0.99,400,2.9,80
1523,48,23,4.4,0,5.466,0.99,400,2.9,80
1524,48,24,4.3,0,5.445,0.98,400,4.6,80
1525,49,1,4.5,0,5.385,0.96,400,4.6,80
1526,49,2,4.5,0,5.346,0.96,400,4.6,80
1527,49,3,5.1,0,5.347,0.96,400,4.6,80
1528,49,4,5.5,0,5.401,0.95,400,4.6,80
1529,49,5,5.8,0,5.489,0.95,400,4.6,80
1530,49,6,6.2,0,5.6,0.94,400,4.6,80
1531,49,7,6.6,0,5.712,0.94,400,4.6,80
1532,49,8,7.1,0,5.84,0.93,400,4.6,80
1533,49,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1534,49,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1535,49,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1536,49,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1537,49,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1538,49,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1539,49,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1540,49,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1541,49,17,3.6,0,5.733,0.97,400,2.9,80
1542,49,18,3.7,0,5.59,0.98,400,2.9,80
1543,49,19,3.9,0,5.511,0.99,400,2.9,80
1544,49,20,3.9,0,5.48,0.99,400,2.9,80
1545,49,21,4.4,0,5.455,0.99,400,2.9,80
1546,49,22,4.7,0,5.45,0.99,400,2.9,80
1547,49,23,4.4,0,5.466,0.99,400,2.9,80
1548,49,24,4.3,0,5.445,0.98,400,4.6,80
1549,50,1,4.5,0,5.385,0.96,400,4.6,80
1550,50,2,4.5,0,5.346,0.96,400,4.6,80
1551,50,3,5.1,0,5.347,0.96,400,4.6,80
1552,50,4,5.5,0,5.401,0.95,400,4.6,80
1553,50,5,5.8,0,5.489,0.95,400,4.6,80
1554,50,6,6.2,0,5.6,0.94,400,4.6,80
1555,50,7,6.6,0,5.712,0.94,400,4.6,80
1556,50,8,7.1,0,5.84,0.93,400,4.6,80
1557,50,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1558,50,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1559,50,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1560,50,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1561,50,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1562,50,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1563,50,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1564,50,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1565,50,17,3.6,0,5.733,0.97,400,2.9,80
1566,50,18,3.7,0,5.59,0.98,400,2.9,80
1567,50,19,3.9,0,5.511,0.99,400,2.9,80
1568,50,20,3.9,0,5.48,0.99,400,2.9,80
1569,50,21,4.4,0,5.455,0.99,400,2.9,80
1570,50,22,4.7,0,5.45,0.99,400,2.9,80
1571,50,23,4.4,0,5.466,0.99,400,2.9,80
1572,50,24,4.3,0,5.445,0.98,400,4.6,80
1573,51,1,4.5,0,5.385,0.96,400,4.6,80
1574,51,2,4.5,0,5.346,0.96,400,4.6,80
1575,51,3,5.1,0,5.347,0.96,400,4.6,80
1576,51,4,5.5,0,5.401,0.95,400,4.6,80
1577,51,5,5.8,0,5.489,0.95,400,4.6,80
1578,51,6,6.2,0,5.6,0.94,400,4.6,80
1579,51,7,6.6,0,5.712,0.94,400,4.6,80
1580,51,8,7.1,0,5.84,0.93,400,4.6,80
1581,51,9,7.2,11.22222222,6.001,0.95,400,4.6,80
1582,51,10,7.7,33.66666667,6.203,0.95,400,4.6,80
1583,51,11,7.6,33.66666667,6.433,0.95,400,4.6,80
1584,51,12,5.2,516.2222222,5.84,0.95,400,2.9,80
1585,51,13,5.6,549.8888889,6.264,0.88,400,2.9,80
1586,51,14,4.8,392.7777778,5.415,0.92,400,2.9,80
1587,51,15,3.6,157.1111111,6.223,0.95,400,2.9,80
1588,51,16,3.5,22.44444444,5.957,0.96,400,2.9,80
1589,51,17,3.6,0,5.733,0.97,400,2.9,80
1590,51,18,3.7,0,5.59,0.98,400,2.9,80
1591,51,19,3.9,0,5.511,0.99,400,2.9,80
1592,51,20,3.9,0,5.48,0.99,400,2.9,80
1593,51,21,4.4,0,5.455,0.99,400,2.9,80
1594,51,22,4.7,0,5.45,0.99,400,2.9,80
1595,51,23,4.4,0,5.466,0.99,400,2.9,80
1596,51,24,4.3,0,5.445,0.98,400,4.6,80
1597,52,1,4.5,0,5.385,0.96,400,4.6,80
