plant,axis,status,nb_leaves,GA,SAM_height,SAM_temperature,delta_teq,delta_teq_roots,teq_since_primordium,sum_TT,cohort,mstruct,senesced_mstruct,minerals_plant,xylem_water_potential
1,MS,vegetative,10,False,0,20,3600,3600,0,0,1,0.05468138,0,0.002734069,-0.11900251
