t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC_optimal,PARi,SRWC
2343,85,3,7,0,10,0.75,400,3,80,0,80
2344,85,4,7,0,10,0.75,400,3,80,0,80
2345,85,5,7,0,10,0.75,400,3,80,0,80
2346,85,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2347,85,7,13,44.88888889,10,0.75,400,3,80,81.76190476,80
2348,85,8,13,134.6666667,10,0.75,400,3,80,138.2698413,80
2349,85,9,13,202,10,0.75,400,3,80,338.6666667,80
2350,85,10,13,213.2222222,10,0.75,400,3,80,474.3333333,80
2351,85,11,13,583.5555556,10,0.75,400,3,80,535.650794,80
2352,85,12,13,471.3333333,10,0.75,400,3,80,649.476191,80
2353,85,13,13,437.6666667,10,0.75,400,3,80,795.968254,80
2354,85,14,13,347.8888889,10,0.75,400,3,80,635.650793,80
2355,85,15,13,134.6666667,10,0.75,400,3,80,529.4444444,80
2356,85,16,13,44.88888889,10,0.75,400,3,80,379.3492063,80
2357,85,17,13,33.66666667,10,0.75,400,3,80,148.4920635,80
2358,85,18,13,22.44444444,10,0.75,400,3,80,52.9047619,80
2359,85,19,13,0,10,0.75,400,3,80,0,80
2360,85,20,7,0,10,0.75,400,3,80,0,80
2361,85,21,7,0,10,0.75,400,3,80,0,80
2362,85,22,7,0,10,0.75,400,3,80,0,80
2363,85,23,7,0,10,0.75,400,3,80,0,80
2364,85,24,7,0,10,0.75,400,3,80,0,80
2365,86,1,7,0,10,0.75,400,3,80,0,80
2366,86,2,7,0,10,0.75,400,3,80,0,80
2367,86,3,7,0,10,0.75,400,3,80,0,80
2368,86,4,7,0,10,0.75,400,3,80,0,80
2369,86,5,7,0,10,0.75,400,3,80,0,80
2370,86,6,7,0,10,0.75,400,3,80,3.206349206,80
2371,86,7,13,78.55555556,10,0.75,400,3,80,81.76190476,80
2372,86,8,13,157.1111111,10,0.75,400,3,80,138.2698413,80
2373,86,9,13,202,10,0.75,400,3,80,338.6666667,80
2374,86,10,13,303,10,0.75,400,3,80,474.3333333,80
2375,86,11,13,202,10,0.75,400,3,80,535.650794,80
2376,86,12,13,628.4444444,10,0.75,400,3,80,649.476191,80
2377,86,13,13,785.5555556,10,0.75,400,3,80,795.968254,80
2378,86,14,13,729.4444444,10,0.75,400,3,80,635.650793,80
2379,86,15,13,415.2222222,10,0.75,400,3,80,529.4444444,80
2380,86,16,13,561.1111111,10,0.75,400,3,80,379.3492063,80
2381,86,17,13,404,10,0.75,400,3,80,148.4920635,80
2382,86,18,13,134.6666667,10,0.75,400,3,80,52.9047619,80
2383,86,19,13,0,10,0.75,400,3,80,0,80
2384,86,20,7,0,10,0.75,400,3,80,0,80
2385,86,21,7,0,10,0.75,400,3,80,0,80
2386,86,22,7,0,10,0.75,400,3,80,0,80
2387,86,23,7,0,10,0.75,400,3,80,0,80
2388,86,24,7,0,10,0.75,400,3,80,0,80
2389,87,1,7,0,10,0.75,400,3,80,0,80
2390,87,2,7,0,10,0.75,400,3,80,0,80
2391,87,3,7,0,10,0.75,400,3,80,0,80
2392,87,4,7,0,10,0.75,400,3,80,0,80
2393,87,5,7,0,10,0.75,400,3,80,0,80
2394,87,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2395,87,7,13,134.6666667,10,0.75,400,3,80,81.76190476,80
2396,87,8,13,516.2222222,10,0.75,400,3,80,138.2698413,80
2397,87,9,13,830.4444444,10,0.75,400,3,80,338.6666667,80
2398,87,10,13,1043.666667,10,0.75,400,3,80,474.3333333,80
2399,87,11,13,1357.888889,10,0.75,400,3,80,535.650794,80
2400,87,12,13,1402.777778,10,0.75,400,3,80,649.476191,80
2401,87,13,13,639.6666667,10,0.75,400,3,80,795.968254,80
2402,87,14,13,751.8888889,10,0.75,400,3,80,635.650793,80
2403,87,15,13,965.1111111,10,0.75,400,3,80,529.4444444,80
2404,87,16,13,505,10,0.75,400,3,80,379.3492063,80
2405,87,17,13,370.3333333,10,0.75,400,3,80,148.4920635,80
2406,87,18,13,157.1111111,10,0.75,400,3,80,52.9047619,80
2407,87,19,13,0,10,0.75,400,3,80,0,80
2408,87,20,7,0,10,0.75,400,3,80,0,80
2409,87,21,7,0,10,0.75,400,3,80,0,80
2410,87,22,7,0,10,0.75,400,3,80,0,80
2411,87,23,7,0,10,0.75,400,3,80,0,80
2412,87,24,7,0,10,0.75,400,3,80,0,80
2413,88,1,7,0,10,0.75,400,3,80,0,80
2414,88,2,7,0,10,0.75,400,3,80,0,80
2415,88,3,7,0,10,0.75,400,3,80,0,80
2416,88,4,7,0,10,0.75,400,3,80,0,80
2417,88,5,7,0,10,0.75,400,3,80,0,80
2418,88,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2419,88,7,13,202,10,0.75,400,3,80,81.76190476,80
2420,88,8,13,516.2222222,10,0.75,400,3,80,138.2698413,80
2421,88,9,13,886.5555556,10,0.75,400,3,80,338.6666667,80
2422,88,10,13,1167.111111,10,0.75,400,3,80,474.3333333,80
2423,88,11,13,1391.555556,10,0.75,400,3,80,535.650794,80
2424,88,12,13,1526.222222,10,0.75,400,3,80,649.476191,80
2425,88,13,13,1548.666667,10,0.75,400,3,80,795.968254,80
2426,88,14,13,897.7777778,10,0.75,400,3,80,635.650793,80
2427,88,15,13,976.3333333,10,0.75,400,3,80,529.4444444,80
2428,88,16,13,684.5555556,10,0.75,400,3,80,379.3492063,80
2429,88,17,13,460.1111111,10,0.75,400,3,80,148.4920635,80
2430,88,18,13,134.6666667,10,0.75,400,3,80,52.9047619,80
2431,88,19,13,11.22222222,10,0.75,400,3,80,0,80
2432,88,20,7,0,10,0.75,400,3,80,0,80
2433,88,21,7,0,10,0.75,400,3,80,0,80
2434,88,22,7,0,10,0.75,400,3,80,0,80
2435,88,23,7,0,10,0.75,400,3,80,0,80
2436,88,24,7,0,10,0.75,400,3,80,0,80
2437,89,1,7,0,10,0.75,400,3,80,0,80
2438,89,2,7,0,10,0.75,400,3,80,0,80
2439,89,3,7,0,10,0.75,400,3,80,0,80
2440,89,4,7,0,10,0.75,400,3,80,0,80
2441,89,5,7,0,10,0.75,400,3,80,0,80
2442,89,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2443,89,7,13,213.2222222,10,0.75,400,3,80,81.76190476,80
2444,89,8,13,527.4444444,10,0.75,400,3,80,138.2698413,80
2445,89,9,13,886.5555556,10,0.75,400,3,80,338.6666667,80
2446,89,10,13,1223.222222,10,0.75,400,3,80,474.3333333,80
2447,89,11,13,1436.444444,10,0.75,400,3,80,535.650794,80
2448,89,12,13,1526.222222,10,0.75,400,3,80,649.476191,80
2449,89,13,13,1537.444444,10,0.75,400,3,80,795.968254,80
2450,89,14,13,1245.666667,10,0.75,400,3,80,635.650793,80
2451,89,15,13,527.4444444,10,0.75,400,3,80,529.4444444,80
2452,89,16,13,246.8888889,10,0.75,400,3,80,379.3492063,80
2453,89,17,13,179.5555556,10,0.75,400,3,80,148.4920635,80
2454,89,18,13,44.88888889,10,0.75,400,3,80,52.9047619,80
2455,89,19,13,0,10,0.75,400,3,80,0,80
2456,89,20,7,0,10,0.75,400,3,80,0,80
2457,89,21,7,0,10,0.75,400,3,80,0,80
2458,89,22,7,0,10,0.75,400,3,80,0,80
2459,89,23,7,0,10,0.75,400,3,80,0,80
2460,89,24,7,0,10,0.75,400,3,80,0,80
2461,90,1,7,0,10,0.75,400,3,80,0,80
2462,90,2,7,0,10,0.75,400,3,80,0,80
2463,90,3,7,0,10,0.75,400,3,80,0,80
2464,90,4,7,0,10,0.75,400,3,80,0,80
2465,90,5,7,0,10,0.75,400,3,80,0,80
2466,90,6,7,0,10,0.75,400,3,80,3.206349206,80
2467,90,7,13,78.55555556,10,0.75,400,3,80,81.76190476,80
2468,90,8,13,145.8888889,10,0.75,400,3,80,138.2698413,80
2469,90,9,13,258.1111111,10,0.75,400,3,80,338.6666667,80
2470,90,10,13,303,10,0.75,400,3,80,474.3333333,80
2471,90,11,13,538.6666667,10,0.75,400,3,80,535.650794,80
2472,90,12,13,583.5555556,10,0.75,400,3,80,649.476191,80
2473,90,13,13,561.1111111,10,0.75,400,3,80,795.968254,80
2474,90,14,13,639.6666667,10,0.75,400,3,80,635.650793,80
2475,90,15,13,617.2222222,10,0.75,400,3,80,529.4444444,80
2476,90,16,13,460.1111111,10,0.75,400,3,80,379.3492063,80
2477,90,17,13,269.3333333,10,0.75,400,3,80,148.4920635,80
2478,90,18,13,89.77777778,10,0.75,400,3,80,52.9047619,80
2479,90,19,13,0,10,0.75,400,3,80,0,80
2480,90,20,7,0,10,0.75,400,3,80,0,80
2481,90,21,7,0,10,0.75,400,3,80,0,80
2482,90,22,7,0,10,0.75,400,3,80,0,80
2483,90,23,7,0,10,0.75,400,3,80,0,80
2484,90,24,7,0,10,0.75,400,3,80,0,80
2485,91,1,7,0,10,0.75,400,3,80,0,80
2486,91,2,7,0,10,0.75,400,3,80,0,80
2487,91,3,7,0,10,0.75,400,3,80,0,80
2488,91,4,7,0,10,0.75,400,3,80,0,80
2489,91,5,7,0,10,0.75,400,3,80,0,80
2490,91,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2491,91,7,13,224.4444444,10,0.75,400,3,80,81.76190476,80
2492,91,8,13,561.1111111,10,0.75,400,3,80,138.2698413,80
2493,91,9,13,875.3333333,10,0.75,400,3,80,338.6666667,80
2494,91,10,13,1155.888889,10,0.75,400,3,80,474.3333333,80
2495,91,11,13,1369.111111,10,0.75,400,3,80,535.650794,80
2496,91,12,13,1492.555556,10,0.75,400,3,80,649.476191,80
2497,91,13,13,1425.222222,10,0.75,400,3,80,795.968254,80
2498,91,14,13,1346.666667,10,0.75,400,3,80,635.650793,80
2499,91,15,13,1144.666667,10,0.75,400,3,80,529.4444444,80
2500,91,16,13,852.8888889,10,0.75,400,3,80,379.3492063,80
2501,91,17,13,505,10,0.75,400,3,80,148.4920635,80
2502,91,18,13,145.8888889,10,0.75,400,3,80,52.9047619,80
2503,91,19,13,11.22222222,10,0.75,400,3,80,0,80
2504,91,20,7,0,10,0.75,400,3,80,0,80
2505,91,21,7,0,10,0.75,400,3,80,0,80
2506,91,22,7,0,10,0.75,400,3,80,0,80
2507,91,23,7,0,10,0.75,400,3,80,0,80
2508,91,24,7,0,10,0.75,400,3,80,0,80
2509,91,1,7,0,10,0.75,400,3,80,0,80
2510,91,2,7,0,10,0.75,400,3,80,0,80
2511,91,3,7,0,10,0.75,400,3,80,0,80
2512,91,4,7,0,10,0.75,400,3,80,0,80
2513,91,5,7,0,10,0.75,400,3,80,0,80
2514,91,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2515,91,7,13,213.2222222,10,0.75,400,3,80,81.76190476,80
2516,91,8,13,538.6666667,10,0.75,400,3,80,138.2698413,80
2517,91,9,13,886.5555556,10,0.75,400,3,80,338.6666667,80
2518,91,10,13,1167.111111,10,0.75,400,3,80,474.3333333,80
2519,91,11,13,1324.222222,10,0.75,400,3,80,535.650794,80
2520,91,12,13,1515,10,0.75,400,3,80,649.476191,80
2521,91,13,13,1492.555556,10,0.75,400,3,80,795.968254,80
2522,91,14,13,1357.888889,10,0.75,400,3,80,635.650793,80
2523,91,15,13,1144.666667,10,0.75,400,3,80,529.4444444,80
2524,91,16,13,830.4444444,10,0.75,400,3,80,379.3492063,80
2525,91,17,13,482.5555556,10,0.75,400,3,80,148.4920635,80
2526,91,18,13,123.4444444,10,0.75,400,3,80,52.9047619,80
2527,91,19,13,0,10,0.75,400,3,80,0,80
2528,91,20,7,0,10,0.75,400,3,80,0,80
2529,91,21,7,0,10,0.75,400,3,80,0,80
2530,91,22,7,0,10,0.75,400,3,80,0,80
2531,91,23,7,0,10,0.75,400,3,80,0,80
2532,91,24,7,0,10,0.75,400,3,80,0,80
2533,92,1,7,0,10,0.75,400,3,80,0,80
2534,92,2,7,0,10,0.75,400,3,80,0,80
2535,92,3,7,0,10,0.75,400,3,80,0,80
2536,92,4,7,0,10,0.75,400,3,80,0,80
2537,92,5,7,0,10,0.75,400,3,80,0,80
2538,92,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2539,92,7,13,78.55555556,10,0.75,400,3,80,81.76190476,80
2540,92,8,13,437.6666667,10,0.75,400,3,80,138.2698413,80
2541,92,9,13,864.1111111,10,0.75,400,3,80,338.6666667,80
2542,92,10,13,1268.111111,10,0.75,400,3,80,474.3333333,80
2543,92,11,13,1122.222222,10,0.75,400,3,80,535.650794,80
2544,92,12,13,1369.111111,10,0.75,400,3,80,649.476191,80
2545,92,13,13,1088.555556,10,0.75,400,3,80,795.968254,80
2546,92,14,13,1223.222222,10,0.75,400,3,80,635.650793,80
2547,92,15,13,864.1111111,10,0.75,400,3,80,529.4444444,80
2548,92,16,13,347.8888889,10,0.75,400,3,80,379.3492063,80
2549,92,17,13,168.3333333,10,0.75,400,3,80,148.4920635,80
2550,92,18,13,44.88888889,10,0.75,400,3,80,52.9047619,80
2551,92,19,13,0,10,0.75,400,3,80,0,80
2552,92,20,7,0,10,0.75,400,3,80,0,80
2553,92,21,7,0,10,0.75,400,3,80,0,80
2554,92,22,7,0,10,0.75,400,3,80,0,80
2555,92,23,7,0,10,0.75,400,3,80,0,80
2556,92,24,7,0,10,0.75,400,3,80,0,80
2557,93,1,7,0,10,0.75,400,3,80,0,80
2558,93,2,7,0,10,0.75,400,3,80,0,80
2559,93,3,7,0,10,0.75,400,3,80,0,80
2560,93,4,7,0,10,0.75,400,3,80,0,80
2561,93,5,7,0,10,0.75,400,3,80,0,80
2562,93,6,7,0,10,0.75,400,3,80,3.206349206,80
2563,93,7,13,33.66666667,10,0.75,400,3,80,81.76190476,80
2564,93,8,13,157.1111111,10,0.75,400,3,80,138.2698413,80
2565,93,9,13,168.3333333,10,0.75,400,3,80,338.6666667,80
2566,93,10,13,258.1111111,10,0.75,400,3,80,474.3333333,80
2567,93,11,13,303,10,0.75,400,3,80,535.650794,80
2568,93,12,13,426.4444444,10,0.75,400,3,80,649.476191,80
2569,93,13,13,415.2222222,10,0.75,400,3,80,795.968254,80
2570,93,14,13,336.6666667,10,0.75,400,3,80,635.650793,80
2571,93,15,13,426.4444444,10,0.75,400,3,80,529.4444444,80
2572,93,16,13,190.7777778,10,0.75,400,3,80,379.3492063,80
2573,93,17,13,235.6666667,10,0.75,400,3,80,148.4920635,80
2574,93,18,13,112.2222222,10,0.75,400,3,80,52.9047619,80
2575,93,19,13,0,10,0.75,400,3,80,0,80
2576,93,20,7,0,10,0.75,400,3,80,0,80
2577,93,21,7,0,10,0.75,400,3,80,0,80
2578,93,22,7,0,10,0.75,400,3,80,0,80
2579,93,23,7,0,10,0.75,400,3,80,0,80
2580,93,24,7,0,10,0.75,400,3,80,0,80
2581,94,1,7,0,10,0.75,400,3,80,0,80
2582,94,2,7,0,10,0.75,400,3,80,0,80
2583,94,3,7,0,10,0.75,400,3,80,0,80
2584,94,4,7,0,10,0.75,400,3,80,0,80
2585,94,5,7,0,10,0.75,400,3,80,0,80
2586,94,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2587,94,7,13,56.11111111,10,0.75,400,3,80,81.76190476,80
2588,94,8,13,157.1111111,10,0.75,400,3,80,138.2698413,80
2589,94,9,13,258.1111111,10,0.75,400,3,80,338.6666667,80
2590,94,10,13,258.1111111,10,0.75,400,3,80,474.3333333,80
2591,94,11,13,336.6666667,10,0.75,400,3,80,535.650794,80
2592,94,12,13,448.8888889,10,0.75,400,3,80,649.476191,80
2593,94,13,13,303,10,0.75,400,3,80,795.968254,80
2594,94,14,13,415.2222222,10,0.75,400,3,80,635.650793,80
2595,94,15,13,527.4444444,10,0.75,400,3,80,529.4444444,80
2596,94,16,13,213.2222222,10,0.75,400,3,80,379.3492063,80
2597,94,17,13,112.2222222,10,0.75,400,3,80,148.4920635,80
2598,94,18,13,168.3333333,10,0.75,400,3,80,52.9047619,80
2599,94,19,13,11.22222222,10,0.75,400,3,80,0,80
2600,94,20,7,0,10,0.75,400,3,80,0,80
2601,94,21,7,0,10,0.75,400,3,80,0,80
2602,94,22,7,0,10,0.75,400,3,80,0,80
2603,94,23,7,0,10,0.75,400,3,80,0,80
2604,94,24,7,0,10,0.75,400,3,80,0,80
2605,95,1,7,0,10,0.75,400,3,80,0,80
2606,95,2,7,0,10,0.75,400,3,80,0,80
2607,95,3,7,0,10,0.75,400,3,80,0,80
2608,95,4,7,0,10,0.75,400,3,80,0,80
2609,95,5,7,0,10,0.75,400,3,80,0,80
2610,95,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2611,95,7,13,123.4444444,10,0.75,400,3,80,81.76190476,80
2612,95,8,13,561.1111111,10,0.75,400,3,80,138.2698413,80
2613,95,9,13,920.2222222,10,0.75,400,3,80,338.6666667,80
2614,95,10,13,976.3333333,10,0.75,400,3,80,474.3333333,80
2615,95,11,13,1077.333333,10,0.75,400,3,80,535.650794,80
2616,95,12,13,1111,10,0.75,400,3,80,649.476191,80
2617,95,13,13,1223.222222,10,0.75,400,3,80,795.968254,80
2618,95,14,13,1268.111111,10,0.75,400,3,80,635.650793,80
2619,95,15,13,1054.888889,10,0.75,400,3,80,529.4444444,80
2620,95,16,13,875.3333333,10,0.75,400,3,80,379.3492063,80
2621,95,17,13,505,10,0.75,400,3,80,148.4920635,80
2622,95,18,13,134.6666667,10,0.75,400,3,80,52.9047619,80
2623,95,19,13,11.22222222,10,0.75,400,3,80,0,80
2624,95,20,7,0,10,0.75,400,3,80,0,80
2625,95,21,7,0,10,0.75,400,3,80,0,80
2626,95,22,7,0,10,0.75,400,3,80,0,80
2627,95,23,7,0,10,0.75,400,3,80,0,80
2628,95,24,7,0,10,0.75,400,3,80,0,80
2629,96,1,7,0,10,0.75,400,3,80,0,80
2630,96,2,7,0,10,0.75,400,3,80,0,80
2631,96,3,7,0,10,0.75,400,3,80,0,80
2632,96,4,7,0,10,0.75,400,3,80,0,80
2633,96,5,7,0,10,0.75,400,3,80,0,80
2634,96,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2635,96,7,13,325.4444444,10,0.75,400,3,80,81.76190476,80
2636,96,8,13,392.7777778,10,0.75,400,3,80,138.2698413,80
2637,96,9,13,796.7777778,10,0.75,400,3,80,338.6666667,80
2638,96,10,13,1122.222222,10,0.75,400,3,80,474.3333333,80
2639,96,11,13,1290.555556,10,0.75,400,3,80,535.650794,80
2640,96,12,13,796.7777778,10,0.75,400,3,80,649.476191,80
2641,96,13,13,1043.666667,10,0.75,400,3,80,795.968254,80
2642,96,14,13,864.1111111,10,0.75,400,3,80,635.650793,80
2643,96,15,13,875.3333333,10,0.75,400,3,80,529.4444444,80
2644,96,16,13,538.6666667,10,0.75,400,3,80,379.3492063,80
2645,96,17,13,269.3333333,10,0.75,400,3,80,148.4920635,80
2646,96,18,13,179.5555556,10,0.75,400,3,80,52.9047619,80
2647,96,19,13,11.22222222,10,0.75,400,3,80,0,80
2648,96,20,7,0,10,0.75,400,3,80,0,80
2649,96,21,7,0,10,0.75,400,3,80,0,80
2650,96,22,7,0,10,0.75,400,3,80,0,80
2651,96,23,7,0,10,0.75,400,3,80,0,80
2652,96,24,7,0,10,0.75,400,3,80,0,80
2653,97,1,7,0,10,0.75,400,3,80,0,80
2654,97,2,7,0,10,0.75,400,3,80,0,80
2655,97,3,7,0,10,0.75,400,3,80,0,80
2656,97,4,7,0,10,0.75,400,3,80,0,80
2657,97,5,7,0,10,0.75,400,3,80,0,80
2658,97,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2659,97,7,13,269.3333333,10,0.75,400,3,80,81.76190476,80
2660,97,8,13,437.6666667,10,0.75,400,3,80,138.2698413,80
2661,97,9,13,448.8888889,10,0.75,400,3,80,338.6666667,80
2662,97,10,13,426.4444444,10,0.75,400,3,80,474.3333333,80
2663,97,11,13,684.5555556,10,0.75,400,3,80,535.650794,80
2664,97,12,13,1144.666667,10,0.75,400,3,80,649.476191,80
2665,97,13,13,1010,10,0.75,400,3,80,795.968254,80
2666,97,14,13,650.8888889,10,0.75,400,3,80,635.650793,80
2667,97,15,13,437.6666667,10,0.75,400,3,80,529.4444444,80
2668,97,16,13,606,10,0.75,400,3,80,379.3492063,80
2669,97,17,13,157.1111111,10,0.75,400,3,80,148.4920635,80
2670,97,18,13,44.88888889,10,0.75,400,3,80,52.9047619,80
2671,97,19,13,11.22222222,10,0.75,400,3,80,0,80
2672,97,20,7,0,10,0.75,400,3,80,0,80
2673,97,21,7,0,10,0.75,400,3,80,0,80
2674,97,22,7,0,10,0.75,400,3,80,0,80
2675,97,23,7,0,10,0.75,400,3,80,0,80
2676,97,24,7,0,10,0.75,400,3,80,0,80
2677,98,1,7,0,10,0.75,400,3,80,0,80
2678,98,2,7,0,10,0.75,400,3,80,0,80
2679,98,3,7,0,10,0.75,400,3,80,0,80
2680,98,4,7,0,10,0.75,400,3,80,0,80
2681,98,5,7,0,10,0.75,400,3,80,0,80
2682,98,6,7,44.88888889,10,0.75,400,3,80,3.206349206,80
2683,98,7,13,314.2222222,10,0.75,400,3,80,81.76190476,80
2684,98,8,13,673.3333333,10,0.75,400,3,80,138.2698413,80
2685,98,9,13,931.4444444,10,0.75,400,3,80,338.6666667,80
2686,98,10,13,1346.666667,10,0.75,400,3,80,474.3333333,80
2687,98,11,13,965.1111111,10,0.75,400,3,80,535.650794,80
2688,98,12,13,920.2222222,10,0.75,400,3,80,649.476191,80
2689,98,13,13,942.6666667,10,0.75,400,3,80,795.968254,80
2690,98,14,13,617.2222222,10,0.75,400,3,80,635.650793,80
2691,98,15,13,684.5555556,10,0.75,400,3,80,529.4444444,80
2692,98,16,13,516.2222222,10,0.75,400,3,80,379.3492063,80
2693,98,17,13,448.8888889,10,0.75,400,3,80,148.4920635,80
2694,98,18,13,145.8888889,10,0.75,400,3,80,52.9047619,80
2695,98,19,13,22.44444444,10,0.75,400,3,80,0,80
2696,98,20,7,0,10,0.75,400,3,80,0,80
2697,98,21,7,0,10,0.75,400,3,80,0,80
2698,98,22,7,0,10,0.75,400,3,80,0,80
2699,98,23,7,0,10,0.75,400,3,80,0,80
2700,98,24,7,0,10,0.75,400,3,80,0,80
2701,99,1,7,0,10,0.75,400,3,80,0,80
2702,99,2,7,0,10,0.75,400,3,80,0,80
2703,99,3,7,0,10,0.75,400,3,80,0,80
2704,99,4,7,0,10,0.75,400,3,80,0,80
2705,99,5,7,0,10,0.75,400,3,80,0,80
2706,99,6,7,44.88888889,10,0.75,400,3,80,3.206349206,80
2707,99,7,13,291.7777778,10,0.75,400,3,80,81.76190476,80
2708,99,8,13,594.7777778,10,0.75,400,3,80,138.2698413,80
2709,99,9,13,953.8888889,10,0.75,400,3,80,338.6666667,80
2710,99,10,13,1268.111111,10,0.75,400,3,80,474.3333333,80
2711,99,11,13,1481.333333,10,0.75,400,3,80,535.650794,80
2712,99,12,13,1616,10,0.75,400,3,80,649.476191,80
2713,99,13,13,1604.777778,10,0.75,400,3,80,795.968254,80
2714,99,14,13,1481.333333,10,0.75,400,3,80,635.650793,80
2715,99,15,13,1245.666667,10,0.75,400,3,80,529.4444444,80
2716,99,16,13,953.8888889,10,0.75,400,3,80,379.3492063,80
2717,99,17,13,606,10,0.75,400,3,80,148.4920635,80
2718,99,18,13,235.6666667,10,0.75,400,3,80,52.9047619,80
2719,99,19,13,11.22222222,10,0.75,400,3,80,0,80
2720,99,20,7,0,10,0.75,400,3,80,0,80
2721,99,21,7,0,10,0.75,400,3,80,0,80
2722,99,22,7,0,10,0.75,400,3,80,0,80
2723,99,23,7,0,10,0.75,400,3,80,0,80
2724,99,24,7,0,10,0.75,400,3,80,0,80
2725,100,1,7,0,10,0.75,400,3,80,0,80
2726,100,2,7,0,10,0.75,400,3,80,0,80
2727,100,3,7,0,10,0.75,400,3,80,0,80
2728,100,4,7,0,10,0.75,400,3,80,0,80
2729,100,5,7,0,10,0.75,400,3,80,0,80
2730,100,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2731,100,7,13,56.11111111,10,0.75,400,3,80,81.76190476,80
2732,100,8,13,89.77777778,10,0.75,400,3,80,138.2698413,80
2733,100,9,13,235.6666667,10,0.75,400,3,80,338.6666667,80
2734,100,10,13,437.6666667,10,0.75,400,3,80,474.3333333,80
2735,100,11,13,572.3333333,10,0.75,400,3,80,535.650794,80
2736,100,12,13,886.5555556,10,0.75,400,3,80,649.476191,80
2737,100,13,13,1616,10,0.75,400,3,80,795.968254,80
2738,100,14,13,1492.555556,10,0.75,400,3,80,635.650793,80
2739,100,15,13,1066.111111,10,0.75,400,3,80,529.4444444,80
2740,100,16,13,258.1111111,10,0.75,400,3,80,379.3492063,80
2741,100,17,13,123.4444444,10,0.75,400,3,80,148.4920635,80
2742,100,18,13,44.88888889,10,0.75,400,3,80,52.9047619,80
2743,100,19,13,11.22222222,10,0.75,400,3,80,0,80
2744,100,20,7,0,10,0.75,400,3,80,0,80
2745,100,21,7,0,10,0.75,400,3,80,0,80
2746,100,22,7,0,10,0.75,400,3,80,0,80
2747,100,23,7,0,10,0.75,400,3,80,0,80
2748,100,24,7,0,10,0.75,400,3,80,0,80
2749,101,1,7,0,10,0.75,400,3,80,0,80
2750,101,2,7,0,10,0.75,400,3,80,0,80
2751,101,3,7,0,10,0.75,400,3,80,0,80
2752,101,4,7,0,10,0.75,400,3,80,0,80
2753,101,5,7,0,10,0.75,400,3,80,0,80
2754,101,6,7,44.88888889,10,0.75,400,3,80,3.206349206,80
2755,101,7,13,359.1111111,10,0.75,400,3,80,81.76190476,80
2756,101,8,13,718.2222222,10,0.75,400,3,80,138.2698413,80
2757,101,9,13,841.6666667,10,0.75,400,3,80,338.6666667,80
2758,101,10,13,1066.111111,10,0.75,400,3,80,474.3333333,80
2759,101,11,13,1021.222222,10,0.75,400,3,80,535.650794,80
2760,101,12,13,516.2222222,10,0.75,400,3,80,649.476191,80
2761,101,13,13,482.5555556,10,0.75,400,3,80,795.968254,80
2762,101,14,13,976.3333333,10,0.75,400,3,80,635.650793,80
2763,101,15,13,796.7777778,10,0.75,400,3,80,529.4444444,80
2764,101,16,13,684.5555556,10,0.75,400,3,80,379.3492063,80
2765,101,17,13,695.7777778,10,0.75,400,3,80,148.4920635,80
2766,101,18,13,258.1111111,10,0.75,400,3,80,52.9047619,80
2767,101,19,13,11.22222222,10,0.75,400,3,80,0,80
2768,101,20,7,0,10,0.75,400,3,80,0,80
2769,101,21,7,0,10,0.75,400,3,80,0,80
2770,101,22,7,0,10,0.75,400,3,80,0,80
2771,101,23,7,0,10,0.75,400,3,80,0,80
2772,101,24,7,0,10,0.75,400,3,80,0,80
2773,102,1,7,0,10,0.75,400,3,80,0,80
2774,102,2,7,0,10,0.75,400,3,80,0,80
2775,102,3,7,0,10,0.75,400,3,80,0,80
2776,102,4,7,0,10,0.75,400,3,80,0,80
2777,102,5,7,0,10,0.75,400,3,80,0,80
2778,102,6,7,11.22222222,10,0.75,400,3,80,3.206349206,80
2779,102,7,13,89.77777778,10,0.75,400,3,80,81.76190476,80
2780,102,8,13,190.7777778,10,0.75,400,3,80,138.2698413,80
2781,102,9,13,572.3333333,10,0.75,400,3,80,338.6666667,80
2782,102,10,13,976.3333333,10,0.75,400,3,80,474.3333333,80
2783,102,11,13,1234.444444,10,0.75,400,3,80,535.650794,80
2784,102,12,13,1447.666667,10,0.75,400,3,80,649.476191,80
2785,102,13,13,1032.444444,10,0.75,400,3,80,795.968254,80
2786,102,14,13,987.5555556,10,0.75,400,3,80,635.650793,80
2787,102,15,13,774.3333333,10,0.75,400,3,80,529.4444444,80
2788,102,16,13,572.3333333,10,0.75,400,3,80,379.3492063,80
2789,102,17,13,246.8888889,10,0.75,400,3,80,148.4920635,80
