t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,SRWC_optimal,PARi,SRWC
0,347,12,13,516.2222222,10,0.75,400,3,80,649.476191,80
1,347,13,13,549.8888889,10,0.75,400,3,80,795.968254,80
2,347,14,13,392.7777778,10,0.75,400,3,80,635.650793,80
3,347,15,13,157.1111111,10,0.75,400,3,80,529.4444444,80
4,347,16,13,22.44444444,10,0.75,400,3,80,379.3492063,80
5,347,17,13,0,10,0.75,400,3,80,148.4920635,80
6,347,18,13,0,10,0.75,400,3,80,52.9047619,80
7,347,19,13,0,10,0.75,400,3,80,0,80
8,347,20,7,0,10,0.75,400,3,80,0,80
9,347,21,7,0,10,0.75,400,3,80,0,80
10,347,22,7,0,10,0.75,400,3,80,0,80
11,347,23,7,0,10,0.75,400,3,80,0,80
12,347,24,7,0,10,0.75,400,3,80,0,80
13,348,1,7,0,10,0.75,400,3,80,0,80
14,348,2,7,0,10,0.75,400,3,80,0,80
15,348,3,7,0,10,0.75,400,3,80,0,80
16,348,4,7,0,10,0.75,400,3,80,0,80
17,348,5,7,0,10,0.75,400,3,80,0,80
18,348,6,7,0,10,0.75,400,3,80,3.206349206,80
19,348,7,13,0,10,0.75,400,3,80,81.76190476,80
20,348,8,13,0,10,0.75,400,3,80,138.2698413,80
21,348,9,13,11.22222222,10,0.75,400,3,80,338.6666667,80
22,348,10,13,33.66666667,10,0.75,400,3,80,474.3333333,80
23,348,11,13,33.66666667,10,0.75,400,3,80,535.650794,80
24,348,12,13,22.44444444,10,0.75,400,3,80,649.476191,80
25,348,13,13,44.88888889,10,0.75,400,3,80,795.968254,80
26,348,14,13,56.11111111,10,0.75,400,3,80,635.650793,80
27,348,15,13,33.66666667,10,0.75,400,3,80,529.4444444,80
28,348,16,13,11.22222222,10,0.75,400,3,80,379.3492063,80
29,348,17,13,0,10,0.75,400,3,80,148.4920635,80
30,348,18,13,0,10,0.75,400,3,80,52.9047619,80
31,348,19,13,0,10,0.75,400,3,80,0,80
32,348,20,7,0,10,0.75,400,3,80,0,80
33,348,21,7,0,10,0.75,400,3,80,0,80
34,348,22,7,0,10,0.75,400,3,80,0,80
35,348,23,7,0,10,0.75,400,3,80,0,80
36,348,24,7,0,10,0.75,400,3,80,0,80
37,349,1,7,0,10,0.75,400,3,80,0,80
38,349,2,7,0,10,0.75,400,3,80,0,80
39,349,3,7,0,10,0.75,400,3,80,0,80
40,349,4,7,0,10,0.75,400,3,80,0,80
41,349,5,7,0,10,0.75,400,3,80,0,80
42,349,6,7,0,10,0.75,400,3,80,3.206349206,80
43,349,7,13,0,10,0.75,400,3,80,81.76190476,80
44,349,8,13,0,10,0.75,400,3,80,138.2698413,80
45,349,9,13,157.1111111,10,0.75,400,3,80,338.6666667,80
46,349,10,13,359.1111111,10,0.75,400,3,80,474.3333333,80
47,349,11,13,370.3333333,10,0.75,400,3,80,535.650794,80
48,349,12,13,594.7777778,10,0.75,400,3,80,649.476191,80
49,349,13,13,493.7777778,10,0.75,400,3,80,795.968254,80
50,349,14,13,314.2222222,10,0.75,400,3,80,635.650793,80
51,349,15,13,213.2222222,10,0.75,400,3,80,529.4444444,80
52,349,16,13,11.22222222,10,0.75,400,3,80,379.3492063,80
53,349,17,13,0,10,0.75,400,3,80,148.4920635,80
54,349,18,13,0,10,0.75,400,3,80,52.9047619,80
55,349,19,13,0,10,0.75,400,3,80,0,80
56,349,20,7,0,10,0.75,400,3,80,0,80
57,349,21,7,0,10,0.75,400,3,80,0,80
58,349,22,7,0,10,0.75,400,3,80,0,80
59,349,23,7,0,10,0.75,400,3,80,0,80
60,349,24,7,0,10,0.75,400,3,80,0,80
61,350,1,7,0,10,0.75,400,3,80,0,80
62,350,2,7,0,10,0.75,400,3,80,0,80
63,350,3,7,0,10,0.75,400,3,80,0,80
64,350,4,7,0,10,0.75,400,3,80,0,80
65,350,5,7,0,10,0.75,400,3,80,0,80
66,350,6,7,0,10,0.75,400,3,80,3.206349206,80
67,350,7,13,0,10,0.75,400,3,80,81.76190476,80
68,350,8,13,0,10,0.75,400,3,80,138.2698413,80
69,350,9,13,22.44444444,10,0.75,400,3,80,338.6666667,80
70,350,10,13,44.88888889,10,0.75,400,3,80,474.3333333,80
71,350,11,13,101,10,0.75,400,3,80,535.650794,80
72,350,12,13,123.4444444,10,0.75,400,3,80,649.476191,80
73,350,13,13,145.8888889,10,0.75,400,3,80,795.968254,80
74,350,14,13,123.4444444,10,0.75,400,3,80,635.650793,80
75,350,15,13,112.2222222,10,0.75,400,3,80,529.4444444,80
76,350,16,13,56.11111111,10,0.75,400,3,80,379.3492063,80
77,350,17,13,0,10,0.75,400,3,80,148.4920635,80
78,350,18,13,0,10,0.75,400,3,80,52.9047619,80
79,350,19,13,0,10,0.75,400,3,80,0,80
80,350,20,7,0,10,0.75,400,3,80,0,80
81,350,21,7,0,10,0.75,400,3,80,0,80
82,350,22,7,0,10,0.75,400,3,80,0,80
83,350,23,7,0,10,0.75,400,3,80,0,80
84,350,24,7,0,10,0.75,400,3,80,0,80
85,351,1,7,0,10,0.75,400,3,80,0,80
86,351,2,7,0,10,0.75,400,3,80,0,80
87,351,3,7,0,10,0.75,400,3,80,0,80
88,351,4,7,0,10,0.75,400,3,80,0,80
89,351,5,7,0,10,0.75,400,3,80,0,80
90,351,6,7,0,10,0.75,400,3,80,3.206349206,80
91,351,7,13,0,10,0.75,400,3,80,81.76190476,80
92,351,8,13,11.22222222,10,0.75,400,3,80,138.2698413,80
93,351,9,13,145.8888889,10,0.75,400,3,80,338.6666667,80
94,351,10,13,392.7777778,10,0.75,400,3,80,474.3333333,80
95,351,11,13,505,10,0.75,400,3,80,535.650794,80
96,351,12,13,594.7777778,10,0.75,400,3,80,649.476191,80
97,351,13,13,460.1111111,10,0.75,400,3,80,795.968254,80
98,351,14,13,291.7777778,10,0.75,400,3,80,635.650793,80
99,351,15,13,224.4444444,10,0.75,400,3,80,529.4444444,80
100,351,16,13,33.66666667,10,0.75,400,3,80,379.3492063,80
101,351,17,13,0,10,0.75,400,3,80,148.4920635,80
102,351,18,13,0,10,0.75,400,3,80,52.9047619,80
103,351,19,13,0,10,0.75,400,3,80,0,80
104,351,20,7,0,10,0.75,400,3,80,0,80
105,351,21,7,0,10,0.75,400,3,80,0,80
106,351,22,7,0,10,0.75,400,3,80,0,80
107,351,23,7,0,10,0.75,400,3,80,0,80
108,351,24,7,0,10,0.75,400,3,80,0,80
109,352,1,7,0,10,0.75,400,3,80,0,80
110,352,2,7,0,10,0.75,400,3,80,0,80
111,352,3,7,0,10,0.75,400,3,80,0,80
112,352,4,7,0,10,0.75,400,3,80,0,80
113,352,5,7,0,10,0.75,400,3,80,0,80
114,352,6,7,0,10,0.75,400,3,80,3.206349206,80
115,352,7,13,0,10,0.75,400,3,80,81.76190476,80
116,352,8,13,0,10,0.75,400,3,80,138.2698413,80
117,352,9,13,56.11111111,10,0.75,400,3,80,338.6666667,80
118,352,10,13,168.3333333,10,0.75,400,3,80,474.3333333,80
119,352,11,13,314.2222222,10,0.75,400,3,80,535.650794,80
120,352,12,13,303,10,0.75,400,3,80,649.476191,80
121,352,13,13,224.4444444,10,0.75,400,3,80,795.968254,80
122,352,14,13,190.7777778,10,0.75,400,3,80,635.650793,80
123,352,15,13,101,10,0.75,400,3,80,529.4444444,80
124,352,16,13,33.66666667,10,0.75,400,3,80,379.3492063,80
125,352,17,13,0,10,0.75,400,3,80,148.4920635,80
126,352,18,13,0,10,0.75,400,3,80,52.9047619,80
127,352,19,13,0,10,0.75,400,3,80,0,80
128,352,20,7,0,10,0.75,400,3,80,0,80
129,352,21,7,0,10,0.75,400,3,80,0,80
130,352,22,7,0,10,0.75,400,3,80,0,80
131,352,23,7,0,10,0.75,400,3,80,0,80
132,352,24,7,0,10,0.75,400,3,80,0,80
133,353,1,7,0,10,0.75,400,3,80,0,80
134,353,2,7,0,10,0.75,400,3,80,0,80
135,353,3,7,0,10,0.75,400,3,80,0,80
136,353,4,7,0,10,0.75,400,3,80,0,80
137,353,5,7,0,10,0.75,400,3,80,0,80
138,353,6,7,0,10,0.75,400,3,80,3.206349206,80
139,353,7,13,0,10,0.75,400,3,80,81.76190476,80
140,353,8,13,0,10,0.75,400,3,80,138.2698413,80
141,353,9,13,157.1111111,10,0.75,400,3,80,338.6666667,80
142,353,10,13,392.7777778,10,0.75,400,3,80,474.3333333,80
143,353,11,13,538.6666667,10,0.75,400,3,80,535.650794,80
144,353,12,13,516.2222222,10,0.75,400,3,80,649.476191,80
145,353,13,13,336.6666667,10,0.75,400,3,80,795.968254,80
146,353,14,13,336.6666667,10,0.75,400,3,80,635.650793,80
147,353,15,13,179.5555556,10,0.75,400,3,80,529.4444444,80
148,353,16,13,44.88888889,10,0.75,400,3,80,379.3492063,80
149,353,17,13,0,10,0.75,400,3,80,148.4920635,80
150,353,18,13,0,10,0.75,400,3,80,52.9047619,80
151,353,19,13,0,10,0.75,400,3,80,0,80
152,353,20,7,0,10,0.75,400,3,80,0,80
153,353,21,7,0,10,0.75,400,3,80,0,80
154,353,22,7,0,10,0.75,400,3,80,0,80
155,353,23,7,0,10,0.75,400,3,80,0,80
156,353,24,7,0,10,0.75,400,3,80,0,80
157,354,1,7,0,10,0.75,400,3,80,0,80
158,354,2,7,0,10,0.75,400,3,80,0,80
159,354,3,7,0,10,0.75,400,3,80,0,80
160,354,4,7,0,10,0.75,400,3,80,0,80
161,354,5,7,0,10,0.75,400,3,80,0,80
162,354,6,7,0,10,0.75,400,3,80,3.206349206,80
163,354,7,13,0,10,0.75,400,3,80,81.76190476,80
164,354,8,13,0,10,0.75,400,3,80,138.2698413,80
165,354,9,13,112.2222222,10,0.75,400,3,80,338.6666667,80
166,354,10,13,370.3333333,10,0.75,400,3,80,474.3333333,80
167,354,11,13,448.8888889,10,0.75,400,3,80,535.650794,80
168,354,12,13,516.2222222,10,0.75,400,3,80,649.476191,80
169,354,13,13,572.3333333,10,0.75,400,3,80,795.968254,80
170,354,14,13,404,10,0.75,400,3,80,635.650793,80
171,354,15,13,224.4444444,10,0.75,400,3,80,529.4444444,80
172,354,16,13,67.33333333,10,0.75,400,3,80,379.3492063,80
173,354,17,13,0,10,0.75,400,3,80,148.4920635,80
174,354,18,13,0,10,0.75,400,3,80,52.9047619,80
175,354,19,13,0,10,0.75,400,3,80,0,80
176,354,20,7,0,10,0.75,400,3,80,0,80
177,354,21,7,0,10,0.75,400,3,80,0,80
178,354,22,7,0,10,0.75,400,3,80,0,80
179,354,23,7,0,10,0.75,400,3,80,0,80
180,354,24,7,0,10,0.75,400,3,80,0,80
181,355,1,7,0,10,0.75,400,3,80,0,80
182,355,2,7,0,10,0.75,400,3,80,0,80
183,355,3,7,0,10,0.75,400,3,80,0,80
184,355,4,7,0,10,0.75,400,3,80,0,80
185,355,5,7,0,10,0.75,400,3,80,0,80
186,355,6,7,0,10,0.75,400,3,80,3.206349206,80
187,355,7,13,0,10,0.75,400,3,80,81.76190476,80
188,355,8,13,0,10,0.75,400,3,80,138.2698413,80
189,355,9,13,33.66666667,10,0.75,400,3,80,338.6666667,80
190,355,10,13,89.77777778,10,0.75,400,3,80,474.3333333,80
191,355,11,13,157.1111111,10,0.75,400,3,80,535.650794,80
192,355,12,13,179.5555556,10,0.75,400,3,80,649.476191,80
193,355,13,13,224.4444444,10,0.75,400,3,80,795.968254,80
194,355,14,13,134.6666667,10,0.75,400,3,80,635.650793,80
195,355,15,13,112.2222222,10,0.75,400,3,80,529.4444444,80
196,355,16,13,22.44444444,10,0.75,400,3,80,379.3492063,80
197,355,17,13,0,10,0.75,400,3,80,148.4920635,80
198,355,18,13,0,10,0.75,400,3,80,52.9047619,80
199,355,19,13,0,10,0.75,400,3,80,0,80
200,355,20,7,0,10,0.75,400,3,80,0,80
201,355,21,7,0,10,0.75,400,3,80,0,80
202,355,22,7,0,10,0.75,400,3,80,0,80
203,355,23,7,0,10,0.75,400,3,80,0,80
204,355,24,7,0,10,0.75,400,3,80,0,80
205,356,1,7,0,10,0.75,400,3,80,0,80
206,356,2,7,0,10,0.75,400,3,80,0,80
207,356,3,7,0,10,0.75,400,3,80,0,80
208,356,4,7,0,10,0.75,400,3,80,0,80
209,356,5,7,0,10,0.75,400,3,80,0,80
210,356,6,7,0,10,0.75,400,3,80,3.206349206,80
211,356,7,13,0,10,0.75,400,3,80,81.76190476,80
212,356,8,13,0,10,0.75,400,3,80,138.2698413,80
213,356,9,13,11.22222222,10,0.75,400,3,80,338.6666667,80
214,356,10,13,33.66666667,10,0.75,400,3,80,474.3333333,80
215,356,11,13,78.55555556,10,0.75,400,3,80,535.650794,80
216,356,12,13,89.77777778,10,0.75,400,3,80,649.476191,80
217,356,13,13,89.77777778,10,0.75,400,3,80,795.968254,80
218,356,14,13,78.55555556,10,0.75,400,3,80,635.650793,80
219,356,15,13,33.66666667,10,0.75,400,3,80,529.4444444,80
220,356,16,13,11.22222222,10,0.75,400,3,80,379.3492063,80
221,356,17,13,0,10,0.75,400,3,80,148.4920635,80
222,356,18,13,0,10,0.75,400,3,80,52.9047619,80
223,356,19,13,0,10,0.75,400,3,80,0,80
224,356,20,7,0,10,0.75,400,3,80,0,80
225,356,21,7,0,10,0.75,400,3,80,0,80
226,356,22,7,0,10,0.75,400,3,80,0,80
227,356,23,7,0,10,0.75,400,3,80,0,80
228,356,24,7,0,10,0.75,400,3,80,0,80
229,357,1,7,0,10,0.75,400,3,80,0,80
230,357,2,7,0,10,0.75,400,3,80,0,80
231,357,3,7,0,10,0.75,400,3,80,0,80
232,357,4,7,0,10,0.75,400,3,80,0,80
233,357,5,7,0,10,0.75,400,3,80,0,80
234,357,6,7,0,10,0.75,400,3,80,3.206349206,80
235,357,7,13,0,10,0.75,400,3,80,81.76190476,80
236,357,8,13,0,10,0.75,400,3,80,138.2698413,80
237,357,9,13,0,10,0.75,400,3,80,338.6666667,80
238,357,10,13,33.66666667,10,0.75,400,3,80,474.3333333,80
239,357,11,13,190.7777778,10,0.75,400,3,80,535.650794,80
240,357,12,13,235.6666667,10,0.75,400,3,80,649.476191,80
241,357,13,13,224.4444444,10,0.75,400,3,80,795.968254,80
242,357,14,13,145.8888889,10,0.75,400,3,80,635.650793,80
243,357,15,13,89.77777778,10,0.75,400,3,80,529.4444444,80
244,357,16,13,11.22222222,10,0.75,400,3,80,379.3492063,80
245,357,17,13,0,10,0.75,400,3,80,148.4920635,80
246,357,18,13,0,10,0.75,400,3,80,52.9047619,80
247,357,19,13,0,10,0.75,400,3,80,0,80
248,357,20,7,0,10,0.75,400,3,80,0,80
249,357,21,7,0,10,0.75,400,3,80,0,80
250,357,22,7,0,10,0.75,400,3,80,0,80
251,357,23,7,0,10,0.75,400,3,80,0,80
252,357,24,7,0,10,0.75,400,3,80,0,80
253,358,1,7,0,10,0.75,400,3,80,0,80
254,358,2,7,0,10,0.75,400,3,80,0,80
255,358,3,7,0,10,0.75,400,3,80,0,80
256,358,4,7,0,10,0.75,400,3,80,0,80
257,358,5,7,0,10,0.75,400,3,80,0,80
258,358,6,7,0,10,0.75,400,3,80,3.206349206,80
259,358,7,13,0,10,0.75,400,3,80,81.76190476,80
260,358,8,13,0,10,0.75,400,3,80,138.2698413,80
261,358,9,13,11.22222222,10,0.75,400,3,80,338.6666667,80
262,358,10,13,33.66666667,10,0.75,400,3,80,474.3333333,80
263,358,11,13,67.33333333,10,0.75,400,3,80,535.650794,80
264,358,12,13,134.6666667,10,0.75,400,3,80,649.476191,80
265,358,13,13,78.55555556,10,0.75,400,3,80,795.968254,80
266,358,14,13,89.77777778,10,0.75,400,3,80,635.650793,80
267,358,15,13,56.11111111,10,0.75,400,3,80,529.4444444,80
268,358,16,13,11.22222222,10,0.75,400,3,80,379.3492063,80
269,358,17,13,0,10,0.75,400,3,80,148.4920635,80
270,358,18,13,0,10,0.75,400,3,80,52.9047619,80
271,358,19,13,0,10,0.75,400,3,80,0,80
272,358,20,7,0,10,0.75,400,3,80,0,80
273,358,21,7,0,10,0.75,400,3,80,0,80
274,358,22,7,0,10,0.75,400,3,80,0,80
275,358,23,7,0,10,0.75,400,3,80,0,80
276,358,24,7,0,10,0.75,400,3,80,0,80
277,359,1,7,0,10,0.75,400,3,80,0,80
278,359,2,7,0,10,0.75,400,3,80,0,80
279,359,3,7,0,10,0.75,400,3,80,0,80
280,359,4,7,0,10,0.75,400,3,80,0,80
281,359,5,7,0,10,0.75,400,3,80,0,80
282,359,6,7,0,10,0.75,400,3,80,3.206349206,80
283,359,7,13,0,10,0.75,400,3,80,81.76190476,80
284,359,8,13,0,10,0.75,400,3,80,138.2698413,80
285,359,9,13,56.11111111,10,0.75,400,3,80,338.6666667,80
286,359,10,13,213.2222222,10,0.75,400,3,80,474.3333333,80
287,359,11,13,303,10,0.75,400,3,80,535.650794,80
288,359,12,13,291.7777778,10,0.75,400,3,80,649.476191,80
289,359,13,13,460.1111111,10,0.75,400,3,80,795.968254,80
290,359,14,13,404,10,0.75,400,3,80,635.650793,80
291,359,15,13,190.7777778,10,0.75,400,3,80,529.4444444,80
292,359,16,13,44.88888889,10,0.75,400,3,80,379.3492063,80
293,359,17,13,0,10,0.75,400,3,80,148.4920635,80
294,359,18,13,0,10,0.75,400,3,80,52.9047619,80
295,359,19,13,0,10,0.75,400,3,80,0,80
296,359,20,7,0,10,0.75,400,3,80,0,80
297,359,21,7,0,10,0.75,400,3,80,0,80
298,359,22,7,0,10,0.75,400,3,80,0,80
299,359,23,7,0,10,0.75,400,3,80,0,80
300,359,24,7,0,10,0.75,400,3,80,0,80
301,360,1,7,0,10,0.75,400,3,80,0,80
302,360,2,7,0,10,0.75,400,3,80,0,80
303,360,3,7,0,10,0.75,400,3,80,0,80
304,360,4,7,0,10,0.75,400,3,80,0,80
305,360,5,7,0,10,0.75,400,3,80,0,80
306,360,6,7,0,10,0.75,400,3,80,3.206349206,80
307,360,7,13,0,10,0.75,400,3,80,81.76190476,80
308,360,8,13,0,10,0.75,400,3,80,138.2698413,80
309,360,9,13,33.66666667,10,0.75,400,3,80,338.6666667,80
310,360,10,13,89.77777778,10,0.75,400,3,80,474.3333333,80
311,360,11,13,134.6666667,10,0.75,400,3,80,535.650794,80
312,360,12,13,123.4444444,10,0.75,400,3,80,649.476191,80
313,360,13,13,145.8888889,10,0.75,400,3,80,795.968254,80
314,360,14,13,134.6666667,10,0.75,400,3,80,635.650793,80
315,360,15,13,78.55555556,10,0.75,400,3,80,529.4444444,80
316,360,16,13,11.22222222,10,0.75,400,3,80,379.3492063,80
317,360,17,13,0,10,0.75,400,3,80,148.4920635,80
318,360,18,13,0,10,0.75,400,3,80,52.9047619,80
319,360,19,13,0,10,0.75,400,3,80,0,80
320,360,20,7,0,10,0.75,400,3,80,0,80
321,360,21,7,0,10,0.75,400,3,80,0,80
322,360,22,7,0,10,0.75,400,3,80,0,80
323,360,23,7,0,10,0.75,400,3,80,0,80
324,360,24,7,0,10,0.75,400,3,80,0,80
325,361,1,7,0,10,0.75,400,3,80,0,80
326,361,2,7,0,10,0.75,400,3,80,0,80
327,361,3,7,0,10,0.75,400,3,80,0,80
328,361,4,7,0,10,0.75,400,3,80,0,80
329,361,5,7,0,10,0.75,400,3,80,0,80
330,361,6,7,0,10,0.75,400,3,80,3.206349206,80
331,361,7,13,0,10,0.75,400,3,80,81.76190476,80
332,361,8,13,0,10,0.75,400,3,80,138.2698413,80
333,361,9,13,22.44444444,10,0.75,400,3,80,338.6666667,80
334,361,10,13,89.77777778,10,0.75,400,3,80,474.3333333,80
335,361,11,13,190.7777778,10,0.75,400,3,80,535.650794,80
336,361,12,13,224.4444444,10,0.75,400,3,80,649.476191,80
337,361,13,13,168.3333333,10,0.75,400,3,80,795.968254,80
338,361,14,13,280.5555556,10,0.75,400,3,80,635.650793,80
339,361,15,13,179.5555556,10,0.75,400,3,80,529.4444444,80
340,361,16,13,101,10,0.75,400,3,80,379.3492063,80
341,361,17,13,0,10,0.75,400,3,80,148.4920635,80
342,361,18,13,0,10,0.75,400,3,80,52.9047619,80
343,361,19,13,0,10,0.75,400,3,80,0,80
344,361,20,7,0,10,0.75,400,3,80,0,80
345,361,21,7,0,10,0.75,400,3,80,0,80
346,361,22,7,0,10,0.75,400,3,80,0,80
347,361,23,7,0,10,0.75,400,3,80,0,80
348,361,24,7,0,10,0.75,400,3,80,0,80
349,1,1,7,0,10,0.75,400,3,80,0,80
350,1,2,7,0,10,0.75,400,3,80,0,80
351,1,3,7,0,10,0.75,400,3,80,0,80
352,1,4,7,0,10,0.75,400,3,80,0,80
353,1,5,7,0,10,0.75,400,3,80,0,80
354,1,6,7,0,10,0.75,400,3,80,3.206349206,80
355,1,7,13,0,10,0.75,400,3,80,81.76190476,80
356,1,8,13,0,10,0.75,400,3,80,138.2698413,80
357,1,9,13,101,10,0.75,400,3,80,338.6666667,80
358,1,10,13,269.3333333,10,0.75,400,3,80,474.3333333,80
359,1,11,13,460.1111111,10,0.75,400,3,80,535.650794,80
360,1,12,13,280.5555556,10,0.75,400,3,80,649.476191,80
361,1,13,13,224.4444444,10,0.75,400,3,80,795.968254,80
362,1,14,13,370.3333333,10,0.75,400,3,80,635.650793,80
363,1,15,13,291.7777778,10,0.75,400,3,80,529.4444444,80
364,1,16,13,67.33333333,10,0.75,400,3,80,379.3492063,80
365,1,17,13,0,10,0.75,400,3,80,148.4920635,80
366,1,18,13,0,10,0.75,400,3,80,52.9047619,80
367,1,19,13,0,10,0.75,400,3,80,0,80
368,1,20,7,0,10,0.75,400,3,80,0,80
369,1,21,7,0,10,0.75,400,3,80,0,80
370,1,22,7,0,10,0.75,400,3,80,0,80
371,1,23,7,0,10,0.75,400,3,80,0,80
372,1,24,7,0,10,0.75,400,3,80,0,80
373,2,1,7,0,10,0.75,400,3,80,0,80
374,2,2,7,0,10,0.75,400,3,80,0,80
375,2,3,7,0,10,0.75,400,3,80,0,80
376,2,4,7,0,10,0.75,400,3,80,0,80
377,2,5,7,0,10,0.75,400,3,80,0,80
378,2,6,7,0,10,0.75,400,3,80,3.206349206,80
379,2,7,13,0,10,0.75,400,3,80,81.76190476,80
380,2,8,13,0,10,0.75,400,3,80,138.2698413,80
381,2,9,13,11.22222222,10,0.75,400,3,80,338.6666667,80
382,2,10,13,56.11111111,10,0.75,400,3,80,474.3333333,80
383,2,11,13,101,10,0.75,400,3,80,535.650794,80
384,2,12,13,179.5555556,10,0.75,400,3,80,649.476191,80
385,2,13,13,291.7777778,10,0.75,400,3,80,795.968254,80
386,2,14,13,314.2222222,10,0.75,400,3,80,635.650793,80
387,2,15,13,224.4444444,10,0.75,400,3,80,529.4444444,80
388,2,16,13,44.88888889,10,0.75,400,3,80,379.3492063,80
389,2,17,13,0,10,0.75,400,3,80,148.4920635,80
390,2,18,13,0,10,0.75,400,3,80,52.9047619,80
391,2,19,13,0,10,0.75,400,3,80,0,80
392,2,20,7,0,10,0.75,400,3,80,0,80
393,2,21,7,0,10,0.75,400,3,80,0,80
394,2,22,7,0,10,0.75,400,3,80,0,80
395,2,23,7,0,10,0.75,400,3,80,0,80
396,2,24,7,0,10,0.75,400,3,80,0,80
397,3,1,7,0,10,0.75,400,3,80,0,80
398,3,2,7,0,10,0.75,400,3,80,0,80
399,3,3,7,0,10,0.75,400,3,80,0,80
400,3,4,7,0,10,0.75,400,3,80,0,79.8
401,3,5,7,0,10,0.75,400,3,80,0,79.6
402,3,6,7,0,10,0.75,400,3,80,3.206349206,79.4
403,3,7,13,0,10,0.75,400,3,80,81.76190476,79.2
404,3,8,13,0,10,0.75,400,3,80,138.2698413,79
405,3,9,13,33.66666667,10,0.75,400,3,80,338.6666667,78.8
406,3,10,13,67.33333333,10,0.75,400,3,80,474.3333333,78.6
407,3,11,13,101,10,0.75,400,3,80,535.650794,78.4
408,3,12,13,381.5555556,10,0.75,400,3,80,649.476191,78.2
409,3,13,13,213.2222222,10,0.75,400,3,80,795.968254,78
410,3,14,13,235.6666667,10,0.75,400,3,80,635.650793,77.8
411,3,15,13,246.8888889,10,0.75,400,3,80,529.4444444,77.6
412,3,16,13,145.8888889,10,0.75,400,3,80,379.3492063,77.4
413,3,17,13,0,10,0.75,400,3,80,148.4920635,77.2
414,3,18,13,0,10,0.75,400,3,80,52.9047619,77
415,3,19,13,0,10,0.75,400,3,80,0,76.8
416,3,20,7,0,10,0.75,400,3,80,0,76.6
417,3,21,7,0,10,0.75,400,3,80,0,76.4
418,3,22,7,0,10,0.75,400,3,80,0,76.2
419,3,23,7,0,10,0.75,400,3,80,0,76
420,3,24,7,0,10,0.75,400,3,80,0,75.8
421,4,1,7,0,10,0.75,400,3,80,0,75.6
422,4,2,7,0,10,0.75,400,3,80,0,75.4
423,4,3,7,0,10,0.75,400,3,80,0,75.2
424,4,4,7,0,10,0.75,400,3,80,0,75
425,4,5,7,0,10,0.75,400,3,80,0,74.8
426,4,6,7,0,10,0.75,400,3,80,3.206349206,74.6
427,4,7,13,0,10,0.75,400,3,80,81.76190476,74.4
428,4,8,13,0,10,0.75,400,3,80,138.2698413,74.2
429,4,9,13,67.33333333,10,0.75,400,3,80,338.6666667,74
430,4,10,13,157.1111111,10,0.75,400,3,80,474.3333333,73.8
431,4,11,13,134.6666667,10,0.75,400,3,80,535.650794,73.6
432,4,12,13,213.2222222,10,0.75,400,3,80,649.476191,73.4
433,4,13,13,303,10,0.75,400,3,80,795.968254,73.2
434,4,14,13,168.3333333,10,0.75,400,3,80,635.650793,73
435,4,15,13,78.55555556,10,0.75,400,3,80,529.4444444,72.8
436,4,16,13,22.44444444,10,0.75,400,3,80,379.3492063,72.6
437,4,17,13,0,10,0.75,400,3,80,148.4920635,72.4
438,4,18,13,0,10,0.75,400,3,80,52.9047619,72.2
439,4,19,13,0,10,0.75,400,3,80,0,72
440,4,20,7,0,10,0.75,400,3,80,0,71.8
441,4,21,7,0,10,0.75,400,3,80,0,71.6
442,4,22,7,0,10,0.75,400,3,80,0,71.4
443,4,23,7,0,10,0.75,400,3,80,0,71.2
444,4,24,7,0,10,0.75,400,3,80,0,71
445,5,1,7,0,10,0.75,400,3,80,0,70.8
446,5,2,7,0,10,0.75,400,3,80,0,70.6
447,5,3,7,0,10,0.75,400,3,80,0,70.4
448,5,4,7,0,10,0.75,400,3,80,0,70.2
449,5,5,7,0,10,0.75,400,3,80,0,70
450,5,6,7,0,10,0.75,400,3,80,3.206349206,69.8
451,5,7,13,0,10,0.75,400,3,80,81.76190476,69.6
452,5,8,13,0,10,0.75,400,3,80,138.2698413,69.4
453,5,9,13,112.2222222,10,0.75,400,3,80,338.6666667,69.2
454,5,10,13,347.8888889,10,0.75,400,3,80,474.3333333,69
455,5,11,13,392.7777778,10,0.75,400,3,80,535.650794,68.8
456,5,12,13,583.5555556,10,0.75,400,3,80,649.476191,68.6
457,5,13,13,583.5555556,10,0.75,400,3,80,795.968254,68.4
458,5,14,13,505,10,0.75,400,3,80,635.650793,68.2
459,5,15,13,314.2222222,10,0.75,400,3,80,529.4444444,68
460,5,16,13,112.2222222,10,0.75,400,3,80,379.3492063,67.8
461,5,17,13,0,10,0.75,400,3,80,148.4920635,67.6
462,5,18,13,0,10,0.75,400,3,80,52.9047619,67.4
463,5,19,13,0,10,0.75,400,3,80,0,67.2
464,5,20,7,0,10,0.75,400,3,80,0,67
465,5,21,7,0,10,0.75,400,3,80,0,66.8
466,5,22,7,0,10,0.75,400,3,80,0,66.6
467,5,23,7,0,10,0.75,400,3,80,0,66.4
468,5,24,7,0,10,0.75,400,3,80,0,66.2
469,6,1,7,0,10,0.75,400,3,80,0,66
470,6,2,7,0,10,0.75,400,3,80,0,65.8
471,6,3,7,0,10,0.75,400,3,80,0,65.6
472,6,4,7,0,10,0.75,400,3,80,0,65.4
